crop,Tave_high,Tmax_high,Tmin_high,GDD>0_high,GDD>10_high,PRE_high,SSD_high,RAD_high,Tave_low,Tmax_low,Tmin_low,GDD>0_low,GDD>10_low,PRE_low,SSD_low,RAD_low
W-NCP,9.6 ,15.2 ,5.1 ,2168.8 ,732.7 ,152.1 ,1151.1 ,2587.5 ,9.5 ,15.2 ,5.0 ,2178.9 ,732.3 ,155.3 ,1151.1 ,2596.0 
W-NCP,9.5 ,14.6 ,4.8 ,2506.6 ,907.6 ,179.0 ,1515.6 ,3070.4 ,9.5 ,14.6 ,4.8 ,2506.6 ,907.6 ,179.0 ,1515.6 ,3070.4 
W-NCP,10.9 ,16.2 ,6.7 ,2938.7 ,1183.2 ,145.9 ,1594.9 ,3279.3 ,10.8 ,16.1 ,6.6 ,2927.4 ,1154.2 ,150.5 ,1603.1 ,3279.4 
W-NCP,7.9 ,14.5 ,2.3 ,2170.8 ,802.8 ,110.2 ,1692.7 ,3174.5 ,8.3 ,14.5 ,2.8 ,2205.4 ,811.6 ,113.3 ,1585.8 ,3055.8 
W-NCP,9.6 ,15.6 ,4.8 ,2506.3 ,949.3 ,104.9 ,1596.9 ,3143.2 ,8.9 ,15.0 ,4.0 ,2310.9 ,858.4 ,125.0 ,1539.2 ,3048.0 
W-NCP,9.5 ,15.7 ,4.5 ,2398.6 ,861.8 ,152.0 ,1656.3 ,3251.5 ,9.5 ,15.7 ,4.5 ,2398.6 ,861.8 ,152.0 ,1656.3 ,3251.5 
W-NCP,9.2 ,15.5 ,4.3 ,2373.2 ,889.6 ,117.0 ,1611.6 ,3131.7 ,9.2 ,15.3 ,4.5 ,2360.5 ,891.3 ,113.5 ,1527.1 ,3036.7 
W-NCP,8.8 ,14.6 ,4.2 ,2320.1 ,866.6 ,132.4 ,1496.4 ,2958.1 ,8.6 ,14.4 ,4.0 ,2243.3 ,819.8 ,132.4 ,1473.9 ,2904.9 
W-NCP,8.2 ,14.1 ,3.1 ,2096.2 ,747.0 ,109.5 ,1616.9 ,3048.1 ,8.3 ,14.2 ,3.2 ,2123.8 ,764.6 ,109.5 ,1626.7 ,3070.9 
W-NCP,9.5 ,15.6 ,4.3 ,2471.0 ,959.9 ,132.7 ,1444.9 ,2975.6 ,9.6 ,15.6 ,4.5 ,2500.1 ,969.9 ,140.1 ,1455.2 ,2992.1 
W-NCP,7.7 ,13.9 ,2.5 ,2220.0 ,810.8 ,149.3 ,1737.6 ,3246.7 ,8.0 ,14.2 ,3.0 ,2315.0 ,843.0 ,161.0 ,1743.7 ,3282.2 
W-NCP,9.3 ,15.7 ,3.6 ,2410.7 ,907.6 ,122.8 ,1407.2 ,2983.5 ,8.8 ,15.6 ,2.8 ,2339.8 ,861.9 ,127.3 ,1488.5 ,3069.5 
W-NCP,9.4 ,15.5 ,4.5 ,2007.1 ,598.7 ,164.8 ,1099.8 ,2445.5 ,9.3 ,15.4 ,4.4 ,1955.0 ,580.0 ,171.1 ,1077.1 ,2399.2 
W-NCP,9.3 ,15.6 ,4.2 ,2378.2 ,872.5 ,180.9 ,1217.4 ,2776.3 ,8.6 ,14.8 ,3.5 ,2115.9 ,714.2 ,179.9 ,1160.3 ,2609.7 
W-NCP,10.0 ,17.4 ,4.3 ,2440.1 ,867.7 ,112.9 ,1419.9 ,2996.9 ,9.9 ,17.3 ,4.2 ,2363.7 ,846.3 ,103.6 ,1374.2 ,2924.3 
W-NCP,10.1 ,15.5 ,6.0 ,2410.7 ,795.1 ,193.7 ,1128.8 ,3072.2 ,10.2 ,15.7 ,6.0 ,2422.1 ,806.8 ,211.4 ,1149.9 ,2941.2 
W-NCP,10.4 ,16.1 ,5.6 ,2392.8 ,821.6 ,198.1 ,1267.9 ,2748.6 ,10.5 ,16.2 ,5.8 ,2445.6 ,851.0 ,199.6 ,1269.9 ,2772.2 
W-NCP,10.5 ,16.5 ,5.5 ,2521.3 ,876.8 ,243.4 ,1106.6 ,2603.5 ,10.5 ,16.5 ,5.5 ,2521.3 ,876.8 ,243.4 ,1106.6 ,2603.5 
W-NCP,9.9 ,16.0 ,5.0 ,2163.0 ,679.9 ,311.7 ,1118.2 ,2523.7 ,9.7 ,15.9 ,4.8 ,2110.4 ,652.3 ,311.7 ,1106.2 ,2494.6 
W-NCP,10.8 ,16.0 ,6.1 ,2726.2 ,1045.2 ,153.4 ,1308.8 ,2832.7 ,10.8 ,16.0 ,6.1 ,2726.2 ,1045.2 ,153.4 ,1308.8 ,2832.7 
W-NCP,9.0 ,14.5 ,4.7 ,2491.5 ,941.7 ,135.4 ,1634.5 ,3117.9 ,9.0 ,14.5 ,4.7 ,2479.1 ,932.6 ,139.1 ,1636.4 ,3115.5 
W-NCP,8.0 ,13.9 ,2.8 ,2206.1 ,747.0 ,195.1 ,1557.9 ,3059.7 ,8.1 ,13.9 ,3.0 ,2203.5 ,752.2 ,171.4 ,1539.4 ,3037.1 
W-NCP,8.3 ,14.1 ,3.5 ,2208.4 ,732.4 ,193.9 ,1631.5 ,3163.7 ,8.0 ,14.0 ,2.9 ,2119.4 ,700.1 ,183.8 ,1620.6 ,3126.2 
W-NCP,8.2 ,14.3 ,3.5 ,2127.9 ,708.4 ,153.1 ,1590.9 ,3091.7 ,8.2 ,14.1 ,3.4 ,2139.7 ,722.0 ,154.7 ,1664.2 ,3193.1 
W-NCP,8.7 ,14.2 ,4.0 ,2299.1 ,800.3 ,229.8 ,1515.5 ,3044.7 ,8.7 ,14.2 ,4.0 ,2299.1 ,800.3 ,229.8 ,1515.5 ,3044.7 
W-NCP,8.4 ,13.9 ,3.8 ,2276.3 ,804.3 ,170.3 ,1336.3 ,2848.9 ,8.3 ,13.8 ,3.7 ,2224.0 ,772.0 ,160.4 ,1343.9 ,2838.4 
W-NCP,8.4 ,14.4 ,3.4 ,2260.4 ,764.3 ,183.4 ,1553.7 ,3101.3 ,8.4 ,14.4 ,3.5 ,2284.0 ,772.9 ,200.0 ,1553.1 ,3107.4 
W-NCP,9.0 ,14.5 ,4.5 ,2279.9 ,808.1 ,165.4 ,1656.6 ,3200.9 ,8.6 ,14.1 ,4.1 ,2111.4 ,726.2 ,143.6 ,1589.0 ,3061.7 
W-NCP,6.6 ,12.7 ,1.4 ,1914.7 ,596.7 ,159.0 ,1611.1 ,3026.7 ,6.9 ,13.0 ,1.9 ,2015.8 ,624.9 ,134.5 ,1740.9 ,3244.0 
W-NCP,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 ,7.4 ,14.1 ,1.5 ,2019.2 ,632.0 ,137.6 ,1403.0 ,2889.4 
W-NCP,7.6 ,14.0 ,1.9 ,1998.5 ,625.1 ,121.0 ,1475.8 ,2952.7 ,7.6 ,14.0 ,1.9 ,2004.3 ,625.9 ,125.5 ,1471.3 ,2947.9 
W-NCP,8.0 ,14.4 ,2.2 ,2129.3 ,718.5 ,146.5 ,1699.7 ,3285.8 ,8.0 ,14.4 ,2.2 ,2129.3 ,718.5 ,146.5 ,1699.7 ,3285.8 
W-NCP,9.3 ,15.4 ,4.0 ,2283.4 ,717.6 ,157.7 ,1267.5 ,2778.0 ,9.3 ,15.4 ,4.0 ,2283.4 ,717.6 ,157.7 ,1267.5 ,2778.0 
W-NCP,9.8 ,15.6 ,5.1 ,2419.6 ,769.8 ,273.1 ,1477.7 ,3057.2 ,9.7 ,15.4 ,5.0 ,2363.8 ,734.0 ,272.1 ,1450.2 ,2997.0 
W-NCP,9.1 ,15.1 ,4.2 ,2008.9 ,552.5 ,171.8 ,1105.8 ,2456.4 ,9.3 ,15.3 ,4.4 ,2078.6 ,602.2 ,171.8 ,1127.1 ,2514.8 
W-NCP,9.3 ,15.0 ,5.0 ,2382.0 ,769.6 ,188.4 ,1375.0 ,2953.3 ,10.0 ,15.7 ,5.6 ,2553.1 ,930.7 ,178.8 ,1400.4 ,3056.0 
W-NCP,8.8 ,14.8 ,4.0 ,2106.3 ,639.0 ,247.1 ,1157.7 ,2637.8 ,8.8 ,14.7 ,4.2 ,2090.8 ,634.4 ,220.6 ,1260.2 ,2762.8 
W-NCP,9.4 ,15.0 ,4.7 ,2316.9 ,747.8 ,170.6 ,1100.7 ,2557.4 ,8.9 ,14.5 ,3.9 ,2075.4 ,653.1 ,182.6 ,1375.7 ,2841.3 
W-NCP,9.5 ,15.4 ,4.9 ,2209.2 ,687.5 ,250.8 ,1105.0 ,2576.0 ,9.4 ,15.3 ,4.8 ,2173.2 ,661.5 ,250.8 ,1092.0 ,2542.4 
W-NCP,8.1 ,14.0 ,3.2 ,2126.3 ,698.0 ,175.9 ,1606.5 ,3103.2 ,8.1 ,14.0 ,3.2 ,2126.3 ,698.0 ,175.9 ,1606.5 ,3103.2 
W-NCP,9.8 ,15.2 ,5.5 ,2397.2 ,801.0 ,239.3 ,1456.6 ,3063.8 ,9.5 ,15.4 ,5.0 ,2391.1 ,784.7 ,228.1 ,1427.9 ,3056.8 
W-NCP,9.4 ,14.9 ,4.7 ,2401.8 ,793.6 ,210.5 ,1366.8 ,2929.7 ,9.0 ,14.6 ,4.4 ,2256.3 ,723.4 ,199.6 ,1447.1 ,2971.6 
W-NCP,8.0 ,14.3 ,3.0 ,2047.1 ,636.2 ,162.5 ,1239.3 ,2691.4 ,8.0 ,14.3 ,3.0 ,2047.1 ,636.2 ,162.5 ,1239.3 ,2691.4 
W-NCP,8.7 ,14.3 ,4.1 ,2236.4 ,665.4 ,338.6 ,1401.5 ,2959.2 ,8.7 ,14.2 ,4.0 ,2176.9 ,650.9 ,327.5 ,1380.1 ,2913.8 
W-NCP,8.6 ,14.4 ,3.8 ,2442.1 ,803.0 ,252.4 ,1579.9 ,3258.9 ,8.6 ,14.4 ,3.8 ,2442.1 ,803.0 ,252.4 ,1579.9 ,3258.9 
W-NCP,9.5 ,15.1 ,4.8 ,2439.0 ,795.9 ,252.2 ,1248.3 ,2817.8 ,9.4 ,15.0 ,4.7 ,2404.7 ,776.6 ,252.2 ,1245.7 ,2802.5 
W-NCP,9.7 ,14.6 ,5.7 ,2574.4 ,901.2 ,299.8 ,1518.1 ,3121.6 ,9.2 ,14.5 ,4.7 ,2370.9 ,813.0 ,300.3 ,1392.1 ,2909.5 
W-NCP,7.6 ,13.5 ,2.6 ,2162.6 ,722.2 ,184.4 ,1583.9 ,3054.7 ,8.4 ,13.7 ,4.2 ,2352.7 ,806.9 ,182.9 ,1596.8 ,3048.3 
W-NCP,8.5 ,15.2 ,2.6 ,2356.2 ,895.3 ,137.9 ,1752.6 ,3296.1 ,8.5 ,15.0 ,2.9 ,2332.5 ,887.5 ,150.6 ,1716.2 ,3237.6 
W-NCP,9.3 ,15.8 ,3.8 ,2480.8 ,949.8 ,120.9 ,1750.0 ,3320.3 ,9.2 ,15.7 ,3.8 ,2447.8 ,931.8 ,118.2 ,1742.4 ,3298.6 
W-NCP,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 
W-NCP,8.0 ,14.8 ,1.9 ,2248.2 ,873.4 ,143.6 ,1569.2 ,3086.7 ,7.8 ,14.6 ,1.7 ,2178.8 ,834.0 ,137.7 ,1559.7 ,3050.9 
W-NCP,9.3 ,15.7 ,3.8 ,2505.8 ,961.8 ,131.3 ,1730.0 ,3286.5 ,9.3 ,15.8 ,3.8 ,2533.4 ,976.0 ,131.3 ,1740.2 ,3307.0 
W-NCP,8.1 ,15.1 ,1.6 ,2267.5 ,821.4 ,110.5 ,1789.8 ,3347.0 ,7.6 ,14.6 ,1.1 ,2065.2 ,724.1 ,105.6 ,1714.2 ,3175.0 
W-NCP,7.8 ,14.8 ,1.8 ,2212.2 ,831.3 ,146.4 ,1716.7 ,3249.3 ,7.7 ,14.7 ,1.7 ,2152.4 ,801.5 ,146.4 ,1683.0 ,3180.5 
W-NCP,8.9 ,15.2 ,3.5 ,2426.7 ,950.6 ,156.1 ,1733.2 ,3246.0 ,8.8 ,15.1 ,3.3 ,2368.3 ,922.2 ,156.1 ,1733.2 ,3226.7 
W-NCP,7.8 ,14.7 ,1.8 ,2260.4 ,838.3 ,155.4 ,1967.1 ,3523.4 ,7.7 ,14.6 ,1.6 ,2213.5 ,821.4 ,148.3 ,1958.2 ,3498.3 
W-NCP,8.4 ,15.0 ,2.7 ,2220.5 ,800.3 ,127.1 ,1840.2 ,3385.5 ,8.1 ,15.0 ,2.2 ,2147.2 ,781.7 ,135.5 ,1759.6 ,3264.9 
W-NCP,9.2 ,15.5 ,3.9 ,2298.9 ,781.9 ,139.8 ,1701.2 ,3252.3 ,9.0 ,15.3 ,3.7 ,2210.2 ,733.2 ,138.6 ,1667.1 ,3175.2 
W-NCP,9.3 ,16.7 ,3.5 ,2440.9 ,861.1 ,144.8 ,1707.2 ,3330.4 ,9.4 ,16.7 ,3.6 ,2517.4 ,877.6 ,162.9 ,1730.2 ,3377.1 
W-NCP,9.0 ,15.3 ,3.9 ,2275.8 ,835.8 ,119.4 ,1616.5 ,3106.1 ,9.0 ,15.3 ,3.8 ,2309.8 ,846.8 ,139.0 ,1656.8 ,3159.7 
W-NCP,9.5 ,15.6 ,4.6 ,2352.4 ,878.5 ,141.0 ,1539.4 ,3029.2 ,9.0 ,15.1 ,4.1 ,2187.2 ,763.3 ,124.5 ,1500.3 ,2898.3 
W-NCP,9.2 ,15.6 ,3.9 ,2416.6 ,889.5 ,154.1 ,1625.4 ,3163.9 ,9.1 ,15.5 ,3.9 ,2392.0 ,883.9 ,152.5 ,1617.3 ,3147.3 
W-NCP,9.2 ,15.5 ,4.3 ,2376.0 ,896.0 ,111.8 ,1631.1 ,3181.4 ,8.8 ,15.2 ,3.8 ,2283.7 ,826.9 ,113.1 ,1658.7 ,3173.7 
W-NCP,8.9 ,15.3 ,3.7 ,2281.8 ,847.1 ,136.5 ,1758.4 ,3273.7 ,8.9 ,15.3 ,3.7 ,2281.8 ,847.1 ,136.5 ,1758.4 ,3273.7 
W-NCP,9.2 ,15.6 ,3.8 ,2410.9 ,903.7 ,104.6 ,1711.2 ,3269.7 ,9.3 ,15.3 ,4.2 ,2398.7 ,904.2 ,106.9 ,1560.8 ,3087.4 
W-NCP,7.0 ,13.8 ,1.4 ,2084.6 ,749.8 ,229.8 ,1827.6 ,3343.2 ,8.1 ,14.2 ,3.1 ,2290.0 ,862.1 ,247.8 ,1839.6 ,3373.8 
W-NCP,8.7 ,15.6 ,2.7 ,2268.6 ,811.4 ,142.4 ,1544.6 ,3057.5 ,8.8 ,15.6 ,3.0 ,2249.9 ,795.8 ,127.7 ,1608.7 ,3141.4 
W-NCP,9.5 ,15.9 ,4.1 ,2163.6 ,623.8 ,215.3 ,864.7 ,2153.1 ,9.8 ,16.3 ,4.4 ,2317.4 ,697.6 ,215.3 ,929.7 ,2284.7 
W-NCP,10.7 ,16.5 ,6.2 ,2571.7 ,809.0 ,252.2 ,1145.3 ,2628.6 ,10.6 ,16.4 ,6.1 ,2552.9 ,797.2 ,252.2 ,1139.0 ,2613.3 
W-NCP,9.6 ,15.1 ,5.1 ,2072.3 ,569.8 ,296.0 ,971.0 ,2286.3 ,9.6 ,15.1 ,5.1 ,2075.3 ,571.1 ,299.1 ,971.0 ,2287.5 
W-NCP,9.4 ,15.3 ,4.4 ,2425.9 ,895.8 ,157.2 ,1720.9 ,3323.8 ,8.6 ,14.8 ,3.5 ,2220.5 ,778.0 ,189.6 ,1717.9 ,3263.5 
W-NCP,9.4 ,14.7 ,4.6 ,2322.2 ,786.0 ,261.4 ,1397.1 ,2788.9 ,9.8 ,15.1 ,5.0 ,2497.2 ,891.0 ,272.2 ,1467.0 ,2949.8 
W-NCP,9.7 ,15.5 ,5.1 ,2443.3 ,842.4 ,248.7 ,1527.7 ,3064.0 ,9.7 ,15.5 ,5.1 ,2443.3 ,842.4 ,248.7 ,1527.7 ,3064.0 
W-NCP,9.5 ,14.9 ,5.1 ,2570.3 ,918.1 ,246.3 ,1699.7 ,3381.3 ,9.3 ,14.3 ,5.2 ,2416.2 ,770.0 ,328.0 ,1610.1 ,3248.1 
W-NCP,9.0 ,15.5 ,3.4 ,2308.9 ,823.4 ,114.7 ,1692.2 ,3265.0 ,9.0 ,15.5 ,3.4 ,2308.9 ,823.4 ,114.7 ,1692.2 ,3265.0 
W-NCP,8.4 ,14.1 ,3.6 ,2309.6 ,797.1 ,238.8 ,1894.9 ,3598.1 ,8.7 ,13.1 ,5.2 ,2300.3 ,751.1 ,268.3 ,1744.1 ,3373.3 
W-NCP,10.1 ,16.0 ,5.2 ,2612.6 ,920.7 ,320.4 ,1431.9 ,3071.4 ,9.8 ,15.7 ,5.0 ,2501.9 ,850.0 ,320.4 ,1394.6 ,2978.8 
W-NCP,7.7 ,14.0 ,2.3 ,2183.6 ,804.4 ,149.9 ,1788.1 ,3261.4 ,8.8 ,14.5 ,4.1 ,2469.7 ,936.5 ,194.9 ,1808.2 ,3321.6 
W-NCP,8.8 ,14.5 ,4.1 ,2469.7 ,936.5 ,194.9 ,1808.2 ,3321.6 ,8.8 ,14.5 ,4.1 ,2469.7 ,936.5 ,194.9 ,1808.2 ,3321.6 
W-NCP,8.9 ,15.4 ,3.5 ,2274.6 ,868.6 ,115.5 ,1667.9 ,3162.5 ,8.9 ,15.4 ,3.5 ,2277.9 ,870.2 ,115.5 ,1670.1 ,3165.8 
W-NCP,7.0 ,12.4 ,2.5 ,2164.7 ,837.6 ,200.2 ,1596.7 ,3137.0 ,6.9 ,12.3 ,2.4 ,2129.2 ,818.8 ,196.2 ,1578.3 ,3102.0 
W-NCP,7.2 ,12.2 ,3.1 ,2057.2 ,793.2 ,140.8 ,1540.0 ,3047.1 ,7.2 ,12.2 ,3.1 ,2057.2 ,793.2 ,140.8 ,1540.0 ,3047.1 
W-NCP,6.1 ,12.0 ,0.9 ,1815.1 ,653.4 ,127.0 ,1648.4 ,3138.4 ,6.1 ,12.0 ,0.9 ,1798.8 ,658.8 ,127.2 ,1634.5 ,3121.2 
W-NCP,6.7 ,12.4 ,1.8 ,1980.5 ,728.7 ,115.2 ,1676.2 ,3232.1 ,6.0 ,11.8 ,1.2 ,1761.7 ,609.9 ,114.5 ,1590.9 ,3040.4 
W-NCP,7.0 ,12.5 ,2.4 ,1954.5 ,727.8 ,109.2 ,1464.7 ,2951.1 ,7.3 ,12.7 ,2.9 ,2012.7 ,766.2 ,97.5 ,1461.5 ,2947.4 
W-NCP,7.3 ,12.8 ,2.9 ,2108.1 ,812.7 ,112.5 ,1512.8 ,3063.8 ,7.6 ,13.0 ,3.2 ,2178.6 ,851.0 ,126.6 ,1576.3 ,3164.3 
W-NCP,6.4 ,11.7 ,1.9 ,2107.4 ,798.6 ,150.3 ,1724.4 ,3309.3 ,6.3 ,11.7 ,1.9 ,2084.2 ,795.4 ,149.9 ,1706.8 ,3290.9 
W-NCP,7.2 ,13.0 ,2.1 ,2041.4 ,781.2 ,105.3 ,1417.1 ,2993.9 ,6.9 ,12.9 ,1.9 ,1994.4 ,734.0 ,108.7 ,1461.7 ,3022.9 
W-NCP,7.5 ,12.8 ,3.2 ,2007.4 ,732.3 ,104.2 ,1533.5 ,3052.6 ,7.6 ,13.2 ,2.9 ,2065.5 ,747.3 ,120.0 ,1602.2 ,3148.5 
W-NCP,7.7 ,12.6 ,3.8 ,2165.3 ,718.2 ,293.6 ,1582.8 ,3242.5 ,7.7 ,12.8 ,3.7 ,2238.3 ,758.0 ,280.0 ,1659.0 ,3378.9 
M-NEC,19.0 ,24.5 ,13.5 ,2642.4 ,1258.0 ,467.2 ,1222.9 ,2622.9 ,17.8 ,23.7 ,12.0 ,2917.1 ,1358.8 ,468.5 ,1362.0 ,2818.2 
M-NEC,17.3 ,23.4 ,11.8 ,2976.7 ,1331.3 ,559.7 ,1266.6 ,2962.9 ,19.0 ,24.7 ,13.9 ,2853.6 ,1353.0 ,556.3 ,1172.7 ,2649.2 
M-NEC,20.2 ,25.8 ,15.2 ,2700.8 ,1362.1 ,517.7 ,1124.4 ,2528.6 ,21.0 ,26.8 ,15.5 ,2849.2 ,1487.0 ,367.7 ,1094.4 ,2502.4 
M-NEC,19.3 ,25.5 ,14.3 ,2990.7 ,1442.0 ,464.1 ,1050.3 ,2544.3 ,19.4 ,25.3 ,14.5 ,2797.6 ,1360.0 ,423.5 ,1076.8 ,2550.9 
M-NEC,19.6 ,24.8 ,14.9 ,2522.0 ,1233.5 ,374.5 ,989.0 ,2286.3 ,19.6 ,24.8 ,14.9 ,2522.0 ,1233.5 ,374.5 ,989.0 ,2286.3 
M-NEC,19.7 ,25.8 ,13.6 ,2722.9 ,1345.2 ,243.3 ,1368.3 ,2849.9 ,19.7 ,25.8 ,13.6 ,2722.9 ,1345.2 ,243.3 ,1368.3 ,2849.9 
M-NEC,18.9 ,24.2 ,13.5 ,2817.3 ,1337.6 ,308.6 ,1242.6 ,2700.6 ,19.0 ,24.7 ,13.5 ,2962.5 ,1403.3 ,276.1 ,1319.0 ,2853.0 
M-NEC,19.0 ,25.1 ,13.6 ,3012.2 ,1443.3 ,521.9 ,1175.8 ,2732.8 ,19.2 ,25.2 ,13.9 ,2807.6 ,1350.5 ,482.3 ,1079.8 ,2511.7 
M-NEC,18.6 ,24.5 ,13.0 ,3238.9 ,1549.8 ,438.3 ,1570.5 ,3423.5 ,20.9 ,26.3 ,15.8 ,3124.2 ,1631.2 ,323.4 ,1319.5 ,2918.1 
M-NEC,19.4 ,25.4 ,14.2 ,2950.1 ,1427.3 ,515.4 ,1062.1 ,2552.2 ,20.2 ,26.8 ,14.9 ,3136.9 ,1582.8 ,794.5 ,1052.8 ,2614.0 
M-NEC,19.1 ,24.8 ,13.8 ,3286.7 ,1621.7 ,308.2 ,1366.6 ,2998.4 ,18.5 ,24.3 ,12.9 ,3275.3 ,1557.6 ,432.1 ,1457.9 ,3259.1 
M-NEC,20.5 ,27.5 ,14.7 ,2600.1 ,1330.1 ,415.6 ,826.4 ,2103.3 ,20.3 ,26.9 ,14.5 ,3017.0 ,1529.5 ,518.0 ,1023.4 ,2489.8 
M-NEC,22.9 ,28.1 ,18.2 ,3418.7 ,1928.7 ,353.9 ,1102.9 ,2647.9 ,21.4 ,26.0 ,17.4 ,3208.5 ,1709.8 ,397.5 ,1096.2 ,2639.5 
M-NEC,22.9 ,27.9 ,18.1 ,3224.9 ,1814.9 ,403.2 ,958.1 ,2362.9 ,23.5 ,28.5 ,18.8 ,2890.4 ,1660.4 ,337.9 ,824.9 ,2029.4 
M-NEC,19.6 ,26.6 ,13.1 ,3097.6 ,1523.3 ,578.5 ,1241.7 ,2860.2 ,19.4 ,25.9 ,13.3 ,3268.5 ,1607.1 ,547.0 ,1377.3 ,3117.5 
M-NEC,20.0 ,25.0 ,15.3 ,2350.4 ,1176.0 ,417.8 ,908.8 ,2082.9 ,20.0 ,25.1 ,15.3 ,2343.0 ,1173.6 ,409.7 ,907.5 ,2077.4 
M-NEC,19.9 ,25.5 ,14.2 ,2780.0 ,1383.0 ,276.2 ,1122.0 ,2459.2 ,21.1 ,26.5 ,15.9 ,2830.8 ,1490.8 ,281.8 ,1189.7 ,2553.6 
M-NEC,19.4 ,24.9 ,13.7 ,2671.8 ,1293.9 ,345.7 ,1244.9 ,2669.0 ,19.4 ,24.9 ,13.7 ,2671.8 ,1293.9 ,345.7 ,1244.9 ,2669.0 
M-NEC,18.9 ,25.6 ,14.2 ,2625.7 ,1246.8 ,587.4 ,893.7 ,2240.1 ,18.3 ,25.2 ,12.8 ,2301.3 ,1045.8 ,431.7 ,872.0 ,2122.4 
M-NEC,18.5 ,24.4 ,13.3 ,2957.9 ,1386.4 ,567.3 ,1081.5 ,2598.8 ,18.5 ,24.5 ,13.5 ,2677.8 ,1245.1 ,573.7 ,990.0 ,2372.6 
M-NEC,18.4 ,24.4 ,13.5 ,2983.4 ,1386.1 ,560.0 ,1119.6 ,2676.4 ,19.6 ,26.1 ,14.7 ,3103.6 ,1536.4 ,652.3 ,975.6 ,2497.2 
M-NEC,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 
M-NEC,20.6 ,25.9 ,15.8 ,3135.9 ,1616.6 ,629.7 ,1134.1 ,2693.0 ,19.5 ,25.6 ,14.0 ,3123.3 ,1527.2 ,747.8 ,1233.9 ,2841.6 
M-NEC,20.5 ,26.5 ,15.0 ,2379.2 ,1235.1 ,393.5 ,1020.8 ,2163.3 ,20.5 ,26.5 ,15.0 ,2379.2 ,1235.1 ,393.5 ,1020.8 ,2163.3 
M-NEC,20.2 ,25.5 ,15.5 ,2626.1 ,1338.2 ,393.4 ,1095.6 ,2369.2 ,20.0 ,26.2 ,14.7 ,2763.2 ,1392.5 ,337.0 ,1096.0 ,2481.8 
M-NEC,19.4 ,24.9 ,14.2 ,2618.4 ,1268.4 ,495.1 ,1101.5 ,2434.9 ,19.4 ,24.9 ,14.2 ,2618.4 ,1268.4 ,495.1 ,1101.5 ,2434.9 
M-NEC,20.4 ,25.4 ,15.8 ,2804.5 ,1429.5 ,423.7 ,1136.6 ,2495.9 ,20.5 ,25.5 ,16.0 ,2726.7 ,1396.7 ,436.7 ,1077.8 ,2375.2 
W-NWC,9.2 ,15.5 ,4.1 ,2300.9 ,776.8 ,146.3 ,1623.3 ,3234.4 ,9.4 ,15.6 ,4.3 ,2400.7 ,816.6 ,179.8 ,1638.2 ,3285.6 
W-NWC,8.9 ,15.1 ,3.5 ,2219.5 ,740.9 ,137.7 ,1737.2 ,3371.2 ,8.9 ,15.1 ,3.5 ,2219.5 ,740.9 ,137.7 ,1737.2 ,3371.2 
W-NWC,7.8 ,13.8 ,2.9 ,2141.9 ,630.4 ,137.0 ,1645.2 ,3259.1 ,8.3 ,14.1 ,3.6 ,2229.4 ,689.8 ,171.1 ,1543.0 ,3152.2 
W-NWC,9.2 ,14.5 ,5.3 ,2200.3 ,723.3 ,138.7 ,1177.9 ,2663.5 ,9.0 ,14.3 ,5.0 ,2198.1 ,694.4 ,170.9 ,1067.4 ,2553.0 
W-NWC,8.5 ,14.5 ,3.7 ,2126.0 ,657.0 ,135.6 ,1407.7 ,2946.9 ,8.7 ,14.6 ,3.9 ,2298.8 ,709.5 ,166.7 ,1353.3 ,2941.3 
W-NWC,8.8 ,15.0 ,4.1 ,2190.9 ,631.3 ,191.0 ,1199.6 ,2673.2 ,7.6 ,14.6 ,2.5 ,2041.6 ,563.8 ,167.1 ,1253.0 ,2813.4 
W-NWC,9.5 ,15.1 ,5.1 ,2332.5 ,757.3 ,276.4 ,1497.8 ,3015.0 ,9.3 ,15.4 ,4.3 ,2335.4 ,740.1 ,267.6 ,1583.1 ,3165.5 
W-NWC,10.0 ,15.7 ,5.5 ,2389.9 ,771.8 ,251.3 ,1241.8 ,2728.6 ,10.1 ,15.1 ,6.4 ,2360.1 ,719.0 ,224.4 ,1167.7 ,2620.9 
W-NWC,8.2 ,14.0 ,3.7 ,2107.7 ,599.2 ,194.7 ,1441.9 ,2987.0 ,8.9 ,15.1 ,3.9 ,2272.2 ,672.2 ,224.1 ,1241.1 ,2742.5 
W-NWC,7.2 ,13.1 ,2.7 ,1857.1 ,530.3 ,231.1 ,1298.8 ,2805.1 ,8.7 ,14.8 ,4.4 ,2209.7 ,705.6 ,287.4 ,1255.2 ,2831.2 
W-NWC,8.6 ,14.0 ,4.4 ,2181.6 ,764.2 ,221.7 ,1354.4 ,2853.2 ,8.6 ,14.5 ,3.9 ,2274.2 ,790.6 ,207.8 ,1528.2 ,3126.8 
