crop,Tave_high,Tmax_high,Tmin_high,GDD>0_high,GDD>10_high,PRE_high,SSD_high,RAD_high,Tave_low,Tmax_low,Tmin_low,GDD>0_low,GDD>10_low,PRE_low,SSD_low,RAD_low
M-SWC,24.9 ,30.9 ,21.5 ,3389.4 ,2029.4 ,704.4 ,473.3 ,1709.2 ,22.5 ,28.6 ,18.8 ,3080.0 ,1710.0 ,520.6 ,474.1 ,1728.7 
M-SWC,25.1 ,31.3 ,21.2 ,3457.5 ,2077.5 ,714.7 ,666.1 ,2052.2 ,25.2 ,31.4 ,21.4 ,3375.7 ,2035.7 ,706.3 ,646.7 ,1990.5 
M-SWC,20.1 ,25.3 ,16.7 ,2797.6 ,1408.5 ,584.3 ,515.5 ,1802.0 ,23.3 ,28.3 ,19.8 ,2837.3 ,1617.3 ,636.7 ,372.0 ,1477.0 
M-SWC,21.2 ,25.2 ,18.5 ,2884.0 ,1524.0 ,692.0 ,720.7 ,2116.2 ,21.1 ,25.1 ,18.5 ,2953.4 ,1553.4 ,726.2 ,712.5 ,2137.9 
M-SWC,19.0 ,23.1 ,16.1 ,3156.2 ,1510.2 ,621.2 ,640.2 ,2193.3 ,18.5 ,22.5 ,15.7 ,2816.5 ,1300.5 ,588.0 ,524.5 ,1919.3 
M-SWC,24.6 ,31.0 ,20.1 ,3345.2 ,1985.2 ,497.6 ,699.5 ,2094.5 ,24.6 ,30.5 ,20.3 ,3349.8 ,1986.5 ,571.6 ,706.9 ,2109.7 
M-SWC,22.6 ,27.0 ,19.6 ,2554.1 ,1426.7 ,779.9 ,535.7 ,1675.0 ,24.2 ,29.1 ,20.7 ,2421.6 ,1421.6 ,645.4 ,614.2 ,1724.7 
M-SWC,24.5 ,29.2 ,21.1 ,3230.3 ,1910.3 ,869.3 ,629.8 ,1969.9 ,24.8 ,29.6 ,21.4 ,3148.4 ,1878.4 ,789.5 ,624.3 ,1928.2 
M-SWC,23.5 ,27.9 ,20.2 ,3309.9 ,1901.5 ,743.0 ,732.8 ,2197.0 ,24.3 ,28.9 ,20.9 ,3521.0 ,2071.5 ,710.5 ,813.7 ,2353.4 
M-SWC,24.2 ,29.1 ,20.7 ,2830.3 ,1660.3 ,832.6 ,627.9 ,1867.0 ,23.6 ,28.7 ,20.1 ,2767.0 ,1597.0 ,904.6 ,613.9 ,1841.1 
M-SWC,26.1 ,31.4 ,22.8 ,3259.5 ,2009.5 ,1156.9 ,684.8 ,1973.6 ,26.1 ,31.3 ,22.7 ,3231.3 ,1991.3 ,1072.8 ,684.8 ,1969.1 
M-SWC,23.5 ,28.4 ,20.0 ,3236.2 ,1861.7 ,813.2 ,610.8 ,1975.2 ,22.6 ,27.6 ,19.2 ,3530.8 ,1976.3 ,886.2 ,670.2 ,2185.0 
W-YZB,10.1 ,15.0 ,6.3 ,2256.9 ,709.2 ,456.7 ,1255.8 ,2702.6 ,10.3 ,15.2 ,6.6 ,2347.3 ,769.6 ,455.3 ,1301.8 ,2812.4 
W-YZB,10.5 ,15.9 ,6.2 ,2454.9 ,822.8 ,359.9 ,1189.7 ,2716.3 ,10.2 ,15.6 ,5.9 ,2302.1 ,754.8 ,359.4 ,1147.2 ,2612.7 
W-YZB,10.1 ,14.6 ,6.7 ,2170.8 ,629.7 ,435.2 ,1097.1 ,2509.2 ,9.3 ,14.5 ,5.2 ,1986.2 ,536.0 ,449.7 ,1092.0 ,2469.9 
W-YZB,9.7 ,14.8 ,5.5 ,2386.6 ,750.3 ,207.9 ,1535.4 ,3132.0 ,9.6 ,14.7 ,5.5 ,2379.5 ,743.2 ,207.9 ,1537.0 ,3130.9 
W-YZB,9.7 ,12.8 ,7.4 ,1717.8 ,421.0 ,248.6 ,522.0 ,1579.8 ,10.0 ,13.2 ,7.7 ,1870.0 ,483.2 ,301.8 ,565.3 ,1704.1 
W-YZB,11.2 ,16.2 ,7.1 ,2443.3 ,817.9 ,337.4 ,1218.2 ,2670.5 ,10.9 ,15.9 ,6.9 ,2167.5 ,734.5 ,329.9 ,1094.7 ,2465.0 
W-YZB,11.3 ,16.3 ,7.2 ,2613.4 ,873.9 ,366.8 ,1223.8 ,2741.4 ,11.0 ,16.1 ,6.9 ,2504.8 ,815.3 ,363.0 ,1219.4 ,2697.3 
W-YZB,11.9 ,16.9 ,7.8 ,2707.3 ,956.4 ,302.1 ,1286.5 ,2870.2 ,11.1 ,16.1 ,7.1 ,2393.0 ,772.1 ,298.5 ,1208.3 ,2654.9 
W-YZB,10.9 ,15.9 ,7.0 ,2384.3 ,761.7 ,363.4 ,1144.5 ,2590.4 ,10.9 ,15.9 ,7.0 ,2404.5 ,760.3 ,364.1 ,1170.0 ,2619.6 
W-YZB,11.8 ,16.9 ,7.6 ,2928.2 ,1055.7 ,336.8 ,1393.9 ,3097.0 ,11.4 ,16.3 ,7.3 ,2645.8 ,912.2 ,333.1 ,1158.0 ,2691.8 
W-YZB,11.1 ,16.1 ,7.3 ,2403.5 ,732.2 ,329.3 ,1128.8 ,2567.3 ,11.1 ,15.8 ,7.5 ,2446.6 ,750.4 ,416.9 ,1259.8 ,2728.2 
W-YZB,9.8 ,15.2 ,5.4 ,2135.3 ,612.0 ,326.0 ,1316.0 ,2771.6 ,10.1 ,15.7 ,5.8 ,2215.1 ,626.9 ,329.5 ,1232.4 ,2684.0 
W-YZB,10.1 ,14.9 ,5.9 ,2382.8 ,757.7 ,376.4 ,1245.4 ,2787.9 ,9.8 ,14.6 ,5.6 ,2019.5 ,672.3 ,374.7 ,1092.2 ,2479.9 
W-YZB,9.7 ,15.0 ,5.5 ,2233.1 ,683.7 ,348.5 ,1214.4 ,2705.8 ,10.2 ,14.9 ,6.5 ,2285.7 ,710.6 ,360.5 ,1096.0 ,2532.5 
W-YZB,10.7 ,15.4 ,7.0 ,2463.5 ,829.3 ,407.7 ,1208.0 ,2712.2 ,12.2 ,16.7 ,8.5 ,2827.5 ,980.9 ,278.3 ,1245.8 ,2753.6 
W-YZB,9.5 ,14.7 ,5.1 ,2125.0 ,635.0 ,325.5 ,1223.2 ,2699.9 ,10.3 ,15.1 ,6.5 ,2228.8 ,730.8 ,412.4 ,1126.7 ,2573.3 
W-YZB,9.9 ,15.0 ,5.8 ,2298.8 ,676.6 ,381.0 ,1372.3 ,2960.9 ,10.0 ,14.9 ,6.0 ,2323.3 ,717.6 ,354.7 ,1242.4 ,2789.2 
W-YZB,9.8 ,14.5 ,6.1 ,2096.7 ,588.3 ,367.5 ,1042.5 ,2479.9 ,9.1 ,14.3 ,4.7 ,1911.3 ,502.6 ,371.0 ,1033.0 ,2413.7 
W-YZB,10.5 ,14.9 ,7.1 ,2230.8 ,647.2 ,429.7 ,967.1 ,2352.4 ,10.5 ,14.9 ,7.1 ,2230.8 ,647.2 ,429.7 ,967.1 ,2352.4 
W-YZB,10.5 ,15.1 ,6.8 ,2212.5 ,679.9 ,325.4 ,1107.9 ,2556.5 ,10.3 ,14.8 ,6.8 ,2218.0 ,680.9 ,341.2 ,1118.2 ,2567.3 
W-YZB,9.8 ,14.7 ,5.8 ,2405.2 ,746.9 ,381.6 ,1415.9 ,2993.7 ,9.9 ,14.8 ,5.7 ,2507.5 ,798.1 ,436.1 ,1545.0 ,3209.1 
W-YZB,10.3 ,15.4 ,6.1 ,2348.0 ,734.9 ,209.8 ,1154.5 ,2591.7 ,9.8 ,14.6 ,5.9 ,2116.2 ,591.6 ,166.5 ,1046.1 ,2276.8 
W-YZB,10.8 ,15.6 ,7.2 ,2318.1 ,676.0 ,354.8 ,941.0 ,2179.5 ,10.0 ,14.5 ,6.5 ,2165.4 ,611.3 ,365.7 ,980.8 ,2261.1 
W-YZB,9.7 ,15.9 ,4.6 ,2237.8 ,677.3 ,257.3 ,1104.1 ,2542.6 ,10.6 ,15.7 ,6.6 ,2338.5 ,730.6 ,285.3 ,1118.7 ,2513.1 
W-YZB,12.2 ,16.7 ,8.5 ,2807.8 ,974.6 ,278.3 ,1234.6 ,2740.5 ,12.1 ,16.7 ,8.4 ,2784.9 ,961.7 ,274.3 ,1240.6 ,2744.2 
W-YZB,10.2 ,15.7 ,5.8 ,2229.7 ,672.6 ,303.0 ,1233.9 ,2674.6 ,10.8 ,15.8 ,6.9 ,2256.9 ,699.8 ,433.1 ,1078.7 ,2486.3 
W-YZB,10.8 ,15.7 ,7.0 ,2323.8 ,665.8 ,230.4 ,889.8 ,2210.0 ,11.2 ,15.8 ,7.6 ,2503.9 ,756.2 ,314.5 ,941.1 ,2358.1 
W-YZB,8.7 ,13.9 ,4.5 ,1886.7 ,462.1 ,184.6 ,1192.9 ,2448.9 ,10.3 ,15.4 ,6.1 ,2334.2 ,746.8 ,305.5 ,1162.3 ,2631.3 
W-YZB,10.6 ,15.2 ,6.9 ,2254.5 ,673.3 ,373.3 ,964.5 ,2371.3 ,10.4 ,15.2 ,6.7 ,2237.6 ,637.0 ,402.2 ,976.3 ,2383.5 
W-YZB,9.2 ,14.6 ,5.0 ,2045.6 ,583.0 ,275.4 ,1383.3 ,2874.6 ,9.9 ,15.1 ,5.7 ,2304.1 ,694.5 ,355.9 ,1277.1 ,2789.7 
W-YZB,9.6 ,14.2 ,5.9 ,2295.4 ,743.6 ,451.1 ,1105.3 ,2655.1 ,10.0 ,14.6 ,6.4 ,2443.0 ,854.9 ,485.1 ,1189.5 ,2841.4 
W-YZB,9.2 ,14.6 ,4.9 ,2220.3 ,680.8 ,510.5 ,1044.5 ,2540.0 ,9.3 ,14.0 ,5.7 ,2104.8 ,618.0 ,557.4 ,1149.0 ,2564.3 
W-YZB,11.1 ,15.4 ,7.7 ,2708.0 ,968.3 ,553.5 ,1228.8 ,2856.9 ,9.9 ,14.2 ,6.5 ,2222.1 ,703.1 ,485.1 ,1057.7 ,2474.5 
W-YZB,9.2 ,13.9 ,5.4 ,2017.6 ,590.4 ,501.3 ,1071.5 ,2495.7 ,9.5 ,14.0 ,5.9 ,2034.1 ,626.2 ,646.8 ,912.5 ,2300.3 
