Sort,Soil quality,Crop,Year,Province,n.site,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
887,high,north maize,2008,MNCP01,1,24.9 ,30.1 ,20.6 ,2639.9 ,1579.9 ,537.1 ,652.1 ,1692.7 ,medium_maturity,Cinnamon soils,loam,21.8 ,38.7 ,110.0 ,8.3 ,225 ,60 ,150 ,5142 ,8496 
888,high,north maize,2009,MNCP01,1,25.0 ,30.7 ,20.2 ,2651.4 ,1591.4 ,475.9 ,678.3 ,1739.6 ,medium_maturity,Cinnamon soils,loam,17.9 ,22.0 ,120.0 ,8.0 ,180 ,150 ,120 ,8315 ,9209 
889,high,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.1 ,2839.6 ,1699.6 ,526.5 ,732.1 ,1875.2 ,medium_maturity,Cinnamon soils,loamy sand,20.8 ,41.0 ,90.0 ,7.9 ,180 ,150 ,120 ,6329 ,7658 
890,high,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.1 ,2742.1 ,1642.1 ,502.7 ,695.8 ,1788.2 ,medium_maturity,Cinnamon soils,loam,15.1 ,21.8 ,100.0 ,8.2 ,180 ,150 ,120 ,6935 ,8826 
891,low,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.1 ,2811.8 ,1681.8 ,502.7 ,711.8 ,1829.5 ,medium_maturity,Cinnamon soils,loam,14.7 ,14.7 ,70.0 ,8.1 ,180 ,150 ,120 ,7433 ,8645 
892,high,north maize,2009,MNCP01,1,25.0 ,30.8 ,20.2 ,2753.3 ,1653.3 ,499.7 ,717.6 ,1831.4 ,medium_maturity,Cinnamon soils,loam,21.6 ,21.2 ,100.0 ,8.0 ,225 ,60 ,150 ,9020 ,10728 
893,high,north maize,2009,MNCP01,1,25.0 ,30.7 ,20.2 ,2673.6 ,1603.6 ,475.9 ,681.8 ,1749.3 ,medium_maturity,Cinnamon soils,loam,22.8 ,44.0 ,140.0 ,8.3 ,225 ,60 ,150 ,7307 ,9090 
894,high,north maize,2009,MNCP01,1,24.9 ,30.6 ,20.2 ,2688.6 ,1608.6 ,502.7 ,674.3 ,1739.4 ,medium_maturity,Cinnamon soils,loamy sand,19.4 ,48.0 ,120.0 ,8.1 ,180 ,150 ,120 ,6221 ,8496 
895,high,north maize,2008,MNCP01,1,25.2 ,29.9 ,21.3 ,2623.9 ,1583.9 ,420.5 ,587.6 ,1574.2 ,medium_maturity,Fluvo-aquic soils,loamy sand,17.3 ,80.0 ,82.0 ,7.9 ,180 ,60 ,120 ,7277 ,8315 
896,high,north maize,2008,MNCP01,1,25.3 ,30.1 ,21.4 ,2633.4 ,1593.4 ,417.6 ,590.7 ,1581.7 ,medium_maturity,Fluvo-aquic soils,loam,21.1 ,32.0 ,70.0 ,7.9 ,225 ,60 ,150 ,7281 ,8735 
897,low,north maize,2008,MNCP01,1,24.9 ,29.6 ,21.0 ,2758.4 ,1648.4 ,431.0 ,611.6 ,1647.8 ,medium_maturity,Fluvo-aquic soils,loamy sand,13.7 ,19.0 ,40.0 ,8.3 ,180 ,60 ,120 ,7095 ,7713 
898,high,north maize,2007,MNCP01,1,25.3 ,30.4 ,21.3 ,2531.7 ,1531.7 ,243.6 ,716.2 ,1729.4 ,medium_maturity,Fluvo-aquic soils,loam,16.2 ,30.9 ,80.0 ,8.7 ,180 ,60 ,120 ,7245 ,8475 
899,high,north maize,2007,MNCP01,1,25.0 ,29.9 ,21.0 ,2596.2 ,1556.2 ,255.7 ,725.0 ,1759.8 ,medium_maturity,Fluvo-aquic soils,loamy sand,15.1 ,51.8 ,120.0 ,8.1 ,180 ,60 ,120 ,6381 ,8609 
900,high,north maize,2007,MNCP01,1,25.0 ,30.0 ,21.1 ,2626.5 ,1576.5 ,261.6 ,722.3 ,1771.3 ,medium_maturity,Fluvo-aquic soils,loam,18.8 ,22.5 ,120.0 ,8.7 ,225 ,60 ,150 ,7800 ,9225 
901,low,north maize,2007,MNCP01,1,24.8 ,29.6 ,20.9 ,2675.6 ,1595.6 ,279.9 ,731.1 ,1793.9 ,medium_maturity,Fluvo-aquic soils,loam,9.8 ,16.1 ,130.0 ,8.6 ,135 ,60 ,90 ,4353 ,9432 
902,high,north maize,2007,MNCP01,1,24.8 ,29.7 ,20.8 ,3048.7 ,1818.7 ,291.6 ,838.6 ,2065.3 ,medium_maturity,Fluvo-aquic soils,loam,18.7 ,27.9 ,150.0 ,8.6 ,225 ,60 ,150 ,4503 ,5903 
903,high,north maize,2007,MNCP01,1,25.1 ,30.1 ,21.0 ,2834.9 ,1704.9 ,261.6 ,785.5 ,1926.2 ,medium_maturity,Fluvo-aquic soils,loamy sand,19.9 ,31.8 ,120.0 ,8.6 ,225 ,60 ,150 ,6960 ,9120 
904,low,north maize,2008,MNCP01,1,24.8 ,29.7 ,20.9 ,2756.7 ,1646.7 ,363.6 ,828.7 ,1965.7 ,medium_maturity,Fluvo-aquic soils,loamy sand,12.9 ,18.2 ,130.0 ,8.7 ,180 ,60 ,120 ,6900 ,10340 
905,low,north maize,2008,MNCP01,1,24.8 ,29.6 ,20.9 ,2730.5 ,1630.5 ,362.4 ,821.7 ,1944.3 ,medium_maturity,Fluvo-aquic soils,loamy sand,13.3 ,18.8 ,120.0 ,8.7 ,180 ,60 ,120 ,6771 ,9630 
906,high,north maize,2008,MNCP01,1,25.1 ,29.8 ,21.2 ,2681.4 ,1611.4 ,363.6 ,794.6 ,1903.3 ,medium_maturity,Fluvo-aquic soils,loam,25.8 ,24.6 ,170.0 ,8.5 ,225 ,60 ,150 ,8114 ,10671 
907,high,north maize,2008,MNCP01,1,24.7 ,29.5 ,20.8 ,2742.5 ,1632.5 ,364.8 ,821.7 ,1948.9 ,medium_maturity,Fluvo-aquic soils,loam,17.7 ,72.0 ,110.0 ,8.8 ,135 ,60 ,90 ,6347 ,9509 
908,low,north maize,2007,MNCP01,1,25.2 ,30.4 ,20.6 ,2674.9 ,1614.9 ,281.6 ,577.0 ,1559.6 ,medium_maturity,Cinnamon soils,loamy sand,12.1 ,10.0 ,44.0 ,7.9 ,195 ,83 ,75 ,6600 ,7920 
909,high,north maize,2007,MNCP01,1,24.7 ,29.7 ,20.2 ,2787.6 ,1657.6 ,356.0 ,588.5 ,1607.5 ,medium_maturity,Cinnamon soils,loam,26.9 ,30.0 ,108.0 ,7.9 ,225 ,105 ,105 ,5700 ,8550 
910,high,north maize,2007,MNCP01,1,24.6 ,29.6 ,20.2 ,2804.4 ,1664.4 ,359.9 ,588.5 ,1612.1 ,medium_maturity,Cinnamon soils,loam,19.8 ,42.0 ,122.0 ,7.8 ,225 ,105 ,105 ,6420 ,8460 
911,high,north maize,2007,MNCP01,1,25.1 ,30.3 ,20.5 ,2714.3 ,1634.3 ,299.6 ,587.6 ,1588.6 ,late_maturity,Cinnamon soils,loam,16.1 ,32.0 ,94.0 ,8.0 ,195 ,83 ,75 ,5850 ,8850 
912,high,north maize,2007,MNCP01,1,25.3 ,30.5 ,20.6 ,2683.9 ,1623.9 ,281.3 ,587.6 ,1578.8 ,medium_maturity,Cinnamon soils,loam,16.9 ,27.0 ,54.0 ,8.0 ,165 ,83 ,60 ,4800 ,7650 
913,high,north maize,2008,MNCP01,1,25.0 ,30.1 ,20.8 ,2603.2 ,1563.2 ,456.2 ,617.7 ,1624.2 ,medium_maturity,Cinnamon soils,sandy clay loam,15.5 ,21.0 ,76.0 ,7.9 ,195 ,83 ,75 ,6480 ,7845 
914,low,north maize,2008,MNCP01,1,24.6 ,29.6 ,20.4 ,2682.9 ,1592.9 ,474.0 ,630.4 ,1667.5 ,medium_maturity,Cinnamon soils,loamy sand,13.2 ,14.0 ,55.0 ,8.1 ,195 ,83 ,75 ,7080 ,8655 
915,high,north maize,2008,MNCP01,1,24.9 ,29.9 ,20.7 ,2637.9 ,1577.9 ,473.9 ,617.7 ,1636.7 ,medium_maturity,Cinnamon soils,loam,19.3 ,21.0 ,101.0 ,8.1 ,225 ,105 ,105 ,6840 ,8400 
916,high,north maize,2008,MNCP01,1,24.5 ,29.7 ,20.2 ,2700.2 ,1600.2 ,458.0 ,647.9 ,1691.6 ,medium_maturity,Cinnamon soils,loam,25.1 ,32.0 ,118.0 ,7.9 ,225 ,105 ,105 ,6615 ,9210 
917,high,north maize,2008,MNCP01,1,24.6 ,29.7 ,20.3 ,2656.2 ,1576.2 ,440.8 ,648.7 ,1672.5 ,medium_maturity,Cinnamon soils,loam,17.9 ,35.0 ,102.0 ,8.2 ,225 ,105 ,105 ,6750 ,8130 
918,high,north maize,2008,MNCP01,1,24.7 ,29.8 ,20.5 ,2623.2 ,1563.2 ,458.0 ,619.3 ,1632.0 ,medium_maturity,Cinnamon soils,loam,15.8 ,30.0 ,90.0 ,7.8 ,195 ,83 ,75 ,5775 ,8055 
919,low,north maize,2009,MNCP01,1,25.2 ,30.3 ,20.9 ,2717.8 ,1637.8 ,637.3 ,729.5 ,1843.2 ,medium_maturity,Fluvo-aquic soils,loam,14.5 ,16.3 ,85.0 ,7.4 ,225 ,60 ,150 ,7824 ,10793 
920,low,north maize,2009,MNCP01,1,25.2 ,30.3 ,20.9 ,2717.8 ,1637.8 ,637.3 ,729.5 ,1843.2 ,medium_maturity,Fluvo-aquic soils,loam,11.1 ,14.0 ,109.0 ,7.6 ,225 ,60 ,150 ,6084 ,9194 
921,low,north maize,2009,MNCP01,1,25.1 ,30.2 ,20.9 ,2635.2 ,1585.2 ,637.3 ,692.0 ,1761.6 ,late_maturity,Fluvo-aquic soils,loam,13.4 ,12.5 ,123.0 ,7.7 ,225 ,60 ,150 ,7464 ,10301 
922,high,north maize,2009,MNCP01,1,25.0 ,30.1 ,20.9 ,2580.1 ,1550.1 ,637.0 ,671.1 ,1713.7 ,medium_maturity,Fluvo-aquic soils,loam,22.1 ,27.8 ,194.0 ,7.3 ,225 ,60 ,120 ,8262 ,10473 
923,high,north maize,2009,MNCP01,1,25.0 ,30.1 ,20.9 ,2580.1 ,1550.1 ,637.0 ,671.1 ,1713.7 ,medium_maturity,Fluvo-aquic soils,loam,16.9 ,27.6 ,108.0 ,7.5 ,225 ,60 ,150 ,5711 ,9896 
924,high,north maize,2009,MNCP01,1,25.0 ,30.1 ,20.9 ,2580.1 ,1550.1 ,637.0 ,671.1 ,1713.7 ,early_maturity,Fluvo-aquic soils,loam,16.9 ,39.2 ,117.0 ,7.5 ,225 ,60 ,150 ,5868 ,9300 
925,high,north maize,2007,MNCP01,1,24.9 ,30.0 ,20.7 ,2761.3 ,1651.3 ,358.9 ,663.9 ,1731.8 ,medium_maturity,Fluvo-aquic soils,loam,15.2 ,23.0 ,143.0 ,8.1 ,180 ,60 ,120 ,4521 ,6402 
926,low,north maize,2007,MNCP01,1,24.9 ,30.0 ,20.7 ,2761.3 ,1651.3 ,358.9 ,663.9 ,1731.8 ,medium_maturity,Fluvo-aquic soils,loam,15.0 ,10.4 ,142.0 ,8.3 ,180 ,60 ,120 ,4868 ,6648 
927,low,north maize,2007,MNCP01,1,24.9 ,30.0 ,20.7 ,2761.3 ,1651.3 ,358.9 ,663.9 ,1731.8 ,medium_maturity,Fluvo-aquic soils,loamy sand,11.3 ,11.4 ,169.0 ,8.2 ,135 ,60 ,90 ,4098 ,5891 
928,low,north maize,2009,MNCP01,1,24.8 ,29.9 ,20.6 ,2753.5 ,1643.5 ,602.8 ,744.7 ,1857.9 ,medium_maturity,Fluvo-aquic soils,loam,11.4 ,15.4 ,144.0 ,8.1 ,180 ,60 ,120 ,4668 ,6896 
929,high,north maize,2009,MNCP01,1,24.8 ,29.9 ,20.6 ,2753.5 ,1643.5 ,602.8 ,744.7 ,1857.9 ,medium_maturity,Fluvo-aquic soils,loamy sand,16.6 ,23.0 ,129.0 ,8.1 ,180 ,60 ,120 ,5045 ,7352 
930,low,north maize,2009,MNCP01,1,24.8 ,29.9 ,20.6 ,2753.5 ,1643.5 ,602.8 ,744.7 ,1857.9 ,medium_maturity,Fluvo-aquic soils,loam,13.5 ,10.2 ,179.0 ,8.1 ,225 ,60 ,180 ,4464 ,6332 
931,low,north maize,2009,MNCP01,1,24.8 ,29.9 ,20.6 ,2753.5 ,1643.5 ,602.8 ,744.7 ,1857.9 ,medium_maturity,Fluvo-aquic soils,loam,13.5 ,18.4 ,209.0 ,8.2 ,135 ,60 ,90 ,4982 ,7152 
932,high,north maize,2009,MNCP01,1,24.8 ,29.9 ,20.6 ,2753.5 ,1643.5 ,602.8 ,744.7 ,1857.9 ,medium_maturity,Fluvo-aquic soils,loam,17.6 ,25.4 ,148.0 ,8.1 ,195 ,180 ,105 ,5211 ,7088 
933,low,north maize,2006,MNCP01,1,24.8 ,30.3 ,20.2 ,2732.4 ,1632.4 ,227.2 ,665.8 ,1702.5 ,medium_maturity,Fluvo-aquic soils,loam,14.7 ,19.1 ,85.0 ,8.3 ,225 ,60 ,150 ,5567 ,9267 
934,low,north maize,2006,MNCP01,1,24.2 ,29.7 ,19.7 ,2930.2 ,1720.2 ,227.2 ,711.6 ,1800.5 ,medium_maturity,Fluvo-aquic soils,loam,14.2 ,4.5 ,43.0 ,8.3 ,225 ,60 ,150 ,6170 ,9071 
935,low,north maize,2006,MNCP01,1,25.1 ,30.4 ,20.5 ,2656.1 ,1596.1 ,227.2 ,634.1 ,1648.9 ,medium_maturity,Fluvo-aquic soils,loam,14.2 ,10.3 ,57.0 ,8.2 ,135 ,60 ,90 ,4410 ,7226 
936,low,north maize,2006,MNCP01,1,25.0 ,30.3 ,20.4 ,2648.4 ,1588.4 ,227.2 ,631.6 ,1639.9 ,medium_maturity,Fluvo-aquic soils,loam,10.9 ,7.3 ,71.0 ,8.3 ,180 ,60 ,120 ,6390 ,8034 
937,high,north maize,2006,MNCP01,1,25.0 ,30.3 ,20.4 ,2648.4 ,1588.4 ,227.2 ,631.6 ,1639.9 ,medium_maturity,Fluvo-aquic soils,loamy sand,20.2 ,22.8 ,78.0 ,8.2 ,180 ,60 ,120 ,6069 ,8939 
938,low,north maize,2006,MNCP01,1,25.1 ,30.4 ,20.5 ,2656.1 ,1596.1 ,227.2 ,634.1 ,1648.9 ,medium_maturity,Fluvo-aquic soils,loam,11.2 ,8.3 ,75.0 ,8.2 ,180 ,60 ,120 ,6123 ,8981 
939,high,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.0 ,2937.9 ,1757.9 ,657.0 ,856.6 ,2084.6 ,medium_maturity,Fluvo-aquic soils,loamy sand,16.9 ,25.4 ,176.0 ,8.1 ,225 ,150 ,150 ,6158 ,8933 
940,high,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.1 ,2915.6 ,1745.6 ,657.0 ,849.0 ,2069.9 ,medium_maturity,Fluvo-aquic soils,loam,16.1 ,27.3 ,162.0 ,8.2 ,225 ,150 ,150 ,6113 ,9123 
941,high,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.0 ,2937.9 ,1757.9 ,657.0 ,856.6 ,2084.6 ,medium_maturity,Fluvo-aquic soils,loam,17.2 ,22.8 ,156.0 ,8.1 ,225 ,150 ,150 ,6302 ,8828 
942,low,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.0 ,2937.9 ,1757.9 ,657.0 ,856.6 ,2084.6 ,medium_maturity,Fluvo-aquic soils,loamy sand,14.8 ,19.2 ,154.0 ,8.2 ,225 ,150 ,150 ,5982 ,8412 
943,low,north maize,2009,MNCP01,1,24.9 ,30.7 ,20.0 ,2937.9 ,1757.9 ,657.0 ,856.6 ,2084.6 ,medium_maturity,Fluvo-aquic soils,loam,11.9 ,18.3 ,121.0 ,8.2 ,225 ,150 ,150 ,6038 ,8517 
944,high,north maize,2010,MNCP01,1,25.1 ,30.5 ,20.5 ,2864.4 ,1724.4 ,411.7 ,748.4 ,1864.7 ,medium_maturity,Fluvo-aquic soils,loamy sand,17.0 ,28.2 ,168.0 ,8.1 ,225 ,60 ,150 ,5778 ,9162 
945,high,north maize,2010,MNCP01,1,25.1 ,30.4 ,20.5 ,2837.2 ,1707.2 ,411.7 ,740.8 ,1845.2 ,medium_maturity,Fluvo-aquic soils,loam,16.2 ,24.5 ,156.0 ,8.1 ,225 ,60 ,150 ,5588 ,9128 
946,high,north maize,2010,MNCP01,1,25.2 ,30.5 ,20.6 ,2845.8 ,1715.8 ,411.7 ,738.8 ,1848.0 ,medium_maturity,Fluvo-aquic soils,loam,15.8 ,26.6 ,162.0 ,8.2 ,225 ,60 ,150 ,5487 ,9002 
947,high,north maize,2010,MNCP01,1,25.3 ,30.6 ,20.7 ,2880.8 ,1740.8 ,411.7 ,746.5 ,1873.7 ,medium_maturity,Fluvo-aquic soils,loam,16.5 ,23.4 ,176.0 ,8.1 ,225 ,60 ,150 ,5634 ,8892 
948,low,north maize,2010,MNCP01,1,25.4 ,30.7 ,20.8 ,2866.1 ,1736.1 ,409.9 ,735.1 ,1859.5 ,medium_maturity,Fluvo-aquic soils,loam,13.0 ,19.1 ,131.0 ,8.2 ,225 ,60 ,150 ,4988 ,8582 
949,low,north maize,2010,MNCP01,1,25.4 ,30.7 ,20.8 ,2866.1 ,1736.1 ,409.9 ,735.1 ,1859.5 ,medium_maturity,Fluvo-aquic soils,loamy sand,12.5 ,18.6 ,130.0 ,8.1 ,225 ,60 ,150 ,5033 ,8664 
950,low,north maize,2006,MNCP01,1,24.9 ,30.5 ,20.1 ,2485.3 ,1485.3 ,358.3 ,592.4 ,1581.3 ,medium_maturity,Cinnamon soils,loam,8.2 ,16.2 ,108.0 ,8.1 ,210 ,210 ,120 ,5490 ,7650 
951,high,north maize,2006,MNCP01,1,24.9 ,30.5 ,20.1 ,2485.3 ,1485.3 ,358.3 ,592.4 ,1581.3 ,medium_maturity,Cinnamon soils,loamy sand,16.5 ,24.7 ,92.0 ,8.1 ,240 ,180 ,150 ,6150 ,7545 
952,low,north maize,2006,MNCP01,1,25.2 ,30.7 ,20.4 ,2597.9 ,1567.9 ,213.5 ,541.8 ,1513.6 ,medium_maturity,Fluvo-aquic soils,loamy sand,10.8 ,10.6 ,55.0 ,7.1 ,225 ,60 ,150 ,5388 ,6140 
953,high,north maize,2006,MNCP01,1,25.1 ,30.6 ,20.3 ,2684.8 ,1614.8 ,228.1 ,552.4 ,1555.6 ,medium_maturity,Fluvo-aquic soils,loam,18.6 ,52.4 ,141.0 ,7.3 ,225 ,60 ,150 ,6455 ,7049 
954,low,north maize,2006,MNCP01,1,25.1 ,30.6 ,20.3 ,2684.8 ,1614.8 ,228.1 ,552.4 ,1555.6 ,medium_maturity,Fluvo-aquic soils,loam,13.8 ,7.1 ,52.0 ,7.5 ,225 ,60 ,150 ,5808 ,6369 
955,low,north maize,2006,MNCP01,1,25.5 ,31.0 ,20.7 ,2475.1 ,1505.1 ,213.5 ,523.4 ,1461.4 ,medium_maturity,Fluvo-aquic soils,sandy loam,9.1 ,18.4 ,74.0 ,7.5 ,225 ,60 ,150 ,5738 ,6795 
956,low,north maize,2006,MNCP01,1,25.3 ,30.7 ,20.6 ,2503.9 ,1513.9 ,213.5 ,520.2 ,1458.5 ,medium_maturity,Fluvo-aquic soils,loamy sand,12.1 ,14.3 ,59.0 ,7.4 ,225 ,60 ,150 ,6419 ,7206 
957,high,north maize,2007,MNCP01,1,25.2 ,30.5 ,20.6 ,2471.1 ,1491.1 ,287.6 ,589.6 ,1559.8 ,medium_maturity,Fluvo-aquic soils,loam,18.6 ,28.2 ,125.0 ,7.3 ,225 ,60 ,150 ,7596 ,8490 
958,high,north maize,2007,MNCP01,1,25.2 ,30.7 ,20.3 ,2819.2 ,1699.2 ,290.5 ,693.4 ,1808.9 ,medium_maturity,Fluvo-aquic soils,loam,16.5 ,45.2 ,279.0 ,7.4 ,225 ,60 ,150 ,6374 ,7055 
959,low,north maize,2007,MNCP01,1,24.4 ,29.7 ,19.8 ,2829.9 ,1669.9 ,339.1 ,666.3 ,1773.4 ,medium_maturity,Fluvo-aquic soils,loam,14.2 ,14.4 ,100.0 ,7.5 ,225 ,60 ,150 ,5610 ,7665 
960,high,north maize,2009,MNCP01,1,25.0 ,30.4 ,20.3 ,2620.5 ,1570.5 ,380.9 ,704.3 ,1754.5 ,medium_maturity,Cinnamon soils,loam,19.5 ,44.6 ,100.0 ,8.1 ,135 ,60 ,90 ,4815 ,7545 
961,high,north maize,2009,MNCP01,1,24.9 ,30.4 ,20.3 ,2644.2 ,1584.2 ,402.1 ,708.8 ,1764.3 ,medium_maturity,Cinnamon soils,loamy sand,21.5 ,23.6 ,110.0 ,8.1 ,225 ,60 ,150 ,7350 ,9465 
962,low,north maize,2009,MNCP01,1,25.0 ,30.4 ,20.3 ,2620.5 ,1570.5 ,380.9 ,704.3 ,1754.5 ,medium_maturity,Fluvo-aquic soils,loam,10.1 ,8.3 ,70.0 ,8.2 ,180 ,60 ,120 ,6090 ,9600 
963,low,north maize,2010,MNCP01,1,25.6 ,30.8 ,20.9 ,2657.8 ,1617.8 ,347.1 ,631.9 ,1574.5 ,medium_maturity,Cinnamon soils,loam,10.9 ,11.2 ,56.0 ,7.6 ,135 ,60 ,90 ,5925 ,6675 
964,high,north maize,2010,MNCP01,1,25.4 ,30.7 ,20.7 ,2664.2 ,1614.2 ,347.1 ,636.1 ,1577.1 ,medium_maturity,Fluvo-aquic soils,loam,19.9 ,22.3 ,110.0 ,8.3 ,180 ,60 ,120 ,6375 ,7305 
965,low,north maize,2010,MNCP01,1,25.4 ,30.7 ,20.8 ,2646.7 ,1606.7 ,347.1 ,627.8 ,1560.3 ,medium_maturity,Fluvo-aquic soils,loam,12.5 ,19.3 ,90.0 ,8.1 ,180 ,60 ,120 ,7020 ,9120 
966,high,north maize,2006,MNCP01,1,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,medium_maturity,Cinnamon soils,loamy sand,15.8 ,39.0 ,129.0 ,7.3 ,225 ,150 ,150 ,5427 ,8574 
967,high,north maize,2006,MNCP01,1,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,medium_maturity,Cinnamon soils,loamy sand,21.5 ,45.3 ,94.0 ,7.5 ,180 ,150 ,120 ,6420 ,8760 
968,high,north maize,2006,MNCP01,1,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,medium_maturity,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,225 ,150 ,150 ,5990 ,10074 
969,low,north maize,2006,MNCP01,1,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,medium_maturity,Cinnamon soils,loamy sand,10.6 ,17.4 ,91.0 ,7.5 ,180 ,150 ,120 ,6612 ,10223 
970,high,north maize,2006,MNCP01,1,24.7 ,30.7 ,19.4 ,2666.7 ,1586.7 ,406.0 ,607.1 ,1648.6 ,medium_maturity,Cinnamon soils,loam,18.7 ,25.4 ,117.0 ,7.3 ,225 ,150 ,150 ,5967 ,10623 
971,high,north maize,2008,MNCP01,1,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,medium_maturity,Cinnamon soils,loamy sand,16.5 ,23.9 ,90.0 ,7.6 ,225 ,60 ,150 ,4380 ,8910 
972,high,north maize,2008,MNCP01,1,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,medium_maturity,Cinnamon soils,loamy sand,17.2 ,29.8 ,113.0 ,7.4 ,180 ,60 ,120 ,6225 ,8895 
973,low,north maize,2008,MNCP01,1,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,medium_maturity,Cinnamon soils,loamy sand,15.0 ,12.3 ,100.0 ,7.3 ,180 ,60 ,120 ,6120 ,8955 
974,low,north maize,2008,MNCP01,1,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,medium_maturity,Cinnamon soils,loamy sand,12.2 ,16.8 ,79.0 ,7.3 ,135 ,60 ,90 ,6015 ,7305 
975,high,north maize,2008,MNCP01,1,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,medium_maturity,Cinnamon soils,loamy sand,21.5 ,45.3 ,94.0 ,7.5 ,135 ,60 ,90 ,4125 ,7485 
976,low,north maize,2008,MNCP01,1,23.9 ,29.5 ,19.2 ,2633.2 ,1533.2 ,352.4 ,613.0 ,1641.6 ,medium_maturity,Cinnamon soils,loamy sand,10.6 ,17.4 ,91.0 ,7.5 ,135 ,60 ,90 ,4245 ,7425 
977,high,north maize,2009,MNCP01,1,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,medium_maturity,Cinnamon soils,loam,20.9 ,54.6 ,239.0 ,7.3 ,225 ,60 ,150 ,6105 ,9120 
978,high,north maize,2009,MNCP01,1,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,medium_maturity,Cinnamon soils,loamy sand,18.3 ,46.1 ,106.0 ,7.4 ,225 ,60 ,150 ,5985 ,8970 
979,high,north maize,2009,MNCP01,1,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,medium_maturity,Cinnamon soils,loamy sand,17.2 ,25.3 ,83.0 ,7.4 ,180 ,60 ,120 ,6075 ,9045 
980,low,north maize,2009,MNCP01,1,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,medium_maturity,Cinnamon soils,loamy sand,12.2 ,16.8 ,79.0 ,7.3 ,135 ,60 ,90 ,5775 ,7530 
981,low,north maize,2009,MNCP01,1,24.4 ,30.4 ,18.7 ,2752.2 ,1622.2 ,385.1 ,781.5 ,1937.0 ,medium_maturity,Cinnamon soils,loam,10.6 ,8.4 ,90.0 ,7.5 ,135 ,60 ,90 ,5745 ,7350 
982,high,north maize,2008,MNCP01,1,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,medium_maturity,Fluvo-aquic soils,loam,20.0 ,39.0 ,115.0 ,8.1 ,180 ,60 ,120 ,5460 ,7005 
983,high,north maize,2008,MNCP01,1,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,medium_maturity,Fluvo-aquic soils,loam,18.1 ,24.2 ,97.0 ,8.0 ,225 ,60 ,150 ,6420 ,7755 
984,high,north maize,2008,MNCP01,1,24.9 ,30.1 ,20.8 ,2609.4 ,1559.4 ,267.4 ,597.6 ,1584.1 ,medium_maturity,Fluvo-aquic soils,loam,15.2 ,29.5 ,177.0 ,8.0 ,225 ,60 ,150 ,5925 ,7125 
985,high,north maize,2008,MNCP01,1,24.8 ,30.0 ,20.8 ,2633.3 ,1573.3 ,267.4 ,607.8 ,1607.7 ,medium_maturity,Fluvo-aquic soils,loam,15.1 ,20.5 ,73.0 ,7.9 ,180 ,60 ,120 ,5565 ,6705 
986,high,north maize,2008,MNCP01,1,24.7 ,30.0 ,20.7 ,2771.4 ,1651.4 ,274.5 ,625.4 ,1675.1 ,medium_maturity,Fluvo-aquic soils,sandy loam,19.2 ,29.4 ,181.0 ,8.3 ,225 ,60 ,150 ,6045 ,6270 
987,high,north maize,2008,MNCP01,1,24.8 ,30.0 ,20.7 ,2698.9 ,1608.9 ,271.0 ,616.6 ,1644.1 ,medium_maturity,Fluvo-aquic soils,loam,18.7 ,31.7 ,196.0 ,8.3 ,180 ,60 ,120 ,4800 ,6825 
