Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk,,
606,LR-SC,LRSC0606,2007,LRSC07,medium_maturity,25.9 ,30.6 ,22.7 ,2175.6 ,1335.6 ,349.8 ,433.8 ,1208.9 ,Paddy soil,silty clay loam,26.8 ,15.7 ,97.0 ,5.7 ,150 ,36 ,75 ,3276 ,7268 ,,
607,LR-SC,LRSC0607,2008,LRSC07,medium_maturity,26.4 ,31.4 ,23.0 ,2325.2 ,1445.2 ,188.3 ,509.9 ,1342.8 ,Paddy soil,sandy loam,29.6 ,5.7 ,75.0 ,6.5 ,150 ,36 ,75 ,5568 ,8679 ,,
608,LR-SC,LRSC0608,2008,LRSC07,late_maturity,26.8 ,31.6 ,23.3 ,2489.9 ,1559.9 ,190.6 ,547.2 ,1448.1 ,Paddy soil,silty clay loam,28.8 ,28.3 ,76.0 ,5.0 ,150 ,36 ,75 ,4734 ,7232 ,,
609,LR-SC,LRSC0609,2010,LRSC07,late_maturity,29.7 ,34.6 ,26.3 ,2672.4 ,1772.4 ,291.0 ,604.5 ,1602.5 ,Paddy soil,clay,25.4 ,12.5 ,64.0 ,6.2 ,180 ,54 ,90 ,4043 ,7098 ,,
610,LR-SC,LRSC0610,2009,LRSC07,late_maturity,27.2 ,32.0 ,23.5 ,2506.6 ,1586.6 ,140.1 ,570.1 ,1482.9 ,Paddy soil,loam,32.7 ,13.2 ,96.0 ,5.4 ,150 ,36 ,75 ,5529 ,7085 ,,
611,LR-SC,LRSC0611,2009,LRSC07,late_maturity,26.7 ,31.4 ,23.1 ,2535.0 ,1585.0 ,145.9 ,554.7 ,1466.8 ,Paddy soil,loam,30.2 ,8.9 ,102.0 ,5.7 ,150 ,36 ,75 ,5021 ,7802 ,,
612,LR-SC,LRSC0612,2010,LRSC07,late_maturity,27.2 ,31.9 ,23.8 ,2634.6 ,1664.6 ,137.1 ,612.0 ,1600.9 ,Paddy soil,loam,30.4 ,15.3 ,101.0 ,4.7 ,150 ,36 ,75 ,5646 ,9401 ,,
613,LR-SC,LRSC0613,2007,LRSC07,late_maturity,26.5 ,31.2 ,22.8 ,2593.1 ,1613.1 ,409.7 ,596.1 ,1574.2 ,Paddy soil,clay loam,28.6 ,19.4 ,126.0 ,5.8 ,150 ,36 ,75 ,5303 ,8250 ,,
614,LR-SC,LRSC0614,2009,LRSC07,late_maturity,26.5 ,31.3 ,22.8 ,2565.7 ,1595.7 ,145.9 ,573.7 ,1497.8 ,Paddy soil,loam,27.8 ,16.2 ,97.0 ,6.1 ,150 ,36 ,75 ,5286 ,8238 ,,
615,LR-SC,LRSC0615,2007,LRSC07,late_maturity,27.2 ,32.0 ,23.5 ,2583.1 ,1633.1 ,409.7 ,611.6 ,1592.7 ,Paddy soil,loam,29.2 ,12.1 ,109.0 ,5.9 ,150 ,36 ,75 ,5646 ,9401 ,,
616,LR-SC,LRSC0616,2008,LRSC07,late_maturity,26.7 ,31.9 ,22.5 ,2456.8 ,1536.8 ,139.1 ,578.9 ,1493.5 ,Paddy soil,loam,30.8 ,4.6 ,78.0 ,5.6 ,150 ,36 ,75 ,5102 ,6552 ,,
617,LR-SC,LRSC0617,2008,LRSC07,late_maturity,26.5 ,31.8 ,22.3 ,2520.3 ,1570.3 ,139.1 ,601.5 ,1531.7 ,Paddy soil,loam,27.6 ,4.4 ,35.0 ,4.5 ,150 ,36 ,75 ,5223 ,6789 ,,
618,LR-SC,LRSC0618,2007,LRSC07,late_maturity,26.4 ,31.0 ,22.7 ,2556.5 ,1586.5 ,394.1 ,597.2 ,1564.2 ,Paddy soil,clay loam,31.1 ,10.2 ,113.0 ,6.1 ,150 ,36 ,75 ,5118 ,7551 ,,
619,LR-SC,LRSC0619,2010,LRSC07,late_maturity,25.7 ,30.3 ,22.6 ,2496.1 ,1526.1 ,108.3 ,545.8 ,1462.4 ,Paddy soil,loam,29.7 ,9.6 ,96.0 ,4.8 ,150 ,36 ,75 ,5286 ,8238 ,,
620,LR-SC,LRSC0620,2010,LRSC07,medium_maturity,26.3 ,30.8 ,23.0 ,2523.2 ,1563.2 ,196.1 ,525.5 ,1440.6 ,Paddy soil,clay loam,31.4 ,25.5 ,60.0 ,5.6 ,150 ,59 ,75 ,6132 ,7400 ,,
621,LR-SC,LRSC0621,2008,LRSC07,late_maturity,26.6 ,31.4 ,23.1 ,2392.5 ,1492.5 ,216.4 ,519.3 ,1382.4 ,Paddy soil,sandy loam,13.4 ,4.7 ,79.0 ,6.6 ,165 ,36 ,108 ,4985 ,7818 ,,
622,LR-SC,LRSC0622,2010,LRSC07,medium_maturity,26.3 ,30.8 ,23.0 ,2470.6 ,1530.6 ,196.1 ,508.3 ,1401.7 ,Paddy soil,clay loam,46.3 ,9.8 ,57.0 ,6.0 ,150 ,36 ,75 ,5655 ,7427 ,,
623,LR-SC,LRSC0623,2008,LRSC07,late_maturity,26.8 ,31.6 ,23.4 ,2495.6 ,1565.6 ,218.8 ,543.7 ,1452.5 ,Paddy soil,sandy loam,24.1 ,7.1 ,43.0 ,5.6 ,165 ,36 ,108 ,4724 ,7790 ,,
624,LR-SC,LRSC0624,2009,LRSC07,late_maturity,26.2 ,31.1 ,22.8 ,2595.5 ,1605.5 ,269.5 ,501.2 ,1402.0 ,Paddy soil,clay loam,49.3 ,17.0 ,55.0 ,6.0 ,150 ,36 ,75 ,6114 ,6996 ,,
625,LR-SC,LRSC0625,2009,LRSC07,late_maturity,26.3 ,31.1 ,22.9 ,2627.2 ,1627.2 ,269.5 ,507.4 ,1419.3 ,Paddy soil,clay loam,38.3 ,11.8 ,57.0 ,5.7 ,150 ,36 ,75 ,5139 ,5876 ,,
626,LR-SC,LRSC0626,2010,LRSC07,medium_maturity,26.7 ,31.2 ,23.3 ,2558.6 ,1598.6 ,196.1 ,550.3 ,1489.6 ,Paddy soil,clay loam,47.6 ,7.0 ,64.0 ,7.3 ,150 ,36 ,75 ,3726 ,5229 ,,
627,LR-SC,LRSC0627,2008,LRSC07,late_maturity,26.6 ,31.4 ,23.2 ,2368.6 ,1478.6 ,216.4 ,510.3 ,1364.9 ,Paddy soil,clay loam,25.5 ,9.1 ,76.0 ,5.3 ,165 ,36 ,108 ,4433 ,7533 ,,
628,LR-SC,LRSC0628,2008,LRSC07,late_maturity,26.8 ,31.6 ,23.4 ,2519.4 ,1579.4 ,218.8 ,551.8 ,1468.9 ,Paddy soil,clay,41.3 ,5.3 ,96.0 ,6.7 ,165 ,36 ,108 ,5213 ,7736 ,,
629,LR-SC,LRSC0629,2009,LRSC07,late_maturity,27.0 ,31.6 ,23.5 ,2730.8 ,1720.8 ,146.2 ,590.5 ,1560.9 ,Paddy soil,clay,21.5 ,15.5 ,134.0 ,6.4 ,150 ,36 ,75 ,4566 ,8919 ,,
630,LR-SC,LRSC0630,2008,LRSC07,late_maturity,25.7 ,30.1 ,22.7 ,2753.6 ,1683.6 ,278.6 ,541.5 ,1497.6 ,Paddy soil,clay loam,36.1 ,7.8 ,103.0 ,6.7 ,150 ,36 ,72 ,4619 ,7659 ,,
631,LR-SC,LRSC0631,2007,LRSC07,late_maturity,26.1 ,30.5 ,23.0 ,2743.1 ,1693.1 ,276.4 ,573.9 ,1567.5 ,Paddy soil,sandy loam,23.8 ,14.5 ,92.0 ,6.0 ,150 ,36 ,75 ,4470 ,6570 ,,
632,LR-SC,LRSC0632,2007,LRSC07,late_maturity,26.1 ,30.5 ,22.9 ,2712.6 ,1672.6 ,276.4 ,568.2 ,1550.9 ,Paddy soil,sandy loam,40.1 ,10.3 ,203.0 ,6.0 ,150 ,36 ,75 ,4551 ,6710 ,,
633,LR-SC,LRSC0633,2007,LRSC07,late_maturity,26.2 ,30.6 ,23.1 ,2722.4 ,1682.4 ,276.4 ,567.0 ,1553.3 ,Paddy soil,sandy loam,32.7 ,12.3 ,125.0 ,5.6 ,150 ,36 ,75 ,6153 ,7092 ,,
634,LR-SC,LRSC0634,2009,LRSC07,medium_maturity,27.1 ,31.6 ,23.6 ,2654.3 ,1674.3 ,146.2 ,561.5 ,1501.4 ,Paddy soil,clay loam,15.3 ,20.3 ,97.0 ,6.1 ,150 ,36 ,75 ,4691 ,6720 ,,
635,LR-SC,LRSC0635,2008,LRSC07,medium_maturity,26.2 ,30.6 ,23.0 ,2615.8 ,1615.8 ,194.3 ,531.7 ,1449.3 ,Paddy soil,clay,29.9 ,6.3 ,127.0 ,6.2 ,150 ,36 ,72 ,4098 ,7451 ,,
636,LR-SC,LRSC0636,2007,LRSC07,late_maturity,26.0 ,30.3 ,22.8 ,2649.0 ,1629.0 ,216.7 ,558.6 ,1516.4 ,Paddy soil,clay loam,19.9 ,19.7 ,80.0 ,6.5 ,150 ,36 ,75 ,5888 ,7686 ,,
637,LR-SC,LRSC0637,2009,LRSC07,medium_maturity,27.1 ,31.7 ,23.5 ,2848.7 ,1798.7 ,146.2 ,625.1 ,1643.3 ,Paddy soil,clay,35.5 ,22.7 ,162.0 ,7.8 ,150 ,36 ,75 ,4322 ,7451 ,,
638,LR-SC,LRSC0638,2007,LRSC07,late_maturity,25.8 ,30.2 ,22.6 ,2732.0 ,1672.0 ,216.7 ,576.6 ,1565.1 ,Paddy soil,clay,26.8 ,13.3 ,116.0 ,6.8 ,150 ,36 ,75 ,5037 ,7206 ,,
639,LR-SC,LRSC0639,2008,LRSC07,late_maturity,26.3 ,31.4 ,22.9 ,2732.7 ,1692.7 ,343.9 ,636.6 ,1649.4 ,Paddy soil,clay,44.8 ,12.9 ,40.0 ,4.9 ,158 ,45 ,106 ,6333 ,7209 ,,
640,LR-SC,LRSC0640,2008,LRSC07,late_maturity,26.5 ,31.6 ,23.1 ,2803.9 ,1743.9 ,358.3 ,664.7 ,1712.3 ,Paddy soil,silty clay loam,41.8 ,14.6 ,142.0 ,5.0 ,169 ,37 ,69 ,5550 ,7950 ,,
641,LR-SC,LRSC0641,2006,LRSC07,late_maturity,26.0 ,30.6 ,22.6 ,2753.1 ,1693.1 ,465.2 ,599.4 ,1621.3 ,Paddy soil,clay,51.3 ,8.2 ,70.0 ,5.5 ,140 ,35 ,54 ,5040 ,5910 ,,
642,LR-SC,LRSC0642,2006,LRSC07,late_maturity,25.0 ,29.8 ,21.5 ,2526.8 ,1516.8 ,203.5 ,558.0 ,1482.8 ,Paddy soil,clay,44.8 ,7.9 ,107.0 ,5.4 ,121 ,54 ,44 ,4965 ,6510 ,,
643,LR-SC,LRSC0643,2006,LRSC07,late_maturity,25.2 ,29.9 ,21.7 ,2371.1 ,1431.1 ,164.3 ,522.4 ,1395.0 ,Paddy soil,clay,46.0 ,7.4 ,119.0 ,5.4 ,128 ,34 ,58 ,5235 ,5880 ,,
644,LR-SC,LRSC0644,2007,LRSC07,late_maturity,25.2 ,29.8 ,21.9 ,2369.2 ,1429.2 ,492.4 ,496.8 ,1349.7 ,Paddy soil,silty clay loam,48.5 ,22.6 ,66.0 ,6.1 ,96 ,32 ,65 ,5300 ,6450 ,,
645,LR-SC,LRSC0645,2007,LRSC07,late_maturity,24.7 ,29.2 ,21.4 ,2442.1 ,1452.1 ,492.4 ,501.7 ,1380.1 ,Paddy soil,silty clay loam,53.0 ,17.3 ,83.0 ,6.0 ,132 ,24 ,67 ,5201 ,6350 ,,
646,LR-SC,LRSC0646,2007,LRSC07,late_maturity,25.9 ,30.6 ,22.6 ,2776.4 ,1706.4 ,526.6 ,626.3 ,1655.5 ,Paddy soil,silty clay loam,42.7 ,18.6 ,66.0 ,6.0 ,170 ,29 ,82 ,5250 ,6551 ,,
647,LR-SC,LRSC0647,2009,LRSC07,medium_maturity,25.7 ,30.5 ,22.3 ,2444.4 ,1494.4 ,242.1 ,563.5 ,1472.8 ,Paddy soil,clay loam,31.6 ,10.2 ,175.0 ,8.0 ,150 ,54 ,75 ,4776 ,8085 ,,
648,LR-SC,LRSC0648,2009,LRSC07,late_maturity,23.5 ,28.4 ,20.0 ,2728.0 ,1591.5 ,281.7 ,666.3 ,1687.7 ,Paddy soil,clay,33.4 ,10.2 ,66.0 ,8.0 ,150 ,54 ,75 ,4367 ,7251 ,,
649,LR-SC,LRSC0649,2009,LRSC07,late_maturity,25.3 ,30.0 ,21.9 ,2429.9 ,1469.9 ,210.6 ,547.0 ,1440.6 ,Paddy soil,clay loam,42.5 ,14.1 ,56.0 ,6.0 ,150 ,54 ,75 ,4902 ,7553 ,,
650,LR-SC,LRSC0650,2006,LRSC07,medium_maturity,25.5 ,30.2 ,22.1 ,2445.8 ,1485.8 ,437.6 ,619.3 ,1585.9 ,Paddy soil,loam,49.6 ,19.3 ,99.0 ,7.2 ,150 ,36 ,75 ,4077 ,6561 ,,
651,LR-SC,LRSC0651,2009,LRSC07,early_maturity,26.3 ,31.1 ,22.8 ,2604.4 ,1614.4 ,234.2 ,624.8 ,1612.6 ,Paddy soil,clay loam,38.9 ,4.0 ,76.0 ,6.8 ,150 ,36 ,75 ,4245 ,6203 ,,
652,LR-SC,LRSC0652,2008,LRSC07,medium_maturity,25.4 ,30.1 ,21.9 ,2290.1 ,1390.1 ,256.3 ,547.5 ,1406.6 ,Paddy soil,clay loam,31.6 ,10.6 ,46.0 ,6.1 ,150 ,36 ,75 ,3836 ,5559 ,,
653,LR-SC,LRSC0653,2010,LRSC07,early_maturity,24.4 ,28.8 ,21.2 ,2319.9 ,1370.8 ,260.0 ,544.3 ,1431.5 ,Paddy soil,loam,35.1 ,12.6 ,75.0 ,6.2 ,135 ,72 ,68 ,4602 ,6270 ,,
654,LR-SC,LRSC0654,2006,LRSC07,medium_maturity,24.7 ,29.3 ,21.4 ,2319.4 ,1379.4 ,333.5 ,559.3 ,1450.6 ,Paddy soil,sandy loam,28.6 ,14.4 ,68.0 ,5.8 ,150 ,36 ,75 ,3540 ,6540 ,,
655,LR-SC,LRSC0655,2009,LRSC07,early_maturity,25.6 ,30.3 ,22.2 ,2352.6 ,1432.6 ,210.1 ,537.0 ,1408.0 ,Paddy soil,clay loam,63.4 ,3.9 ,67.0 ,6.6 ,150 ,36 ,75 ,4365 ,7065 ,,
656,LR-SC,LRSC0656,2007,LRSC07,medium_maturity,26.0 ,30.9 ,22.6 ,2341.7 ,1441.7 ,240.7 ,568.5 ,1481.4 ,Paddy soil,loam,45.4 ,12.3 ,73.0 ,5.2 ,150 ,36 ,75 ,4346 ,6888 ,,
657,LR-SC,LRSC0657,2008,LRSC07,medium_maturity,25.7 ,30.3 ,22.2 ,2259.6 ,1379.6 ,256.3 ,544.7 ,1405.7 ,Paddy soil,clay loam,41.0 ,9.5 ,76.0 ,6.4 ,150 ,36 ,75 ,3701 ,6473 ,,
658,LR-SC,LRSC0658,2009,LRSC07,medium_maturity,27.0 ,31.8 ,23.4 ,2371.6 ,1491.6 ,199.8 ,582.5 ,1487.7 ,Paddy soil,clay loam,31.9 ,6.6 ,61.0 ,6.3 ,150 ,36 ,75 ,4143 ,6696 ,,
659,LR-SC,LRSC0659,2007,LRSC07,medium_maturity,25.3 ,30.1 ,22.0 ,2103.1 ,1273.1 ,238.6 ,482.7 ,1285.3 ,Paddy soil,loam,44.3 ,13.2 ,58.0 ,6.7 ,150 ,36 ,75 ,3812 ,6603 ,,
660,LR-SC,LRSC0660,2006,LRSC07,late_maturity,24.7 ,29.0 ,21.7 ,2466.4 ,1466.4 ,392.3 ,544.7 ,1477.4 ,Paddy soil,clay,37.1 ,16.5 ,52.0 ,6.1 ,165 ,75 ,75 ,4508 ,6071 ,,
661,LR-SC,LRSC0661,2006,LRSC07,late_maturity,24.6 ,28.9 ,21.6 ,2455.3 ,1455.3 ,392.3 ,534.9 ,1458.3 ,Paddy soil,sandy loam,29.5 ,31.0 ,29.0 ,6.2 ,165 ,75 ,75 ,4836 ,7925 ,,
662,LR-SC,LRSC0662,2006,LRSC07,late_maturity,25.1 ,29.6 ,22.0 ,2411.2 ,1451.2 ,379.1 ,551.4 ,1476.4 ,Paddy soil,clay,47.3 ,6.5 ,57.0 ,6.7 ,165 ,75 ,75 ,4658 ,5921 ,,
663,LR-SC,LRSC0663,2008,LRSC07,late_maturity,25.9 ,30.9 ,22.4 ,2671.8 ,1641.8 ,399.0 ,673.2 ,1763.5 ,Paddy soil,loam,41.0 ,6.6 ,63.0 ,5.7 ,165 ,75 ,75 ,5109 ,7989 ,,
664,LR-SC,LRSC0664,2009,LRSC07,late_maturity,25.0 ,30.0 ,21.3 ,2551.9 ,1531.9 ,340.3 ,622.9 ,1611.9 ,Paddy soil,sandy loam,42.1 ,10.0 ,33.0 ,5.2 ,150 ,36 ,75 ,5144 ,8442 ,,
665,LR-SC,LRSC0665,2010,LRSC07,medium_maturity,24.7 ,29.5 ,21.3 ,2394.3 ,1424.3 ,277.7 ,615.2 ,1582.0 ,Paddy soil,loam,37.4 ,5.6 ,36.0 ,5.0 ,150 ,36 ,74 ,4503 ,7037 ,,
666,LR-SC,LRSC0666,2008,LRSC07,late_maturity,26.1 ,31.0 ,22.6 ,2476.2 ,1526.2 ,398.9 ,616.8 ,1625.2 ,Paddy soil,sandy loam,31.1 ,13.0 ,117.0 ,5.7 ,150 ,36 ,75 ,4139 ,8139 ,,
667,LR-SC,LRSC0667,2009,LRSC07,late_maturity,25.0 ,30.0 ,21.3 ,2650.7 ,1590.7 ,340.3 ,653.0 ,1683.2 ,Paddy soil,sandy loam,32.2 ,4.4 ,86.0 ,5.2 ,150 ,36 ,75 ,5438 ,8720 ,,
668,LR-SC,LRSC0668,2010,LRSC07,medium_maturity,24.0 ,28.8 ,20.6 ,2355.2 ,1377.1 ,269.2 ,597.0 ,1545.2 ,Paddy soil,loam,38.2 ,5.5 ,43.0 ,5.7 ,150 ,36 ,74 ,4370 ,6770 ,,
669,LR-SC,LRSC0669,2010,LRSC07,early_maturity,23.6 ,28.4 ,20.2 ,2264.3 ,1306.6 ,263.3 ,569.0 ,1477.6 ,Paddy soil,loam,33.3 ,4.8 ,33.0 ,6.6 ,135 ,72 ,68 ,4236 ,6303 ,,
670,LR-SC,LRSC0670,2010,LRSC07,medium_maturity,24.1 ,28.9 ,20.7 ,2261.5 ,1322.1 ,260.6 ,568.6 ,1472.4 ,Paddy soil,sandy loam,35.7 ,9.8 ,45.0 ,5.2 ,150 ,36 ,74 ,4703 ,7337 ,,
671,LR-SC,LRSC0671,2010,LRSC07,medium_maturity,24.1 ,28.9 ,20.7 ,2318.3 ,1358.9 ,260.6 ,584.9 ,1513.4 ,Paddy soil,loam,32.1 ,6.8 ,46.0 ,5.3 ,135 ,72 ,68 ,4419 ,6768 ,,
672,LR-SC,LRSC0672,2008,LRSC07,medium_maturity,25.3 ,30.5 ,21.7 ,2303.2 ,1393.2 ,194.1 ,472.8 ,1309.1 ,Paddy soil,clay,77.4 ,12.6 ,71.0 ,7.7 ,150 ,36 ,75 ,3401 ,5520 ,,
673,LR-SC,LRSC0673,2008,LRSC07,medium_maturity,25.3 ,30.5 ,21.7 ,2326.1 ,1406.1 ,194.0 ,473.0 ,1311.6 ,Paddy soil,sandy loam,46.5 ,5.1 ,57.0 ,5.1 ,150 ,36 ,75 ,3450 ,6630 ,,
674,LR-SC,LRSC0674,2009,LRSC07,medium_maturity,26.7 ,32.1 ,22.9 ,2429.6 ,1519.6 ,170.4 ,556.0 ,1477.4 ,Paddy soil,loam,71.3 ,17.5 ,69.0 ,7.8 ,150 ,36 ,75 ,3330 ,4800 ,,
675,LR-SC,LRSC0675,2008,LRSC07,medium_maturity,27.2 ,32.1 ,23.7 ,2742.4 ,1732.4 ,237.5 ,579.4 ,1622.4 ,Paddy soil,sandy loam,33.2 ,19.4 ,98.0 ,5.9 ,150 ,36 ,75 ,4200 ,6375 ,,
676,LR-SC,LRSC0676,2008,LRSC07,medium_maturity,26.8 ,31.6 ,23.5 ,2867.2 ,1797.2 ,263.0 ,583.4 ,1669.7 ,Paddy soil,sandy loam,38.0 ,17.1 ,58.0 ,5.9 ,150 ,36 ,75 ,4200 ,5970 ,,
677,LR-SC,LRSC0677,2008,LRSC07,medium_maturity,27.0 ,31.8 ,23.6 ,2831.8 ,1781.8 ,261.4 ,583.4 ,1658.3 ,Paddy soil,sandy clay,30.7 ,12.1 ,41.0 ,6.1 ,150 ,36 ,75 ,5130 ,8130 ,,
678,LR-SC,LRSC0678,2007,LRSC07,late_maturity,24.4 ,29.5 ,20.9 ,2173.1 ,1283.1 ,189.7 ,521.1 ,1383.4 ,Paddy soil,silty clay loam,34.5 ,16.3 ,75.0 ,5.9 ,150 ,36 ,75 ,4739 ,7376 ,,
679,LR-SC,LRSC0679,2007,LRSC07,late_maturity,24.4 ,29.5 ,20.9 ,2173.1 ,1283.1 ,189.7 ,521.1 ,1383.4 ,Paddy soil,sandy loam,32.1 ,15.6 ,88.0 ,5.8 ,150 ,36 ,75 ,4901 ,7269 ,,
680,LR-SC,LRSC0680,2007,LRSC07,late_maturity,24.9 ,30.0 ,21.4 ,2163.4 ,1293.4 ,193.0 ,527.1 ,1391.7 ,Paddy soil,sandy loam,31.7 ,15.0 ,84.0 ,5.7 ,150 ,36 ,75 ,4515 ,6945 ,,
681,LR-SC,LRSC0681,2007,LRSC07,medium_maturity,24.4 ,29.5 ,20.9 ,2173.1 ,1283.1 ,189.7 ,521.1 ,1383.4 ,Paddy soil,clay,33.2 ,14.5 ,70.0 ,5.7 ,150 ,36 ,75 ,4974 ,7871 ,,
682,LR-SC,LRSC0682,2005,LRSC07,medium_maturity,24.5 ,29.5 ,20.8 ,2176.7 ,1286.7 ,41.1 ,472.8 ,1303.0 ,Paddy soil,clay loam,32.8 ,15.2 ,76.0 ,5.6 ,150 ,36 ,75 ,4788 ,7749 ,,
683,LR-SC,LRSC0683,2008,LRSC07,medium_maturity,25.5 ,30.4 ,22.1 ,2471.8 ,1501.8 ,381.0 ,578.6 ,1554.7 ,Paddy soil,sandy loam,38.1 ,16.2 ,78.0 ,5.5 ,150 ,36 ,75 ,4968 ,7293 ,,
684,LR-SC,LRSC0684,2009,LRSC07,medium_maturity,25.0 ,30.1 ,21.4 ,2227.4 ,1337.4 ,316.4 ,593.4 ,1490.7 ,Paddy soil,clay loam,19.3 ,12.8 ,96.0 ,5.8 ,135 ,72 ,68 ,3219 ,7226 ,,
685,LR-SC,LRSC0685,2009,LRSC07,medium_maturity,25.3 ,30.5 ,21.5 ,1973.5 ,1193.5 ,113.6 ,555.8 ,1362.3 ,Paddy soil,clay loam,21.3 ,13.5 ,92.0 ,6.0 ,135 ,72 ,68 ,3965 ,7082 ,,
686,LR-SC,LRSC0686,2010,LRSC07,late_maturity,24.1 ,28.9 ,20.7 ,2190.9 ,1280.9 ,209.9 ,556.8 ,1434.7 ,Paddy soil,sandy loam,30.9 ,16.9 ,68.0 ,5.7 ,165 ,75 ,75 ,4860 ,6420 ,,
687,LR-SC,LRSC0687,2010,LRSC07,late_maturity,23.9 ,28.7 ,20.6 ,2200.9 ,1280.9 ,210.0 ,556.8 ,1439.5 ,Paddy soil,clay loam,19.9 ,15.6 ,90.0 ,5.5 ,165 ,75 ,75 ,4752 ,6303 ,,
688,LR-SC,LRSC0688,2008,LRSC07,medium_maturity,25.7 ,30.8 ,21.8 ,2182.8 ,1332.8 ,304.1 ,502.2 ,1340.4 ,Paddy soil,sandy loam,25.8 ,12.5 ,60.0 ,5.7 ,150 ,36 ,75 ,4878 ,6729 ,,
689,LR-SC,LRSC0689,2007,LRSC07,medium_maturity,25.4 ,30.7 ,21.3 ,2184.6 ,1324.6 ,218.7 ,489.2 ,1330.0 ,Paddy soil,clay,31.8 ,13.0 ,70.0 ,6.1 ,150 ,36 ,75 ,4856 ,7298 ,,
690,LR-SC,LRSC0690,2008,LRSC07,medium_maturity,25.5 ,30.5 ,21.7 ,2164.7 ,1314.7 ,297.6 ,491.4 ,1318.4 ,Paddy soil,sandy loam,44.6 ,8.1 ,137.0 ,5.7 ,150 ,36 ,75 ,5352 ,6551 ,,
691,LR-SC,LRSC0691,2008,LRSC07,medium_maturity,25.5 ,30.5 ,21.7 ,2219.2 ,1349.2 ,304.1 ,504.2 ,1353.8 ,Paddy soil,clay,50.8 ,7.6 ,37.0 ,6.3 ,150 ,36 ,75 ,4868 ,6402 ,,
692,LR-SC,LRSC0692,2008,LRSC07,medium_maturity,25.5 ,30.5 ,21.7 ,2219.2 ,1349.2 ,304.1 ,504.2 ,1353.8 ,Paddy soil,clay,39.2 ,8.1 ,66.0 ,5.5 ,150 ,36 ,75 ,4871 ,7029 ,,
693,LR-SC,LRSC0693,2007,LRSC07,medium_maturity,25.6 ,30.9 ,21.5 ,2176.6 ,1326.6 ,218.7 ,488.8 ,1327.7 ,Paddy soil,sandy loam,33.0 ,12.0 ,79.0 ,6.5 ,150 ,36 ,75 ,5138 ,7020 ,,
694,LR-SC,LRSC0694,2009,LRSC07,medium_maturity,25.1 ,30.8 ,21.2 ,2180.5 ,1310.5 ,101.0 ,542.9 ,1392.7 ,Paddy soil,silty clay loam,18.6 ,9.8 ,165.0 ,6.2 ,150 ,36 ,75 ,4992 ,7629 ,,
695,LR-SC,LRSC0695,2008,LRSC07,medium_maturity,25.0 ,30.4 ,21.4 ,2300.8 ,1380.8 ,214.2 ,498.4 ,1327.6 ,Paddy soil,loam,56.7 ,7.1 ,67.0 ,6.3 ,150 ,36 ,75 ,4433 ,6887 ,,
696,LR-SC,LRSC0696,2008,LRSC07,medium_maturity,25.2 ,30.5 ,21.6 ,2314.2 ,1394.2 ,257.9 ,490.6 ,1321.8 ,Paddy soil,sandy loam,35.1 ,8.2 ,67.0 ,5.4 ,150 ,36 ,75 ,3912 ,6326 ,,
697,LR-SC,LRSC0697,2009,LRSC07,medium_maturity,25.7 ,31.7 ,21.6 ,2260.8 ,1380.8 ,113.9 ,415.6 ,1183.2 ,Paddy soil,clay,33.1 ,6.4 ,156.0 ,6.6 ,150 ,36 ,75 ,5415 ,7920 ,,
698,LR-SC,LRSC0698,2009,LRSC07,medium_maturity,24.7 ,31.0 ,20.4 ,2491.9 ,1481.9 ,134.9 ,479.0 ,1321.3 ,Paddy soil,clay loam,36.3 ,16.9 ,76.0 ,6.2 ,150 ,36 ,75 ,3752 ,5211 ,,
699,LR-SC,LRSC0699,2008,LRSC07,late_maturity,24.9 ,30.3 ,21.4 ,2344.5 ,1404.5 ,247.6 ,498.4 ,1339.4 ,Paddy soil,loam,47.1 ,18.6 ,96.0 ,5.1 ,150 ,36 ,75 ,3989 ,6783 ,,
700,LR-SC,LRSC0700,2008,LRSC07,medium_maturity,25.6 ,31.0 ,21.9 ,2586.1 ,1576.1 ,257.9 ,579.2 ,1531.3 ,Paddy soil,clay loam,20.6 ,8.9 ,79.0 ,6.3 ,150 ,36 ,75 ,4167 ,6500 ,,
701,LR-SC,LRSC0701,2008,LRSC07,medium_maturity,25.9 ,31.0 ,22.4 ,2333.0 ,1433.0 ,235.1 ,478.2 ,1308.6 ,Paddy soil,sandy loam,49.6 ,3.5 ,41.0 ,5.7 ,150 ,36 ,75 ,3657 ,5397 ,,
702,LR-SC,LRSC0702,2010,LRSC07,late_maturity,24.5 ,29.2 ,21.1 ,2494.2 ,1474.2 ,253.2 ,521.0 ,1443.1 ,Paddy soil,clay loam,36.8 ,13.9 ,82.0 ,5.6 ,150 ,30 ,75 ,2670 ,4242 ,,
703,LR-SC,LRSC0703,2008,LRSC07,medium_maturity,26.1 ,31.1 ,22.5 ,2345.6 ,1445.6 ,224.2 ,488.7 ,1328.0 ,Paddy soil,clay loam,32.4 ,8.9 ,50.0 ,5.3 ,150 ,36 ,75 ,6327 ,6963 ,,
