Sort,Crop,NO,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
312,M-SWC,MSWC0312,2006,21.8,27,17.9,2762.9,1500.3,413.7,690.6,2032.9,late_maturity,Yellow earths,,29.5,22,140,5.9,210,135,180,7980
313,M-SWC,MSWC0313,2008,20.7,25.6,17.3,3739.2,1931,632.9,775.5,2506.7,late_maturity,Limestone soils,,36,17.8,115,6.3,210,135,210,8724
314,M-SWC,MSWC0314,2006,21.7,27,17.7,3102.1,1679.5,415.2,807.5,2323.1,late_maturity,Limestone soils,,28.2,15.5,70,6.4,225,150,240,7891
315,M-SWC,MSWC0315,2007,20.7,25.6,17.4,3048.7,1589.2,662.9,629.4,2057.3,late_maturity,Purplish soils,,25.2,20.5,111,4.8,180,120,180,6149
316,M-SWC,MSWC0316,2007,21.2,26.2,17.8,3226.9,1717.4,698.6,679.4,2174.7,late_maturity,Limestone soils,,17.9,11.8,112,5.6,210,135,210,7631
317,M-SWC,MSWC0317,2007,20.4,25.2,17,3075.7,1581.6,663.3,638.7,2093.6,medium_maturity,Paddy soils,,63.8,18,99,4.3,210,135,210,6301
318,M-SWC,MSWC0318,2008,20.7,25.6,17.3,3436.4,1778.2,596.2,702.4,2302.1,medium_maturity,Limestone soils,,26,7,112,5.6,210,135,210,7320
319,M-SWC,MSWC0319,2008,20.1,24.9,16.7,3052.1,1533.9,544.3,638.8,2100.8,medium_maturity,Limestone soils,,36.5,13.5,54,6.3,210,135,210,9665
320,M-SWC,MSWC0320,2007,21.1,26.1,17.7,3063.8,1624.3,641.2,643.8,2071.9,medium_maturity,Limestone soils,,30.3,18,97,4.8,225,135,210,7230
321,M-SWC,MSWC0321,2007,21,25.9,17.7,3534.6,1865.1,770.7,727.7,2353,medium_maturity,Yellow earths,,31.8,13,114,4.5,210,135,210,6387
322,M-SWC,MSWC0322,2006,21.8,27.1,17.9,2962.2,1609.6,415.2,769.4,2217.7,late_maturity,Limestone soils,,27.5,22,133,5.4,210,135,210,6825
323,M-SWC,MSWC0323,2007,21.2,26.2,17.8,3241.2,1721.7,701,682.2,2185.2,medium_maturity,Yellow earths,,51.5,27,283,5.8,225,150,240,6287
324,M-SWC,MSWC0324,2007,21.5,26.4,18,3288.4,1768.7,763.2,567.9,1989,late_maturity,Yellow earths,,18.6,8,69,5.7,210,135,210,6908
325,M-SWC,MSWC0325,2007,21.6,26.5,18.1,3254.8,1753.4,763.2,559.9,1963.4,late_maturity,Yellow earths,,21.6,33,91,5.4,225,150,240,6263
326,M-SWC,MSWC0326,2007,21.6,26.4,18.1,3042.6,1638,755.2,505.2,1810.3,late_maturity,Yellow earths,,26,20.9,120,4.8,210,135,210,7628
327,M-SWC,MSWC0327,2007,21.7,26.6,18.2,3297.9,1783.3,759.7,567.9,1984.1,late_maturity,Fluvo-aquic soils,,16.3,18.3,165,6.1,225,150,240,7388
328,M-SWC,MSWC0328,2007,22,26.9,18.6,2886.8,1582.2,740.4,469.4,1694.9,late_maturity,Yellow earths,,36.1,15.1,103,8.3,180,120,180,5745
329,M-SWC,MSWC0329,2008,21.6,26.9,18.1,3301.5,1771.5,555.7,539.4,1949.1,late_maturity,Paddy soils,,22.8,21.2,111,6.7,180,120,165,7628
330,M-SWC,MSWC0330,2008,21.6,26.9,18.1,3330.2,1790.2,555.7,550.8,1974.1,late_maturity,Limestone soils,,17.3,10.7,141,5.7,210,120,150,8943
331,M-SWC,MSWC0331,2006,24.1,29.5,20,3302.8,1933.4,439.5,726.2,2156.6,late_maturity,Yellow earths,,38.4,19.3,91,7.6,210,135,210,5708
332,M-SWC,MSWC0332,2007,21.9,26.8,18.4,2936,1601.4,744.7,492,1746.1,late_maturity,Yellow earths,,22.8,13.2,111,6.6,158,150,240,6323
333,M-SWC,MSWC0333,2009,21.7,26.4,18.5,3427.1,1851.1,599.2,500.2,1918.3,medium_maturity,Purplish soils,,28.4,12,121,5.2,195,135,210,8576
334,M-SWC,MSWC0334,2007,21.9,27.3,18.2,3133.3,1709.1,816.2,511.4,1838,medium_maturity,Yellow earths,,15.4,2.8,51,6.2,210,135,210,6720
335,M-SWC,MSWC0335,2009,21.8,26.5,18.8,3494.6,1899,865,518.4,1958.4,medium_maturity,Yellow earths,,24.9,14.7,96,6.5,150,105,150,6939
336,M-SWC,MSWC0336,2009,21.9,26.6,18.9,3494.7,1899.1,865.1,518.5,1959.4,medium_maturity,Yellow earths,,21.4,15.5,115,6.5,180,120,180,8531
337,M-SWC,MSWC0337,2007,22.7,27.8,19.2,3105.7,1735.7,742.5,465.6,1731.9,medium_maturity,Yellow earths,,19.8,3.7,141,5.8,225,150,225,8051
338,M-SWC,MSWC0338,2007,22,27.2,18.5,3256.7,1782.3,779.7,495.1,1844.7,late_maturity,Yellow earths,,16.7,13,63,5.7,210,135,210,6400
339,M-SWC,MSWC0339,2007,22.9,28,19.5,3479.7,1959.7,820,518.6,1914.6,late_maturity,Yellow earths,,32.2,4.1,136,6.2,210,135,210,7605
340,M-SWC,MSWC0340,2007,22.7,27.8,19.3,3511.3,1963.3,820.1,526,1945.5,late_maturity,Limestone soils,,28.7,20.7,61,5.3,225,150,225,5929
341,M-SWC,MSWC0341,2007,23,28.1,19.6,3468.4,1958.4,817,518.6,1908.1,late_maturity,Limestone soils,,23.1,8.7,47,5.1,210,135,210,7920
342,M-SWC,MSWC0342,2007,21.9,27,18.4,3369.1,1834.7,788.9,516.5,1917.3,late_maturity,Yellow earths,,20.6,6.3,132,8.1,180,105,180,5793
343,M-SWC,MSWC0343,2007,22.7,27.8,19.3,3511.3,1963.3,820.1,526,1945.5,medium_maturity,Yellow earths,,34.7,13.1,205,6.7,225,150,225,8603
344,M-SWC,MSWC0344,2007,22.5,27.6,19.1,3486.4,1942,837.1,526,1945.4,medium_maturity,Yellow earths,,27.3,7.3,198,6.6,210,135,210,8022
345,M-SWC,MSWC0345,2007,22.7,27.8,19.3,3511.3,1963.3,820.1,526,1945.5,medium_maturity,Yellow earths,,34.7,12.4,197,6.8,180,105,180,5820
346,M-SWC,MSWC0346,2008,21.2,26.3,17.7,2794.4,1476.4,481.6,544.3,1825.7,medium_maturity,Yellow earths,,39.1,41.2,141,6.3,210,135,210,7892
347,M-SWC,MSWC0347,2008,21.6,26.7,18.1,3319.2,1781.2,512,644,2134.6,late_maturity,Limestone soils,,36.5,38.5,151,7.6,225,150,240,9291
348,M-SWC,MSWC0348,2009,21.6,26.1,18.5,3310.6,1787.7,633,617.7,2083.8,medium_maturity,Yellow earths,,27.8,23.5,141,5.9,210,135,210,8692
349,M-SWC,MSWC0349,2008,21.3,26.4,17.9,3067.1,1629.1,502.6,586.4,1975.1,medium_maturity,Yellow earths,,39.2,30.6,162,5.6,225,150,240,9248
350,M-SWC,MSWC0350,2007,22.1,27.3,18.7,3586.2,1971.8,825.4,561.6,2042.5,late_maturity,Purplish soils,,23.8,37.2,193,5.7,180,120,180,7030
351,M-SWC,MSWC0351,2007,22.5,27.7,19,3506.4,1952,809.3,556.2,1997.7,medium_maturity,Yellow earths,,21.8,14.9,198,5.3,210,135,210,8936
352,M-SWC,MSWC0352,2007,22.4,27.6,18.9,3265,1810.6,776.7,497.4,1839.8,late_maturity,Yellow earths,,29.2,27.9,152,7.8,210,135,210,9050
353,M-SWC,MSWC0353,2008,21.8,27.1,18.4,3268.2,1768.2,701.7,480.7,1835.6,medium_maturity,Yellow earths,,35.1,18.1,115,5.7,225,150,240,8723
354,M-SWC,MSWC0354,2008,22,27.4,18.6,3435.4,1875.4,695.1,518.2,1937,medium_maturity,Yellow earths,,13.1,5.1,63,5.6,210,135,210,8550
355,M-SWC,MSWC0355,2009,21.9,26.5,18.8,3453.6,1878,865,508.8,1932.1,medium_maturity,Yellow earths,,32.7,6.2,122,6.3,210,135,210,8550
356,M-SWC,MSWC0356,2007,21.8,26.9,18.3,3241.2,1756.8,780.7,486,1834.4,medium_maturity,Yellow earths,,32.5,17.1,154,7.3,210,135,210,8075
357,M-SWC,MSWC0357,2007,23,28.2,19.7,3477.2,1967.2,817,515.7,1903.3,late_maturity,Yellow earths,,17.8,17.9,132,5.1,225,150,240,6200
358,M-SWC,MSWC0358,2008,22.9,28.3,19.4,3039.7,1709.7,654.7,462.4,1702.8,late_maturity,Yellow earths,,13.8,6.9,138,5.4,225,150,240,8461
359,M-SWC,MSWC0359,2007,22.4,27.6,18.9,3265,1810.6,776.7,497.4,1839.8,late_maturity,Limestone soils,,24,14.7,220,8.2,210,135,210,8130
360,M-SWC,MSWC0360,2008,22.5,27.9,19.1,3125.2,1735.2,655.1,454.2,1728,late_maturity,Yellow earths,,21.7,4.9,147,7,180,120,180,7591
361,M-SWC,MSWC0361,2009,21.4,26,18.4,3225.4,1719.8,865,432.4,1759.2,late_maturity,Yellow earths,,21.4,7.4,220,5.2,225,150,240,7622
362,M-SWC,MSWC0362,2008,21.6,26.9,18.3,3503.9,1883.9,731.6,529.4,1987.3,late_maturity,Limestone soils,,23.1,12.6,96,6.2,210,135,210,7934
363,M-SWC,MSWC0363,2008,22,27.4,18.7,3347.5,1827.5,691.2,490.7,1867.8,late_maturity,Limestone soils,,26.8,5.8,98,5.4,225,150,240,6313
364,M-SWC,MSWC0364,2008,23,28.4,19.7,3795.6,2145.6,820.5,573.8,2075.3,late_maturity,Limestone soils,,31.4,9,243,6.3,180,120,180,7904
365,M-SWC,MSWC0365,2009,21.7,26.3,18.7,3297.9,1782.3,865,460.7,1817.2,late_maturity,Yellow earths,,22.5,11.5,87,5.3,180,120,180,7628
366,M-SWC,MSWC0366,2007,21.7,26.8,18.2,3227.3,1742.9,780.7,486.5,1833.6,late_maturity,Upland soils,,22.1,20.7,168,7,225,150,240,9101
367,M-SWC,MSWC0367,2007,21.7,26.8,18.2,3252.7,1758.3,780.7,493.8,1852.2,late_maturity,Upland soils,,31.7,21.2,73,7.1,225,150,240,8675
368,M-SWC,MSWC0368,2007,22.7,27.9,19.3,3158.4,1768.4,756.3,474.7,1759.9,late_maturity,Upland soils,,27.3,23,192,7.1,180,120,180,7025
369,M-SWC,MSWC0369,2007,22.7,27.9,19.3,3182.4,1782.4,764.3,474.7,1766.6,late_maturity,Upland soils,,42.9,20.5,134,6.9,210,135,210,7475
370,M-SWC,MSWC0370,2007,22,27.2,18.5,3345.8,1831.4,788.9,516.5,1905.3,late_maturity,Upland soils,,20.3,32.9,71,7.1,225,150,240,9475
371,M-SWC,MSWC0371,2007,22,27.1,18.5,3206.3,1751.9,779.7,486,1816.5,late_maturity,Upland soils,,23,23.6,88,6.9,180,120,180,6475
372,M-SWC,MSWC0372,2007,22.1,27.3,18.6,3359.8,1845.4,794.9,519.9,1911.4,late_maturity,Upland soils,,23.9,16,51,6,210,135,210,7350
373,M-SWC,MSWC0373,2007,21.8,26.9,18.3,3026.3,1641.9,754.9,442.8,1698.5,medium_maturity,Yellow earths,,20.6,15.1,150,6,180,120,180,6350
374,M-SWC,MSWC0374,2007,21.9,27.1,18.5,3330.2,1815.8,782.1,510.8,1895.4,late_maturity,Yellow earths,,21.1,10.8,170,6.8,210,135,210,8154
375,M-SWC,MSWC0375,2008,19.2,23.9,16,3039.6,1468.4,606,632.6,2139.3,medium_maturity,Yellow earths,,32.7,17.5,57,6.2,210,135,210,9205
376,M-SWC,MSWC0376,2009,19,23.1,16.1,3156.2,1510.2,621.2,640.2,2193.3,medium_maturity,Yellow earths,,33.1,16.2,124,5,225,150,240,9955
377,M-SWC,MSWC0377,2008,19.1,23.8,15.8,3001.8,1440.6,627.7,648.5,2156.2,late_maturity,Yellow earths,,28.6,9.6,95,6.4,225,150,240,8705
378,M-SWC,MSWC0378,2009,18.9,22.9,16.1,3067.3,1461.3,602,613.9,2124.3,medium_maturity,Yellow earths,,21.8,18.1,86,5.2,210,135,210,8030
379,M-SWC,MSWC0379,2008,19,23.7,15.7,2827.9,1346.7,613.7,601.9,2028.4,medium_maturity,Limestone soils,,36.6,20.1,67,5.8,180,150,240,9455
380,M-SWC,MSWC0380,2008,18.7,23.4,15.3,2579.1,1207.9,571.1,570.4,1900.6,medium_maturity,Purplish soils,,18.1,13.1,67,5.3,225,150,240,9930
381,M-SWC,MSWC0381,2008,19.2,23.9,15.8,2950.9,1419.7,619.2,642.2,2127.1,medium_maturity,Yellow earths,,20.2,10.6,95,5.3,210,135,210,10181
382,M-SWC,MSWC0382,2009,19,23.1,16.1,3177.7,1521.7,621.2,651,2216.7,medium_maturity,Yellow earths,,18.5,11.8,108,4.8,180,120,180,7679
383,M-SWC,MSWC0383,2009,18.2,22.1,15.4,2587.2,1181.2,571.6,473.8,1761.9,medium_maturity,Purplish soils,,31.6,5.5,203,5,180,120,180,6453
384,M-SWC,MSWC0384,2009,18.5,22.5,15.7,2816.5,1300.5,588,524.5,1919.3,medium_maturity,Limestone soils,,19.8,6.3,82,6.9,210,135,210,8930
385,M-SWC,MSWC0385,2006,24.4,30,20.6,3298.6,1948.6,680.4,639.3,2001,late_maturity,Yellow earths,,31.1,18.6,81,6.5,210,135,210,8867
386,M-SWC,MSWC0386,2006,23.6,29.1,19.8,3165.4,1825.4,651.1,597.6,1918.8,late_maturity,Yellow earths,,20.7,10.8,83,6.2,180,120,180,5456
387,M-SWC,MSWC0387,2007,23.2,28.5,19.7,3274.4,1866.2,713.9,538.4,1869.8,late_maturity,Yellow earths,,27.1,15.6,96,6.3,180,120,180,8871
388,M-SWC,MSWC0388,2007,22.7,27.9,19.2,3061.5,1713.3,704.6,472.4,1717.5,late_maturity,Yellow earths,,44.5,26.9,96,8,210,135,210,9288
389,M-SWC,MSWC0389,2007,23.5,28.8,20,3249.3,1871.1,688.5,536.3,1850.6,late_maturity,Yellow earths,,62.1,14,218,4.7,210,135,210,7357
390,M-SWC,MSWC0390,2008,22,27.2,18.6,3128.7,1708.7,556.3,469.3,1750.2,medium_maturity,Paddy soils,,40.5,21.3,126,7.3,180,120,180,8334
391,M-SWC,MSWC0391,2008,23.4,28.6,19.9,3339.5,1909.5,625.2,495,1818.7,medium_maturity,Yellow earths,,32.5,39.1,96,5.3,210,135,210,8084
392,M-SWC,MSWC0392,2008,24.1,29.5,20.5,3277.5,1917.5,617.6,505.4,1792.5,medium_maturity,Yellow earths,,26.9,18.7,73,5.2,225,150,240,8126
393,M-SWC,MSWC0393,2008,23.9,29.3,20.4,3322.9,1932.9,617.7,506,1812.8,medium_maturity,Yellow earths,,37.1,11,82,6.8,225,150,240,8167
394,M-SWC,MSWC0394,2007,23.2,28.4,19.7,3357.7,1909.5,715.8,552,1917.7,late_maturity,Paddy soils,,45.8,40.6,232,6.6,210,135,210,8334
395,M-SWC,MSWC0395,2007,23.4,28.7,19.9,3341.6,1913.4,712.7,560.4,1920.2,late_maturity,Yellow earths,,20.9,10.5,127,7.4,210,135,210,9334
396,M-SWC,MSWC0396,2007,23.8,29,20.4,3124.3,1814.3,661.8,512.6,1769.2,late_maturity,Yellow earths,,21.3,13.4,52,8,210,135,210,10250
397,M-SWC,MSWC0397,2009,22.9,27.7,19.8,3206.9,1807.8,548.6,425.3,1684,late_maturity,Yellow earths,,35.2,21.2,140,5.5,225,150,240,9516
398,M-SWC,MSWC0398,2007,22.9,28.1,19.4,3044.8,1716.6,712.5,477,1714.2,medium_maturity,Limestone soils,,29.3,10,122,7.2,210,135,210,9654
399,M-SWC,MSWC0399,2009,22.6,27.2,19.5,3278.8,1831.1,649.7,505.9,1849.3,medium_maturity,Yellow earths,,21.5,16.3,135,6,129,78,108,6752
400,M-SWC,MSWC0400,2009,22.8,27.5,19.7,3244.4,1826.7,644.4,505.2,1829.4,early_maturity,Yellow earths,,25.6,18.8,145,6.2,150,105,150,8038
401,M-SWC,MSWC0401,2009,22.8,27.4,19.6,3254.8,1827.1,646.2,505.2,1835.7,early_maturity,Yellow earths,,21.3,21,78,5.4,108,66,90,6320
402,M-SWC,MSWC0402,2009,26.5,30.7,23.5,2043.2,1273.2,133.9,441.2,1160.4,early_maturity,Fluvo-aquic soils,,11.7,19,151,6.8,150,45,45,4631
403,M-SWC,MSWC0403,2009,26.5,30.7,23.5,2043.2,1273.2,133.9,441.2,1160.4,early_maturity,Fluvo-aquic soils,,9.2,37.6,94,7.3,150,45,90,4064
404,M-SWC,MSWC0404,2009,26.5,30.6,23.5,3023.9,1883.9,368.4,596.4,1725.5,medium_maturity,Paddy soils,,11.8,66.7,150,5.8,150,75,60,6945
405,M-SWC,MSWC0405,2008,25.7,31.6,21.6,3419.9,2089.9,778.6,945.8,2483.6,early_maturity,Red earths,,27.3,7.8,41,5.6,188,68,90,8486
406,M-SWC,MSWC0406,2009,25.8,31.5,21.9,3435.1,2105.1,702.5,771.2,2200.1,early_maturity,Red earths,,17.2,17.1,78,5.3,218,54,68,9000
407,M-SWC,MSWC0407,2008,25.7,31.6,21.6,3419.9,2089.9,778.6,945.8,2483.6,early_maturity,Red earths,,21.5,6.8,56,6.8,218,81,90,9116
408,M-SWC,MSWC0408,2009,25.8,31.5,21.9,3435.1,2105.1,702.5,771.2,2200.1,early_maturity,Red earths,,14.8,7.2,47,5.1,218,81,90,7200
409,M-SWC,MSWC0409,2008,25.7,31.6,21.6,3419.9,2089.9,778.6,945.8,2483.6,early_maturity,Red earths,,24.7,5.8,56,5.4,248,81,68,7920
410,M-SWC,MSWC0410,2009,25.8,31.5,21.9,3435.1,2105.1,702.5,771.2,2200.1,early_maturity,Red earths,,10.8,16.3,26,5.5,218,54,90,7950
411,M-SWC,MSWC0411,2009,25.8,31.5,21.9,3435.1,2105.1,702.5,771.2,2200.1,early_maturity,Red earths,,17,4.9,65,5.2,248,81,68,7500
412,M-SWC,MSWC0412,2008,25.7,31.6,21.6,3419.9,2089.9,778.6,945.8,2483.6,early_maturity,Red earths,,20.2,5.5,87,5.8,188,81,68,6861
413,M-SWC,MSWC0413,2009,25.8,31.5,21.9,3435.1,2105.1,702.5,771.2,2200.1,medium_maturity,Red earths,,16.8,10.8,102,5.3,218,68,68,7200
414,M-SWC,MSWC0414,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,medium_maturity,Fluvo-aquic soils,,18.3,7.3,131,6.9,180,90,120,7686
415,M-SWC,MSWC0415,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,medium_maturity,Fluvo-aquic soils,,14,7.6,128,5.8,195,81,50,8445
416,M-SWC,MSWC0416,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,medium_maturity,Yellow-brown earths,,20,6,120,5.5,195,81,59,8310
417,M-SWC,MSWC0417,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,early_maturity,Yellow-brown earths,,9.1,7.2,169,6.8,180,90,120,7295
418,M-SWC,MSWC0418,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,early_maturity,Yellow-brown earths,,15.2,13.7,114,6.7,180,90,120,8202
419,M-SWC,MSWC0419,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,medium_maturity,Yellow-brown earths,,16.1,13.5,167,6.8,180,90,120,7178
420,M-SWC,MSWC0420,2009,25.3,29.7,22,3182.4,1922.4,501.6,635.6,1879.9,early_maturity,Yellow-brown earths,,16.4,14.9,124,5.5,225,36,41,8940
421,M-SWC,MSWC0421,2006,24.9,30,20.7,3955.7,2365.7,466.9,808.4,2388.6,early_maturity,Yellow-brown earths,,33.5,9.8,103,7.4,218,68,72,7554
422,M-SWC,MSWC0422,2006,24.9,30,20.7,3955.7,2365.7,466.9,808.4,2388.6,early_maturity,Yellow-brown earths,,33.7,10.1,91,7.6,248,68,72,7324
423,M-SWC,MSWC0423,2007,24.6,29.8,20.4,3913.1,2323.1,838.3,853.7,2451.4,medium_maturity,Yellow-brown earths,,13.3,6.7,114,6.9,188,81,90,7574
424,M-SWC,MSWC0424,2007,24.6,29.8,20.4,3913.1,2323.1,838.3,853.7,2451.4,medium_maturity,Yellow-brown earths,,12.6,10.5,123,7.1,188,54,90,7659
425,M-SWC,MSWC0425,2007,23.3,29.9,19.3,3709.5,2119.5,699.4,776.5,2331,medium_maturity,Yellow-brown earths,,12.9,18.9,80,7.5,188,54,68,7103
426,M-SWC,MSWC0426,2007,23.3,29.9,19.2,3684.9,2104.9,706.9,771.7,2320,medium_maturity,Paddy soils,,10.2,14.8,76,5.7,195,75,75,7658
427,M-SWC,MSWC0427,2009,24.5,30.6,20.7,3090.7,1830.7,402.2,596.8,1819.9,early_maturity,Yellow-brown earths,,12.8,18.9,80,7.5,188,54,68,7103
428,M-SWC,MSWC0428,2009,24.3,30.5,20.3,3275.6,1925.6,419.4,660.7,1985.2,early_maturity,Yellow-brown earths,,10.2,14.7,76,7.2,195,75,75,7658
429,M-SWC,MSWC0429,2007,23.5,30.1,19.5,3664.6,2104.6,689.5,757.1,2278.2,medium_maturity,Yellow-brown earths,,22.9,27.7,252,7.4,188,54,45,7610
430,M-SWC,MSWC0430,2009,24.4,30.6,20.6,3153.6,1863.6,403.1,615.3,1862.3,early_maturity,Yellow-brown earths,,33.7,7.4,230,7.8,188,54,45,7610
431,M-SWC,MSWC0431,2007,23.1,29.8,19,3747.7,2127.7,748,801.9,2397.9,medium_maturity,Yellow-brown earths,,33.7,7.4,230,7.8,188,81,45,7338
432,M-SWC,MSWC0432,2009,24.5,30.6,20.6,3133.2,1853.2,403.1,610,1849.4,early_maturity,Yellow-brown earths,,33.7,7.4,230,7.8,188,81,45,7338
433,M-SWC,MSWC0433,2006,25.1,30.4,21.3,3995.4,2405.4,497.3,897,2529,late_maturity,Paddy soils,,12,7.6,70,7.6,248,81,90,5603
434,M-SWC,MSWC0434,2006,25.1,30.4,21.3,3995.4,2405.4,497.3,897,2529,early_maturity,Paddy soils,,12,4.2,87,6.5,218,81,90,6300
435,M-SWC,MSWC0435,2007,24.8,29.9,20.9,3944.4,2354.4,645,784.5,2339.2,medium_maturity,Yellow-brown earths,,20,9.1,34,6.5,114,36,27,5738
436,M-SWC,MSWC0436,2008,25.9,30.8,22.4,2691.7,1651.7,535.7,500.9,1521.9,medium_maturity,Fluvo-aquic soils,,15.5,17.8,85,6,210,68,113,7886
437,M-SWC,MSWC0437,2007,22,28.4,17.5,2908,1588,608.2,773.6,2179.5,medium_maturity,Yellow-brown earths,,25,60,35,6,297,53,45,7218
438,M-SWC,MSWC0438,2007,20.9,27.5,16.3,3962,2087,678.5,1015,2892.5,medium_maturity,Yellow-brown earths,,38.5,9.9,76,7.3,188,54,81,7736
439,M-SWC,MSWC0439,2007,20.9,27.5,16.3,3962,2087,678.5,1015,2892.5,medium_maturity,Yellow-brown earths,,26.3,13.4,243,6.4,188,54,81,7661
440,M-SWC,MSWC0440,2007,20.9,27.5,16.3,3962,2087,678.5,1015,2892.5,medium_maturity,Yellow-brown earths,,42.6,4.4,141,6.8,188,54,81,7706
441,M-SWC,MSWC0441,2009,19.3,25.2,14.7,2566.5,1241.9,387.6,674.2,2029.6,medium_maturity,Yellow-brown earths,,33.5,12.8,120,7.1,225,60,90,9506
442,M-SWC,MSWC0442,2009,19.3,25.2,14.7,2566.5,1241.9,387.6,674.2,2029.6,medium_maturity,Yellow-brown earths,,32.5,21.1,290,7.5,225,60,90,9806
443,M-SWC,MSWC0443,2006,25,30.6,20.5,3420.3,2053.2,337.3,1157.6,2825.7,early_maturity,Yellow-brown earths,,17.9,9.2,54,7.1,248,68,72,8975
444,M-SWC,MSWC0444,2006,25,30.6,20.5,3420.3,2053.2,337.3,1157.6,2825.7,late_maturity,Limestone soils,,11.6,31.6,211,7.2,218,81,54,7335
445,M-SWC,MSWC0445,2006,25,30.6,20.5,3420.3,2053.2,337.3,1157.6,2825.7,medium_maturity,Limestone soils,,12.5,21.5,284,7.9,210,81,54,7185
446,M-SWC,MSWC0446,2007,24.5,30.3,20.2,3356.4,1986.4,424.9,990.8,2555.9,medium_maturity,Yellow-brown earths,,18.2,22.1,228,7.3,210,77,54,9900
447,M-SWC,MSWC0447,2009,23.7,29,20,3251.1,1881.1,545.7,862.2,2354.7,early_maturity,Limestone soils,,29.6,12.6,177,7.8,225,59,54,7388
448,M-SWC,MSWC0448,2008,24,30,19.7,3290.4,1920.4,418.4,1026.3,2615.6,late_maturity,Yellow-brown earths,,21.4,26.9,134,7.9,225,59,54,7403
449,M-SWC,MSWC0449,2006,25,30.6,20.5,3420.3,2053.2,337.3,1157.6,2825.7,late_maturity,Yellow-brown earths,,15,25,134,5.7,218,81,54,10005
450,M-SWC,MSWC0450,2006,25,30.6,20.5,3420.3,2053.2,337.3,1157.6,2825.7,early_maturity,Yellow-brown earths,,28.1,26.5,131,6.3,248,68,72,7599
451,M-SWC,MSWC0451,2009,23.4,29.3,19.2,3207,1837,555.4,856.2,2344,early_maturity,Yellow-brown earths,,22,5.2,43,7.6,225,77,90,11055
452,M-SWC,MSWC0452,2009,23.3,29.3,19.2,3455.7,1975.7,597.2,920.8,2512.9,late_maturity,Yellow-brown earths,,15,10.1,50,7.2,203,59,90,10005
453,M-SWC,MSWC0453,2009,23.3,29.3,19.1,3148.6,1798.6,554.4,852.1,2324.3,late_maturity,Yellow-brown earths,,25,19.4,26,7.6,225,41,54,8955
454,M-SWC,MSWC0454,2009,23.6,29.5,19.4,3327,1917,559.9,884.5,2412.1,late_maturity,Yellow-brown earths,,12,11.1,82,7.2,225,59,68,8805
455,M-SWC,MSWC0455,2007,26,30.4,22.8,2624.6,1614.6,477.9,487.6,1502.9,medium_maturity,Fluvo-aquic soils,,16.2,24.6,169,7.5,158,45,68,7823
456,M-SWC,MSWC0456,2007,26,30.4,22.8,2624.6,1614.6,477.9,487.6,1502.9,late_maturity,Purplish soils,,16.1,14.1,63,6.6,128,60,68,7275
457,M-SWC,MSWC0457,2007,25.5,31,21.6,3215.7,1955.7,731.1,549.8,1790.9,medium_maturity,Yellow earths,,30,6.2,80,6,210,45,150,7203
458,M-SWC,MSWC0458,2007,25.2,30.7,21.3,3431.7,2071.7,793.9,587.5,1916.6,medium_maturity,Yellow earths,,25,13,130,5.9,210,75,30,8505
459,M-SWC,MSWC0459,2007,25.3,30.8,21.6,3675.4,2225.4,827.7,609.7,2007.3,late_maturity,Yellow-brown earths,,28,36,55,7.3,195,75,30,9051
460,M-SWC,MSWC0460,2007,25.5,31,21.6,3190.1,1940.1,702.1,549.8,1784.2,late_maturity,Yellow earths,,12,9.6,75,5.6,225,45,90,7629
461,M-SWC,MSWC0461,2008,25.1,30.2,21.4,3418,2058,696.8,758.7,2195.9,early_maturity,Limestone soils,,23.9,66,85,5,180,81,72,8592
462,M-SWC,MSWC0462,2008,25.1,30.2,21.4,3418,2058,696.8,758.7,2195.9,early_maturity,Limestone soils,,21,15,105,7.5,210,81,72,7943
463,M-SWC,MSWC0463,2008,25.1,30.2,21.4,3418,2058,696.8,758.7,2195.9,late_maturity,Paddy soils,,29.9,10.3,61,6.5,180,68,72,7950
464,M-SWC,MSWC0464,2008,25.1,30.2,21.4,3418,2058,696.8,758.7,2195.9,late_maturity,Limestone soils,,28.1,29,101,7.5,210,81,72,8579
465,M-SWC,MSWC0465,2008,25.1,30.2,21.4,3418,2058,696.8,758.7,2195.9,medium_maturity,Limestone soils,,22,25.9,76,7.6,210,54,72,7193
466,M-SWC,MSWC0466,2008,25.1,30.2,21.4,3418,2058,696.8,758.7,2195.9,late_maturity,Limestone soils,,21.6,26.2,79,7.3,210,54,72,6798
467,M-SWC,MSWC0467,2008,22,28.3,17.7,2986.8,1626.8,792.3,650.4,2021.7,late_maturity,Yellow earths,,24.1,27.2,160,5.9,210,90,75,9180
