Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
259,LR-SC,LRSC0259,2007,LRSC01,WS0648,23.19 ,28.32 ,19.62 ,2179.7,1239.7,196.3,490.2,1252.4,Paddy soil,loam,21.6,34.8,68,4.3,150,18,60,6003,,
260,LR-SC,LRSC0260,2007,LRSC01,WS0648,23.19 ,28.32 ,19.60 ,2342,1332,196.9,529.8,1349.89,Paddy soil,loam,24.7,36.9,69,4.6,150,60,120,6630,,
261,LR-SC,LRSC0261,2007,LRSC01,WS0648,23.12 ,28.32 ,19.37 ,2658.8,1508.8,199.4,635.8,1575.1,Paddy soil,loam,25.6,26.9,99,4.8,195,75,150,7308,,
262,LR-SC,LRSC0262,2007,LRSC01,WS0648,23.65 ,28.78 ,20.05 ,2483.3,1433.3,199.4,557.9,1429.55,Paddy soil,sandy loam,34.5,27.5,88,5.1,150,60,120,7319,,
263,LR-SC,LRSC0263,2008,LRSC01,WS0648,24.13 ,28.98 ,20.90 ,2485.2,1455.2,603,553.5,1425.23,Paddy soil,loam,28.6,20.7,158,5.8,150,60,120,6837,,
264,LR-SC,LRSC0264,2008,LRSC01,WS0648,23.98 ,28.75 ,20.82 ,2638.3,1538.3,605.4,573,1495.17,Paddy soil,loam,18.1,15.7,211,6,150,75,150,5846,,
265,LR-SC,LRSC0265,2008,LRSC01,WS0648,24.40 ,29.28 ,21.14 ,2391.4,1411.4,589.6,538.9,1379.94,Paddy soil,sandy loam,46.4,21.3,176,5.5,195,75,150,8084,,
266,LR-SC,LRSC0266,2008,LRSC01,WS0648,24.90 ,29.62 ,21.75 ,2539.6,1519.6,629,533.8,1416.78,Paddy soil,loam,32.8,20.5,216,5.4,120,45,90,8745,,
267,LR-SC,LRSC0267,2008,LRSC01,WS0648,24.60 ,29.46 ,21.38 ,2632.7,1562.7,629,575.2,1497.95,Paddy soil,loam,25.4,18.8,88,5.8,150,60,120,7245,,
268,LR-SC,LRSC0268,2009,LRSC01,WS0648,25.79 ,31.36 ,22.05 ,2424.6,1484.6,154.2,602.3,1471.59,Paddy soil,loam,28.3,12.5,66,5.6,180,75,135,7175,,
269,LR-SC,LRSC0269,2009,LRSC01,WS0648,25.54 ,31.17 ,21.78 ,2247.8,1367.8,154.2,578.1,1390.24,Paddy soil,loam,22.7,17.7,59,5.5,210,90,210,7068,,
270,LR-SC,LRSC0270,2009,LRSC01,WS0648,25.94 ,31.41 ,22.25 ,2541.9,1561.9,154.7,620.2,1529.01,Paddy soil,loam,30.7,9.5,53,5.2,210,75,150,6377,,
271,LR-SC,LRSC0271,2010,LRSC01,WS0931,26.07 ,30.62 ,23.00 ,2189.6,1349.6,375.2,468.2,1226.63,Paddy soil,sandy loam,30.9,75.7,76,5.5,210,60,180,7056,,
272,LR-SC,LRSC0272,2010,LRSC01,WS0931,25.58 ,30.39 ,22.29 ,2660.2,1620.2,382.2,605.2,1530.58,Paddy soil,sandy loam,22.1,46.7,68,5.1,195,60,150,7304,,
273,LR-SC,LRSC0273,2010,LRSC01,WS0931,25.83 ,30.55 ,22.60 ,2376.3,1456.3,381.1,529.5,1355.58,Paddy soil,sandy loam,26.4,36.1,69,5.1,150,53,120,7802,,
274,LR-SC,LRSC0274,2010,LRSC01,WS0931,25.98 ,30.69 ,22.80 ,2441.8,1501.8,381.8,544.8,1398.77,Paddy soil,sandy loam,23.8,43.1,55,5.3,180,45,120,8001,,
275,LR-SC,LRSC0275,2010,LRSC01,WS0931,25.10 ,29.88 ,21.80 ,2585.5,1555.5,378.4,578.8,1463.22,Paddy soil,sandy loam,25.2,57.8,66,5.3,240,75,240,7104,,
276,LR-SC,LRSC0276,2006,LRSC01,WS0914,27.63 ,31.87 ,24.38 ,2735.7,1745.7,343.4,541.1,1455.28,Paddy soil,loam,37.6,45,37,5,195,60,135,8115,,
277,LR-SC,LRSC0277,2006,LRSC01,WS0914,27.65 ,31.90 ,24.35 ,2654.1,1694.1,288.6,534.6,1423.29,Paddy soil,loam,32,31,33,5.3,150,53,108,7424,,
278,LR-SC,LRSC0278,2006,LRSC01,WS0914,27.64 ,31.89 ,24.37 ,2708.6,1728.6,308.1,541.1,1448.18,Paddy soil,loam,26.1,38,65,4.8,150,53,108,8120,,
279,LR-SC,LRSC0279,2007,LRSC01,WS0914,27.80 ,32.38 ,24.28 ,2446.3,1566.3,311.6,577.7,1455.37,Paddy soil,loam,40.9,12.4,55,5.3,195,75,150,7703,,
280,LR-SC,LRSC0280,2006,LRSC01,WS0914,27.54 ,31.85 ,24.19 ,2726,1736,288.6,558,1473.6,Paddy soil,sandy loam,38.2,41,48,5.2,150,53,108,7358,,
281,LR-SC,LRSC0281,2006,LRSC01,WS0914,27.56 ,31.88 ,24.26 ,2838.9,1808.9,344.1,565.5,1514.36,Paddy soil,sandy loam,17.4,19,41,5.4,150,53,108,6156,,
282,LR-SC,LRSC0282,2006,LRSC01,WS0914,27.60 ,31.92 ,24.29 ,2870.1,1830.1,344.1,572,1532.19,Paddy soil,sandy loam,28.4,46,63,5.4,150,53,108,5426,,
283,LR-SC,LRSC0283,2006,LRSC01,WS0914,27.77 ,31.99 ,24.53 ,2610.3,1670.3,308.1,506.7,1380.94,Paddy soil,loam,26.3,28,32,6,150,53,108,7397,,
284,LR-SC,LRSC0284,2006,LRSC01,WS0914,27.56 ,31.88 ,24.26 ,2838.9,1808.9,344.1,565.5,1514.36,Paddy soil,loam,45.4,8,54,6.9,150,53,108,7857,,
285,LR-SC,LRSC0285,2006,LRSC01,WS0914,27.77 ,31.99 ,24.53 ,2610.3,1670.3,308.1,506.7,1380.94,Paddy soil,loam,31.2,46,205,7.6,150,53,108,7862,,
286,LR-SC,LRSC0286,2006,LRSC01,WS0914,27.78 ,32.01 ,24.51 ,2555.8,1635.8,288.6,500.2,1356.05,Paddy soil,loam,37.9,12,37,7.3,150,53,108,6860,,
287,LR-SC,LRSC0287,2007,LRSC01,WS0914,27.55 ,32.10 ,24.05 ,2369.3,1509.3,305.8,544.9,1376.49,Paddy soil,clay loam,42.6,13.4,86,6.2,150,60,120,6308,,
288,LR-SC,LRSC0288,2007,LRSC01,WS0914,27.71 ,32.30 ,24.17 ,2521.7,1611.7,311.6,596.6,1496.95,Paddy soil,sandy loam,28.3,10,40,6.4,150,60,120,7394,,
289,LR-SC,LRSC0289,2007,LRSC01,WS0914,27.36 ,31.89 ,23.84 ,2599.5,1649.5,337.8,603.1,1525.88,Paddy soil,sandy loam,28.1,56,52,5.8,150,60,120,7655,,
290,LR-SC,LRSC0290,2009,LRSC01,WS0931,27.29 ,32.14 ,23.95 ,2456.2,1556.2,218.3,587.4,1444.3,Paddy soil,sandy loam,24.9,14.7,61,5.2,150,60,120,7184,,
291,LR-SC,LRSC0291,2010,LRSC01,WS0931,25.98 ,30.69 ,22.80 ,2441.8,1501.8,381.8,544.8,1398.77,Paddy soil,sandy loam,14.7,50.4,93,5.7,150,60,120,6993,,
292,LR-SC,LRSC0292,2009,LRSC01,WS0931,27.11 ,31.87 ,23.81 ,2710.7,1710.7,261.8,622.8,1558.94,Paddy soil,sandy loam,17.8,15.2,24,5.4,195,75,150,7358,,
293,LR-SC,LRSC0293,2009,LRSC01,WS0931,27.41 ,32.21 ,24.10 ,2521.6,1601.6,249.4,585.9,1464.62,Paddy soil,sandy loam,42.3,26.2,43,6.4,195,75,150,7056,,
294,LR-SC,LRSC0294,2008,LRSC01,WS0931,26.87 ,31.52 ,23.66 ,2660.2,1670.2,529.8,623.688,1548.75,Paddy soil,loam,33.8,14.9,230,4.9,150,60,120,5031,,
295,LR-SC,LRSC0295,2010,LRSC01,WS0931,25.46 ,30.26 ,22.15 ,2571.7,1561.7,381.8,581.8,1471.07,Paddy soil,clay,40.9,29.3,48,5.1,150,60,120,5841,,
296,LR-SC,LRSC0296,2010,LRSC01,WS0931,26.13 ,30.95 ,22.87 ,2743.4,1693.4,417.6,633.5,1608.98,Paddy soil,clay,47.2,55.4,179,5.6,213,75,131,7020,,
297,LR-SC,LRSC0297,2010,LRSC01,WS0931,25.96 ,30.75 ,22.73 ,2544,1564,394.6,576.1,1469.24,Paddy soil,clay loam,25.4,6.4,60,5.6,150,60,120,8183,,
298,LR-SC,LRSC0298,2008,LRSC01,WS0648,26.66 ,31.81 ,23.20 ,2399.6,1499.6,470.1,571,1459.66,Paddy soil,loam,47.3,13.4,56,7,195,75,150,7301,,
299,LR-SC,LRSC0299,2008,LRSC01,WS0646,27.03 ,32.27 ,23.61 ,2243.8,1413.8,177,469.4,1296.59,Paddy soil,clay loam,52,21.5,65,5.2,120,45,90,6450,,
300,LR-SC,LRSC0300,2009,LRSC01,WS0891,25.71 ,31.65 ,21.46 ,2056.5,1256.5,125.7,552.6,1309.02,Paddy soil,clay loam,36.6,18.4,44,7.6,150,60,120,5361,,
301,LR-SC,LRSC0301,2008,LRSC01,WS0891,25.82 ,31.10 ,22.19 ,2246.3,1376.3,136.9,561.7,1391.81,Paddy soil,clay loam,36.6,5.3,50,4.9,120,45,90,5525,,
302,LR-SC,LRSC0302,2008,LRSC01,WS0891,25.93 ,31.19 ,22.30 ,2281.5,1401.5,139.5,562.6,1402.45,Paddy soil,clay loam,28.6,9,32,6.2,150,60,120,5906,,
303,LR-SC,LRSC0303,2008,LRSC01,WS0891,26.32 ,31.44 ,23.10 ,2500.2,1550.2,371.7,697.1,1663.48,Paddy soil,clay loam,44.7,12.2,60,6.2,150,60,120,6338,,
304,LR-SC,LRSC0304,2008,LRSC01,WS0891,26.01 ,31.28 ,22.41 ,2393.2,1473.2,143.9,579.4,1458.19,Paddy soil,clay loam,40.2,49.2,128,6.9,210,90,210,7536,,
305,LR-SC,LRSC0305,2008,LRSC01,WS0891,26.08 ,31.40 ,22.35 ,2034.5,1254.5,133.3,523.2,1284.18,Paddy soil,clay loam,39.3,16.3,67,6.1,210,90,210,7577,,
306,LR-SC,LRSC0306,2008,LRSC01,WS0915,25.10 ,30.75 ,21.42 ,2584.9,1554.9,260,708.8,1669.42,Paddy soil,sandy loam,25.5,45,58,5.9,152,32,126,7590,,
307,LR-SC,LRSC0307,2009,LRSC01,WS0915,25.03 ,31.05 ,21.21 ,2453.3,1477.2,209.1,715.8,1660.83,Paddy soil,sandy loam,26.7,38.2,35,4.7,225,105,225,6390,,
308,LR-SC,LRSC0308,2010,LRSC01,WS0915,24.32 ,30.06 ,20.73 ,2383.8,1403.8,372.7,643.6,1535.74,Paddy soil,sandy loam,36.1,53,66,5.2,225,105,225,7605,,
309,LR-SC,LRSC0309,2008,LRSC01,WS0915,25.34 ,31.00 ,21.69 ,2610.2,1580.2,260.2,708.3,1678.89,Paddy soil,clay,21.5,34.3,36,5.3,138,38,108,9060,,
310,LR-SC,LRSC0310,2008,LRSC01,WS0915,25.21 ,30.87 ,21.54 ,2597,1567,260,711.3,1678.05,Paddy soil,clay,22.7,49.6,70,5.9,193,60,162,7425,,
311,LR-SC,LRSC0311,2009,LRSC01,WS0915,24.55 ,30.56 ,20.78 ,2553.6,1517.5,216.1,741.6,1726.47,Paddy soil,sandy loam,20.2,39.6,89,5.4,225,105,225,4350,,
312,LR-SC,LRSC0312,2009,LRSC01,WS0915,24.75 ,30.74 ,20.95 ,2475,1478.9,209.1,724.7,1681.37,Paddy soil,sandy loam,23.6,53,66,5.8,225,105,225,6410,,
313,LR-SC,LRSC0313,2007,LRSC01,WS0887,26.14 ,31.29 ,22.53 ,2457.6,1517.6,332.6,602.2,1513.75,Paddy soil,loam,21,17.5,32,5.6,120,38,90,5654,,
314,LR-SC,LRSC0314,2006,LRSC01,WS0887,26.64 ,31.98 ,22.89 ,2317.9,1447.9,93.4,558.2,1381.1,Paddy soil,loam,29,67.2,25,7.4,180,60,135,6459,,
315,LR-SC,LRSC0315,2007,LRSC01,WS0887,26.12 ,31.24 ,22.50 ,2429,1499,331.2,593.7,1492.69,Paddy soil,loam,12,11.6,34,8,210,60,150,8673,,
316,LR-SC,LRSC0316,2006,LRSC01,WS0887,26.80 ,32.01 ,23.20 ,2438.5,1528.5,176.7,552.7,1415.24,Paddy soil,loam,5,8.2,74,7.4,180,60,135,6806,,
317,LR-SC,LRSC0317,2006,LRSC01,WS0887,26.80 ,32.01 ,23.20 ,2438.5,1528.5,176.7,552.7,1415.24,Paddy soil,loam,18.2,19,68,7.8,180,60,135,7350,,
318,LR-SC,LRSC0318,2006,LRSC01,WS0887,26.48 ,31.82 ,22.75 ,2198.1,1368.1,77.7,526,1300.37,Paddy soil,loam,18,19,67,7.8,180,60,135,7136,,
319,LR-SC,LRSC0319,2007,LRSC01,WS0887,25.47 ,30.47 ,22.02 ,2215.8,1345.8,331.2,511.3,1310.23,Paddy soil,loam,45,14.2,40,7.5,150,53,120,9150,,
320,LR-SC,LRSC0320,2006,LRSC01,WS0887,26.80 ,32.01 ,23.20 ,2438.5,1528.5,176.7,552.7,1415.24,Paddy soil,loam,33.1,39.9,74,7.4,165,53,120,7436,,
321,LR-SC,LRSC0321,2007,LRSC01,WS0887,25.26 ,30.33 ,21.72 ,2298.7,1388.7,337.4,543.7,1378.33,Paddy soil,loam,25,38.4,57,7.5,165,53,120,7334,,
322,LR-SC,LRSC0322,2007,LRSC01,WS0886,23.95 ,29.24 ,20.32 ,2011.6,1171.6,317.8,496.6,1237.72,Paddy soil,sandy loam,33.7,19.3,88,7.1,195,75,150,7347,,
323,LR-SC,LRSC0323,2008,LRSC01,WS0886,25.35 ,30.34 ,22.11 ,2382.5,1442.5,417.3,546.4,1396.74,Paddy soil,sandy loam,23.5,26.8,83,6.8,150,60,120,8090,,
324,LR-SC,LRSC0324,2007,LRSC01,WS0886,23.82 ,29.29 ,20.07 ,2214.8,1284.8,340.3,563.9,1386.57,Paddy soil,loam,58.6,26.5,70,7.7,150,60,120,6557,,
325,LR-SC,LRSC0325,2009,LRSC01,WS0886,26.64 ,31.97 ,23.01 ,2264.3,1414.3,189.8,592.9,1433.01,Paddy soil,sandy loam,43.2,26.5,70,7.2,150,60,120,7100,,
326,LR-SC,LRSC0326,2008,LRSC01,WS0886,25.35 ,30.34 ,22.11 ,2382.5,1442.5,417.3,546.4,1396.74,Paddy soil,sandy loam,16.7,32.1,76,6.7,120,45,90,6701,,
327,LR-SC,LRSC0327,2008,LRSC01,WS0886,25.35 ,30.34 ,22.11 ,2382.5,1442.5,417.3,546.4,1396.74,Paddy soil,sandy loam,36.8,39.6,138,7.4,195,75,150,6020,,
328,LR-SC,LRSC0328,2009,LRSC01,WS0886,26.64 ,31.97 ,23.01 ,2264.3,1414.3,189.8,592.9,1433.01,Paddy soil,sandy loam,58.7,26.4,96,7.1,195,75,150,6105,,
329,LR-SC,LRSC0329,2007,LRSC01,WS0645,25.47 ,30.64 ,22.04 ,2700.3,1640.3,515.8,657.5,1681.74,Paddy soil,sandy loam,49.4,8.5,103,6.2,150,60,120,6579,,
330,LR-SC,LRSC0330,2008,LRSC01,WS0645,25.09 ,29.89 ,21.94 ,2433.6,1463.6,460.2,520.06,1361.52,Paddy soil,sandy loam,43.1,11.9,125,6.2,150,60,120,8030,,
331,LR-SC,LRSC0331,2008,LRSC01,WS0644,26.07 ,31.40 ,22.51 ,2450.2,1510.2,207.3,549.5,1440.12,Paddy soil,loam,30.1,79.3,66,5.2,150,60,120,7155,,
332,LR-SC,LRSC0332,2009,LRSC01,WS0644,26.62 ,32.30 ,22.82 ,2262.3,1412.3,103.7,540.7,1369.81,Paddy soil,sandy loam,27.5,9.3,40,4.7,150,60,120,7400,,
333,LR-SC,LRSC0333,2009,LRSC01,WS0644,26.62 ,32.30 ,22.82 ,2262.3,1412.3,103.7,540.7,1369.81,Paddy soil,sandy loam,38.9,19.6,44,5.8,150,60,120,7001,,
334,LR-SC,LRSC0334,2008,LRSC01,WS0644,25.99 ,31.33 ,22.44 ,2443,1503,207.3,547,1431.16,Paddy soil,sandy loam,52.8,24.8,97,6.2,120,45,90,8250,,
335,LR-SC,LRSC0335,2008,LRSC01,WS0644,26.46 ,31.93 ,22.81 ,2408,1498,188.3,559.8,1444.45,Paddy soil,sandy loam,27.5,31.9,77,5.8,195,75,150,7781,,
336,LR-SC,LRSC0336,2009,LRSC01,WS0644,25.53 ,31.55 ,21.54 ,2348.5,1428.5,104.2,587.8,1438.85,Paddy soil,loam,33.4,5.9,33,5.6,150,60,120,5846,,
337,LR-SC,LRSC0337,2010,LRSC01,WS0912,25.13 ,30.89 ,21.53 ,2312.1,1392.1,432.3,588.6,1446.02,Paddy soil,clay loam,27.9,19.8,90,6.2,150,60,120,5700,,
338,LR-SC,LRSC0338,2008,LRSC01,WS0912,24.64 ,30.26 ,21.10 ,2513.5,1493.5,383.5,629.1,1466.95,Paddy soil,loam,50.6,13.2,74,7.8,195,75,150,5400,,
339,LR-SC,LRSC0339,2010,LRSC01,WS0912,24.31 ,30.45 ,20.48 ,2309.1,1359.1,429.8,618.8,1472.56,Paddy soil,sandy loam,29.5,12.5,59,5.3,150,60,120,6600,,
340,LR-SC,LRSC0340,2008,LRSC01,WS0912,25.17 ,30.75 ,21.62 ,2366.4,1426.4,382.3,587.2,1373.13,Paddy soil,sandy loam,17.7,29.3,41,5.1,120,45,90,7151,,
341,LR-SC,LRSC0341,2006,LRSC01,WS0913,26.19 ,31.83 ,22.20 ,2409.9,1489.9,178.6,631.6,1454.84,Paddy soil,sandy loam,47.5,14.5,45,7.2,195,60,135,8180,,
342,LR-SC,LRSC0342,2006,LRSC01,WS0913,26.19 ,31.83 ,22.20 ,2409.9,1489.9,178.6,631.6,1454.84,Paddy soil,clay loam,30,15.3,228,5.5,150,53,108,7470,,
343,LR-SC,LRSC0343,2006,LRSC01,WS0913,26.19 ,31.83 ,22.20 ,2409.9,1489.9,178.6,631.6,1454.84,Paddy soil,sandy loam,43.1,8.7,69,5.8,150,53,108,6746,,
344,LR-SC,LRSC0344,2006,LRSC01,WS0913,26.19 ,31.83 ,22.20 ,2409.9,1489.9,178.6,631.6,1454.84,Paddy soil,sandy loam,29.7,10.2,56,7.5,150,53,108,6375,,
345,LR-SC,LRSC0345,2008,LRSC01,WS0884,23.26 ,28.31 ,19.76 ,2093,1193,512.8,437,1168.43,Paddy soil,clay,39.8,26.7,61,7.8,120,45,90,5918,,
346,LR-SC,LRSC0346,2006,LRSC01,WS0884,24.95 ,30.31 ,21.34 ,2071.2,1241.2,142.2,350.3,1044.27,Paddy soil,clay loam,36.5,9.7,58,6,150,53,108,5280,,
347,LR-SC,LRSC0347,2007,LRSC01,WS0884,23.52 ,28.68 ,19.92 ,2140.4,1230.4,321.1,426.7,1194.34,Paddy soil,clay loam,51.2,22.4,110,6.3,120,45,90,6845,,
348,LR-SC,LRSC0348,2007,LRSC01,WS0884,23.52 ,28.68 ,19.92 ,2140.4,1230.4,321.1,426.7,1194.34,Paddy soil,clay loam,57.2,22.4,110,6.3,120,45,90,6513,,
349,LR-SC,LRSC0349,2008,LRSC01,WS0884,24.76 ,29.75 ,21.31 ,2080.1,1240.1,362.9,405.6,1136.41,Paddy soil,loam,24.4,6.1,20,7.2,120,45,90,4814,,
350,LR-SC,LRSC0350,2007,LRSC01,WS0884,23.26 ,28.71 ,19.46 ,2396.2,1366.2,323.2,516.8,1388.9,Paddy soil,loam,44.2,8.7,66,6.4,150,60,120,4743,,
351,LR-SC,LRSC0351,2006,LRSC01,WS0884,25.18 ,30.50 ,21.68 ,2089.8,1259.8,192.3,334.9,1037.61,Paddy soil,clay loam,36,11.8,118,5.8,150,53,108,5390,,
352,LR-SC,LRSC0352,2007,LRSC01,WS0884,23.44 ,28.64 ,19.80 ,2156.5,1236.5,321.1,436,1211.3,Paddy soil,clay loam,32.4,10.8,37,5.7,150,60,120,6200,,
353,LR-SC,LRSC0353,2008,LRSC01,WS0884,24.54 ,29.45 ,21.14 ,2134.7,1264.7,416.6,408.3,1152.48,Paddy soil,sandy loam,40,18.1,58,6.1,150,60,120,6626,,
354,LR-SC,LRSC0354,2006,LRSC01,WS0884,24.41 ,30.01 ,20.62 ,2416.1,1426.1,151.1,441.2,1254.16,Paddy soil,loam,24.4,13.7,57,6.3,150,53,108,5201,,
355,LR-SC,LRSC0355,2007,LRSC01,WS0884,23.70 ,28.88 ,20.06 ,2227.6,1287.6,323.2,452.3,1257.43,Paddy soil,loam,38.8,19,149,6.1,150,60,120,4725,,
356,LR-SC,LRSC0356,2009,LRSC01,WS0884,25.65 ,30.93 ,21.88 ,2231.9,1361.9,157.7,519.9,1335.8,Paddy soil,loam,50.8,11,33,6,120,45,90,5525,,
357,LR-SC,LRSC0357,2008,LRSC01,WS0883,25.70 ,30.39 ,22.53 ,2569.9,1569.9,534.4,442.9,1299.99,Paddy soil,loam,55.6,19.4,110,5.8,195,75,150,7436,,
358,LR-SC,LRSC0358,2008,LRSC01,WS0883,25.43 ,30.07 ,22.27 ,2237.5,1357.5,470.8,382.4,1116.05,Paddy soil,sandy loam,28.6,3.4,69,5.3,120,45,90,5676,,
359,LR-SC,LRSC0359,2008,LRSC05,WS0947,26.67 ,31.86 ,23.91 ,2640.6,1650.6,1418.9,491.1,1414.67,Paddy soil,sandy loam,54.9,23.5,62,4.9,135,68,135,4714,,110.0011
360,LR-SC,LRSC0360,2007,LRSC05,WS0949,25.87 ,31.22 ,22.82 ,2380.1,1460.1,619.9,388.7,1179.09,Paddy soil,sandy loam,31,15.8,58,5.1,173,30,207,6350,,
361,LR-SC,LRSC0361,2007,LRSC05,WS0949,26.48 ,31.48 ,23.00 ,2489.1,1549.1,350.1,558.1,1452,Paddy soil,sandy loam,27.9,35.2,138,5.6,137,168,258,6275,,
362,LR-SC,LRSC0362,2007,LRSC05,WS0949,26.52 ,31.92 ,23.52 ,2546.3,1586.3,743.5,420.2,1300.98,Paddy soil,loam,26,24.3,26,5,139,72,180,8465,,
363,LR-SC,LRSC0363,2008,LRSC05,WS0949,26.42 ,31.92 ,23.32 ,2932.2,1822.2,1128.6,465.8,1418.35,Paddy soil,sandy loam,12.9,37.8,142,5.5,150,60,150,8086,,
364,LR-SC,LRSC0364,2007,LRSC05,WS0949,26.37 ,31.61 ,23.49 ,2320.7,1440.7,691.6,357.9,1138.89,Paddy soil,loamy sand,15.2,7,56,4.8,101,57,191,7763,,
365,LR-SC,LRSC0365,2006,LRSC06,WS0478,25.15 ,30.15 ,21.09 ,2514.7,1514.7,128.6,646.1,1587.54,Paddy soil,loam,19.5,41.6,118,4.5,150,45,90,6240,,
366,LR-SC,LRSC0366,2006,LRSC06,WS0478,24.67 ,29.81 ,20.53 ,2492.1,1482.1,128.6,654.5,1585.29,Paddy soil,clay loam,39.6,20.6,40,6.4,150,45,90,8340,,
367,LR-SC,LRSC0367,2007,LRSC06,WS0442,24.44 ,29.39 ,21.06 ,2297.6,1357.6,233.9,539.1,1401.4,Paddy soil,silty clay loam,38.8,27,62,5.6,165,60,120,6434,,
368,LR-SC,LRSC0368,2006,LRSC06,WS0802,25.90 ,30.56 ,22.58 ,2356.6,1446.6,213.6,500.1,1319.98,Paddy soil,loam,32.7,6.6,110,5.5,165,60,105,8754,,
369,LR-SC,LRSC0369,2007,LRSC06,WS0802,27.25 ,31.69 ,24.09 ,2098,1328,219.5,382.7,1084.29,Paddy soil,clay loam,30.6,7,115,5.5,165,60,105,6003,,
370,LR-SC,LRSC0370,2006,LRSC06,WS0802,25.90 ,30.56 ,22.58 ,2356.6,1446.6,213.6,500.1,1319.98,Paddy soil,sandy loam,20.6,9.6,29,7.4,165,75,105,8003,,
371,LR-SC,LRSC0371,2006,LRSC06,WS0802,24.95 ,29.65 ,21.65 ,2320,1390,204.2,490.9,1285.47,Paddy soil,sandy loam,19.7,11.5,175,4.2,165,75,105,6960,,
372,LR-SC,LRSC0372,2009,LRSC06,WS0776,27.18 ,31.89 ,23.79 ,2228.4,1408.4,266.5,541.1,1357.77,Paddy soil,sandy loam,9,23,80,6,158,60,86,8303,,
373,LR-SC,LRSC0373,2007,LRSC06,WS0803,24.89 ,29.68 ,21.52 ,2190.3,1310.3,200.2,611.8,1459.46,Paddy soil,silty clay loam,18.9,17,27,4.9,165,60,120,6003,,
374,LR-SC,LRSC0374,2007,LRSC06,WS0482,25.13 ,29.84 ,21.59 ,2664.3,1604.3,215.6,775.4,1815.88,Paddy soil,loamy sand,27.6,11,77,7.8,195,75,120,10800,,
375,LR-SC,LRSC0375,2007,LRSC06,WS0482,25.73 ,30.44 ,22.16 ,2573,1573,191.9,751.5,1762.7,Paddy soil,loamy sand,35.3,6.8,128,5.9,195,75,120,11505,,
376,LR-SC,LRSC0376,2006,LRSC06,WS0447,25.71 ,31.56 ,21.36 ,2082.2,1272.2,221.4,571.7,1360.15,Paddy soil,silty clay loam,19.4,17.8,85,5.4,150,60,120,7143,,
377,LR-SC,LRSC0377,2007,LRSC06,WS0481,25.07 ,30.15 ,21.58 ,2381.7,1431.7,178.5,614.4,1496.17,Paddy soil,sandy loam,49.2,8.1,48,5.9,180,45,113,7835,,
378,LR-SC,LRSC0378,2009,LRSC07,WS0553,26.92 ,30.99 ,23.90 ,2261.6,1421.6,136.7,527,1358.57,Paddy soil,clay loam,33.5,15.2,74,6,150,36,90,7073,,
379,LR-SC,LRSC0379,2008,LRSC07,WS0553,26.57 ,30.96 ,23.29 ,2550.9,1590.9,354.5,591,1526.51,Paddy soil,sandy loam,25.3,6.1,73,6.3,150,36,75,7920,,
380,LR-SC,LRSC0380,2009,LRSC07,WS0553,27.40 ,31.49 ,24.32 ,2493.7,1583.7,136.7,611.8,1547.5,Paddy soil,clay loam,30.8,8.2,59,5.9,150,36,75,7583,,
381,LR-SC,LRSC0381,2007,LRSC07,WS0553,26.75 ,31.17 ,23.60 ,2220.3,1390.3,275.9,546.5,1390.78,Paddy soil,sandy loam,39,38.1,155,4.5,150,36,75,7920,,
382,LR-SC,LRSC0382,2010,LRSC07,WS0553,24.59 ,28.75 ,21.56 ,2729.2,1619.2,383.2,712,1759.07,Paddy soil,sandy loam,36,28.4,85,5.2,150,72,68,6462,,
383,LR-SC,LRSC0383,2008,LRSC07,WS0553,26.50 ,30.91 ,23.20 ,2597.3,1617.3,354.5,608.5,1559.89,Paddy soil,clay loam,45.5,34.1,74,4.9,150,36,75,8105,,
384,LR-SC,LRSC0384,2009,LRSC07,WS0553,27.14 ,31.27 ,24.02 ,2523.7,1593.7,138.5,618.7,1562.29,Paddy soil,sandy loam,29.1,20.9,43,7.6,150,36,75,7785,,
385,LR-SC,LRSC0385,2009,LRSC07,WS0553,27.47 ,31.57 ,24.36 ,2527,1607,136.7,623.3,1573.53,Paddy soil,sandy loam,26.1,11.5,69,4.8,150,36,75,7830,,
386,LR-SC,LRSC0386,2008,LRSC07,WS0553,26.36 ,30.77 ,23.06 ,2504.6,1554.6,354.5,587.1,1503.25,Paddy soil,sandy loam,34.5,17,23,5.4,150,36,75,8199,,
387,LR-SC,LRSC0387,2009,LRSC07,WS0553,26.96 ,31.14 ,23.83 ,2534.4,1594.4,141.4,618,1560.84,Paddy soil,sandy loam,31,19.3,137,5.8,150,36,75,7815,,
388,LR-SC,LRSC0388,2008,LRSC07,WS0554,26.48 ,32.01 ,22.55 ,2436.3,1516.3,252.1,626.9,1569.13,Paddy soil,clay loam,40.4,10.3,77,6.6,195,54,113,7755,,
389,LR-SC,LRSC0389,2010,LRSC07,WS0554,25.42 ,30.69 ,21.70 ,2592.7,1572.7,275.2,690.1,1721.92,Paddy soil,clay loam,26.4,16.2,201,5.6,150,36,75,6000,,
