Sort,Crop,NO,Year,Province,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
265,W-YZB,WYZB0265,2008,WYZB01,10.2 ,16.1 ,5.4 ,2450.4 ,796.0 ,246.6 ,1253.8 ,2785.4 ,small_spike,Fluvo-aquic soils,loamy sand,10.9 ,12.0 ,95.0 ,8.4 ,150 ,75 ,75 ,2925 ,5984 
266,W-YZB,WYZB0266,2008,WYZB01,10.2 ,16.1 ,5.4 ,2448.6 ,794.2 ,246.1 ,1260.7 ,2790.9 ,small_spike,Fluvo-aquic soils,loamy sand,14.9 ,14.8 ,132.0 ,8.2 ,195 ,98 ,98 ,4500 ,7209 
267,W-YZB,WYZB0267,2009,WYZB01,8.9 ,14.2 ,4.5 ,2162.4 ,658.7 ,375.7 ,1190.9 ,2743.9 ,small_spike,Fluvo-aquic soils,loamy sand,12.5 ,16.8 ,130.0 ,8.3 ,150 ,75 ,75 ,3438 ,5991 
268,W-YZB,WYZB0268,2009,WYZB01,8.9 ,14.2 ,4.5 ,2162.4 ,658.7 ,375.7 ,1190.9 ,2743.9 ,small_spike,Fluvo-aquic soils,loamy sand,13.3 ,17.9 ,135.0 ,8.2 ,150 ,75 ,75 ,3300 ,5955 
269,W-YZB,WYZB0269,2008,WYZB01,10.1 ,16.0 ,5.2 ,2354.3 ,759.9 ,234.5 ,1221.0 ,2733.6 ,small_spike,Fluvo-aquic soils,loamy sand,13.8 ,15.3 ,106.0 ,8.2 ,195 ,98 ,98 ,4077 ,7522 
270,W-YZB,WYZB0270,2009,WYZB01,8.8 ,14.1 ,4.5 ,2128.8 ,645.1 ,377.8 ,1168.8 ,2709.7 ,small_spike,Fluvo-aquic soils,loamy sand,15.0 ,13.3 ,97.0 ,8.2 ,195 ,98 ,98 ,3851 ,6684 
271,W-YZB,WYZB0271,2008,WYZB01,10.1 ,16.0 ,5.3 ,2410.8 ,776.4 ,246.6 ,1239.1 ,2757.6 ,small_spike,Fluvo-aquic soils,loamy sand,13.8 ,11.4 ,86.0 ,8.0 ,195 ,98 ,98 ,2858 ,7233 
272,W-YZB,WYZB0272,2009,WYZB01,8.9 ,14.1 ,4.6 ,2149.5 ,655.8 ,378.1 ,1168.8 ,2717.2 ,small_spike,Fluvo-aquic soils,loamy sand,15.6 ,8.7 ,85.0 ,8.1 ,195 ,98 ,98 ,3915 ,6959 
273,W-YZB,WYZB0273,2008,WYZB01,10.5 ,16.1 ,6.0 ,2487.2 ,819.3 ,345.8 ,1263.9 ,2772.8 ,small_spike,Fluvo-aquic soils,sandy loam,12.6 ,9.7 ,146.0 ,8.4 ,173 ,108 ,90 ,3258 ,6809 
274,W-YZB,WYZB0274,2009,WYZB01,9.6 ,14.7 ,5.6 ,2431.7 ,810.6 ,393.3 ,1226.8 ,2858.8 ,small_spike,Fluvo-aquic soils,sandy loam,12.6 ,9.7 ,146.0 ,8.4 ,180 ,105 ,105 ,2365 ,5133 
275,W-YZB,WYZB0275,2008,WYZB01,10.9 ,16.6 ,6.5 ,2725.8 ,937.9 ,363.9 ,1319.3 ,2916.0 ,small_spike,Lime concretion fluvo-aquic soils,clay,21.1 ,17.3 ,198.0 ,8.1 ,173 ,108 ,90 ,3932 ,6321 
276,W-YZB,WYZB0276,2009,WYZB01,8.9 ,13.8 ,4.9 ,2045.0 ,639.6 ,374.3 ,1083.9 ,2577.1 ,small_spike,Lime concretion fluvo-aquic soils,clay,16.7 ,12.5 ,125.0 ,8.3 ,180 ,105 ,105 ,1600 ,6819 
277,W-YZB,WYZB0277,2009,WYZB01,9.6 ,14.7 ,5.5 ,2411.8 ,790.7 ,393.3 ,1222.3 ,2843.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,20.8 ,15.7 ,150.0 ,8.1 ,225 ,135 ,90 ,3232 ,7788 
278,W-YZB,WYZB0278,2008,WYZB01,10.6 ,16.2 ,6.1 ,2540.7 ,842.8 ,345.8 ,1292.1 ,2823.1 ,small_spike,Lime concretion fluvo-aquic soils,clay,13.5 ,12.5 ,98.0 ,8.0 ,207 ,108 ,90 ,3779 ,7236 
279,W-YZB,WYZB0279,2008,WYZB01,10.4 ,16.1 ,6.0 ,2457.0 ,809.1 ,348.6 ,1248.7 ,2757.1 ,small_spike,Lime concretion fluvo-aquic soils,clay,18.3 ,45.0 ,249.0 ,7.5 ,190 ,108 ,90 ,2646 ,6590 
280,W-YZB,WYZB0280,2009,WYZB01,8.9 ,13.7 ,4.9 ,2050.7 ,639.6 ,374.3 ,1092.7 ,2591.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,20.2 ,17.5 ,176.0 ,7.9 ,225 ,135 ,90 ,4699 ,7701 
281,W-YZB,WYZB0281,2008,WYZB01,10.8 ,16.4 ,6.4 ,2688.5 ,910.6 ,345.8 ,1315.0 ,2892.5 ,small_spike,Brown earths,loam,17.2 ,13.7 ,157.0 ,6.5 ,190 ,108 ,90 ,3036 ,6612 
282,W-YZB,WYZB0282,2008,WYZB01,10.2 ,15.8 ,5.8 ,2382.1 ,764.2 ,343.1 ,1230.7 ,2702.1 ,small_spike,Brown earths,clay loam,16.9 ,23.4 ,35.0 ,6.2 ,173 ,108 ,90 ,3972 ,6206 
283,W-YZB,WYZB0283,2009,WYZB01,9.2 ,14.3 ,5.3 ,2258.3 ,717.2 ,393.3 ,1175.7 ,2739.1 ,small_spike,Brown earths,clay loam,16.3 ,8.0 ,100.0 ,7.2 ,180 ,105 ,105 ,3822 ,6140 
284,W-YZB,WYZB0284,2008,WYZB01,10.5 ,16.1 ,6.1 ,2506.0 ,828.1 ,345.8 ,1272.9 ,2789.0 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,17.3 ,23.0 ,88.0 ,6.6 ,190 ,108 ,90 ,3495 ,7068 
285,W-YZB,WYZB0285,2009,WYZB01,9.3 ,14.3 ,5.3 ,2283.4 ,722.3 ,393.3 ,1192.4 ,2764.1 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,17.2 ,10.4 ,87.0 ,6.2 ,210 ,120 ,113 ,2108 ,7930 
286,W-YZB,WYZB0286,2009,WYZB01,9.1 ,14.1 ,5.2 ,2189.8 ,688.7 ,393.3 ,1148.3 ,2687.1 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,19.1 ,10.2 ,114.0 ,7.1 ,210 ,120 ,113 ,2214 ,6914 
287,W-YZB,WYZB0287,2008,WYZB01,10.6 ,16.2 ,6.1 ,2533.9 ,846.0 ,348.6 ,1270.2 ,2797.8 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,19.6 ,11.3 ,120.0 ,6.9 ,190 ,108 ,90 ,3837 ,6431 
288,W-YZB,WYZB0288,2009,WYZB01,9.2 ,14.2 ,5.2 ,2233.3 ,702.2 ,393.3 ,1168.0 ,2719.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,17.5 ,16.1 ,75.0 ,6.4 ,210 ,120 ,113 ,3451 ,6216 
289,W-YZB,WYZB0289,2009,WYZB01,9.5 ,14.5 ,5.5 ,2333.7 ,772.6 ,393.3 ,1183.5 ,2776.4 ,small_spike,Fluvo-aquic soils,clay,23.5 ,12.5 ,232.0 ,8.2 ,225 ,135 ,90 ,4160 ,7565 
290,W-YZB,WYZB0290,2006,WYZB01,10.6 ,16.3 ,5.8 ,2508.9 ,854.9 ,269.9 ,1294.4 ,2823.3 ,small_spike,Fluvo-aquic soils,silty clay loam,14.2 ,14.2 ,95.0 ,8.2 ,195 ,99 ,113 ,5205 ,8595 
291,W-YZB,WYZB0291,2005,WYZB01,9.8 ,15.3 ,5.2 ,2310.1 ,773.3 ,220.2 ,1365.8 ,2888.9 ,small_spike,Fluvo-aquic soils,silty clay loam,13.6 ,13.0 ,72.0 ,8.3 ,180 ,90 ,72 ,4200 ,6720 
292,W-YZB,WYZB0292,2006,WYZB01,10.8 ,16.5 ,5.9 ,2575.8 ,891.8 ,269.9 ,1317.5 ,2867.3 ,small_spike,Fluvo-aquic soils,silty clay loam,12.4 ,5.5 ,71.0 ,8.3 ,180 ,99 ,113 ,3795 ,7140 
293,W-YZB,WYZB0293,2007,WYZB01,9.5 ,14.7 ,4.7 ,2267.9 ,702.5 ,229.1 ,1322.8 ,2850.6 ,small_spike,Fluvo-aquic soils,silty clay loam,11.5 ,10.0 ,84.0 ,8.3 ,180 ,90 ,113 ,4740 ,7485 
294,W-YZB,WYZB0294,2005,WYZB01,9.6 ,15.0 ,5.1 ,2191.6 ,733.9 ,220.2 ,1307.1 ,2777.3 ,small_spike,Fluvo-aquic soils,clay,14.4 ,9.0 ,195.0 ,8.6 ,195 ,90 ,90 ,4953 ,6203 
295,W-YZB,WYZB0295,2006,WYZB01,10.8 ,16.5 ,5.9 ,2575.8 ,891.8 ,269.9 ,1317.5 ,2867.3 ,small_spike,Fluvo-aquic soils,silty clay loam,8.7 ,5.0 ,74.0 ,8.4 ,180 ,99 ,113 ,4410 ,7005 
296,W-YZB,WYZB0296,2006,WYZB01,10.5 ,16.2 ,5.6 ,2433.1 ,819.1 ,269.7 ,1279.8 ,2805.2 ,small_spike,Fluvo-aquic soils,clay loam,14.5 ,11.7 ,168.0 ,8.6 ,180 ,90 ,54 ,4481 ,7067 
297,W-YZB,WYZB0297,2007,WYZB01,9.3 ,14.5 ,4.6 ,2194.5 ,669.1 ,229.1 ,1296.5 ,2789.6 ,small_spike,Fluvo-aquic soils,clay,9.7 ,15.0 ,171.0 ,8.2 ,180 ,99 ,113 ,4725 ,7410 
298,W-YZB,WYZB0298,2007,WYZB01,9.4 ,14.6 ,4.6 ,2224.1 ,678.7 ,229.1 ,1310.1 ,2815.4 ,small_spike,Fluvo-aquic soils,silty clay loam,15.9 ,18.0 ,100.0 ,8.2 ,195 ,90 ,90 ,5145 ,8535 
299,W-YZB,WYZB0299,2008,WYZB01,10.1 ,15.8 ,5.2 ,2448.5 ,800.7 ,247.6 ,1280.9 ,2833.5 ,medium_spike,Fluvo-aquic soils,clay,19.5 ,14.6 ,194.0 ,8.6 ,195 ,105 ,54 ,4418 ,6429 
300,W-YZB,WYZB0300,2009,WYZB01,8.7 ,14.0 ,4.2 ,2161.6 ,684.3 ,284.4 ,1272.5 ,2831.3 ,medium_spike,Fluvo-aquic soils,clay,21.5 ,14.5 ,207.0 ,8.3 ,195 ,105 ,54 ,5273 ,8079 
301,W-YZB,WYZB0301,2009,WYZB01,9.2 ,14.5 ,4.6 ,2339.5 ,782.2 ,284.4 ,1313.0 ,2944.9 ,medium_spike,Fluvo-aquic soils,silty clay loam,16.7 ,13.4 ,88.0 ,8.0 ,195 ,90 ,90 ,4439 ,7011 
302,W-YZB,WYZB0302,2006,WYZB01,10.3 ,16.0 ,5.5 ,2380.4 ,786.4 ,269.7 ,1261.0 ,2760.2 ,small_spike,Fluvo-aquic soils,silty clay loam,15.1 ,10.8 ,104.0 ,8.3 ,195 ,90 ,90 ,4395 ,7890 
303,W-YZB,WYZB0303,2007,WYZB01,9.5 ,14.7 ,4.7 ,2267.9 ,702.5 ,229.1 ,1322.8 ,2850.6 ,small_spike,Fluvo-aquic soils,silty clay loam,13.5 ,18.4 ,133.0 ,8.4 ,195 ,90 ,90 ,5412 ,8429 
304,W-YZB,WYZB0304,2008,WYZB01,10.2 ,16.0 ,5.3 ,2519.9 ,832.1 ,247.6 ,1316.3 ,2896.7 ,small_spike,Fluvo-aquic soils,silty clay loam,19.2 ,14.9 ,130.0 ,8.4 ,195 ,90 ,90 ,5621 ,7782 
305,W-YZB,WYZB0305,2008,WYZB01,10.2 ,15.9 ,5.3 ,2504.9 ,827.1 ,247.6 ,1306.7 ,2879.8 ,medium_spike,Fluvo-aquic soils,clay loam,22.9 ,14.5 ,165.0 ,8.5 ,195 ,90 ,90 ,5123 ,7034 
306,W-YZB,WYZB0306,2005,WYZB01,9.5 ,14.9 ,5.0 ,2207.2 ,710.4 ,220.2 ,1334.1 ,2808.3 ,small_spike,Fluvo-aquic soils,silty clay loam,14.6 ,13.0 ,115.0 ,8.6 ,195 ,90 ,90 ,5325 ,7380 
307,W-YZB,WYZB0307,2006,WYZB01,10.6 ,16.3 ,5.7 ,2488.4 ,844.4 ,269.9 ,1293.4 ,2823.3 ,small_spike,Fluvo-aquic soils,loam,14.2 ,14.7 ,57.0 ,8.2 ,195 ,90 ,90 ,5415 ,7695 
308,W-YZB,WYZB0308,2007,WYZB01,9.4 ,14.6 ,4.6 ,2224.1 ,678.7 ,229.1 ,1310.1 ,2815.4 ,small_spike,Fluvo-aquic soils,loamy sand,17.3 ,19.0 ,90.0 ,8.5 ,180 ,90 ,113 ,5190 ,7680 
309,W-YZB,WYZB0309,2008,WYZB01,10.0 ,15.8 ,5.1 ,2434.4 ,786.6 ,225.4 ,1295.3 ,2839.1 ,small_spike,Fluvo-aquic soils,loamy sand,18.8 ,14.5 ,51.0 ,8.3 ,180 ,90 ,113 ,4031 ,7163 
310,W-YZB,WYZB0310,2009,WYZB01,8.3 ,13.5 ,3.8 ,1957.2 ,589.9 ,233.2 ,1201.9 ,2671.5 ,small_spike,Fluvo-aquic soils,loamy sand,17.9 ,9.2 ,77.0 ,8.0 ,195 ,90 ,90 ,3908 ,6854 
311,W-YZB,WYZB0311,2007,WYZB01,9.3 ,14.8 ,4.7 ,2201.4 ,657.9 ,349.8 ,1125.7 ,2594.3 ,small_spike,Fluvo-aquic soils,clay,14.4 ,11.5 ,190.0 ,7.8 ,210 ,105 ,75 ,4830 ,6360 
312,W-YZB,WYZB0312,2007,WYZB01,9.3 ,14.8 ,4.6 ,2167.1 ,653.6 ,382.0 ,1116.4 ,2574.1 ,small_spike,Lime concretion fluvo-aquic soils,clay loam,15.0 ,23.5 ,160.0 ,7.8 ,210 ,105 ,75 ,5580 ,6788 
313,W-YZB,WYZB0313,2007,WYZB01,9.3 ,14.8 ,4.6 ,2187.3 ,653.8 ,348.0 ,1125.7 ,2589.6 ,small_spike,Fluvo-aquic soils,loam,19.2 ,56.5 ,290.0 ,7.7 ,390 ,45 ,45 ,4776 ,7629 
314,W-YZB,WYZB0314,2007,WYZB01,9.2 ,14.7 ,4.5 ,2161.8 ,638.3 ,329.9 ,1125.7 ,2582.2 ,small_spike,Lime concretion fluvo-aquic soils,clay loam,16.0 ,20.5 ,100.0 ,6.1 ,210 ,105 ,75 ,3213 ,5453 
315,W-YZB,WYZB0315,2007,WYZB01,9.1 ,14.7 ,4.5 ,2134.2 ,620.7 ,329.9 ,1123.5 ,2571.3 ,small_spike,Lime concretion fluvo-aquic soils,clay loam,14.9 ,15.5 ,135.0 ,7.1 ,210 ,105 ,75 ,5160 ,7643 
316,W-YZB,WYZB0316,2007,WYZB01,9.3 ,14.8 ,4.6 ,2167.1 ,653.6 ,382.0 ,1116.4 ,2574.1 ,small_spike,Lime concretion fluvo-aquic soils,clay loam,16.1 ,18.5 ,125.0 ,6.6 ,210 ,105 ,75 ,5223 ,7971 
317,W-YZB,WYZB0317,2007,WYZB01,9.2 ,14.7 ,4.5 ,2161.8 ,638.3 ,329.9 ,1125.7 ,2582.2 ,small_spike,Fluvo-aquic soils,loam,15.6 ,34.5 ,150.0 ,6.8 ,210 ,105 ,75 ,3735 ,6030 
318,W-YZB,WYZB0318,2005,WYZB01,10.5 ,15.9 ,6.1 ,2455.3 ,818.2 ,359.7 ,1197.0 ,2723.4 ,small_spike,Lime concretion fluvo-aquic soils,clay loam,10.9 ,14.1 ,100.0 ,6.7 ,180 ,75 ,68 ,3705 ,6660 
319,W-YZB,WYZB0319,2005,WYZB01,10.3 ,15.7 ,6.0 ,2383.5 ,776.4 ,359.7 ,1177.2 ,2669.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,11.8 ,10.8 ,146.0 ,5.9 ,180 ,75 ,68 ,2280 ,6300 
320,W-YZB,WYZB0320,2005,WYZB01,10.3 ,15.7 ,6.0 ,2400.2 ,783.1 ,362.1 ,1177.2 ,2674.0 ,small_spike,Brown earths,silty clay loam,15.1 ,8.2 ,108.0 ,6.1 ,180 ,75 ,68 ,1605 ,6015 
321,W-YZB,WYZB0321,2005,WYZB01,10.2 ,15.6 ,5.9 ,2324.8 ,757.7 ,359.7 ,1148.6 ,2620.1 ,small_spike,Paddy soils,clay loam,11.8 ,12.4 ,125.0 ,8.0 ,180 ,90 ,90 ,2640 ,6300 
322,W-YZB,WYZB0322,2005,WYZB01,10.2 ,15.6 ,5.9 ,2279.4 ,751.9 ,359.1 ,1145.7 ,2605.2 ,small_spike,Paddy soils,silty clay loam,12.8 ,11.0 ,124.0 ,7.2 ,180 ,90 ,90 ,3240 ,5985 
323,W-YZB,WYZB0323,2005,WYZB01,10.3 ,15.7 ,5.9 ,2338.9 ,771.8 ,359.1 ,1158.4 ,2641.7 ,small_spike,Paddy soils,clay loam,14.7 ,18.2 ,129.0 ,6.9 ,180 ,90 ,90 ,2250 ,6915 
324,W-YZB,WYZB0324,2005,WYZB01,10.5 ,15.9 ,6.2 ,2454.4 ,827.3 ,360.0 ,1182.4 ,2709.1 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,12.3 ,14.3 ,115.0 ,5.8 ,180 ,72 ,90 ,2610 ,5550 
325,W-YZB,WYZB0325,2006,WYZB01,11.7 ,17.0 ,7.6 ,2676.2 ,924.4 ,418.9 ,1032.6 ,2477.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,13.2 ,17.2 ,100.0 ,6.1 ,165 ,72 ,71 ,1980 ,7125 
326,W-YZB,WYZB0326,2006,WYZB01,11.3 ,16.7 ,7.1 ,2472.0 ,830.2 ,415.5 ,995.4 ,2384.9 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,18.9 ,23.7 ,102.0 ,6.1 ,165 ,72 ,71 ,3030 ,7710 
327,W-YZB,WYZB0327,2006,WYZB01,11.8 ,17.0 ,7.6 ,2718.7 ,946.9 ,419.0 ,1041.2 ,2501.0 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.3 ,10.7 ,110.0 ,6.6 ,165 ,72 ,71 ,3555 ,8205 
328,W-YZB,WYZB0328,2006,WYZB01,12.3 ,17.6 ,8.1 ,2995.6 ,1093.8 ,418.9 ,1124.5 ,2675.6 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.5 ,18.9 ,107.0 ,6.6 ,165 ,72 ,71 ,3435 ,6795 
329,W-YZB,WYZB0329,2006,WYZB01,12.3 ,17.6 ,8.1 ,2995.6 ,1093.8 ,418.9 ,1124.5 ,2675.6 ,small_spike,Fluvo-aquic soils,silty clay loam,13.1 ,18.5 ,100.0 ,8.3 ,165 ,72 ,71 ,3840 ,6900 
330,W-YZB,WYZB0330,2006,WYZB01,12.3 ,17.6 ,8.1 ,2995.6 ,1093.8 ,418.9 ,1124.5 ,2675.6 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.7 ,13.2 ,91.0 ,8.0 ,165 ,72 ,71 ,3495 ,6780 
331,W-YZB,WYZB0331,2006,WYZB01,12.3 ,17.6 ,8.1 ,2995.6 ,1093.8 ,418.9 ,1124.5 ,2675.6 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,9.6 ,19.7 ,93.0 ,7.1 ,165 ,72 ,71 ,3570 ,6090 
332,W-YZB,WYZB0332,2006,WYZB01,12.3 ,17.6 ,8.1 ,2995.6 ,1093.8 ,418.9 ,1124.5 ,2675.6 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,17.9 ,20.7 ,113.0 ,6.3 ,165 ,72 ,71 ,4140 ,7635 
333,W-YZB,WYZB0333,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,16.8 ,12.1 ,108.0 ,8.3 ,180 ,75 ,68 ,4080 ,9285 
334,W-YZB,WYZB0334,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.8 ,13.1 ,93.0 ,7.2 ,161 ,60 ,60 ,2760 ,5925 
335,W-YZB,WYZB0335,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,18.6 ,15.4 ,82.0 ,6.9 ,180 ,75 ,68 ,3765 ,7770 
336,W-YZB,WYZB0336,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,17.2 ,12.8 ,90.0 ,7.8 ,161 ,60 ,60 ,3030 ,7125 
337,W-YZB,WYZB0337,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Fluvo-aquic soils,silty clay loam,17.1 ,13.8 ,117.0 ,8.0 ,161 ,60 ,60 ,3525 ,7215 
338,W-YZB,WYZB0338,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,12.3 ,14.1 ,129.0 ,8.3 ,161 ,60 ,60 ,3615 ,7350 
339,W-YZB,WYZB0339,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,12.8 ,12.8 ,131.0 ,6.8 ,161 ,60 ,60 ,2685 ,7335 
340,W-YZB,WYZB0340,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.8 ,13.4 ,134.0 ,6.9 ,161 ,60 ,60 ,2340 ,7275 
341,W-YZB,WYZB0341,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.8 ,15.8 ,113.0 ,6.8 ,161 ,60 ,60 ,2175 ,7350 
342,W-YZB,WYZB0342,2007,WYZB01,11.0 ,16.1 ,6.9 ,2744.7 ,955.2 ,395.0 ,1235.7 ,2853.3 ,small_spike,Paddy soils,silty clay loam,17.4 ,14.3 ,86.0 ,7.2 ,161 ,60 ,60 ,1950 ,6225 
343,W-YZB,WYZB0343,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.4 ,15.5 ,116.0 ,6.3 ,180 ,75 ,75 ,2115 ,6255 
344,W-YZB,WYZB0344,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.4 ,16.2 ,124.0 ,6.6 ,180 ,75 ,75 ,2340 ,6975 
345,W-YZB,WYZB0345,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,16.9 ,12.0 ,112.0 ,8.3 ,180 ,75 ,75 ,2385 ,7080 
346,W-YZB,WYZB0346,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,16.5 ,15.5 ,129.0 ,7.8 ,180 ,75 ,75 ,2430 ,7170 
347,W-YZB,WYZB0347,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.4 ,16.5 ,126.0 ,7.5 ,180 ,75 ,75 ,2520 ,7320 
348,W-YZB,WYZB0348,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Paddy soils,silty clay loam,17.6 ,15.2 ,98.0 ,7.1 ,180 ,75 ,75 ,2595 ,7320 
349,W-YZB,WYZB0349,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.2 ,14.8 ,123.0 ,6.7 ,180 ,75 ,75 ,2715 ,7545 
350,W-YZB,WYZB0350,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.4 ,15.6 ,128.0 ,6.9 ,180 ,75 ,75 ,2490 ,7200 
351,W-YZB,WYZB0351,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.8 ,15.9 ,111.0 ,7.2 ,180 ,75 ,75 ,1920 ,7035 
352,W-YZB,WYZB0352,2008,WYZB01,11.6 ,17.0 ,7.4 ,2860.0 ,958.3 ,296.7 ,1045.4 ,2559.7 ,small_spike,Paddy soils,silty clay loam,16.2 ,14.6 ,108.0 ,6.3 ,180 ,75 ,75 ,3330 ,6405 
353,W-YZB,WYZB0353,2009,WYZB01,10.5 ,15.3 ,6.7 ,2579.7 ,875.2 ,500.7 ,1074.3 ,2612.8 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,17.3 ,15.1 ,108.0 ,7.2 ,180 ,90 ,60 ,2520 ,4575 
354,W-YZB,WYZB0354,2009,WYZB01,10.5 ,15.3 ,6.7 ,2579.7 ,875.2 ,500.7 ,1074.3 ,2612.8 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.5 ,18.1 ,121.0 ,7.6 ,180 ,90 ,60 ,2760 ,6060 
355,W-YZB,WYZB0355,2009,WYZB01,10.5 ,15.3 ,6.7 ,2579.7 ,875.2 ,500.7 ,1074.3 ,2612.8 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.3 ,15.8 ,131.0 ,8.1 ,180 ,90 ,60 ,3915 ,6390 
356,W-YZB,WYZB0356,2009,WYZB01,10.5 ,15.3 ,6.7 ,2579.7 ,875.2 ,500.7 ,1074.3 ,2612.8 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.5 ,16.2 ,119.0 ,8.1 ,180 ,90 ,60 ,3705 ,5535 
357,W-YZB,WYZB0357,2009,WYZB01,10.5 ,15.3 ,6.7 ,2579.7 ,875.2 ,500.7 ,1074.3 ,2612.8 ,small_spike,Paddy soils,silty clay loam,13.4 ,15.5 ,117.0 ,6.1 ,180 ,90 ,60 ,3555 ,5955 
358,W-YZB,WYZB0358,2006,WYZB01,10.7 ,16.2 ,6.2 ,2301.5 ,714.8 ,426.6 ,1255.5 ,2676.3 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,14.5 ,60.0 ,141.0 ,5.4 ,177 ,90 ,120 ,2069 ,5184 
359,W-YZB,WYZB0359,2006,WYZB01,10.4 ,16.0 ,6.0 ,2374.9 ,793.1 ,290.8 ,1339.1 ,2886.0 ,small_spike,Lime concretion fluvo-aquic soils,silty clay loam,15.7 ,12.6 ,133.0 ,5.5 ,180 ,90 ,120 ,3669 ,6938 
