Sort,Crop,NO,Year,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
304,ER-SC,ERSC0304,2010,late_maturity,27.9 ,32.1 ,25.1 ,2457.7 ,1577.7 ,969.3 ,407.0 ,1301.49,Paddy soils,,32.7 ,44.1 ,67.0 ,5.3 ,150 ,53 ,120 ,7689 
305,ER-SC,ERSC0305,2010,medium_maturity,26.7 ,30.7 ,24.0 ,2674.0 ,1674.0 ,912.8 ,413.0 ,1393.57,Paddy soils,,29.0 ,45.8 ,75.0 ,4.6 ,240 ,75 ,240 ,7203 
306,ER-SC,ERSC0306,2010,medium_maturity,26.7 ,30.7 ,23.9 ,2615.9 ,1635.9 ,912.2 ,401.9 ,1361.03,Paddy soils,,31.5 ,27.1 ,143.0 ,5.1 ,240 ,75 ,240 ,6738 
307,ER-SC,ERSC0307,2008,late_maturity,26.3 ,30.3 ,23.5 ,2336.7 ,1446.7 ,865.1 ,352.7 ,1219.74,Paddy soils,,41.3 ,25.7 ,61.0 ,6.7 ,150 ,60 ,120 ,7310 
308,ER-SC,ERSC0308,2008,late_maturity,26.3 ,30.3 ,23.5 ,2336.7 ,1446.7 ,865.1 ,352.7 ,1219.74,Paddy soils,,37.0 ,30.2 ,60.0 ,5.9 ,150 ,60 ,120 ,6579 
309,ER-SC,ERSC0309,2008,late_maturity,26.3 ,30.3 ,23.5 ,2336.7 ,1446.7 ,865.1 ,352.7 ,1219.74,Paddy soils,,28.1 ,7.7 ,44.0 ,5.2 ,195 ,75 ,150 ,7863 
310,ER-SC,ERSC0310,2008,late_maturity,26.3 ,30.3 ,23.5 ,2336.7 ,1446.7 ,865.1 ,352.7 ,1219.74,Paddy soils,,50.5 ,10.0 ,56.0 ,5.2 ,195 ,75 ,150 ,7664 
311,ER-SC,ERSC0311,2007,late_maturity,27.3 ,31.5 ,24.2 ,2345.1 ,1485.1 ,545.9 ,494.2 ,1431.48,Paddy soils,,45.2 ,22.6 ,117.0 ,5.5 ,195 ,75 ,150 ,6401 
312,ER-SC,ERSC0312,2007,late_maturity,27.3 ,31.5 ,24.2 ,2345.1 ,1485.1 ,545.9 ,494.2 ,1431.48,Paddy soils,,37.0 ,32.0 ,67.0 ,5.0 ,195 ,75 ,150 ,7175 
313,ER-SC,ERSC0313,2007,medium_maturity,27.3 ,31.5 ,24.2 ,2345.1 ,1485.1 ,545.9 ,494.2 ,1431.48,Paddy soils,,20.1 ,37.2 ,40.0 ,5.2 ,195 ,75 ,150 ,7301 
314,ER-SC,ERSC0314,2007,medium_maturity,27.3 ,31.5 ,24.2 ,2345.1 ,1485.1 ,545.9 ,494.2 ,1431.48,Paddy soils,,31.2 ,5.9 ,48.0 ,5.2 ,195 ,75 ,150 ,6776 
315,ER-SC,ERSC0315,2008,late_maturity,26.3 ,30.3 ,23.5 ,2336.7 ,1446.7 ,865.1 ,352.7 ,1219.74,Paddy soils,,36.6 ,31.8 ,47.0 ,5.0 ,240 ,120 ,270 ,7214 
316,ER-SC,ERSC0316,2007,late_maturity,27.3 ,31.5 ,24.2 ,2345.1 ,1485.1 ,545.9 ,494.2 ,1431.48,Paddy soils,,36.7 ,5.6 ,125.0 ,5.1 ,150 ,60 ,120 ,7226 
317,ER-SC,ERSC0317,2007,late_maturity,27.3 ,31.5 ,24.2 ,2345.1 ,1485.1 ,545.9 ,494.2 ,1431.48,Paddy soils,,27.0 ,16.6 ,29.0 ,5.2 ,150 ,60 ,120 ,6050 
318,ER-SC,ERSC0318,2008,late_maturity,26.3 ,30.3 ,23.5 ,2336.7 ,1446.7 ,865.1 ,352.7 ,1219.74,Paddy soils,,29.1 ,59.8 ,63.0 ,5.1 ,210 ,120 ,270 ,7580 
319,ER-SC,ERSC0319,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,39.1 ,63.6 ,105.0 ,5.4 ,195 ,75 ,150 ,7791 
320,ER-SC,ERSC0320,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,25.9 ,28.4 ,98.0 ,5.2 ,150 ,60 ,120 ,6797 
321,ER-SC,ERSC0321,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,18.9 ,31.2 ,61.0 ,5.5 ,120 ,45 ,90 ,4794 
322,ER-SC,ERSC0322,2010,late_maturity,25.6 ,29.6 ,22.9 ,2657.8 ,1617.8 ,1133.7 ,476.7 ,1524.42,Paddy soils,,35.3 ,20.8 ,153.7 ,5.3 ,195 ,60 ,150 ,7778 
323,ER-SC,ERSC0323,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,25.6 ,14.1 ,104.0 ,5.3 ,150 ,60 ,120 ,5927 
324,ER-SC,ERSC0324,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,17.5 ,14.1 ,60.0 ,5.7 ,120 ,45 ,90 ,5109 
325,ER-SC,ERSC0325,2008,late_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,19.8 ,36.1 ,56.0 ,5.0 ,120 ,45 ,90 ,6614 
326,ER-SC,ERSC0326,2008,late_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,29.6 ,65.3 ,74.0 ,4.9 ,150 ,60 ,120 ,6923 
327,ER-SC,ERSC0327,2008,medium_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,35.6 ,43.8 ,68.0 ,5.1 ,195 ,75 ,150 ,7751 
328,ER-SC,ERSC0328,2009,late_maturity,25.8 ,30.4 ,22.9 ,2840.3 ,1740.3 ,1044.0 ,587.6 ,1748.56,Paddy soils,,29.4 ,36.0 ,69.0 ,5.4 ,150 ,53 ,120 ,7133 
329,ER-SC,ERSC0329,2010,late_maturity,25.6 ,29.6 ,22.9 ,2657.8 ,1617.8 ,1133.7 ,476.7 ,1524.42,Paddy soils,,27.8 ,17.1 ,100.0 ,5.3 ,150 ,53 ,120 ,7062 
330,ER-SC,ERSC0330,2010,late_maturity,25.6 ,29.6 ,22.9 ,2657.8 ,1617.8 ,1133.7 ,476.7 ,1524.42,Paddy soils,,28.6 ,57.4 ,71.0 ,5.7 ,150 ,53 ,120 ,7085 
331,ER-SC,ERSC0331,2008,late_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,32.1 ,67.5 ,109.0 ,6.2 ,195 ,75 ,150 ,6680 
332,ER-SC,ERSC0332,2008,late_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,28.6 ,74.8 ,100.0 ,6.5 ,150 ,60 ,120 ,7160 
333,ER-SC,ERSC0333,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,44.7 ,20.2 ,112.0 ,5.4 ,195 ,75 ,150 ,7824 
334,ER-SC,ERSC0334,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,26.5 ,16.8 ,72.6 ,5.1 ,150 ,60 ,120 ,6453 
335,ER-SC,ERSC0335,2008,late_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,38.6 ,19.7 ,132.0 ,5.1 ,195 ,75 ,150 ,6267 
336,ER-SC,ERSC0336,2008,late_maturity,25.2 ,29.3 ,22.7 ,2519.7 ,1519.7 ,1060.0 ,397.4 ,1365.05,Paddy soils,,25.3 ,22.1 ,86.0 ,5.0 ,150 ,60 ,120 ,6525 
337,ER-SC,ERSC0337,2009,medium_maturity,25.8 ,30.4 ,22.9 ,2840.3 ,1740.3 ,1044.0 ,587.6 ,1748.56,Paddy soils,,40.5 ,16.8 ,107.0 ,5.1 ,195 ,60 ,150 ,7661 
338,ER-SC,ERSC0338,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,25.2 ,22.8 ,102.0 ,4.9 ,150 ,60 ,120 ,7088 
339,ER-SC,ERSC0339,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,25.3 ,68.0 ,38.1 ,5.2 ,120 ,45 ,90 ,5553 
340,ER-SC,ERSC0340,2010,late_maturity,25.6 ,29.6 ,22.9 ,2657.8 ,1617.8 ,1133.7 ,476.7 ,1524.42,Paddy soils,,24.0 ,31.1 ,65.0 ,5.1 ,150 ,53 ,120 ,7023 
341,ER-SC,ERSC0341,2006,late_maturity,26.0 ,30.4 ,23.0 ,2650.6 ,1630.6 ,1134.7 ,453.5 ,1473.94,Paddy soils,,29.3 ,20.0 ,38.0 ,6.5 ,150 ,53 ,108 ,7395 
342,ER-SC,ERSC0342,2007,late_maturity,25.5 ,30.1 ,22.5 ,2706.5 ,1646.9 ,453.9 ,634.5 ,1798.89,Paddy soils,,25.1 ,56.8 ,103.0 ,5.3 ,150 ,60 ,120 ,8576 
343,ER-SC,ERSC0343,2008,late_maturity,25.3 ,29.3 ,22.7 ,2532.4 ,1532.4 ,1444.8 ,264.2 ,1144.86,Paddy soils,,26.6 ,16.0 ,43.7 ,5.5 ,220 ,120 ,180 ,6500 
344,ER-SC,ERSC0344,2006,late_maturity,26.0 ,30.4 ,23.0 ,2650.6 ,1630.6 ,1134.7 ,453.5 ,1473.94,Paddy soils,,28.5 ,13.5 ,49.0 ,6.0 ,195 ,60 ,135 ,7380 
345,ER-SC,ERSC0345,2007,late_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,40.2 ,19.1 ,69.0 ,5.1 ,255 ,128 ,330 ,9138 
346,ER-SC,ERSC0346,2006,late_maturity,26.0 ,30.4 ,23.0 ,2650.6 ,1630.6 ,1134.7 ,453.5 ,1473.94,Paddy soils,,35.3 ,13.4 ,42.0 ,5.5 ,195 ,60 ,135 ,7530 
347,ER-SC,ERSC0347,2006,late_maturity,26.0 ,30.4 ,23.0 ,2650.6 ,1630.6 ,1134.7 ,453.5 ,1473.94,Paddy soils,,25.8 ,14.0 ,50.0 ,6.2 ,195 ,60 ,135 ,7635 
348,ER-SC,ERSC0348,2007,late_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,35.3 ,13.3 ,41.0 ,5.5 ,195 ,75 ,150 ,8625 
349,ER-SC,ERSC0349,2007,early_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,34.6 ,51.9 ,64.0 ,5.5 ,120 ,45 ,90 ,7220 
350,ER-SC,ERSC0350,2007,late_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,13.0 ,61.5 ,22.0 ,5.7 ,120 ,45 ,90 ,6558 
351,ER-SC,ERSC0351,2007,late_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,16.3 ,21.5 ,51.0 ,5.4 ,255 ,128 ,330 ,8808 
352,ER-SC,ERSC0352,2008,late_maturity,25.3 ,29.3 ,22.7 ,2532.4 ,1532.4 ,1444.8 ,264.2 ,1144.86,Paddy soils,,20.0 ,24.1 ,102.0 ,5.1 ,340 ,59 ,171 ,6284 
353,ER-SC,ERSC0353,2007,early_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,31.1 ,14.3 ,41.0 ,5.6 ,150 ,60 ,120 ,7517 
354,ER-SC,ERSC0354,2008,late_maturity,25.3 ,29.3 ,22.7 ,2532.4 ,1532.4 ,1444.8 ,264.2 ,1144.86,Paddy soils,,28.4 ,10.8 ,44.0 ,4.8 ,180 ,37 ,120 ,6245 
355,ER-SC,ERSC0355,2007,late_maturity,25.5 ,30.0 ,22.3 ,2705.7 ,1645.7 ,434.3 ,558.6 ,1673.21,Paddy soils,,39.7 ,9.5 ,71.0 ,7.0 ,150 ,60 ,120 ,7530 
356,ER-SC,ERSC0356,2008,late_maturity,25.3 ,29.3 ,22.7 ,2532.4 ,1532.4 ,1444.8 ,264.2 ,1144.86,Paddy soils,,47.7 ,11.9 ,84.0 ,6.9 ,152 ,60 ,120 ,7650 
357,ER-SC,ERSC0357,2009,late_maturity,27.4 ,31.8 ,24.5 ,2797.8 ,1777.8 ,1006.2 ,519.0 ,1584.75,Paddy soils,,40.3 ,31.4 ,56.0 ,5.7 ,150 ,60 ,120 ,6696 
358,ER-SC,ERSC0358,2009,late_maturity,27.2 ,31.6 ,24.3 ,2942.1 ,1862.1 ,1034.2 ,539.5 ,1659.08,Paddy soils,,33.7 ,13.4 ,39.0 ,5.5 ,150 ,60 ,120 ,7079 
359,ER-SC,ERSC0359,2009,medium_maturity,26.4 ,30.8 ,23.5 ,2909.3 ,1809.3 ,1079.9 ,492.4 ,1590.87,Paddy soils,,43.2 ,36.0 ,114.0 ,5.3 ,195 ,75 ,150 ,5673 
360,ER-SC,ERSC0360,2009,late_maturity,26.9 ,31.2 ,23.9 ,2901.7 ,1821.7 ,1042.9 ,512.6 ,1612.65,Paddy soils,,25.5 ,10.2 ,49.0 ,6.1 ,150 ,60 ,120 ,5333 
361,ER-SC,ERSC0361,2007,medium_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,39.9 ,13.8 ,65.2 ,5.7 ,165 ,63 ,126 ,4200 
362,ER-SC,ERSC0362,2008,medium_maturity,26.1 ,29.7 ,23.4 ,2221.0 ,1371.0 ,1062.2 ,311.9 ,1122.1,Paddy soils,,34.2 ,13.4 ,85.0 ,4.6 ,165 ,63 ,126 ,4740 
363,ER-SC,ERSC0363,2009,medium_maturity,25.9 ,29.5 ,23.5 ,2229.9 ,1369.9 ,1062.8 ,374.2 ,1226.78,Paddy soils,,32.4 ,10.0 ,56.0 ,4.6 ,120 ,45 ,90 ,6960 
364,ER-SC,ERSC0364,2007,late_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,36.8 ,29.2 ,114.1 ,6.9 ,198 ,75 ,144 ,4301 
365,ER-SC,ERSC0365,2007,late_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,40.2 ,20.5 ,68.0 ,6.8 ,198 ,75 ,144 ,5300 
366,ER-SC,ERSC0366,2008,late_maturity,26.1 ,29.7 ,23.4 ,2221.0 ,1371.0 ,1062.2 ,311.9 ,1122.1,Paddy soils,,32.5 ,30.3 ,82.0 ,5.3 ,192 ,75 ,150 ,5733 
367,ER-SC,ERSC0367,2007,late_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,45.8 ,11.2 ,61.5 ,6.7 ,153 ,60 ,120 ,6650 
368,ER-SC,ERSC0368,2008,late_maturity,26.1 ,29.7 ,23.4 ,2221.0 ,1371.0 ,1062.2 ,311.9 ,1122.1,Paddy soils,,23.8 ,44.4 ,33.0 ,5.0 ,153 ,60 ,120 ,5951 
369,ER-SC,ERSC0369,2008,late_maturity,26.1 ,29.7 ,23.4 ,2221.0 ,1371.0 ,1062.2 ,311.9 ,1122.1,Paddy soils,,40.6 ,22.4 ,45.2 ,5.4 ,240 ,120 ,270 ,6594 
370,ER-SC,ERSC0370,2007,late_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,45.8 ,25.9 ,150.5 ,6.9 ,153 ,60 ,120 ,4833 
371,ER-SC,ERSC0371,2007,late_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,48.8 ,21.6 ,34.9 ,7.0 ,153 ,60 ,120 ,5201 
372,ER-SC,ERSC0372,2008,medium_maturity,26.1 ,29.7 ,23.4 ,2221.0 ,1371.0 ,1062.2 ,311.9 ,1122.1,Paddy soils,,17.9 ,77.4 ,45.0 ,5.2 ,246 ,120 ,270 ,6810 
373,ER-SC,ERSC0373,2007,late_maturity,26.5 ,30.3 ,23.5 ,2434.1 ,1514.1 ,1183.5 ,531.8 ,1533.07,Paddy soils,,28.3 ,52.1 ,59.8 ,5.9 ,123 ,45 ,90 ,4818 
374,ER-SC,ERSC0374,2008,medium_maturity,26.1 ,29.7 ,23.4 ,2221.0 ,1371.0 ,1062.2 ,311.9 ,1122.1,Paddy soils,,35.2 ,18.4 ,125.0 ,5.5 ,243 ,120 ,270 ,5675 
375,ER-SC,ERSC0375,2009,medium_maturity,25.9 ,29.5 ,23.5 ,2229.9 ,1369.9 ,1062.8 ,374.2 ,1226.78,Paddy soils,,27.7 ,18.3 ,78.0 ,4.6 ,207 ,90 ,210 ,6186 
376,ER-SC,ERSC0376,2008,medium_maturity,25.3 ,30.0 ,22.4 ,2204.9 ,1334.9 ,1277.6 ,319.2 ,1152.7,Paddy soils,,34.1 ,37.5 ,74.0 ,5.9 ,150 ,60 ,120 ,8001 
377,ER-SC,ERSC0377,2008,medium_maturity,25.3 ,30.0 ,22.4 ,2204.9 ,1334.9 ,1277.6 ,319.2 ,1152.7,Paddy soils,,38.6 ,24.7 ,66.7 ,5.6 ,225 ,105 ,225 ,7650 
378,ER-SC,ERSC0378,2008,early_maturity,25.3 ,30.0 ,22.4 ,2204.9 ,1334.9 ,1277.6 ,319.2 ,1152.7,Paddy soils,,50.5 ,8.1 ,79.0 ,6.9 ,195 ,75 ,120 ,6651 
379,ER-SC,ERSC0379,2008,medium_maturity,25.3 ,30.0 ,22.4 ,2204.9 ,1334.9 ,1277.6 ,319.2 ,1152.7,Paddy soils,,47.5 ,6.3 ,61.0 ,6.7 ,150 ,60 ,120 ,5217 
380,ER-SC,ERSC0380,2007,medium_maturity,25.9 ,30.9 ,22.4 ,2171.8 ,1331.8 ,742.5 ,399.4 ,1263.58,Paddy soils,,37.7 ,18.7 ,97.0 ,6.4 ,150 ,60 ,120 ,7481 
381,ER-SC,ERSC0381,2008,late_maturity,24.8 ,29.5 ,21.8 ,2159.7 ,1289.7 ,910.9 ,321.1 ,1155.89,Paddy soils,,27.4 ,10.2 ,70.0 ,6.5 ,225 ,105 ,225 ,9641 
382,ER-SC,ERSC0382,2008,medium_maturity,24.8 ,29.5 ,21.8 ,2159.7 ,1289.7 ,910.9 ,321.1 ,1155.89,Paddy soils,,34.4 ,15.3 ,113.0 ,6.5 ,195 ,75 ,150 ,7725 
383,ER-SC,ERSC0383,2008,medium_maturity,24.8 ,29.5 ,21.8 ,2159.7 ,1289.7 ,910.9 ,321.1 ,1155.89,Paddy soils,,28.0 ,37.2 ,81.0 ,6.7 ,150 ,60 ,120 ,6936 
384,ER-SC,ERSC0384,2006,medium_maturity,25.2 ,29.7 ,22.0 ,2165.8 ,1305.8 ,1076.8 ,361.2 ,1215.04,Paddy soils,,35.6 ,11.4 ,61.0 ,5.7 ,180 ,60 ,135 ,5355 
385,ER-SC,ERSC0385,2007,medium_maturity,25.9 ,31.0 ,22.5 ,2152.9 ,1322.9 ,742.5 ,396.3 ,1251.86,Paddy soils,,20.8 ,11.4 ,62.0 ,6.0 ,150 ,60 ,120 ,5993 
386,ER-SC,ERSC0386,2007,late_maturity,25.9 ,31.0 ,22.5 ,2152.9 ,1322.9 ,742.5 ,396.3 ,1251.86,Paddy soils,,32.9 ,11.4 ,67.0 ,5.8 ,165 ,60 ,135 ,7095 
387,ER-SC,ERSC0387,2007,early_maturity,25.9 ,31.0 ,22.5 ,2152.9 ,1322.9 ,742.5 ,396.3 ,1251.86,Paddy soils,,50.3 ,22.0 ,135.0 ,5.9 ,150 ,60 ,120 ,7217 
388,ER-SC,ERSC0388,2007,early_maturity,25.9 ,31.0 ,22.5 ,2152.9 ,1322.9 ,742.5 ,396.3 ,1251.86,Paddy soils,,48.5 ,27.5 ,116.0 ,6.0 ,120 ,45 ,90 ,7242 
389,ER-SC,ERSC0389,2006,medium_maturity,25.2 ,29.7 ,22.0 ,2165.8 ,1305.8 ,1076.8 ,361.2 ,1215.04,Paddy soils,,37.8 ,6.8 ,66.0 ,5.8 ,180 ,60 ,135 ,6908 
390,ER-SC,ERSC0390,2008,late_maturity,24.8 ,29.5 ,21.8 ,2159.7 ,1289.7 ,910.9 ,321.1 ,1155.89,Paddy soils,,59.5 ,9.0 ,43.6 ,6.8 ,120 ,45 ,90 ,9200 
391,ER-SC,ERSC0391,2009,late_maturity,23.8 ,28.7 ,20.5 ,2379.2 ,1379.2 ,667.0 ,501.9 ,1544.6,Paddy soils,,54.5 ,22.8 ,62.8 ,5.3 ,195 ,60 ,150 ,8982 
392,ER-SC,ERSC0392,2009,late_maturity,23.8 ,28.7 ,20.5 ,2379.2 ,1379.2 ,667.0 ,501.9 ,1544.6,Paddy soils,,38.5 ,28.2 ,23.2 ,5.5 ,131 ,72 ,158 ,7838 
393,ER-SC,ERSC0393,2008,medium_maturity,24.9 ,29.5 ,22.0 ,2443.3 ,1463.3 ,1277.4 ,323.9 ,1237.24,Paddy soils,,53.4 ,26.7 ,151.0 ,5.2 ,150 ,60 ,120 ,8207 
394,ER-SC,ERSC0394,2009,medium_maturity,25.5 ,30.3 ,22.3 ,2113.4 ,1283.4 ,1011.7 ,319.7 ,1125.18,Paddy soils,,33.2 ,13.8 ,50.0 ,4.6 ,120 ,45 ,90 ,7050 
395,ER-SC,ERSC0395,2010,medium_maturity,26.1 ,30.3 ,23.0 ,2321.1 ,1431.1 ,753.1 ,271.1 ,1087.38,Paddy soils,,22.5 ,2.5 ,60.0 ,6.5 ,195 ,75 ,150 ,8319 
396,ER-SC,ERSC0396,2008,medium_maturity,26.1 ,30.8 ,23.0 ,2346.8 ,1446.8 ,741.3 ,341.2 ,1210.44,Paddy soils,,14.2 ,13.0 ,46.0 ,5.5 ,150 ,60 ,120 ,6404 
397,ER-SC,ERSC0397,2008,medium_maturity,25.9 ,30.7 ,22.8 ,2386.4 ,1466.4 ,761.0 ,349.6 ,1238.26,Paddy soils,,32.4 ,5.0 ,25.0 ,6.1 ,150 ,60 ,120 ,6402 
398,ER-SC,ERSC0398,2008,medium_maturity,25.7 ,30.4 ,22.6 ,2283.5 ,1393.5 ,762.3 ,316.1 ,1161.62,Paddy soils,,11.7 ,5.0 ,27.0 ,5.7 ,195 ,75 ,150 ,8072 
399,ER-SC,ERSC0399,2009,medium_maturity,26.5 ,31.4 ,23.1 ,2203.4 ,1373.4 ,465.7 ,364.7 ,1199.27,Paddy soils,,14.4 ,30.6 ,35.0 ,4.4 ,195 ,150 ,300 ,8201 
400,ER-SC,ERSC0400,2008,late_maturity,26.3 ,31.1 ,23.3 ,2396.2 ,1486.2 ,956.2 ,428.1 ,1359.68,Paddy soils,,25.6 ,37.4 ,66.0 ,5.4 ,150 ,60 ,120 ,6851 
401,ER-SC,ERSC0401,2009,late_maturity,26.9 ,31.5 ,23.5 ,2767.5 ,1737.5 ,685.6 ,511.5 ,1581.51,Paddy soils,,41.9 ,38.8 ,46.0 ,7.1 ,195 ,75 ,150 ,8034 
402,ER-SC,ERSC0402,2009,medium_maturity,26.9 ,31.7 ,23.6 ,2937.1 ,1847.1 ,719.9 ,546.7 ,1680.6,Paddy soils,,31.3 ,29.5 ,23.0 ,6.4 ,195 ,75 ,150 ,7065 
403,ER-SC,ERSC0403,2008,late_maturity,25.8 ,30.4 ,22.7 ,2370.2 ,1450.2 ,937.4 ,402.2 ,1324.47,Paddy soils,,43.6 ,9.1 ,66.0 ,5.4 ,195 ,75 ,150 ,7440 
404,ER-SC,ERSC0404,2009,medium_maturity,26.4 ,31.0 ,23.0 ,2582.7 ,1602.7 ,670.0 ,478.0 ,1491.61,Paddy soils,,43.3 ,9.1 ,82.0 ,5.7 ,210 ,90 ,210 ,8705 
405,ER-SC,ERSC0405,2008,medium_maturity,25.7 ,30.5 ,22.6 ,2571.7 ,1571.7 ,1014.8 ,443.8 ,1449.18,Paddy soils,,36.6 ,41.5 ,36.0 ,5.2 ,150 ,60 ,120 ,6803 
406,ER-SC,ERSC0406,2009,late_maturity,26.4 ,31.0 ,23.0 ,2425.7 ,1505.7 ,662.2 ,438.3 ,1383.88,Paddy soils,,45.1 ,27.7 ,59.0 ,5.9 ,225 ,105 ,225 ,8091 
407,ER-SC,ERSC0407,2010,medium_maturity,26.6 ,30.7 ,23.7 ,2660.6 ,1660.6 ,817.0 ,399.5 ,1375.87,Paddy soils,,25.6 ,29.5 ,99.6 ,5.7 ,195 ,75 ,150 ,7532 
408,ER-SC,ERSC0408,2006,late_maturity,26.8 ,31.4 ,23.8 ,2678.4 ,1678.4 ,908.9 ,459.8 ,1475.44,Paddy soils,,18.0 ,34.7 ,165.6 ,5.8 ,120 ,45 ,90 ,6023 
409,ER-SC,ERSC0409,2009,medium_maturity,27.1 ,31.8 ,23.8 ,2656.3 ,1676.3 ,638.5 ,492.1 ,1514.72,Paddy soils,,15.7 ,14.6 ,45.3 ,5.5 ,120 ,45 ,90 ,8316 
410,ER-SC,ERSC0410,2006,late_maturity,26.8 ,31.4 ,23.8 ,2678.4 ,1678.4 ,908.9 ,459.8 ,1475.44,Paddy soils,,21.2 ,28.7 ,92.3 ,5.3 ,150 ,60 ,120 ,8954 
411,ER-SC,ERSC0411,2010,medium_maturity,26.6 ,30.7 ,23.7 ,2660.6 ,1660.6 ,817.0 ,399.5 ,1375.87,Paddy soils,,18.5 ,17.4 ,47.1 ,5.2 ,150 ,60 ,120 ,7704 
412,ER-SC,ERSC0412,2006,late_maturity,26.8 ,31.4 ,23.8 ,2678.4 ,1678.4 ,908.9 ,459.8 ,1475.44,Paddy soils,,12.0 ,33.2 ,94.0 ,4.5 ,225 ,105 ,225 ,7416 
413,ER-SC,ERSC0413,2010,late_maturity,26.6 ,30.7 ,23.7 ,2660.6 ,1660.6 ,817.0 ,399.5 ,1375.87,Paddy soils,,22.3 ,17.5 ,33.6 ,5.6 ,240 ,120 ,270 ,9354 
414,ER-SC,ERSC0414,2008,late_maturity,26.6 ,31.2 ,23.5 ,2657.4 ,1657.4 ,900.7 ,457.2 ,1471.21,Paddy soils,,12.1 ,17.5 ,38.5 ,5.2 ,195 ,75 ,150 ,7875 
415,ER-SC,ERSC0415,2009,late_maturity,26.6 ,31.8 ,23.5 ,2768.6 ,1728.6 ,900.9 ,594.5 ,1723.59,Paddy soils,,21.5 ,34.5 ,40.0 ,5.6 ,225 ,105 ,225 ,7845 
416,ER-SC,ERSC0416,2010,late_maturity,25.9 ,30.4 ,22.6 ,2794.4 ,1714.4 ,916.0 ,531.8 ,1638.5,Paddy soils,,26.6 ,45.2 ,58.0 ,5.9 ,210 ,60 ,180 ,6990 
417,ER-SC,ERSC0417,2008,late_maturity,25.8 ,30.6 ,22.9 ,2607.0 ,1597.0 ,906.0 ,448.1 ,1460.94,Paddy soils,,26.3 ,45.2 ,58.0 ,5.9 ,124 ,67 ,90 ,5895 
