Sort,Crop,NO,Year,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
950,ER-SC,ERSC0950,2009,medium_maturity,26.9 ,31.4 ,23.3 ,2283.4 ,1433.4 ,364.6 ,525.4 ,1476.31,Paddy soils,,28.7 ,14.2 ,58.0 ,4.8 ,180 ,54 ,135 ,6930 
951,ER-SC,ERSC0951,2008,medium_maturity,25.9 ,30.3 ,22.5 ,2121.2 ,1301.2 ,572.7 ,447.4 ,1326.6,Paddy soils,,38.6 ,6.4 ,97.0 ,5.4 ,180 ,60 ,135 ,7688 
952,ER-SC,ERSC0952,2009,medium_maturity,26.9 ,31.4 ,23.3 ,2283.4 ,1433.4 ,364.6 ,525.4 ,1476.31,Paddy soils,,49.6 ,12.0 ,136.0 ,5.4 ,180 ,54 ,135 ,5490 
953,ER-SC,ERSC0953,2007,medium_maturity,25.0 ,29.9 ,21.6 ,1927.3 ,1157.3 ,586.7 ,330.3 ,1098.5,Paddy soils,,36.4 ,17.5 ,59.0 ,4.9 ,150 ,57 ,117 ,6105 
954,ER-SC,ERSC0954,2007,medium_maturity,25.0 ,29.9 ,21.6 ,1927.3 ,1157.3 ,586.7 ,330.3 ,1098.5,Paddy soils,,17.6 ,28.9 ,106.0 ,5.2 ,150 ,75 ,120 ,5835 
955,ER-SC,ERSC0955,2007,early_maturity,25.0 ,29.9 ,21.6 ,1927.3 ,1157.3 ,586.7 ,330.3 ,1098.5,Paddy soils,,41.4 ,24.2 ,100.0 ,5.1 ,150 ,60 ,120 ,5925 
956,ER-SC,ERSC0956,2009,medium_maturity,24.9 ,30.3 ,21.1 ,1993.6 ,1193.6 ,405.7 ,420.2 ,1267.72,Paddy soils,,38.0 ,25.4 ,68.0 ,5.3 ,150 ,60 ,120 ,6444 
957,ER-SC,ERSC0957,2007,medium_maturity,25.0 ,29.9 ,21.6 ,1927.3 ,1157.3 ,586.7 ,330.3 ,1098.5,Paddy soils,,32.7 ,27.7 ,95.0 ,5.2 ,150 ,75 ,120 ,5985 
958,ER-SC,ERSC0958,2005,late_maturity,26.0 ,30.0 ,22.8 ,1742.3 ,1072.3 ,580.6 ,354.7 ,1068.18,Paddy soils,,29.3 ,9.6 ,38.0 ,4.8 ,138 ,54 ,120 ,6210 
959,ER-SC,ERSC0959,2006,medium_maturity,24.9 ,29.0 ,21.8 ,1893.5 ,1133.5 ,533.4 ,416.9 ,1232.63,Paddy soils,,41.4 ,6.0 ,148.0 ,4.7 ,138 ,138 ,120 ,6300 
960,ER-SC,ERSC0960,2007,medium_maturity,26.1 ,30.8 ,22.6 ,1958.2 ,1208.2 ,648.8 ,420.9 ,1232.99,Paddy soils,,31.9 ,4.3 ,71.0 ,4.9 ,135 ,45 ,102 ,7425 
961,ER-SC,ERSC0961,2008,medium_maturity,25.2 ,29.7 ,21.5 ,2065.4 ,1245.4 ,531.5 ,479.5 ,1377.99,Paddy soils,,22.2 ,9.4 ,79.0 ,4.8 ,128 ,38 ,105 ,6908 
962,ER-SC,ERSC0962,2005,medium_maturity,26.0 ,30.0 ,22.8 ,1742.3 ,1072.3 ,580.6 ,354.7 ,1068.18,Paddy soils,,34.2 ,21.7 ,33.0 ,5.0 ,138 ,60 ,120 ,5850 
963,ER-SC,ERSC0963,2006,late_maturity,24.9 ,29.0 ,21.8 ,1893.5 ,1133.5 ,533.4 ,416.9 ,1232.63,Paddy soils,,42.5 ,26.1 ,261.0 ,5.0 ,138 ,90 ,135 ,6270 
964,ER-SC,ERSC0964,2005,late_maturity,26.0 ,30.0 ,22.8 ,1742.3 ,1072.3 ,580.6 ,354.7 ,1068.18,Paddy soils,,21.7 ,33.3 ,119.0 ,5.0 ,138 ,54 ,128 ,4875 
965,ER-SC,ERSC0965,2005,late_maturity,26.0 ,30.0 ,22.8 ,1742.3 ,1072.3 ,580.6 ,354.7 ,1068.18,Paddy soils,,23.1 ,21.6 ,37.0 ,5.1 ,138 ,45 ,120 ,5250 
966,ER-SC,ERSC0966,2005,late_maturity,26.0 ,30.0 ,22.8 ,1742.3 ,1072.3 ,580.6 ,354.7 ,1068.18,Paddy soils,,19.3 ,9.5 ,35.0 ,4.6 ,138 ,45 ,123 ,5250 
967,ER-SC,ERSC0967,2007,late_maturity,26.1 ,30.8 ,22.6 ,1958.2 ,1208.2 ,648.8 ,420.9 ,1232.99,Paddy soils,,32.0 ,7.1 ,81.0 ,4.7 ,120 ,45 ,96 ,6668 
968,ER-SC,ERSC0968,2007,medium_maturity,26.1 ,30.8 ,22.7 ,2010.2 ,1240.2 ,357.1 ,428.8 ,1259.67,Paddy soils,,29.8 ,15.4 ,93.0 ,6.0 ,135 ,63 ,113 ,6675 
969,ER-SC,ERSC0969,2007,medium_maturity,26.1 ,30.8 ,22.7 ,2010.2 ,1240.2 ,357.1 ,428.8 ,1259.67,Paddy soils,,31.7 ,16.1 ,91.0 ,5.7 ,149 ,64 ,105 ,6750 
970,ER-SC,ERSC0970,2009,medium_maturity,25.9 ,30.6 ,22.3 ,2073.4 ,1273.4 ,398.7 ,461.5 ,1335.56,Paddy soils,,33.1 ,9.0 ,89.0 ,4.8 ,134 ,60 ,99 ,7800 
971,ER-SC,ERSC0971,2008,medium_maturity,26.2 ,30.7 ,22.8 ,2308.1 ,1428.1 ,708.5 ,523.5 ,1494.07,Paddy soils,,39.8 ,23.8 ,102.0 ,4.6 ,138 ,54 ,135 ,6500 
972,ER-SC,ERSC0972,2008,medium_maturity,26.2 ,30.7 ,22.8 ,2308.1 ,1428.1 ,708.5 ,523.5 ,1494.07,Paddy soils,,48.7 ,16.5 ,120.0 ,5.3 ,138 ,54 ,135 ,8025 
973,ER-SC,ERSC0973,2008,medium_maturity,26.2 ,30.7 ,22.8 ,2308.1 ,1428.1 ,708.5 ,523.5 ,1494.07,Paddy soils,,36.6 ,19.5 ,70.0 ,5.6 ,138 ,54 ,135 ,6545 
974,ER-SC,ERSC0974,2008,medium_maturity,26.2 ,30.7 ,22.8 ,2308.1 ,1428.1 ,708.5 ,523.5 ,1494.07,Paddy soils,,36.6 ,19.5 ,70.0 ,5.6 ,138 ,54 ,135 ,7685 
975,ER-SC,ERSC0975,2008,medium_maturity,26.2 ,30.7 ,22.8 ,2308.1 ,1428.1 ,708.5 ,523.5 ,1494.07,Paddy soils,,48.0 ,16.0 ,190.0 ,5.6 ,138 ,54 ,135 ,6645 
976,ER-SC,ERSC0976,2008,medium_maturity,26.2 ,30.7 ,22.8 ,2308.1 ,1428.1 ,708.5 ,523.5 ,1494.07,Paddy soils,,48.0 ,16.0 ,190.0 ,5.6 ,138 ,54 ,135 ,7304 
977,ER-SC,ERSC0977,2009,medium_maturity,26.4 ,31.0 ,22.7 ,2426.5 ,1506.5 ,466.7 ,575.9 ,1597.66,Paddy soils,,48.7 ,16.5 ,121.0 ,5.3 ,145 ,74 ,113 ,7337 
978,ER-SC,ERSC0978,2009,medium_maturity,26.8 ,31.4 ,23.1 ,2305.7 ,1445.7 ,421.3 ,534.5 ,1489.69,Paddy soils,,36.6 ,19.5 ,70.0 ,5.6 ,138 ,72 ,135 ,7385 
979,ER-SC,ERSC0979,2009,late_maturity,26.6 ,31.1 ,22.9 ,2310.8 ,1440.8 ,422.5 ,540.9 ,1506.69,Paddy soils,,48.0 ,16.0 ,190.0 ,5.6 ,152 ,77 ,117 ,7454 
980,ER-SC,ERSC0980,2010,medium_maturity,25.8 ,30.4 ,22.3 ,2374.9 ,1454.9 ,962.8 ,443.1 ,1382.81,Paddy soils,,39.5 ,8.7 ,171.0 ,4.7 ,152 ,71 ,118 ,7283 
981,ER-SC,ERSC0981,2010,medium_maturity,25.8 ,30.4 ,22.3 ,2374.9 ,1454.9 ,962.8 ,443.1 ,1382.81,Paddy soils,,38.9 ,9.5 ,44.0 ,5.0 ,152 ,70 ,117 ,7358 
982,ER-SC,ERSC0982,2009,early_maturity,25.8 ,30.5 ,22.1 ,2220.7 ,1360.7 ,608.5 ,436.5 ,1336.3,Paddy soils,,28.7 ,27.0 ,145.0 ,5.3 ,180 ,81 ,150 ,7110 
983,ER-SC,ERSC0983,2010,medium_maturity,25.7 ,30.1 ,22.3 ,2362.3 ,1442.3 ,877.0 ,354.7 ,1246.76,Paddy soils,,25.2 ,21.7 ,120.0 ,6.0 ,180 ,81 ,150 ,10334 
984,ER-SC,ERSC0984,2009,early_maturity,25.8 ,30.5 ,22.1 ,2220.7 ,1360.7 ,608.5 ,436.5 ,1336.3,Paddy soils,,43.2 ,44.2 ,270.0 ,5.1 ,180 ,81 ,150 ,7365 
985,ER-SC,ERSC0985,2009,medium_maturity,25.8 ,30.5 ,22.1 ,2220.7 ,1360.7 ,608.5 ,436.5 ,1336.3,Paddy soils,,38.0 ,25.9 ,164.0 ,4.8 ,180 ,81 ,150 ,9570 
986,ER-SC,ERSC0986,2010,medium_maturity,25.7 ,30.1 ,22.3 ,2362.3 ,1442.3 ,877.0 ,354.7 ,1246.76,Paddy soils,,26.2 ,44.1 ,143.0 ,5.9 ,177 ,86 ,212 ,7841 
987,ER-SC,ERSC0987,2009,medium_maturity,26.3 ,31.3 ,22.6 ,2027.6 ,1257.6 ,561.6 ,469.6 ,1328.82,Paddy soils,,27.9 ,28.9 ,128.0 ,4.9 ,159 ,69 ,129 ,7058 
988,ER-SC,ERSC0988,2009,early_maturity,26.3 ,31.2 ,22.6 ,1996.5 ,1236.5 ,561.6 ,457.4 ,1301.63,Paddy soils,,39.8 ,31.9 ,172.0 ,4.9 ,152 ,72 ,126 ,6450 
989,ER-SC,ERSC0989,2008,medium_maturity,25.7 ,30.4 ,22.2 ,2108.1 ,1288.1 ,508.6 ,450.6 ,1332.64,Paddy soils,,22.1 ,24.0 ,100.0 ,6.3 ,145 ,63 ,117 ,6795 
990,ER-SC,ERSC0990,2010,early_maturity,25.5 ,29.6 ,22.4 ,1962.3 ,1192.3 ,891.3 ,288.4 ,1031.76,Paddy soils,,32.5 ,34.8 ,137.0 ,4.8 ,145 ,63 ,117 ,7440 
991,ER-SC,ERSC0991,2005,medium_maturity,26.0 ,30.2 ,22.9 ,1872.5 ,1152.5 ,515.6 ,400.2 ,1176.08,Paddy soils,,13.9 ,33.1 ,45.0 ,4.9 ,165 ,66 ,150 ,5790 
992,ER-SC,ERSC0992,2007,medium_maturity,26.2 ,30.8 ,22.8 ,1883.9 ,1163.9 ,391.3 ,362.8 ,1115.39,Paddy soils,,42.2 ,22.7 ,93.0 ,5.2 ,150 ,60 ,105 ,8310 
993,ER-SC,ERSC0993,2010,medium_maturity,24.8 ,28.8 ,21.8 ,1812.3 ,1082.3 ,1095.9 ,291.2 ,1006.79,Paddy soils,,30.5 ,15.2 ,182.0 ,5.1 ,148 ,79 ,124 ,7053 
994,ER-SC,ERSC0994,2005,medium_maturity,26.0 ,30.2 ,22.9 ,1872.5 ,1152.5 ,515.6 ,400.2 ,1176.08,Paddy soils,,38.8 ,16.2 ,143.0 ,5.1 ,150 ,75 ,135 ,7920 
995,ER-SC,ERSC0995,2006,medium_maturity,25.1 ,29.3 ,22.1 ,1810.3 ,1090.3 ,781.0 ,386.5 ,1153.98,Paddy soils,,38.8 ,16.2 ,143.0 ,5.1 ,180 ,60 ,150 ,8220 
996,ER-SC,ERSC0996,2006,medium_maturity,25.1 ,29.3 ,22.1 ,1810.3 ,1090.3 ,781.0 ,386.5 ,1153.98,Paddy soils,,12.7 ,41.7 ,85.0 ,4.6 ,165 ,60 ,135 ,7005 
997,ER-SC,ERSC0997,2007,medium_maturity,26.2 ,30.8 ,22.8 ,1883.9 ,1163.9 ,391.3 ,362.8 ,1115.39,Paddy soils,,13.4 ,42.5 ,87.0 ,4.7 ,150 ,60 ,135 ,7380 
998,ER-SC,ERSC0998,2006,medium_maturity,25.1 ,29.3 ,22.1 ,1810.3 ,1090.3 ,781.0 ,386.5 ,1153.98,Paddy soils,,15.6 ,52.0 ,45.0 ,5.5 ,165 ,60 ,135 ,8505 
999,ER-SC,ERSC0999,2007,medium_maturity,26.2 ,30.8 ,22.8 ,1883.9 ,1163.9 ,391.3 ,362.8 ,1115.39,Paddy soils,,12.7 ,25.9 ,56.0 ,5.2 ,165 ,60 ,135 ,7545 
1000,ER-SC,ERSC1000,2005,medium_maturity,26.0 ,30.2 ,22.9 ,1872.5 ,1152.5 ,515.6 ,400.2 ,1176.08,Paddy soils,,39.2 ,16.9 ,106.0 ,5.1 ,150 ,75 ,150 ,6825 
1001,ER-SC,ERSC1001,2006,medium_maturity,25.1 ,29.3 ,22.1 ,1810.3 ,1090.3 ,781.0 ,386.5 ,1153.98,Paddy soils,,39.2 ,16.9 ,106.0 ,5.1 ,195 ,98 ,195 ,7920 
1002,ER-SC,ERSC1002,2007,medium_maturity,26.2 ,30.8 ,22.8 ,1883.9 ,1163.9 ,391.3 ,362.8 ,1115.39,Paddy soils,,27.4 ,15.8 ,39.0 ,5.2 ,165 ,60 ,132 ,8535 
1003,ER-SC,ERSC1003,2009,medium_maturity,25.6 ,30.3 ,21.8 ,1896.7 ,1156.7 ,423.3 ,442.7 ,1261.44,Paddy soils,,30.2 ,13.5 ,112.0 ,5.2 ,150 ,68 ,117 ,6840 
1004,ER-SC,ERSC1004,2008,medium_maturity,25.6 ,30.2 ,22.1 ,1943.8 ,1183.8 ,565.6 ,421.8 ,1242.36,Paddy soils,,23.9 ,14.3 ,75.0 ,5.2 ,138 ,66 ,105 ,6405 
1005,ER-SC,ERSC1005,2009,medium_maturity,25.6 ,30.3 ,21.8 ,1896.7 ,1156.7 ,423.3 ,442.7 ,1261.44,Paddy soils,,30.2 ,13.5 ,112.0 ,5.2 ,150 ,68 ,135 ,7020 
1006,ER-SC,ERSC1006,2009,medium_maturity,25.6 ,30.3 ,21.8 ,1896.7 ,1156.7 ,423.3 ,442.7 ,1261.44,Paddy soils,,30.2 ,13.5 ,112.0 ,5.2 ,150 ,68 ,117 ,6885 
1007,ER-SC,ERSC1007,2009,medium_maturity,25.6 ,30.3 ,21.8 ,1896.7 ,1156.7 ,423.3 ,442.7 ,1261.44,Paddy soils,,30.2 ,13.5 ,112.0 ,5.2 ,150 ,68 ,117 ,6915 
1008,ER-SC,ERSC1008,2008,medium_maturity,25.6 ,30.2 ,22.1 ,1943.8 ,1183.8 ,565.6 ,421.8 ,1242.36,Paddy soils,,24.5 ,10.5 ,92.0 ,5.0 ,138 ,66 ,105 ,6750 
1009,ER-SC,ERSC1009,2007,medium_maturity,25.8 ,30.7 ,22.2 ,1832.5 ,1122.5 ,353.3 ,345.9 ,1080.99,Paddy soils,,36.5 ,32.0 ,135.0 ,5.0 ,138 ,66 ,105 ,6000 
1010,ER-SC,ERSC1010,2009,medium_maturity,25.6 ,30.3 ,21.8 ,1896.7 ,1156.7 ,423.3 ,442.7 ,1261.44,Paddy soils,,32.0 ,14.1 ,48.0 ,4.6 ,165 ,75 ,150 ,5400 
1011,ER-SC,ERSC1011,2007,medium_maturity,26.5 ,31.1 ,22.9 ,2200.6 ,1370.6 ,346.1 ,363.3 ,1195.82,Paddy soils,,23.7 ,15.2 ,95.0 ,7.5 ,122 ,57 ,90 ,4320 
1012,ER-SC,ERSC1012,2010,late_maturity,23.7 ,28.5 ,20.2 ,2088.0 ,1208.0 ,660.5 ,375.8 ,1251.7,Paddy soils,,30.0 ,27.0 ,111.0 ,5.3 ,141 ,60 ,98 ,7050 
1013,ER-SC,ERSC1013,2005,medium_maturity,25.3 ,30.1 ,21.6 ,2050.6 ,1240.6 ,447.4 ,366.8 ,1187.31,Paddy soils,,15.0 ,16.5 ,189.0 ,6.1 ,129 ,48 ,77 ,7239 
1014,ER-SC,ERSC1014,2005,medium_maturity,25.3 ,30.1 ,21.6 ,2050.6 ,1240.6 ,447.4 ,366.8 ,1187.31,Paddy soils,,26.0 ,6.6 ,59.0 ,4.8 ,149 ,57 ,86 ,8765 
1015,ER-SC,ERSC1015,2008,medium_maturity,25.0 ,31.5 ,20.4 ,2201.7 ,1321.7 ,461.0 ,572.6 ,1573.4,Paddy soils,,25.0 ,7.1 ,35.0 ,5.9 ,159 ,72 ,144 ,7947 
1016,ER-SC,ERSC1016,2009,medium_maturity,24.7 ,31.4 ,20.2 ,2151.1 ,1281.1 ,367.9 ,557.8 ,1541.46,Paddy soils,,14.5 ,4.1 ,47.0 ,5.9 ,162 ,72 ,144 ,7742 
1017,ER-SC,ERSC1017,2007,medium_maturity,25.5 ,29.5 ,22.4 ,2140.0 ,1300.0 ,381.4 ,474.7 ,1383.52,Paddy soils,,18.3 ,2.3 ,65.0 ,6.4 ,135 ,62 ,75 ,6555 
1018,ER-SC,ERSC1018,2005,medium_maturity,26.0 ,29.4 ,23.1 ,2104.6 ,1294.6 ,456.3 ,497.9 ,1400.86,Paddy soils,,21.4 ,7.9 ,67.0 ,5.4 ,173 ,54 ,135 ,7125 
1019,ER-SC,ERSC1019,2006,medium_maturity,25.6 ,28.8 ,22.9 ,2200.6 ,1340.6 ,551.4 ,505.4 ,1449.3,Paddy soils,,22.3 ,16.4 ,86.0 ,5.2 ,173 ,54 ,135 ,7590 
1020,ER-SC,ERSC1020,2005,medium_maturity,26.0 ,29.4 ,23.1 ,2104.6 ,1294.6 ,456.3 ,497.9 ,1400.86,Paddy soils,,19.0 ,13.9 ,74.0 ,5.2 ,173 ,54 ,135 ,6675 
1021,ER-SC,ERSC1021,2006,medium_maturity,25.6 ,28.8 ,22.9 ,2200.6 ,1340.6 ,551.4 ,505.4 ,1449.3,Paddy soils,,21.6 ,16.8 ,81.0 ,5.3 ,173 ,54 ,135 ,7065 
1022,ER-SC,ERSC1022,2006,medium_maturity,25.6 ,28.8 ,22.9 ,2200.6 ,1340.6 ,551.4 ,505.4 ,1449.3,Paddy soils,,21.3 ,14.5 ,69.0 ,5.0 ,173 ,54 ,135 ,7560 
1023,ER-SC,ERSC1023,2005,medium_maturity,26.0 ,29.4 ,23.1 ,2104.6 ,1294.6 ,456.3 ,497.9 ,1400.86,Paddy soils,,14.3 ,5.7 ,44.0 ,5.2 ,173 ,54 ,135 ,7125 
1024,ER-SC,ERSC1024,2005,medium_maturity,26.0 ,29.4 ,23.1 ,2104.6 ,1294.6 ,456.3 ,497.9 ,1400.86,Paddy soils,,15.6 ,19.4 ,115.0 ,4.9 ,173 ,54 ,135 ,7545 
1025,ER-SC,ERSC1025,2006,medium_maturity,25.6 ,28.8 ,22.9 ,2200.6 ,1340.6 ,551.4 ,505.4 ,1449.3,Paddy soils,,19.5 ,18.7 ,94.0 ,5.1 ,173 ,54 ,135 ,7875 
1026,ER-SC,ERSC1026,2008,medium_maturity,25.2 ,30.3 ,21.3 ,2194.9 ,1324.9 ,729.4 ,554.8 ,1534.54,Paddy soils,,31.7 ,11.6 ,92.0 ,4.9 ,139 ,64 ,100 ,6437 
1027,ER-SC,ERSC1027,2010,medium_maturity,24.8 ,29.2 ,21.5 ,2086.4 ,1246.4 ,1062.1 ,372.8 ,1219.36,Paddy soils,,55.4 ,10.3 ,127.0 ,4.8 ,171 ,74 ,113 ,8168 
1028,ER-SC,ERSC1028,2009,medium_maturity,26.4 ,31.5 ,22.5 ,2406.3 ,1496.3 ,531.7 ,560.9 ,1575.75,Paddy soils,,38.4 ,33.3 ,42.0 ,5.2 ,152 ,78 ,130 ,6801 
1029,ER-SC,ERSC1029,2007,medium_maturity,24.9 ,30.6 ,20.9 ,2137.6 ,1277.6 ,516.9 ,398.4 ,1273.57,Paddy soils,,43.2 ,15.1 ,72.0 ,5.8 ,146 ,90 ,180 ,6917 
1030,ER-SC,ERSC1030,2005,medium_maturity,26.1 ,30.8 ,22.3 ,2318.8 ,1428.8 ,513.3 ,485.6 ,1435.98,Paddy soils,,19.0 ,55.7 ,128.0 ,5.4 ,216 ,207 ,189 ,6338 
1031,ER-SC,ERSC1031,2008,early_maturity,25.7 ,30.8 ,21.6 ,2285.9 ,1395.9 ,909.1 ,563.6 ,1564.87,Paddy soils,,17.0 ,41.5 ,98.0 ,5.6 ,137 ,60 ,128 ,5753 
1032,ER-SC,ERSC1032,2005,medium_maturity,26.1 ,30.8 ,22.3 ,2318.8 ,1428.8 ,513.3 ,485.6 ,1435.98,Paddy soils,,21.0 ,29.2 ,25.0 ,5.3 ,216 ,207 ,189 ,5535 
1033,ER-SC,ERSC1033,2006,medium_maturity,25.4 ,30.0 ,21.9 ,2209.6 ,1339.6 ,669.5 ,459.0 ,1380.22,Paddy soils,,22.0 ,40.3 ,110.0 ,5.3 ,137 ,60 ,194 ,6339 
1034,ER-SC,ERSC1034,2006,medium_maturity,25.1 ,29.5 ,21.6 ,2179.7 ,1309.7 ,720.4 ,444.5 ,1347.98,Paddy soils,,44.3 ,18.4 ,68.0 ,5.6 ,135 ,60 ,105 ,5018 
1035,ER-SC,ERSC1035,2007,medium_maturity,25.6 ,30.3 ,21.9 ,2223.4 ,1353.4 ,567.5 ,443.9 ,1354.31,Paddy soils,,25.6 ,2.2 ,52.0 ,4.4 ,120 ,63 ,99 ,6161 
1036,ER-SC,ERSC1036,2006,medium_maturity,25.1 ,29.5 ,21.6 ,2179.7 ,1309.7 ,720.4 ,444.5 ,1347.98,Paddy soils,,53.9 ,9.8 ,110.0 ,5.0 ,135 ,60 ,105 ,5289 
1037,ER-SC,ERSC1037,2006,medium_maturity,25.1 ,29.5 ,21.6 ,2179.7 ,1309.7 ,720.4 ,444.5 ,1347.98,Paddy soils,,36.7 ,40.0 ,81.0 ,6.2 ,135 ,45 ,105 ,7826 
1038,ER-SC,ERSC1038,2008,medium_maturity,25.6 ,30.7 ,21.6 ,2279.9 ,1389.9 ,727.7 ,585.2 ,1599.29,Paddy soils,,51.0 ,11.7 ,50.0 ,4.3 ,120 ,63 ,99 ,6245 
1039,ER-SC,ERSC1039,2006,medium_maturity,25.1 ,29.5 ,21.6 ,2179.7 ,1309.7 ,720.4 ,444.5 ,1347.98,Paddy soils,,41.4 ,17.3 ,115.0 ,4.8 ,135 ,60 ,105 ,4434 
1040,ER-SC,ERSC1040,2006,medium_maturity,25.1 ,29.5 ,21.6 ,2179.7 ,1309.7 ,720.4 ,444.5 ,1347.98,Paddy soils,,34.4 ,12.3 ,66.0 ,4.5 ,135 ,45 ,105 ,5828 
1041,ER-SC,ERSC1041,2009,medium_maturity,25.3 ,31.4 ,20.7 ,2024.0 ,1224.0 ,476.8 ,483.6 ,1371.56,Paddy soils,,29.1 ,6.5 ,35.0 ,4.9 ,180 ,69 ,137 ,7619 
1042,ER-SC,ERSC1042,2009,medium_maturity,25.3 ,31.4 ,20.7 ,2024.0 ,1224.0 ,476.8 ,483.6 ,1371.56,Paddy soils,,31.9 ,13.6 ,79.0 ,4.8 ,255 ,141 ,225 ,6105 
1043,ER-SC,ERSC1043,2010,early_maturity,23.5 ,28.3 ,20.4 ,1718.8 ,988.8 ,1125.1 ,300.4 ,1023.98,Paddy soils,,18.3 ,19.0 ,73.0 ,4.7 ,138 ,54 ,81 ,6119 
1044,ER-SC,ERSC1044,2010,medium_maturity,23.5 ,28.3 ,20.4 ,1718.8 ,988.8 ,1125.1 ,300.4 ,1023.98,Paddy soils,,46.8 ,32.1 ,290.0 ,5.2 ,117 ,59 ,77 ,9450 
1045,ER-SC,ERSC1045,2009,medium_maturity,25.2 ,31.2 ,20.5 ,2012.8 ,1212.8 ,405.4 ,496.4 ,1390.95,Paddy soils,,36.2 ,21.2 ,120.0 ,5.1 ,278 ,49 ,180 ,6675 
1046,ER-SC,ERSC1046,2006,medium_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,32.9 ,7.1 ,66.0 ,5.4 ,255 ,141 ,225 ,5040 
1047,ER-SC,ERSC1047,2006,early_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,35.8 ,12.2 ,70.0 ,5.8 ,240 ,144 ,222 ,5835 
1048,ER-SC,ERSC1048,2006,medium_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,30.1 ,6.9 ,75.0 ,4.9 ,270 ,150 ,240 ,6135 
1049,ER-SC,ERSC1049,2006,medium_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,32.2 ,8.4 ,73.0 ,6.1 ,270 ,150 ,240 ,6375 
1050,ER-SC,ERSC1050,2006,medium_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,44.0 ,10.6 ,65.0 ,5.5 ,270 ,120 ,228 ,5355 
1051,ER-SC,ERSC1051,2006,medium_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,32.9 ,7.1 ,66.0 ,5.4 ,255 ,141 ,225 ,5745 
1052,ER-SC,ERSC1052,2006,medium_maturity,25.2 ,29.9 ,22.0 ,1938.8 ,1168.8 ,988.3 ,365.6 ,1157.93,Paddy soils,,32.9 ,7.1 ,66.0 ,5.4 ,255 ,141 ,225 ,6105 
1053,ER-SC,ERSC1053,2007,medium_maturity,26.6 ,32.2 ,22.6 ,1994.4 ,1244.4 ,455.1 ,416.1 ,1225.98,Paddy soils,,26.3 ,12.6 ,57.0 ,6.6 ,240 ,135 ,228 ,4680 
1054,ER-SC,ERSC1054,2007,medium_maturity,26.6 ,32.2 ,22.6 ,1994.4 ,1244.4 ,455.1 ,416.1 ,1225.98,Paddy soils,,33.1 ,7.3 ,66.0 ,5.3 ,255 ,141 ,228 ,4935 
1055,ER-SC,ERSC1055,2008,medium_maturity,26.1 ,31.4 ,22.2 ,1931.6 ,1191.6 ,553.1 ,434.1 ,1248.95,Paddy soils,,35.8 ,3.6 ,74.0 ,6.5 ,255 ,141 ,225 ,6300 
1056,ER-SC,ERSC1056,2008,medium_maturity,26.1 ,31.4 ,22.2 ,1931.6 ,1191.6 ,553.1 ,434.1 ,1248.95,Paddy soils,,35.2 ,17.3 ,78.0 ,5.2 ,255 ,141 ,225 ,6915 
1057,ER-SC,ERSC1057,2008,early_maturity,26.1 ,31.4 ,22.2 ,1931.6 ,1191.6 ,553.1 ,434.1 ,1248.95,Paddy soils,,34.8 ,13.0 ,64.0 ,4.8 ,245 ,116 ,188 ,6210 
1058,ER-SC,ERSC1058,2009,medium_maturity,25.9 ,31.3 ,21.7 ,2071.4 ,1271.4 ,531.0 ,474.2 ,1356.31,Paddy soils,,24.4 ,8.0 ,65.0 ,5.9 ,225 ,138 ,195 ,6225 
1059,ER-SC,ERSC1059,2009,medium_maturity,25.9 ,31.3 ,21.7 ,2071.4 ,1271.4 ,531.0 ,474.2 ,1356.31,Paddy soils,,18.1 ,3.9 ,44.0 ,5.4 ,255 ,141 ,225 ,6855 
1060,ER-SC,ERSC1060,2009,medium_maturity,25.9 ,31.3 ,21.7 ,2071.4 ,1271.4 ,531.0 ,474.2 ,1356.31,Paddy soils,,31.5 ,2.8 ,49.0 ,5.6 ,240 ,113 ,185 ,6165 
1061,ER-SC,ERSC1061,2007,medium_maturity,27.0 ,32.4 ,23.2 ,2028.5 ,1278.5 ,405.5 ,387.9 ,1180.02,Paddy soils,,21.6 ,11.5 ,30.0 ,4.7 ,149 ,67 ,100 ,6015 
1062,ER-SC,ERSC1062,2008,medium_maturity,26.6 ,31.7 ,22.8 ,1965.3 ,1225.3 ,482.3 ,387.6 ,1164.46,Paddy soils,,39.0 ,17.4 ,40.0 ,5.6 ,135 ,80 ,117 ,8298 
