Sort,Crop,N0,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
883,M-NCP,MNCP0883,2008,MNCP02,WS0209,25.65 ,30.35 ,21.81 ,2898.7,1768.7,337.3,581.1,1684.78,Fluvo-aquic soils,sandy loam,20.9,30.9,217,7.8,195,45,75,6998
884,M-NCP,MNCP0884,2006,MNCP02,WS0209,26.06 ,30.86 ,22.24 ,2606.2,1606.2,245.7,563.4,1557.73,Fluvo-aquic soils,loamy sand,14.1,18,90,8.5,195,75,90,7779
885,M-NCP,MNCP0885,2006,MNCP02,WS0209,26.06 ,30.86 ,22.24 ,2606.2,1606.2,245.7,563.4,1557.73,Fluvo-aquic soils,clay,15.3,15,180,8.4,195,75,90,6158
886,M-NCP,MNCP0886,2007,MNCP02,WS0202,24.70 ,29.98 ,20.69 ,2618,1558,380.2,588.8,1632.47,Fluvo-aquic soils,loam,12,15.6,120,7.5,195,135,90,8225
887,M-NCP,MNCP0887,2007,MNCP02,WS0202,24.70 ,29.98 ,20.69 ,2618,1558,380.2,588.8,1632.47,Fluvo-aquic soils,loamy sand,10.2,10.1,88,7.5,195,60,90,8325
888,M-NCP,MNCP0888,2009,MNCP02,WS0203,24.88 ,30.39 ,20.60 ,2662.6,1592.6,370.9,644.2,1712.04,Fluvo-aquic soils,loam,13.6,26.6,140,8.3,195,60,90,8186
889,M-NCP,MNCP0889,2009,MNCP02,WS0203,24.78 ,30.32 ,20.51 ,2726.1,1626.1,370.9,660.6,1749.23,Fluvo-aquic soils,loam,12.4,37.4,113,8.3,195,60,90,8003
890,M-NCP,MNCP0890,2008,MNCP02,WS0203,24.82 ,30.39 ,20.77 ,2581.5,1541.5,331.5,601.2,1629.93,Fluvo-aquic soils,loam,17.6,18.1,120,7.8,195,60,90,11097
891,M-NCP,MNCP0891,2009,MNCP02,WS0203,24.82 ,30.30 ,20.63 ,2605.8,1555.8,370.9,625.6,1663.58,Fluvo-aquic soils,loam,10.8,7.5,90,8.5,195,60,90,8334
892,M-NCP,MNCP0892,2008,MNCP02,WS0203,24.79 ,30.34 ,20.75 ,2578.6,1538.6,331.5,593.5,1614.82,Fluvo-aquic soils,sandy loam,14.7,26.1,115,8.7,195,60,90,9924
893,M-NCP,MNCP0893,2008,MNCP02,WS0203,24.82 ,30.45 ,20.69 ,2631,1571,331.5,621.7,1677.42,Fluvo-aquic soils,loam,11.8,27.6,90,7.9,195,60,90,9666
894,M-NCP,MNCP0894,2008,MNCP02,WS0203,24.86 ,30.48 ,20.74 ,2610.4,1560.4,331.5,612.7,1659.63,Fluvo-aquic soils,loam,11.7,12.6,90,7.8,195,60,90,7883
895,M-NCP,MNCP0895,2008,MNCP02,WS0198,25.14 ,30.28 ,21.17 ,2589.9,1559.9,291.8,648.5,1678.73,Fluvo-aquic soils,sandy loam,12.2,24.7,115,7.6,210,75,120,8550
896,M-NCP,MNCP0896,2008,MNCP02,WS0198,25.14 ,30.28 ,21.17 ,2589.9,1559.9,291.8,648.5,1678.73,Fluvo-aquic soils,loam,15,21.5,110,7.6,210,75,120,9075
897,M-NCP,MNCP0897,2007,MNCP02,WS0198,25.01 ,30.27 ,20.90 ,2700.8,1620.8,301.5,653.5,1712.33,Fluvo-aquic soils,sandy loam,9.3,16.5,80,8,195,60,90,7794
898,M-NCP,MNCP0898,2007,MNCP02,WS0198,25.01 ,30.27 ,20.90 ,2700.8,1620.8,301.5,653.5,1712.33,Fluvo-aquic soils,sandy loam,11.5,26,125,8.3,210,75,120,9425
899,M-NCP,MNCP0899,2007,MNCP02,WS0198,25.01 ,30.27 ,20.90 ,2700.8,1620.8,301.5,653.5,1712.33,Fluvo-aquic soils,loam,10.8,17.5,75,8,195,60,90,7520
900,M-NCP,MNCP0900,2007,MNCP02,WS0198,25.01 ,30.27 ,20.90 ,2700.8,1620.8,301.5,653.5,1712.33,Fluvo-aquic soils,loam,10.5,21.5,100,7.9,210,75,120,8810
901,M-NCP,MNCP0901,2007,MNCP02,WS0198,25.01 ,30.27 ,20.90 ,2700.8,1620.8,301.5,653.5,1712.33,Fluvo-aquic soils,loam,10.7,23.8,135,8,210,75,120,9339
902,M-NCP,MNCP0902,2008,MNCP02,WS0198,25.06 ,30.19 ,21.10 ,2531.2,1521.2,284.8,643.3,1649.79,Fluvo-aquic soils,loam,14.2,15.3,130,7.9,210,75,120,9270
903,M-NCP,MNCP0903,2007,MNCP02,WS0205,24.19 ,29.71 ,20.06 ,2757.2,1617.2,216.8,537.7,1554.43,Fluvo-aquic soils,loam,10.5,10,95,8.1,180,90,105,8553
904,M-NCP,MNCP0904,2008,MNCP02,WS0205,24.39 ,29.92 ,20.25 ,2756,1626,216.3,530.4,1545.81,Fluvo-aquic soils,loam,13.7,21,63,8,180,90,105,9864
905,M-NCP,MNCP0905,2008,MNCP02,WS0205,24.48 ,29.94 ,20.40 ,2717.6,1607.6,216.3,515.4,1516.71,Fluvo-aquic soils,loam,12.1,28,104,7.9,180,90,105,9708
906,M-NCP,MNCP0906,2008,MNCP02,WS0205,24.75 ,30.23 ,20.66 ,2722.9,1622.9,215.9,516.9,1522.2,Fluvo-aquic soils,loam,13.7,20,59,8.1,180,90,105,9107
907,M-NCP,MNCP0907,2007,MNCP02,WS0205,24.89 ,30.41 ,20.71 ,2688.2,1608.2,344.6,529.5,1535.58,Fluvo-aquic soils,loam,14,20.5,126,7.2,150,60,90,8990
908,M-NCP,MNCP0908,2007,MNCP02,WS0205,24.66 ,30.18 ,20.56 ,2737.8,1627.8,358.2,524.9,1539.9,Fluvo-aquic soils,loamy sand,10,74,68,7.2,150,60,90,8450
909,M-NCP,MNCP0909,2007,MNCP02,WS0205,24.86 ,30.40 ,20.68 ,2710.1,1620.1,344.6,535.3,1548.54,Fluvo-aquic soils,loam,12,11.4,82,7.4,150,60,90,8865
910,M-NCP,MNCP0910,2009,MNCP02,WS0178,25.14 ,29.95 ,21.16 ,2715.1,1635.1,645.5,677.4,1741.38,Fluvo-aquic soils,loam,14.4,25.8,140,7.4,210,60,150,9519
911,M-NCP,MNCP0911,2009,MNCP02,WS0178,25.14 ,29.95 ,21.16 ,2715.1,1635.1,645.5,677.4,1741.38,Fluvo-aquic soils,loamy sand,12.5,40.3,220,7.9,210,60,93,9575
912,M-NCP,MNCP0912,2008,MNCP02,WS0178,25.17 ,29.82 ,21.31 ,2718.8,1638.8,275.9,581.3,1583.65,Fluvo-aquic soils,loam,13.4,14.2,160,7.3,195,75,120,8159
913,M-NCP,MNCP0913,2008,MNCP02,WS0178,25.17 ,29.82 ,21.31 ,2718.8,1638.8,275.9,581.3,1583.65,Fluvo-aquic soils,loam,15.5,15.1,160,7.3,210,90,150,8781
914,M-NCP,MNCP0914,2008,MNCP02,WS0178,25.17 ,29.82 ,21.31 ,2718.8,1638.8,275.9,581.3,1583.65,Fluvo-aquic soils,sandy loam,16.5,23.1,150,7.5,240,105,180,8792
915,M-NCP,MNCP0915,2009,MNCP02,WS0178,25.14 ,29.95 ,21.16 ,2715.1,1635.1,645.5,677.4,1741.38,Fluvo-aquic soils,loam,14.6,14.5,80,8,210,60,150,9462
916,M-NCP,MNCP0916,2009,MNCP02,WS0178,25.14 ,29.95 ,21.16 ,2715.1,1635.1,645.5,677.4,1741.38,Fluvo-aquic soils,sandy loam,8.8,14.2,80,7.9,210,60,150,9122
917,M-NCP,MNCP0917,2009,MNCP02,WS0178,25.14 ,29.95 ,21.16 ,2715.1,1635.1,645.5,677.4,1741.38,Fluvo-aquic soils,sandy loam,9,12.7,80,7.9,210,60,150,9743
918,M-NCP,MNCP0918,2009,MNCP02,WS0178,25.67 ,30.28 ,21.81 ,2669.9,1629.9,269.4,558.6,1536.79,Fluvo-aquic soils,loam,13.8,18.1,80,7.1,210,90,150,5409
919,M-NCP,MNCP0919,2009,MNCP02,WS0178,25.67 ,30.28 ,21.81 ,2669.9,1629.9,269.4,558.6,1536.79,Fluvo-aquic soils,loam,8.1,13.1,270,7.4,240,105,180,7707
920,M-NCP,MNCP0920,2009,MNCP02,WS0178,25.67 ,30.28 ,21.81 ,2669.9,1629.9,269.4,558.6,1536.79,Fluvo-aquic soils,loam,14.6,41.1,120,7.4,210,90,150,6372
921,M-NCP,MNCP0921,2008,MNCP02,WS0181,25.20 ,30.31 ,21.14 ,2671,1611,177.3,661.6,1707.48,Fluvo-aquic soils,loam,14.5,24.2,136,7.2,191,60,93,9062
922,M-NCP,MNCP0922,2008,MNCP02,WS0181,25.08 ,30.18 ,21.03 ,2658.3,1598.3,178.6,661.6,1704.96,Fluvo-aquic soils,loam,15.4,36.2,157,7.1,246,81,125,9459
923,M-NCP,MNCP0923,2008,MNCP02,WS0181,24.96 ,30.07 ,20.93 ,2646.1,1586.1,178.6,656.3,1692.87,Fluvo-aquic soils,loam,12.8,25.2,123,7.2,191,60,93,10266
924,M-NCP,MNCP0924,2008,MNCP02,WS0181,25.08 ,30.18 ,21.05 ,2633.4,1583.4,178.6,652.1,1682.45,Fluvo-aquic soils,loam,16.8,19.2,120,7.2,246,81,125,8520
925,M-NCP,MNCP0925,2009,MNCP02,WS0181,24.52 ,29.70 ,20.28 ,2746.3,1626.3,462.4,783.2,1927.87,Fluvo-aquic soils,loam,15.4,37.4,146,7.1,246,81,18,9959
926,M-NCP,MNCP0926,2009,MNCP02,WS0181,24.57 ,29.71 ,20.37 ,2678.4,1588.4,462.4,754.6,1869.96,Fluvo-aquic soils,loam,14.1,23.3,128,7.2,191,60,93,8787
927,M-NCP,MNCP0927,2009,MNCP02,WS0181,24.59 ,29.74 ,20.35 ,2705.1,1605.1,462.4,767.4,1897.68,Fluvo-aquic soils,loam,16,19.8,123,7.2,191,60,93,9174
928,M-NCP,MNCP0928,2009,MNCP02,WS0181,24.53 ,29.72 ,20.27 ,2771.8,1641.8,462.4,794.5,1953.21,Fluvo-aquic soils,loam,13.6,37.1,83,7.1,176,60,93,8378
929,M-NCP,MNCP0929,2009,MNCP02,WS0199,23.87 ,29.34 ,19.35 ,2936.1,1706.1,553,878.8,2140.34,Fluvo-aquic soils,loam,10,39.9,170,8.4,195,60,90,8055
930,M-NCP,MNCP0930,2009,MNCP02,WS0199,23.87 ,29.34 ,19.35 ,2936.1,1706.1,553,878.8,2140.34,Fluvo-aquic soils,loam,11,44.4,95,8.3,195,60,90,6749
931,M-NCP,MNCP0931,2008,MNCP02,WS0173,25.61 ,30.42 ,21.61 ,2381.4,1451.4,254.1,618.8,1577.66,Fluvo-aquic soils,loam,12.9,12.3,68,8,180,83,75,9563
932,M-NCP,MNCP0932,2008,MNCP02,WS0173,25.42 ,30.24 ,21.44 ,2643.6,1603.6,258.3,663.8,1705.9,Fluvo-aquic soils,loam,13.6,25.9,118,8.1,195,83,75,10265
933,M-NCP,MNCP0933,2009,MNCP02,WS0180,24.57 ,29.98 ,20.00 ,2678,1588,568.1,750.8,1872.8,Fluvo-aquic soils,loam,9.7,30.3,86,8.3,315,90,75,5247
934,M-NCP,MNCP0934,2009,MNCP02,WS0180,24.57 ,29.98 ,20.00 ,2678,1588,568.1,750.8,1872.8,Fluvo-aquic soils,loam,15.1,16.3,105,8.1,330,105,105,7440
935,M-NCP,MNCP0935,2008,MNCP02,WS0179,25.05 ,30.29 ,20.85 ,2554.7,1534.7,235.5,683.5,1710.66,Fluvo-aquic soils,loam,11.9,12.8,88,7.8,195,105,105,8258
936,M-NCP,MNCP0936,2008,MNCP02,WS0179,25.35 ,30.68 ,21.07 ,2535.4,1535.4,232.4,684.8,1712.09,Fluvo-aquic soils,loam,15.4,20.6,139,7.4,180,83,75,8618
937,M-NCP,MNCP0937,2008,MNCP02,WS0179,25.18 ,30.52 ,20.88 ,2694.7,1624.7,236,704.3,1788.09,Fluvo-aquic soils,loam,8.2,11.7,68,7.3,165,83,60,6984
938,M-NCP,MNCP0938,2009,MNCP02,WS0179,24.82 ,30.08 ,20.47 ,2507.2,1497.2,504.5,758.7,1851.91,Fluvo-aquic soils,loam,15.4,20.7,141,7.2,185,116,57,10541
939,M-NCP,MNCP0939,2009,MNCP02,WS0179,24.44 ,29.76 ,20.14 ,2492.8,1472.8,493.4,756.4,1829.81,Fluvo-aquic soils,clay,11.9,15.4,89,7.1,180,83,75,8405
940,M-NCP,MNCP0940,2006,MNCP02,WS0184,24.43 ,29.86 ,20.06 ,2736,1616,459.5,690.9,1766.12,Fluvo-aquic soils,loam,8,7.5,74,7.3,195,75,90,6096
941,M-NCP,MNCP0941,2006,MNCP02,WS0184,24.43 ,29.86 ,20.06 ,2736,1616,459.5,690.9,1766.12,Fluvo-aquic soils,loam,7.7,25.4,108,7.5,195,75,90,5033
942,M-NCP,MNCP0942,2009,MNCP02,WS0184,23.87 ,29.50 ,19.20 ,2959.3,1719.3,640.6,840.7,2067.23,Fluvo-aquic soils,loam,10.6,22.8,95,7.1,168,30,42,7995
943,M-NCP,MNCP0943,2006,MNCP02,WS0184,24.42 ,29.81 ,20.07 ,2685.7,1585.7,450,669.8,1717.88,Fluvo-aquic soils,loam,7.2,10.8,142,7.1,195,75,90,6510
944,M-NCP,MNCP0944,2008,MNCP02,WS0184,23.97 ,29.36 ,19.74 ,2924.7,1704.7,298.4,700.2,1848.74,Fluvo-aquic soils,sandy loam,11.5,27.8,169,7.3,156,30,54,7431
945,M-NCP,MNCP0945,2006,MNCP02,WS0184,24.47 ,29.88 ,20.10 ,2715.9,1605.9,459.5,685,1753.85,Fluvo-aquic soils,loam,12.5,24.5,104,7.2,195,75,90,5997
946,M-NCP,MNCP0946,2006,MNCP02,WS0184,24.45 ,29.88 ,20.11 ,2738.8,1618.8,461.8,685,1761.36,Fluvo-aquic soils,loam,14.8,13.7,75,7.2,195,75,90,5199
947,M-NCP,MNCP0947,2008,MNCP02,WS0184,23.84 ,29.22 ,19.61 ,2932.1,1702.1,298.4,701.2,1848.03,Fluvo-aquic soils,loam,12.4,25.6,105,7.2,156,30,54,7164
948,M-NCP,MNCP0948,2009,MNCP02,WS0184,23.98 ,29.64 ,19.30 ,2925.7,1705.7,640.6,830.1,2044.93,Fluvo-aquic soils,clay,11.7,25.3,87,7.4,168,30,42,6162
949,M-NCP,MNCP0949,2006,MNCP02,WS0184,24.42 ,29.86 ,20.06 ,2758.9,1628.9,461.8,690.9,1773.63,Fluvo-aquic soils,loamy sand,11.7,16.6,72,7.1,195,75,90,6327
950,M-NCP,MNCP0950,2006,MNCP02,WS0184,24.42 ,29.81 ,20.07 ,2685.7,1585.7,450,669.8,1717.88,Fluvo-aquic soils,loam,11.4,27.9,127,7.5,195,75,90,7227
951,M-NCP,MNCP0951,2006,MNCP02,WS0184,24.43 ,29.86 ,20.06 ,2736,1616,459.5,690.9,1766.12,Fluvo-aquic soils,loam,11.5,9.4,85,7.1,195,75,90,7830
952,M-NCP,MNCP0952,2009,MNCP02,WS0184,24.15 ,29.63 ,19.68 ,2656.4,1556.4,605.2,710.1,1784.04,Fluvo-aquic soils,loam,11.9,32.8,275,7.1,168,30,42,5198
953,M-NCP,MNCP0953,2006,MNCP02,WS0184,24.42 ,29.86 ,20.06 ,2758.9,1628.9,461.8,690.9,1773.63,Fluvo-aquic soils,loam,12.1,9.8,88,7.3,195,75,90,8109
954,M-NCP,MNCP0954,2009,MNCP02,WS0184,23.88 ,29.49 ,19.24 ,2936.9,1706.9,640.6,831.8,2045.74,Fluvo-aquic soils,loam,10.8,21.8,107,7.5,168,30,42,6111
955,M-NCP,MNCP0955,2009,MNCP02,WS0184,24.19 ,29.72 ,19.60 ,2757.4,1617.4,605.2,757.7,1889,Fluvo-aquic soils,loam,12.1,33,94,7.4,168,30,42,5364
956,M-NCP,MNCP0956,2007,MNCP02,WS0186,23.84 ,29.19 ,19.46 ,2646.4,1536.4,361.4,661.2,1724.92,Fluvo-aquic soils,loam,19,25.2,83,8.2,195,60,90,8417
957,M-NCP,MNCP0957,2007,MNCP02,WS0186,23.51 ,28.73 ,19.26 ,2727,1567,386.6,667.7,1756.13,Fluvo-aquic soils,loam,17.4,25.2,193,7.5,195,105,90,9059
958,M-NCP,MNCP0958,2008,MNCP02,WS0186,23.19 ,28.76 ,18.94 ,2620.4,1490.4,273.9,573.4,1559.08,Fluvo-aquic soils,loam,17.2,20.2,127,7.9,195,105,90,7818
959,M-NCP,MNCP0959,2008,MNCP02,WS0186,24.04 ,29.53 ,19.85 ,2524.1,1474.1,267.9,520.5,1463.13,Fluvo-aquic soils,loam,18.9,18.7,97,8,195,60,90,10980
960,M-NCP,MNCP0960,2007,MNCP02,WS0186,23.79 ,29.12 ,19.43 ,2688.3,1558.3,366.5,672.4,1754.78,Fluvo-aquic soils,loam,25.6,17.8,243,8.5,195,105,90,7991
961,M-NCP,MNCP0961,2007,MNCP02,WS0186,23.70 ,28.93 ,19.47 ,2606.6,1506.6,378,629.2,1661.42,Fluvo-aquic soils,loam,15.5,16.5,103,8.6,195,105,90,7286
962,M-NCP,MNCP0962,2008,MNCP02,WS0186,24.10 ,29.55 ,19.92 ,2530.8,1480.8,267.9,523.4,1472.45,Fluvo-aquic soils,loam,17.6,17.4,198,8.1,195,60,90,10155
963,M-NCP,MNCP0963,2007,MNCP02,WS0186,23.74 ,29.05 ,19.40 ,2730.1,1580.1,378,683.3,1784.12,Fluvo-aquic soils,loam,17,17.4,193,8.1,195,60,90,8651
964,M-NCP,MNCP0964,2007,MNCP02,WS0186,23.25 ,28.39 ,19.11 ,2674.1,1524.1,390.9,635.7,1692.21,Fluvo-aquic soils,loam,27.4,32,193,8,195,105,90,6110
965,M-NCP,MNCP0965,2008,MNCP02,WS0186,22.77 ,28.40 ,18.55 ,2459.5,1379.5,264.9,580.5,1520.15,Fluvo-aquic soils,loam,13.9,23.7,69,7.9,195,60,90,9735
966,M-NCP,MNCP0966,2008,MNCP02,WS0186,23.32 ,28.85 ,19.12 ,2565.7,1465.7,273.9,554.2,1519.53,Fluvo-aquic soils,loam,22.3,19.7,156,8,195,60,90,11471
967,M-NCP,MNCP0967,2009,MNCP01,WS0171,24.55 ,29.71 ,19.78 ,2356.5,1396.5,389.9,665.7,1656.48,Fluvo-aquic soils,loam,15.4,28.3,80,7.8,240,60,135,10800
968,M-NCP,MNCP0968,2009,MNCP01,WS0171,24.63 ,29.88 ,19.77 ,2585.7,1535.7,480.7,729.8,1822.86,Fluvo-aquic soils,sandy loam,16.2,29.6,80,7.6,180,60,120,9375
969,M-NCP,MNCP0969,2009,MNCP01,WS0171,24.63 ,29.88 ,19.77 ,2585.7,1535.7,480.7,729.8,1822.86,Fluvo-aquic soils,loam,15.4,27.5,70,7.5,240,60,135,9870
970,M-NCP,MNCP0970,2009,MNCP01,WS0171,24.66 ,29.92 ,19.80 ,2564.7,1524.7,480.7,729.8,1817.67,Fluvo-aquic soils,loam,16.2,31.3,96,7.5,180,60,120,8970
971,M-NCP,MNCP0971,2009,MNCP01,WS0171,24.63 ,29.88 ,19.77 ,2585.7,1535.7,480.7,729.8,1822.86,Fluvo-aquic soils,loam,15.2,29.7,70,7.5,240,60,135,9750
972,M-NCP,MNCP0972,2009,MNCP01,WS0171,24.55 ,29.80 ,19.74 ,2602.3,1542.3,480.7,733.8,1822.6,Fluvo-aquic soils,loam,15.1,29.7,80,7.6,240,60,135,9851
973,M-NCP,MNCP0973,2007,MNCP02,WS0213,25.85 ,31.07 ,21.37 ,3154.1,1934.1,615.3,683.8,1891.72,Cinnamon soils,sandy loam,9.9,37.6,130,8.2,195,60,90,7674
974,M-NCP,MNCP0974,2008,MNCP02,WS0213,24.68 ,29.69 ,20.45 ,2714.6,1614.6,405.6,535.341,1513.48,Cinnamon soils,loam,9.2,11.4,129,7.5,195,60,90,7035
975,M-NCP,MNCP0975,2008,MNCP02,WS0213,24.47 ,29.50 ,20.16 ,3157.2,1867.2,450.3,649.741,1836.51,Cinnamon soils,loamy sand,9.2,8.4,126,7.1,195,60,90,5865
976,M-NCP,MNCP0976,2007,MNCP02,WS0213,26.01 ,31.17 ,21.55 ,2990.7,1840.7,595.1,635.5,1779.5,Cinnamon soils,loam,12.9,53,156,7.8,195,60,90,7410
977,M-NCP,MNCP0977,2007,MNCP02,WS0213,26.14 ,31.26 ,21.72 ,2745,1695,593.1,580.2,1638.06,Cinnamon soils,sandy clay loam,11.2,30.5,113,7.8,195,60,90,8822
978,M-NCP,MNCP0978,2008,MNCP02,WS0216,24.52 ,29.81 ,20.13 ,2917.3,1727.3,502.3,577.1,1689.74,Lime concretion fluvo-aquic soils,loamy sand,26.5,45.6,233,7.1,195,60,90,6279
979,M-NCP,MNCP0979,2008,MNCP02,WS0216,24.31 ,29.59 ,19.94 ,2990.4,1760.4,505.3,596.2,1743.75,Cinnamon soils,sandy loam,21.9,60.2,206,7.2,195,60,90,7028
980,M-NCP,MNCP0980,2006,MNCP02,WS0220,25.49 ,31.17 ,19.98 ,2905.4,1765.4,280.4,666.5,1827.04,Cinnamon soils,loamy sand,17.7,32.8,130,8.1,195,60,90,8012
981,M-NCP,MNCP0981,2007,MNCP02,WS0220,24.80 ,30.66 ,19.53 ,3099.6,1849.6,375.3,729,1996.22,Lime concretion fluvo-aquic soils,clay,15.8,16.3,113,8.1,195,60,90,10470
982,M-NCP,MNCP0982,2007,MNCP02,WS0220,24.80 ,30.69 ,19.53 ,3125,1865,386.7,735.7,2007.43,Lime concretion fluvo-aquic soils,loam,16.5,39.3,124,8.2,195,60,90,7800
983,M-NCP,MNCP0983,2007,MNCP02,WS0220,24.97 ,30.84 ,19.66 ,2996,1796,373.8,710.2,1939.53,Lime concretion fluvo-aquic soils,clay,19.2,25.6,108,8.1,195,60,90,8384
984,M-NCP,MNCP0984,2007,MNCP02,WS0220,25.04 ,30.93 ,19.74 ,2880,1730,372,690.2,1882.8,Lime concretion fluvo-aquic soils,clay,19.9,45.4,92,7.9,195,60,90,9780
985,M-NCP,MNCP0985,2008,MNCP02,WS0220,24.83 ,30.15 ,20.32 ,2706,1616,422.8,659.8,1774.53,Cinnamon soils,loamy sand,19.3,40.9,200,8,195,60,90,9017
986,M-NCP,MNCP0986,2008,MNCP02,WS0220,24.84 ,30.19 ,20.27 ,2831.7,1691.7,422.8,695.3,1863.83,Cinnamon soils,loamy sand,16.6,70.5,174,8.1,195,60,90,9315
987,M-NCP,MNCP0987,2008,MNCP02,WS0220,24.83 ,30.20 ,20.23 ,2855.2,1705.2,422.8,704.8,1882.64,Lime concretion fluvo-aquic soils,clay,14.3,46.7,130,8.1,195,60,90,10752
988,M-NCP,MNCP0988,2008,MNCP02,WS0220,24.83 ,30.20 ,20.23 ,2855.2,1705.2,422.8,704.8,1882.64,Lime concretion fluvo-aquic soils,loam,16.6,28.6,130,8.1,195,60,90,9429
989,M-NCP,MNCP0989,2008,MNCP02,WS0220,24.83 ,30.20 ,20.23 ,2855.2,1705.2,422.8,704.8,1882.64,Lime concretion fluvo-aquic soils,clay,15.8,30.4,151,8.1,195,60,90,10155
990,M-NCP,MNCP0990,2009,MNCP02,WS0220,24.97 ,30.60 ,19.74 ,2971.9,1781.9,375.2,841.2,2157.54,Cinnamon soils,loamy sand,16.3,36,120,8.3,195,60,90,8105
991,M-NCP,MNCP0991,2009,MNCP02,WS0220,24.92 ,30.56 ,19.71 ,2989.9,1789.9,375.4,846.3,2167.82,Cinnamon soils,loamy sand,13.1,26,116,7.9,195,60,90,8154
992,M-NCP,MNCP0992,2009,MNCP02,WS0220,24.87 ,30.50 ,19.69 ,3009.1,1799.1,375.4,849.2,2177.7,Lime concretion fluvo-aquic soils,sandy loam,16.9,40.3,102,8.2,195,60,90,9107
993,M-NCP,MNCP0993,2009,MNCP02,WS0220,24.75 ,30.41 ,19.55 ,3068.4,1828.4,376.8,872.7,2227.95,Lime concretion fluvo-aquic soils,clay,21.5,14,141,8.3,195,60,90,8907
994,M-NCP,MNCP0994,2006,MNCP02,WS0219,26.33 ,31.43 ,21.73 ,2738.4,1698.4,271.3,657.1,1749.14,Lime concretion fluvo-aquic soils,silt loam,18.7,34,216,8.1,240,90,90,8549
995,M-NCP,MNCP0995,2006,MNCP02,WS0219,26.56 ,31.64 ,22.01 ,2683,1673,270.6,631.4,1694.94,Lime concretion fluvo-aquic soils,loamy sand,19.6,29,162,8.1,240,90,90,7834
996,M-NCP,MNCP0996,2007,MNCP02,WS0219,25.94 ,31.03 ,21.42 ,2697.4,1657.4,445.1,649.2,1739.65,Lime concretion fluvo-aquic soils,silt loam,17.2,28,168,8.4,240,90,90,8055
997,M-NCP,MNCP0997,2006,MNCP02,WS0219,25.79 ,30.97 ,21.13 ,3017.1,1847.1,308.5,729.8,1941.74,Cinnamon soils,loamy sand,17.8,21,109,8.2,240,90,90,8493
998,M-NCP,MNCP0998,2007,MNCP02,WS0219,25.91 ,31.03 ,21.35 ,2798.5,1718.5,445.1,676.1,1801.04,Cinnamon soils,loam,18.5,32,145,8.2,240,90,90,8861
999,M-NCP,MNCP0999,2008,MNCP02,WS0219,25.72 ,30.63 ,21.54 ,2751.6,1681.6,402.5,552.4,1582.54,Cinnamon soils,loamy sand,14.8,29,258,8.2,240,90,90,9659
1000,M-NCP,MNCP1000,2006,MNCP02,WS0189,25.97 ,31.37 ,21.45 ,2752.9,1692.9,282.9,658.1,1712.95,Fluvo-aquic soils,loam,17.3,41,250,7.5,195,60,90,7310
1001,M-NCP,MNCP1001,2007,MNCP02,WS0189,25.26 ,30.20 ,21.44 ,2550.9,1540.9,454,532.9,1472.65,Fluvo-aquic soils,loam,18.8,40.5,257,7.5,195,60,90,8303
1002,M-NCP,MNCP1002,2007,MNCP02,WS0189,25.29 ,30.30 ,21.38 ,2681.1,1621.1,454.6,571.9,1571.79,Fluvo-aquic soils,loam,16.1,38.7,198,7.6,195,60,90,9791
1003,M-NCP,MNCP1003,2008,MNCP02,WS0189,25.08 ,30.03 ,21.06 ,2708.3,1628.3,386.5,586.4,1594.12,Fluvo-aquic soils,loam,22.6,47.9,252,7.5,195,60,90,8543
1004,M-NCP,MNCP1004,2008,MNCP02,WS0189,25.46 ,30.58 ,21.23 ,2825.7,1715.7,343.6,654.7,1782.28,Cinnamon soils,sandy loam,15.5,19.5,128,7.5,195,60,90,7473
1005,M-NCP,MNCP1005,2009,MNCP02,WS0189,25.38 ,30.61 ,21.01 ,2690.4,1630.4,355.7,670.4,1738.23,Fluvo-aquic soils,loam,18.1,29,195,8.2,195,60,90,7943
1006,M-NCP,MNCP1006,2009,MNCP02,WS0189,25.40 ,30.61 ,21.03 ,2666.6,1616.6,355.7,661.5,1721.19,Fluvo-aquic soils,loam,18,27,185,8,195,60,90,7231
1007,M-NCP,MNCP1007,2006,MNCP02,WS0189,26.03 ,31.44 ,21.50 ,2706.8,1666.8,282.4,650.5,1692.39,Fluvo-aquic soils,loam,13.9,14,120,7.5,195,60,90,7185
1008,M-NCP,MNCP1008,2007,MNCP02,WS0189,25.43 ,30.50 ,21.43 ,2669.9,1619.9,441.2,594.2,1606.79,Fluvo-aquic soils,loam,20.2,58.9,275,7.5,195,60,90,8711
1009,M-NCP,MNCP1009,2008,MNCP02,WS0189,25.82 ,30.91 ,21.66 ,2607.8,1597.8,370.8,572.9,1552.9,Fluvo-aquic soils,loam,17.1,15.7,168,7.5,195,60,90,9249
1010,M-NCP,MNCP1010,2009,MNCP02,WS0189,25.37 ,30.61 ,20.95 ,2790.5,1690.5,355.7,700.6,1809.69,Fluvo-aquic soils,loam,24.5,59.1,99,8.1,195,60,90,8021
1011,M-NCP,MNCP1011,2006,MNCP02,WS0189,25.88 ,31.18 ,21.48 ,2536.1,1556.1,222.9,600.5,1561.93,Fluvo-aquic soils,loam,16.9,39,165,7.5,195,60,90,5497
