Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
272,M-SWC,MSWC0272,2008,MSWC01,WS0636,21.28 ,26.10 ,18.15 ,2702.5,1432.5,881.5,620.5,1907.51,Yellow earths,,36.7,15.2,97,5.3,225,105,120,5507
273,M-SWC,MSWC0273,2008,MSWC01,WS0636,21.33 ,26.11 ,18.24 ,2665.8,1415.8,881.5,598.9,1857.5,Yellow earths,,32.8,31,120,6.2,210,75,75,8230
274,M-SWC,MSWC0274,2008,MSWC01,WS0636,21.19 ,25.98 ,18.07 ,2712.2,1432.2,902.6,619.8,1920.24,Yellow earths,,34.6,20.8,116,5.3,210,75,90,5633
275,M-SWC,MSWC0275,2008,MSWC01,WS0636,21.79 ,26.53 ,18.70 ,2745.7,1485.7,1257.9,532.1,1746.48,Yellow earths,,32.1,8,179,6.4,210,75,90,10244
276,M-SWC,MSWC0276,2006,MSWC01,WS0637,21.93 ,26.87 ,18.78 ,2741.6,1491.6,836.5,604.3,1866.52,Yellow earths,,45.3,10.3,91,6.7,210,135,210,9032
277,M-SWC,MSWC0277,2006,MSWC01,WS0637,21.93 ,26.87 ,18.78 ,2741.6,1491.6,836.5,604.3,1866.52,Yellow earths,,38.9,35.3,216,7.7,225,150,240,8606
278,M-SWC,MSWC0278,2006,MSWC01,WS0637,21.91 ,26.82 ,18.78 ,2760.5,1500.5,836.5,604.3,1872.7,Yellow earths,,25.8,9.4,101,7.3,225,150,240,6355
279,M-SWC,MSWC0279,2006,MSWC01,WS0637,21.87 ,26.76 ,18.75 ,2777.6,1507.6,848.5,604.3,1878.85,Yellow earths,,59.6,59,107,7.6,180,120,180,5096
280,M-SWC,MSWC0280,2007,MSWC01,WS0637,21.92 ,26.45 ,19.18 ,2674.5,1454.5,1090.8,438.5,1573.05,Yellow earths,,46.1,21.5,73,7.9,210,135,210,7622
281,M-SWC,MSWC0281,2007,MSWC01,WS0637,21.92 ,26.45 ,19.18 ,2674.5,1454.5,1090.8,438.5,1573.05,Limestone soils,,53,19.2,121,7.7,210,135,210,6819
282,M-SWC,MSWC0282,2007,MSWC01,WS0637,21.89 ,26.43 ,19.13 ,2670.4,1450.4,1090.8,442.4,1577.44,Limestone soils,,55.7,32.6,81,7.8,210,135,210,6947
283,M-SWC,MSWC0283,2008,MSWC01,WS0637,21.73 ,26.46 ,18.68 ,2846.2,1536.2,877.4,557.4,1817.83,Yellow earths,,42.5,35.7,56,6,225,120,150,9619
284,M-SWC,MSWC0284,2006,MSWC01,WS0637,22.13 ,27.07 ,19.03 ,2566.5,1406.5,774.4,570.5,1731.72,Yellow earths,,40.6,7.1,145,7.8,180,120,180,5541
285,M-SWC,MSWC0285,2006,MSWC01,WS0637,22.10 ,27.04 ,18.99 ,2607.4,1427.4,774.4,576.3,1752.49,Yellow earths,,38.4,8.1,131,6.2,210,135,210,7433
286,M-SWC,MSWC0286,2006,MSWC01,WS0637,22.21 ,27.11 ,19.17 ,2509.5,1379.5,774.4,542.8,1671.03,Yellow earths,,45.8,31.3,144,6.7,225,150,240,8148
287,M-SWC,MSWC0287,2007,MSWC01,WS0637,21.72 ,26.35 ,18.88 ,2845.6,1535.6,1126.7,491.4,1720.95,Yellow earths,,46.8,28.4,170,6.8,225,150,240,7779
288,M-SWC,MSWC0288,2007,MSWC01,WS0637,21.80 ,26.35 ,19.07 ,2768.7,1498.7,1126.7,452.4,1631.94,Yellow earths,,39.9,25,131,5.7,225,150,240,8426
289,M-SWC,MSWC0289,2007,MSWC01,WS0637,21.80 ,26.35 ,19.07 ,2768.7,1498.7,1126.7,452.4,1631.94,Yellow earths,,44.5,13.1,80,5.7,225,150,240,6632
290,M-SWC,MSWC0290,2008,MSWC01,WS0637,21.65 ,26.39 ,18.55 ,2944.1,1584.1,877.4,588,1904.2,Limestone soils,,38.7,17.2,101,5.7,210,105,120,8133
291,M-SWC,MSWC0291,2006,MSWC01,WS0637,21.59 ,26.61 ,18.32 ,3260.7,1750.7,927.6,751.7,2279.6,Limestone soils,,43.6,43.9,110,6.9,180,120,180,6785
292,M-SWC,MSWC0292,2006,MSWC01,WS0637,21.59 ,26.61 ,18.32 ,3260.7,1750.7,927.6,751.7,2279.6,Limestone soils,,45.8,22.8,100,7.1,210,135,210,7395
293,M-SWC,MSWC0293,2007,MSWC01,WS0637,21.83 ,26.33 ,19.15 ,2576.4,1396.4,1088.5,406,1490.49,Limestone soils,,45.7,46.5,272,7.9,225,150,240,6884
294,M-SWC,MSWC0294,2007,MSWC01,WS0637,21.83 ,26.33 ,19.15 ,2576.4,1396.4,1088.5,406,1490.49,Limestone soils,,50.1,15,132,7.8,225,150,240,7028
295,M-SWC,MSWC0295,2007,MSWC01,WS0637,21.83 ,26.33 ,19.15 ,2576.4,1396.4,1088.5,406,1490.49,Limestone soils,,49.9,14.6,204,7.6,225,150,240,7290
296,M-SWC,MSWC0296,2008,MSWC01,WS0637,21.77 ,26.52 ,18.77 ,2983.1,1613.1,866.2,594.5,1894.01,Limestone soils,,47.6,35.7,136,6.6,225,120,150,10388
297,M-SWC,MSWC0297,2007,MSWC01,WS0637,22.03 ,26.61 ,19.28 ,2577.1,1407.1,1083.7,423.9,1523.29,Yellow earths,,36.8,44,102,7.8,180,120,180,8120
298,M-SWC,MSWC0298,2007,MSWC01,WS0637,22.03 ,26.61 ,19.28 ,2577.1,1407.1,1083.7,423.9,1523.29,Yellow earths,,37.5,38.2,38,6.3,180,120,180,6955
299,M-SWC,MSWC0299,2008,MSWC01,WS0637,21.64 ,26.36 ,18.57 ,2834.8,1524.8,877.4,549.6,1811.07,Yellow earths,,31.9,9.5,98,6.4,210,105,120,9644
300,M-SWC,MSWC0300,2006,MSWC01,WS0637,21.99 ,27.06 ,18.66 ,3012.1,1642.1,891.4,702.3,2122.78,Yellow earths,,35.2,33.6,164,7.5,225,150,240,8516
301,M-SWC,MSWC0301,2006,MSWC01,WS0637,21.99 ,27.06 ,18.68 ,3012.9,1642.9,893.4,698,2114.97,Yellow earths,,31.7,8.5,158,6.3,180,120,180,7888
302,M-SWC,MSWC0302,2006,MSWC01,WS0637,21.99 ,27.06 ,18.66 ,3012.1,1642.1,891.4,702.3,2122.78,Yellow earths,,32.2,16.2,84,7.6,210,135,210,7661
303,M-SWC,MSWC0303,2007,MSWC01,WS0637,21.91 ,26.45 ,19.16 ,2694.7,1464.7,1090.8,446.5,1593.47,Yellow earths,,33.3,9.3,103,6.4,210,135,210,7868
304,M-SWC,MSWC0304,2007,MSWC01,WS0637,21.97 ,26.51 ,19.24 ,2636.6,1436.6,1063.2,431.4,1551.35,Yellow earths,,32.9,36.1,203,7.1,210,135,210,7875
305,M-SWC,MSWC0305,2007,MSWC01,WS0637,21.97 ,26.51 ,19.24 ,2636.6,1436.6,1063.2,431.4,1551.35,Yellow earths,,32.9,36.1,203,7.1,210,135,210,7926
306,M-SWC,MSWC0306,2008,MSWC01,WS0637,21.70 ,26.43 ,18.68 ,2734.7,1474.7,874,522.3,1732.17,Yellow earths,,40.7,18.1,161,7.1,225,120,150,9656
307,M-SWC,MSWC0307,2008,MSWC01,WS0560,22.36 ,27.26 ,18.94 ,3108.6,1718.6,612.6,450.1,1722.92,Yellow earths,,34.6,32.5,134,5.3,225,150,240,8850
308,M-SWC,MSWC0308,2008,MSWC01,WS0560,22.11 ,26.97 ,18.75 ,3360.7,1840.7,645.8,479.5,1854.6,Yellow earths,,37.9,23.5,187,4.2,225,150,240,9575
309,M-SWC,MSWC0309,2008,MSWC01,WS0560,22.39 ,27.27 ,18.97 ,3089.2,1709.2,616.9,450.1,1716.37,Yellow earths,,21.4,14.8,196,5.8,180,105,180,8561
310,M-SWC,MSWC0310,2008,MSWC01,WS0560,22.75 ,27.71 ,19.29 ,2958.1,1658.1,621.5,443.3,1651.14,Yellow earths,,21.3,18.6,74,5.5,180,105,180,7145
311,M-SWC,MSWC0311,2008,MSWC01,WS0560,22.69 ,27.57 ,19.31 ,3176.3,1776.3,677.6,452.8,1732.19,Limestone soils,,34.5,23.5,189,7.8,210,135,210,9107
312,M-SWC,MSWC0312,2008,MSWC01,WS0560,22.77 ,27.72 ,19.32 ,3028.6,1698.6,621.5,450.3,1682.91,Yellow earths,,19.9,17.4,96,5.2,180,105,180,8081
313,M-SWC,MSWC0313,2008,MSWC01,WS0560,23.85 ,28.73 ,20.49 ,2718.7,1578.7,552.6,398.9,1444.48,Yellow earths,,30,18.2,109,5.9,210,135,210,8387
314,M-SWC,MSWC0314,2008,MSWC01,WS0560,21.60 ,26.47 ,18.26 ,3390.9,1821.9,655.5,488.7,1899.3,Yellow earths,,27.1,37.2,163,4.8,180,105,180,9255
315,M-SWC,MSWC0315,2008,MSWC01,WS0560,22.90 ,27.92 ,19.36 ,2862.4,1612.4,598.7,439.4,1611.44,Yellow earths,,21.3,22.7,147,4.9,210,135,210,8000
316,M-SWC,MSWC0316,2006,MSWC01,WS0525,21.76 ,27.04 ,17.91 ,2762.9,1500.3,413.7,690.6,2032.87,Yellow earths,,29.5,22,140,5.9,210,135,180,7980
317,M-SWC,MSWC0317,2007,MSWC01,WS0525,21.11 ,25.91 ,17.85 ,3610.2,1910.7,787.5,728.5,2373.54,Limestone soils,,54.9,12.5,146,5.7,210,135,210,7109
318,M-SWC,MSWC0318,2008,MSWC01,WS0525,20.66 ,25.56 ,17.32 ,3739.2,1931,632.9,775.5,2506.74,Limestone soils,,36,17.8,115,6.3,210,135,210,8724
319,M-SWC,MSWC0319,2006,MSWC01,WS0525,21.69 ,27.04 ,17.74 ,3102.1,1679.5,415.2,807.5,2323.11,Limestone soils,,28.2,15.5,70,6.4,225,150,240,7891
320,M-SWC,MSWC0320,2007,MSWC01,WS0525,20.74 ,25.60 ,17.37 ,3048.7,1589.2,662.9,629.4,2057.34,Purplish soils,,25.2,20.5,111,4.8,180,120,180,6149
321,M-SWC,MSWC0321,2007,MSWC01,WS0525,21.23 ,26.21 ,17.80 ,3226.9,1717.4,698.6,679.4,2174.66,Limestone soils,,17.9,11.8,112,5.6,210,135,210,7631
322,M-SWC,MSWC0322,2007,MSWC01,WS0525,20.37 ,25.19 ,17.03 ,3075.7,1581.6,663.3,638.7,2093.58,Paddy soils,,63.8,18,99,4.3,210,135,210,6301
323,M-SWC,MSWC0323,2008,MSWC01,WS0525,20.70 ,25.61 ,17.34 ,3436.4,1778.2,596.2,702.4,2302.09,Limestone soils,,26,7,112,5.6,210,135,210,7320
324,M-SWC,MSWC0324,2008,MSWC01,WS0525,20.08 ,24.95 ,16.68 ,3052.1,1533.9,544.3,638.8,2100.75,Limestone soils,,36.5,13.5,54,6.3,210,135,210,9665
325,M-SWC,MSWC0325,2007,MSWC01,WS0525,21.13 ,26.08 ,17.69 ,3063.8,1624.3,641.2,643.8,2071.85,Limestone soils,,30.3,18,97,4.8,225,135,210,7230
326,M-SWC,MSWC0326,2007,MSWC01,WS0525,21.04 ,25.89 ,17.73 ,3534.6,1865.1,770.7,727.7,2352.96,Yellow earths,,31.8,13,114,4.5,210,135,210,6387
327,M-SWC,MSWC0327,2006,MSWC01,WS0525,21.78 ,27.11 ,17.85 ,2962.2,1609.6,415.2,769.4,2217.69,Limestone soils,,27.5,22,133,5.4,210,135,210,6825
328,M-SWC,MSWC0328,2007,MSWC01,WS0525,21.18 ,26.18 ,17.76 ,3241.2,1721.7,701,682.2,2185.17,Yellow earths,,51.5,27,283,5.8,225,150,240,6287
329,M-SWC,MSWC0329,2007,MSWC01,WS0525,20.34 ,25.13 ,17.01 ,2887.9,1478.5,658.7,593.2,1960.11,Paddy soils,,32.2,16,97,7.2,210,135,210,6098
330,M-SWC,MSWC0330,2007,MSWC01,WS0530,21.49 ,26.40 ,18.00 ,3288.4,1768.7,763.2,567.9,1988.96,Yellow earths,,18.6,8,69,5.7,210,135,210,6908
331,M-SWC,MSWC0331,2007,MSWC01,WS0530,21.55 ,26.47 ,18.06 ,3254.8,1753.4,763.2,559.9,1963.43,Yellow earths,,21.6,33,91,5.4,225,150,240,6263
332,M-SWC,MSWC0332,2007,MSWC01,WS0530,21.58 ,26.44 ,18.13 ,3042.6,1638,755.2,505.2,1810.32,Yellow earths,,26,20.9,120,4.8,210,135,210,7628
333,M-SWC,MSWC0333,2007,MSWC01,WS0530,21.70 ,26.64 ,18.17 ,3297.9,1783.3,759.7,567.9,1984.11,Fluvo-aquic soils,,16.3,18.3,165,6.1,225,150,240,7388
334,M-SWC,MSWC0334,2007,MSWC01,WS0530,22.04 ,26.86 ,18.59 ,2886.8,1582.2,740.4,469.4,1694.94,Yellow earths,,36.1,15.1,103,8.3,180,120,180,5745
335,M-SWC,MSWC0335,2008,MSWC01,WS0530,21.51 ,26.71 ,18.07 ,3677.9,1967.9,592.1,591.3,2145.92,Yellow earths,,46.8,27.2,155,5.1,195,129,150,9942
336,M-SWC,MSWC0336,2008,MSWC01,WS0530,21.58 ,26.88 ,18.08 ,3301.5,1771.5,555.7,539.4,1949.07,Paddy soils,,22.8,21.2,111,6.7,180,120,165,7628
337,M-SWC,MSWC0337,2008,MSWC01,WS0530,21.62 ,26.93 ,18.12 ,3330.2,1790.2,555.7,550.8,1974.05,Limestone soils,,17.3,10.7,141,5.7,210,120,150,8943
338,M-SWC,MSWC0338,2006,MSWC01,WS0530,24.11 ,29.51 ,19.96 ,3302.8,1933.4,439.5,726.2,2156.6,Yellow earths,,38.4,19.3,91,7.6,210,135,210,5708
339,M-SWC,MSWC0339,2007,MSWC01,WS0530,21.91 ,26.81 ,18.43 ,2936,1601.4,744.7,492,1746.07,Yellow earths,,22.8,13.2,111,6.6,158,150,240,6323
340,M-SWC,MSWC0340,2009,MSWC01,WS0529,21.69 ,26.42 ,18.48 ,3427.1,1851.1,599.2,500.2,1918.32,Purplish soils,,28.4,12,121,5.2,195,135,210,8576
341,M-SWC,MSWC0341,2007,MSWC01,WS0529,21.91 ,27.31 ,18.24 ,3133.3,1709.1,816.2,511.4,1837.97,Yellow earths,,15.4,2.8,51,6.2,210,135,210,6720
342,M-SWC,MSWC0342,2009,MSWC01,WS0532,21.84 ,26.53 ,18.76 ,3494.6,1899,865,518.4,1958.44,Yellow earths,,24.9,14.7,96,6.5,150,105,150,6939
343,M-SWC,MSWC0343,2009,MSWC01,WS0532,21.94 ,26.63 ,18.86 ,3494.7,1899.1,865.1,518.5,1959.44,Yellow earths,,21.4,15.5,115,6.5,180,120,180,8531
344,M-SWC,MSWC0344,2007,MSWC01,WS0532,22.67 ,27.79 ,19.23 ,3105.7,1735.7,742.5,465.6,1731.91,Yellow earths,,19.8,3.7,141,5.8,225,150,225,8051
345,M-SWC,MSWC0345,2007,MSWC01,WS0532,22.00 ,27.15 ,18.54 ,3256.7,1782.3,779.7,495.1,1844.7,Yellow earths,,16.7,13,63,5.7,210,135,210,6400
346,M-SWC,MSWC0346,2007,MSWC01,WS0532,22.89 ,28.02 ,19.53 ,3479.7,1959.7,820,518.6,1914.56,Yellow earths,,32.2,4.1,136,6.2,210,135,210,7605
347,M-SWC,MSWC0347,2007,MSWC01,WS0532,22.65 ,27.77 ,19.28 ,3511.3,1963.3,820.1,526,1945.49,Limestone soils,,28.7,20.7,61,5.3,225,150,225,5929
348,M-SWC,MSWC0348,2007,MSWC01,WS0532,22.97 ,28.12 ,19.59 ,3468.4,1958.4,817,518.6,1908.09,Limestone soils,,23.1,8.7,47,5.1,210,135,210,7920
349,M-SWC,MSWC0349,2007,MSWC01,WS0532,21.88 ,27.05 ,18.42 ,3369.1,1834.7,788.9,516.5,1917.25,Yellow earths,,20.6,6.3,132,8.1,180,105,180,5793
350,M-SWC,MSWC0350,2007,MSWC01,WS0532,22.65 ,27.77 ,19.28 ,3511.3,1963.3,820.1,526,1945.49,Yellow earths,,34.7,13.1,205,6.7,225,150,225,8603
351,M-SWC,MSWC0351,2007,MSWC01,WS0532,22.49 ,27.62 ,19.13 ,3486.4,1942,837.1,526,1945.42,Yellow earths,,27.3,7.3,198,6.6,210,135,210,8022
352,M-SWC,MSWC0352,2007,MSWC01,WS0532,22.65 ,27.77 ,19.28 ,3511.3,1963.3,820.1,526,1945.49,Yellow earths,,34.7,12.4,197,6.8,180,105,180,5820
353,M-SWC,MSWC0353,2008,MSWC01,WS0563,21.17 ,26.31 ,17.71 ,2794.4,1476.4,481.6,544.3,1825.74,Yellow earths,,39.1,41.2,141,6.3,210,135,210,7892
354,M-SWC,MSWC0354,2008,MSWC01,WS0563,21.55 ,26.68 ,18.14 ,3319.2,1781.2,512,644,2134.62,Limestone soils,,36.5,38.5,151,7.6,225,150,240,9291
355,M-SWC,MSWC0355,2009,MSWC01,WS0563,21.64 ,26.14 ,18.47 ,3310.6,1787.7,633,617.7,2083.78,Yellow earths,,27.8,23.5,141,5.9,210,135,210,8692
356,M-SWC,MSWC0356,2008,MSWC01,WS0563,21.30 ,26.40 ,17.92 ,3067.1,1629.1,502.6,586.4,1975.14,Yellow earths,,39.2,30.6,162,5.6,225,150,240,9248
357,M-SWC,MSWC0357,2007,MSWC01,WS0532,22.14 ,27.33 ,18.71 ,3586.2,1971.8,825.4,561.6,2042.45,Purplish soils,,23.8,37.2,193,5.7,180,120,180,7030
358,M-SWC,MSWC0358,2007,MSWC01,WS0532,22.48 ,27.74 ,19.01 ,3506.4,1952,809.3,556.2,1997.7,Yellow earths,,21.8,14.9,198,5.3,210,135,210,8936
359,M-SWC,MSWC0359,2007,MSWC01,WS0532,22.36 ,27.56 ,18.90 ,3265,1810.6,776.7,497.4,1839.77,Yellow earths,,29.2,27.9,152,7.8,210,135,210,9050
360,M-SWC,MSWC0360,2008,MSWC01,WS0532,21.79 ,27.15 ,18.43 ,3268.2,1768.2,701.7,480.7,1835.55,Yellow earths,,35.1,18.1,115,5.7,225,150,240,8723
361,M-SWC,MSWC0361,2008,MSWC01,WS0532,22.02 ,27.38 ,18.63 ,3435.4,1875.4,695.1,518.2,1936.96,Yellow earths,,13.1,5.1,63,5.6,210,135,210,8550
362,M-SWC,MSWC0362,2009,MSWC01,WS0532,21.86 ,26.51 ,18.80 ,3453.6,1878,865,508.8,1932.12,Yellow earths,,32.7,6.2,122,6.3,210,135,210,8550
363,M-SWC,MSWC0363,2007,MSWC01,WS0532,21.75 ,26.86 ,18.32 ,3241.2,1756.8,780.7,486,1834.43,Yellow earths,,32.5,17.1,154,7.3,210,135,210,8075
364,M-SWC,MSWC0364,2007,MSWC01,WS0532,23.03 ,28.16 ,19.66 ,3477.2,1967.2,817,515.7,1903.33,Yellow earths,,17.8,17.9,132,5.1,225,150,240,6200
365,M-SWC,MSWC0365,2008,MSWC01,WS0532,22.85 ,28.32 ,19.41 ,3039.7,1709.7,654.7,462.4,1702.84,Yellow earths,,13.8,6.9,138,5.4,225,150,240,8461
366,M-SWC,MSWC0366,2007,MSWC01,WS0532,22.36 ,27.56 ,18.90 ,3265,1810.6,776.7,497.4,1839.77,Limestone soils,,24,14.7,220,8.2,210,135,210,8130
367,M-SWC,MSWC0367,2008,MSWC01,WS0532,22.48 ,27.92 ,19.09 ,3125.2,1735.2,655.1,454.2,1727.98,Yellow earths,,21.7,4.9,147,7,180,120,180,7591
368,M-SWC,MSWC0368,2009,MSWC01,WS0532,21.36 ,25.97 ,18.37 ,3225.4,1719.8,865,432.4,1759.16,Yellow earths,,21.4,7.4,220,5.2,225,150,240,7622
369,M-SWC,MSWC0369,2008,MSWC01,WS0532,21.63 ,26.94 ,18.27 ,3503.9,1883.9,731.6,529.4,1987.27,Limestone soils,,23.1,12.6,96,6.2,210,135,210,7934
370,M-SWC,MSWC0370,2008,MSWC01,WS0532,22.02 ,27.37 ,18.66 ,3347.5,1827.5,691.2,490.7,1867.77,Limestone soils,,26.8,5.8,98,5.4,225,150,240,6313
371,M-SWC,MSWC0371,2008,MSWC01,WS0532,23.00 ,28.36 ,19.68 ,3795.6,2145.6,820.5,573.8,2075.26,Limestone soils,,31.4,9,243,6.3,180,120,180,7904
372,M-SWC,MSWC0372,2009,MSWC01,WS0532,21.70 ,26.25 ,18.70 ,3297.9,1782.3,865,460.7,1817.19,Yellow earths,,22.5,11.5,87,5.3,180,120,180,7628
373,M-SWC,MSWC0373,2007,MSWC01,WS0565,21.66 ,26.77 ,18.23 ,3227.3,1742.9,780.7,486.5,1833.58,Yellow soils,,22.1,20.7,168,7,225,150,240,9101
374,M-SWC,MSWC0374,2007,MSWC01,WS0565,21.68 ,26.80 ,18.25 ,3252.7,1758.3,780.7,493.8,1852.17,Yellow soils,,31.7,21.2,73,7.1,225,150,240,8675
375,M-SWC,MSWC0375,2007,MSWC01,WS0565,22.72 ,27.87 ,19.28 ,3158.4,1768.4,756.3,474.7,1759.92,Yellow soils,,27.3,23,192,7.1,180,120,180,7025
376,M-SWC,MSWC0376,2007,MSWC01,WS0565,22.73 ,27.87 ,19.31 ,3182.4,1782.4,764.3,474.7,1766.61,Yellow soils,,42.9,20.5,134,6.9,210,135,210,7475
377,M-SWC,MSWC0377,2007,MSWC01,WS0565,22.01 ,27.21 ,18.54 ,3345.8,1831.4,788.9,516.5,1905.3,Yellow soils,,20.3,32.9,71,7.1,225,150,240,9475
378,M-SWC,MSWC0378,2007,MSWC01,WS0565,21.96 ,27.11 ,18.50 ,3206.3,1751.9,779.7,486,1816.46,Yellow soils,,23,23.6,88,6.9,180,120,180,6475
379,M-SWC,MSWC0379,2007,MSWC01,WS0565,22.10 ,27.33 ,18.62 ,3359.8,1845.4,794.9,519.9,1911.43,Yellow soils,,23.9,16,51,6,210,135,210,7350
380,M-SWC,MSWC0380,2007,MSWC01,WS0565,21.77 ,26.86 ,18.34 ,3026.3,1641.9,754.9,442.8,1698.52,Yellow earths,,20.6,15.1,150,6,180,120,180,6350
381,M-SWC,MSWC0381,2007,MSWC01,WS0565,21.91 ,27.07 ,18.46 ,3330.2,1815.8,782.1,510.8,1895.43,Yellow earths,,21.1,10.8,170,6.8,210,135,210,8154
382,M-SWC,MSWC0382,2008,MSWC01,WS0528,19.24 ,23.89 ,16.00 ,3039.6,1468.4,606,632.6,2139.32,Yellow earths,,32.7,17.5,57,6.2,210,135,210,9205
383,M-SWC,MSWC0383,2009,MSWC01,WS0528,19.01 ,23.06 ,16.14 ,3156.2,1510.2,621.2,640.2,2193.27,Yellow earths,,33.1,16.2,124,5,225,150,240,9955
384,M-SWC,MSWC0384,2008,MSWC01,WS0528,19.12 ,23.83 ,15.82 ,3001.8,1440.6,627.7,648.5,2156.17,Yellow earths,,28.6,9.6,95,6.4,225,150,240,8705
385,M-SWC,MSWC0385,2009,MSWC01,WS0528,18.93 ,22.94 ,16.07 ,3067.3,1461.3,602,613.9,2124.32,Yellow earths,,21.8,18.1,86,5.2,210,135,210,8030
386,M-SWC,MSWC0386,2008,MSWC01,WS0528,18.98 ,23.68 ,15.67 ,2827.9,1346.7,613.7,601.9,2028.4,Limestone soils,,36.6,20.1,67,5.8,180,150,240,9455
387,M-SWC,MSWC0387,2008,MSWC01,WS0528,18.69 ,23.43 ,15.30 ,2579.1,1207.9,571.1,570.4,1900.55,Purplish soils,,18.1,13.1,67,5.3,225,150,240,9930
388,M-SWC,MSWC0388,2008,MSWC01,WS0528,19.16 ,23.89 ,15.84 ,2950.9,1419.7,619.2,642.2,2127.07,Yellow earths,,20.2,10.6,95,5.3,210,135,210,10181
389,M-SWC,MSWC0389,2009,MSWC01,WS0528,19.03 ,23.09 ,16.14 ,3177.7,1521.7,621.2,651,2216.73,Yellow earths,,18.5,11.8,108,4.8,180,120,180,7679
390,M-SWC,MSWC0390,2009,MSWC01,WS0528,18.22 ,22.12 ,15.44 ,2587.2,1181.2,571.6,473.8,1761.86,Purplish soils,,31.6,5.5,203,5,180,120,180,6453
391,M-SWC,MSWC0391,2009,MSWC01,WS0528,18.51 ,22.47 ,15.70 ,2816.5,1300.5,588,524.5,1919.33,Limestone soils,,19.8,6.3,82,6.9,210,135,210,8930
392,M-SWC,MSWC0392,2006,MSWC01,WS0566,24.43 ,30.01 ,20.59 ,3298.6,1948.6,680.4,639.3,2001.04,Yellow earths,,31.1,18.6,81,6.5,210,135,210,8867
393,M-SWC,MSWC0393,2006,MSWC01,WS0566,23.62 ,29.14 ,19.83 ,3165.4,1825.4,651.1,597.6,1918.81,Yellow earths,,20.7,10.8,83,6.2,180,120,180,5456
394,M-SWC,MSWC0394,2007,MSWC01,WS0566,23.22 ,28.49 ,19.72 ,3274.4,1866.2,713.9,538.4,1869.82,Yellow earths,,27.1,15.6,96,6.3,180,120,180,8871
395,M-SWC,MSWC0395,2007,MSWC01,WS0566,22.68 ,27.87 ,19.24 ,3061.5,1713.3,704.6,472.4,1717.51,Yellow earths,,44.5,26.9,96,8,210,135,210,9288
396,M-SWC,MSWC0396,2007,MSWC01,WS0566,23.55 ,28.82 ,20.03 ,3249.3,1871.1,688.5,536.3,1850.55,Yellow earths,,62.1,14,218,4.7,210,135,210,7357
397,M-SWC,MSWC0397,2008,MSWC01,WS0566,22.03 ,27.19 ,18.60 ,3128.7,1708.7,556.3,469.3,1750.24,Paddy soils,,40.5,21.3,126,7.3,180,120,180,8334
398,M-SWC,MSWC0398,2008,MSWC01,WS0566,23.35 ,28.59 ,19.90 ,3339.5,1909.5,625.2,495,1818.67,Yellow earths,,32.5,39.1,96,5.3,210,135,210,8084
399,M-SWC,MSWC0399,2008,MSWC01,WS0566,22.98 ,28.25 ,19.45 ,2987.5,1687.5,514.7,455,1662.18,Purplish soils,,26.6,56,185,7.2,210,135,210,7542
400,M-SWC,MSWC0400,2008,MSWC01,WS0566,24.10 ,29.51 ,20.53 ,3277.5,1917.5,617.6,505.4,1792.49,Yellow earths,,26.9,18.7,73,5.2,225,150,240,8126
401,M-SWC,MSWC0401,2008,MSWC01,WS0566,23.91 ,29.27 ,20.36 ,3322.9,1932.9,617.7,506,1812.76,Yellow earths,,37.1,11,82,6.8,225,150,240,8167
402,M-SWC,MSWC0402,2007,MSWC01,WS0566,23.16 ,28.40 ,19.68 ,3357.7,1909.5,715.8,552,1917.72,Paddy soils,,45.8,40.6,232,6.6,210,135,210,8334
403,M-SWC,MSWC0403,2007,MSWC01,WS0566,22.96 ,28.20 ,19.51 ,3100.2,1752,712.9,492.2,1752.96,Yellow earths,,29.2,15.6,244,5.7,210,150,240,10115
404,M-SWC,MSWC0404,2007,MSWC01,WS0566,23.37 ,28.65 ,19.85 ,3341.6,1913.4,712.7,560.4,1920.2,Yellow earths,,20.9,10.5,127,7.4,210,135,210,9334
405,M-SWC,MSWC0405,2007,MSWC01,WS0566,23.85 ,29.05 ,20.36 ,3124.3,1814.3,661.8,512.6,1769.22,Yellow earths,,21.3,13.4,52,8,210,135,210,10250
406,M-SWC,MSWC0406,2009,MSWC01,WS0566,22.91 ,27.66 ,19.77 ,3206.9,1807.8,548.6,425.3,1684,Yellow earths,,35.2,21.2,140,5.5,225,150,240,9516
407,M-SWC,MSWC0407,2007,MSWC01,WS0566,22.89 ,28.11 ,19.45 ,3044.8,1716.6,712.5,477,1714.17,Limestone soils,,29.3,10,122,7.2,210,135,210,9654
408,M-SWC,MSWC0408,2009,MSWC01,WS0534,22.61 ,27.24 ,19.45 ,3278.8,1831.1,649.7,505.9,1849.32,Yellow earths,,21.5,16.3,135,6,129,78,108,6752
409,M-SWC,MSWC0409,2009,MSWC01,WS0534,22.85 ,27.51 ,19.67 ,3244.4,1826.7,644.4,505.2,1829.39,Yellow earths,,25.6,18.8,145,6.2,150,105,150,8038
410,M-SWC,MSWC0410,2009,MSWC01,WS0534,22.76 ,27.41 ,19.59 ,3254.8,1827.1,646.2,505.2,1835.7,Yellow earths,,21.3,21,78,5.4,108,66,90,6320
