Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,
W-NCP,WNCP0913,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,loam,17.1,37.7,138,7.8,180,150,120,5760,
W-NCP,WNCP0914,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,loam,10,14,61,7.9,225,150,150,8073,
W-NCP,WNCP0915,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,sandy clay loam,11.9,6.7,101,8,225,150,150,6894,
W-NCP,WNCP0916,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,loam,12,10.6,67,8,180,150,120,6627,
W-NCP,WNCP0917,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,sandy clay loam,14.1,11.4,104,7.7,225,150,150,7819.5,
W-NCP,WNCP0918,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,sandy loam,7.4,7.6,86,7.8,180,150,120,7041,
W-NCP,WNCP0919,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,loam,11.9,24.2,63,7.8,180,150,120,6532.5,
W-NCP,WNCP0920,2008,河北省,Hebei,8654507,8.937007874,15.23700787,3.51496063,2441.8,955.7,156.4,1741.3,3260.07,褐土,Cinnamon soils,loam,10.4,4.5,72,7.5,180,150,120,6943.5,
W-NCP,WNCP0921,2009,河北省,Hebei,8654507,6.904633205,12.27915058,2.364478764,2110.8,813.7,200.2,1565.5,3084.5,褐土,Cinnamon soils,loam,15.5,8.3,88,7.9,180,150,120,5940,
W-NCP,WNCP0922,2009,河北省,Hebei,8654507,7.03129771,12.43320611,2.451526718,2164.7,837.6,200.2,1596.7,3136.98,褐土,Cinnamon soils,loam,13.9,14.6,69,7.9,180,150,120,6480,
W-NCP,WNCP0923,2009,河北省,Hebei,8654507,7.03129771,12.43320611,2.451526718,2164.7,837.6,200.2,1596.7,3136.98,褐土,Cinnamon soils,loam,18,43.7,124,7.8,180,150,120,5982,
W-NCP,WNCP0924,2009,河北省,Hebei,8654507,6.753696498,12.10817121,2.226070039,2058.2,781.1,188.1,1541.4,3031.89,褐土,Cinnamon soils,sandy loam,10.5,15.8,76,7.8,180,150,120,6574.5,
W-NCP,WNCP0925,2009,河北省,Hebei,8654507,6.608984375,12.00273438,2.0296875,2014.4,747.3,172,1551.3,3021.06,褐土,Cinnamon soils,sandy clay loam,16.5,13.4,82,7.9,225,150,150,7686,
W-NCP,WNCP0926,2009,河北省,Hebei,8654507,6.714785992,12.09649805,2.143190661,2048.2,771.1,177.2,1554.9,3040.38,褐土,Cinnamon soils,loam,12,24,63,7.8,180,150,120,6966,
W-NCP,WNCP0927,2009,河北省,Hebei,8654507,7.03129771,12.43320611,2.451526718,2164.7,837.6,200.2,1596.7,3136.98,褐土,Cinnamon soils,loam,11.7,5.7,73,7.5,180,150,120,7069.5,
W-NCP,WNCP0928,2006,河北省,Hebei,8654507,9.027667984,14.83715415,3.876284585,2418.5,930.3,133.4,1669.7,3160.45,褐土,Cinnamon soils,loam,16.3,7.9,78,7.9,180,150,120,5770.5,
W-NCP,WNCP0929,2006,河北省,Hebei,8654507,9.222265625,15.02421875,4.068359375,2495.4,977.2,133.4,1689.5,3213.88,褐土,Cinnamon soils,sandy loam,14,18.7,60,8.5,225,150,150,7528.5,
W-NCP,WNCP0930,2006,河北省,Hebei,8654507,8.605394191,14.43195021,3.426556017,2208.4,840.2,131,1614.4,3052.41,褐土,Cinnamon soils,loam,12.5,13.6,87,8.4,180,150,120,5593.5,
W-NCP,WNCP0931,2006,河北省,Hebei,8654507,8.861788618,14.67560976,3.693902439,2314.5,896.3,131,1636.1,3111.57,褐土,Cinnamon soils,sandy loam,12.4,5.4,118,7.3,225,150,150,6240,
W-NCP,WNCP0932,2007,河北省,Hebei,8654507,8.048605578,13.82629482,3.12749004,2204.4,761.1,164.3,1600.2,3089.01,褐土,Cinnamon soils,loam,16.7,7.4,123,8.4,144,72,120,3567,
W-NCP,WNCP0933,2007,河北省,Hebei,8654507,5.982727273,11.80090909,1.103636364,1500.4,367.1,128.3,1375.4,2508.75,褐土,Cinnamon soils,loam,18.5,11,117,8.4,240,120,108.3,3967.5,
W-NCP,WNCP0934,2007,河北省,Hebei,8654507,8.131225296,13.9027668,3.213438735,2241.4,778.1,164.3,1603.7,3106.28,褐土,Cinnamon soils,sandy clay loam,17.6,13.4,114,8,240,120,180,7101,
W-NCP,WNCP0935,2007,河北省,Hebei,8654507,8.13359375,13.88398438,3.24921875,2266.4,773.1,185.1,1623.8,3136.14,褐土,Cinnamon soils,loam,13.3,5,90,8,192,96,144,5067,
W-NCP,WNCP0936,2007,河北省,Hebei,8654507,8.103149606,13.87007874,3.202755906,2242.4,769.1,164.3,1606.4,3109.34,褐土,Cinnamon soils,sandy loam,16.3,3.4,102,8.2,144,72,108,4167,
W-NCP,WNCP0937,2007,河北省,Hebei,8654507,8.123921569,13.89019608,3.227058824,2255.8,772.5,164.3,1614.6,3123.59,褐土,Cinnamon soils,loam,16,14.4,147,8.2,192,96,150,6567,
W-NCP,WNCP0938,2008,河北省,Hebei,8654507,8.912648221,15.20750988,3.489328063,2426.7,950.6,156.1,1733.2,3246.04,褐土,Cinnamon soils,loam,29.4,18.9,155,8.4,240,120,180,6933,
W-NCP,WNCP0939,2008,河北省,Hebei,8654507,8.786,15.1216,3.3248,2368.3,922.2,156.1,1733.2,3226.66,褐土,Cinnamon soils,loam,10.4,13,74,8.3,192,96,144,6801,
W-NCP,WNCP0940,2008,河北省,Hebei,8654507,8.762650602,15.09156627,3.307630522,2353.7,917.6,156.1,1724.1,3211.66,褐土,Cinnamon soils,loam,19.2,16.1,154,8.2,144,72,108,4966.5,
W-NCP,WNCP0941,2007,河北省,Hebei,8654707,7.699565217,13.93956522,2.740434783,1928.5,632.6,165.1,1370.996,2757.99,潮土,Fluvo-aquic soils,loam,16.5,28.6,90,7.6,210,150,120,8965.5,
W-NCP,WNCP0942,2007,河北省,Hebei,8654707,7.699565217,13.93956522,2.740434783,1928.5,632.6,165.1,1370.996,2757.99,潮土,Fluvo-aquic soils,loam,15.1,46.6,96,7.5,240,150,135,8658,
W-NCP,WNCP0943,2008,河北省,Hebei,8654707,8.236244541,14.61528384,2.809170306,2018,691.5,150.5,1555.7,2987.83,潮土,Fluvo-aquic soils,loam,16.2,28.6,91,7.5,210,150,120,8272.5,
W-NCP,WNCP0944,2008,河北省,Hebei,8654707,8.29,14.66521739,2.875652174,2038.6,702.1,151.4,1558.3,2999.4,潮土,Fluvo-aquic soils,loam,16.4,30.5,101,7.7,210,150,120,8325,
W-NCP,WNCP0945,2008,河北省,Hebei,8654707,9.29057377,15.67254098,3.843852459,2398.8,922.3,245.8,1681.3,3298.43,潮土,Fluvo-aquic soils,loam,15.2,31.2,86,7.5,240,150,135,8448,
W-NCP,WNCP0946,2008,河北省,Hebei,8654707,8.236244541,14.61528384,2.809170306,2018,691.5,150.5,1555.7,2987.83,潮土,Fluvo-aquic soils,loam,15.1,36.6,96,7.6,240,150,135,8658,
W-NCP,WNCP0947,2008,河北省,Hebei,8654707,8.236244541,14.61528384,2.809170306,2018,691.5,150.5,1555.7,2987.83,潮土,Fluvo-aquic soils,loam,15.1,31.2,110,7.6,210,150,120,8140.5,
W-NCP,WNCP0948,2008,河北省,Hebei,8654707,8.236244541,14.61528384,2.809170306,2018,691.5,150.5,1555.7,2987.83,潮土,Fluvo-aquic soils,sandy loam,16.5,28.5,90,7.6,210,150,120,8190,
W-NCP,WNCP0949,2009,河北省,Hebei,8654707,6.95560166,12.7120332,2.317427386,1919.6,720,86,1397.2,2877.7,潮土,Fluvo-aquic soils,loam,15.7,32.4,107,7.8,240,150,135,8440.5,
W-NCP,WNCP0950,2009,河北省,Hebei,8654707,6.95560166,12.7120332,2.317427386,1919.6,720,86,1397.2,2877.7,潮土,Fluvo-aquic soils,loam,15.1,29,96,7.6,210,150,120,8380.5,
W-NCP,WNCP0951,2009,河北省,Hebei,8654707,6.95560166,12.7120332,2.317427386,1919.6,720,86,1397.2,2877.7,潮土,Fluvo-aquic soils,loam,15.7,34,100,7.6,210,150,120,8160,
W-NCP,WNCP0952,2009,河北省,Hebei,8654707,6.8406639,12.60041494,2.210373444,1891.9,692.3,86,1395.6,2861.03,潮土,Fluvo-aquic soils,loam,15.8,28,92,7.6,210,150,120,6771,
W-NCP,WNCP0953,2006,河南省,Henan,8657086,10.34933921,16.02951542,5.558590308,2357,805.8,199.6,1259.4,2733.73,褐土,Cinnamon soils,loam,17.2,27.9,115,8.3,150,90,90,9505.5,
W-NCP,WNCP0954,2005,河南省,Henan,8657086,9.762068966,15.42198276,5.074137931,2314.6,783,156.5,1300.3,2808.23,潮土,Fluvo-aquic soils,loam,13.8,15.6,47,7.9,120,60,60,7410,
W-NCP,WNCP0955,2006,河南省,Henan,8657086,10.7025641,16.38162393,5.90982906,2512.1,890.9,199.6,1279.5,2807.88,潮土,Fluvo-aquic soils,loam,13.4,13.9,93,7.8,150,90,90,7504.5,
W-NCP,WNCP0956,2006,河南省,Henan,8657086,10.45521739,16.1173913,5.686521739,2412.4,831.2,199.6,1262.9,2751.57,潮土,Fluvo-aquic soils,loam,15.1,36,52,8.3,120,60,60,6124.5,
W-NCP,WNCP0957,2006,河南省,Henan,8657086,10.40960699,16.06855895,5.643231441,2391.5,820.3,199.6,1259.4,2742.67,潮土,Fluvo-aquic soils,loam,12.9,16.9,76,7.4,120,60,60,8050.5,
W-NCP,WNCP0958,2006,河南省,Henan,8657086,10.4995671,16.17229437,5.726406926,2433.1,841.9,199.6,1270.9,2766.19,潮土,Fluvo-aquic soils,loam,14.5,11.1,67,8.3,120,60,60,8103,
W-NCP,WNCP0959,2005,河南省,Henan,8657086,9.860944206,15.50300429,5.17639485,2347.4,805.8,156.5,1305.5,2830.35,潮土,Fluvo-aquic soils,loam,12.5,3.8,67,7.9,120,60,60,4300.5,
W-NCP,WNCP0960,2006,河南省,Henan,8657086,10.44043478,16.15043478,5.620869565,2409,827.8,195.1,1281.3,2760.41,褐土,Cinnamon soils,silt loam,16.5,29.6,87,8.5,150,90,90,9151.5,
W-NCP,WNCP0961,2006,河南省,Henan,8657086,10.30044248,15.97699115,5.50619469,2335.6,794.4,199.6,1253.7,2717.19,褐土,Cinnamon soils,silt loam,16.2,8.8,100,8.3,180,120,120,8856,
W-NCP,WNCP0962,2006,河南省,Henan,8657086,10.32599119,15.98898678,5.544052863,2351.7,800.5,199.6,1253.7,2721.64,褐土,Cinnamon soils,sandy loam,19.4,9.6,132,7.8,180,120,120,8715,
W-NCP,WNCP0963,2007,河南省,Henan,8657085,10.09111111,15.22844444,6.168,2345.4,759.9,142.7,1105.6,2504.58,褐土,Cinnamon soils,loam,24.1,10.4,92,8.2,210,120,120,4843.5,
W-NCP,WNCP0964,2007,河南省,Henan,8657085,10.41585903,15.54052863,6.512334802,2439.3,833.8,142.7,1126.5,2572.14,褐土,Cinnamon soils,loam,19.6,3.5,103,8.2,180,90,90,4582.5,
W-NCP,WNCP0965,2007,河南省,Henan,8657085,9.79587156,14.91284404,5.889449541,2210.4,694.9,142.4,1063.6,2408.97,褐土,Cinnamon soils,loam,30.1,15.5,217,8.1,210,120,120,4375.5,
W-NCP,WNCP0966,2007,河南省,Henan,8657085,10.0955157,15.22466368,6.183856502,2326.2,760.7,142.7,1094,2485,褐土,Cinnamon soils,loam,26,9.8,135,8.2,210,120,120,3594,
W-NCP,WNCP0967,2007,河南省,Henan,8657082,9.255555556,14.15777778,5.122222222,2193.4,678.5,123.5,1297.3,2736.13,褐土,Cinnamon soils,sandy loam,19.1,10.3,120,8.1,120,60,60,4252.5,
W-NCP,WNCP0968,2007,河南省,Henan,8653994,9.462916667,15.05916667,4.791666667,2350,760.9,170.8,1100.7,2566.99,潮土,Fluvo-aquic soils,loam,20.1,13.7,172,8.3,240,120,120,6646.5,
W-NCP,WNCP0969,2007,河南省,Henan,8653994,9.574897119,15.14567901,4.938271605,2405.6,786.5,174.2,1100.7,2584.15,潮土,Fluvo-aquic soils,loam,18.7,12.5,172,8.2,240,120,120,7728,
W-NCP,WNCP0970,2007,河南省,Henan,8653994,9.574897119,15.14567901,4.938271605,2405.6,786.5,174.2,1100.7,2584.15,潮土,Fluvo-aquic soils,loam,20.1,12.5,192,8.3,180,90,90,6897,
W-NCP,WNCP0971,2007,河南省,Henan,8653994,9.499170124,15.10041494,4.835684647,2368.2,769.1,174.2,1100.7,2574.43,潮土,Fluvo-aquic soils,loam,19.3,17.2,116,8.1,180,90,90,7497,
W-NCP,WNCP0972,2007,河南省,Henan,8653994,9.403361345,15.02436975,4.709663866,2316.9,747.8,170.6,1100.7,2557.43,褐土,Cinnamon soils,sandy loam,19.5,19,92,8.2,240,120,120,6775.5,
W-NCP,WNCP0973,2007,河南省,Henan,8653994,9.574897119,15.14567901,4.938271605,2405.6,786.5,174.2,1100.7,2584.15,褐土,Cinnamon soils,sandy loam,20.5,11.2,124,8.2,180,90,90,7221,
W-NCP,WNCP0974,2007,河南省,Henan,8653997,9.040789474,14.62982456,3.968859649,2141,673.1,184.2,1404.6,2893.65,潮土,Fluvo-aquic soils,loam,13.5,8.5,102,8.3,240,120,120,5520,
W-NCP,WNCP0975,2007,河南省,Henan,8653997,8.854666667,14.42755556,3.812,2072,634.1,184.2,1375.3,2824.71,潮土,Fluvo-aquic soils,loamy sand,13.5,8.5,102,8.3,240,120,120,4870.5,
W-NCP,WNCP0976,2007,河南省,Henan,8653997,8.792376682,14.34887892,3.757847534,2040.4,622.5,184.2,1359,2795.96,潮土,Fluvo-aquic soils,loamy sand,9.7,11.3,102,8.5,240,120,120,5382,
W-NCP,WNCP0977,2007,河南省,Henan,8653997,8.839449541,14.36376147,3.78853211,2006.7,638.8,178.7,1351.4,2803.34,潮土,Fluvo-aquic soils,loam,12.8,8.1,179,8.4,180,90,90,6787.5,
W-NCP,WNCP0978,2007,河南省,Henan,8653997,8.830092593,14.35601852,3.776851852,1987,638.2,178.7,1338.5,2780.71,潮土,Fluvo-aquic soils,loamy sand,13.7,9.6,120,8.4,180,90,90,4737,
W-NCP,WNCP0979,2007,河南省,Henan,8653997,9.113100437,14.69912664,4.034934498,2166.6,688.7,184.2,1414.7,2917.18,潮土,Fluvo-aquic soils,loamy sand,13.5,14.9,111,8.4,180,90,90,7126.5,
W-NCP,WNCP0980,2007,河南省,Henan,8653997,9.041333333,14.58355556,3.993333333,2114,676.1,184.2,1386.4,2873.27,潮土,Fluvo-aquic soils,loamy sand,12.2,12.8,129,8.4,240,120,120,5902.5,
W-NCP,WNCP0981,2007,河南省,Henan,8653997,9.031415929,14.58893805,3.980973451,2120.8,672.9,184.2,1388.8,2872.44,潮土,Fluvo-aquic soils,loamy sand,13.5,18.7,211,8.5,180,90,90,7473,
W-NCP,WNCP0982,2006,河南省,Henan,8653998,10.0350211,15.7278481,5.500843882,2406.4,835.6,215,1232.7,2730.06,潮土,Fluvo-aquic soils,loamy sand,16.8,77.9,202,8.2,150,90,90,7503,
W-NCP,WNCP0983,2006,河南省,Henan,8653998,10.02489451,15.73206751,5.482278481,2404,833.2,215,1238.2,2733.31,潮土,Fluvo-aquic soils,clay loam,12.4,29.8,216,8.1,120,60,60,5002.5,
W-NCP,WNCP0984,2005,河南省,Henan,8653989,9.972653061,15.81673469,5.190204082,2504.7,853.8,130,1379.6,2961.2,潮土,Fluvo-aquic soils,loam,11.6,6.4,64,7.9,120,60,60,4906.5,
W-NCP,WNCP0985,2006,河南省,Henan,8653989,10.35450644,16.15021459,5.434763948,2433,838.9,155.6,1249.1,2735.81,潮土,Fluvo-aquic soils,loam,13.6,18.9,147,7.7,180,120,120,9186,
W-NCP,WNCP0986,2008,河南省,Henan,8653986,10.15150215,15.67424893,5.545064378,2414.4,794.7,144.5,1294.2,2713.25,潮土,Fluvo-aquic soils,loam,14.2,19.7,111,8.5,210,90,90,6315,
W-NCP,WNCP0987,2006,河南省,Henan,8653988,10.52268908,16.66260504,5.099159664,2527.2,891.2,150.5,1096.3,2561.15,潮土,Fluvo-aquic soils,loam,13,35,127,8.5,180,120,120,8130,
W-NCP,WNCP0988,2006,河南省,Henan,8653988,10.87306122,17.07102041,5.411020408,2686.7,980.7,150.5,1138.5,2660.02,潮土,Fluvo-aquic soils,clay,18.8,37.4,124,8.5,120,60,60,6705,
W-NCP,WNCP0989,2006,河南省,Henan,8653988,10.50920502,16.67238494,5.094979079,2534.5,888.5,150.5,1104.4,2564.59,潮土,Fluvo-aquic soils,sandy loam,19.8,19.3,123,8.4,150,90,90,6639,
W-NCP,WNCP0990,2006,河南省,Henan,8653988,9.811415525,16.00776256,4.342009132,2171.5,725.5,148.8,1036.2,2391.51,潮土,Fluvo-aquic soils,loam,16.2,12.2,150,8.3,120,60,60,6883.5,
W-NCP,WNCP0991,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,loamy sand,18.7,16.5,127,8.2,240,120,120,9045,
W-NCP,WNCP0992,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,loamy sand,14.8,15.5,126,8.2,240,120,120,9135,
W-NCP,WNCP0993,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,loamy sand,15.4,13.6,113,8.2,240,120,120,8895,
W-NCP,WNCP0994,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,loamy sand,26.4,32.4,153,8.3,180,90,90,9390,
W-NCP,WNCP0995,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,sandy loam,20.2,27.8,148,8.2,180,90,90,7815,
W-NCP,WNCP0996,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,loamy sand,19.2,26.4,116,8.2,180,90,90,7485,
W-NCP,WNCP0997,2007,河南省,Henan,8653984,9.277731092,15.39747899,4.016806723,2283.4,717.6,157.7,1267.5,2777.96,潮土,Fluvo-aquic soils,loam,12.8,19.5,72,8.5,240,120,120,7875,
W-NCP,WNCP0998,2007,河南省,Henan,8653984,9.72244898,15.86571429,4.413061224,2457.3,821.5,159,1322.2,2917.42,潮土,Fluvo-aquic soils,loam,11,20.2,68,8.2,240,120,120,8010,
W-NCP,WNCP0999,2006,河南省,Henan,8653979,11.40772532,16.84463519,6.981545064,2666.5,972.4,182.3,1289.8,2749.4,潮土,Fluvo-aquic soils,loam,20.4,12.2,148,7.9,150,90,90,6808.5,
W-NCP,WNCP1000,2006,河南省,Henan,8653979,11.54237288,16.94194915,7.137288136,2732.5,1008.4,183.7,1297.5,2789.81,潮土,Fluvo-aquic soils,loam,21,27,132,8.4,120,60,60,7450.5,
W-NCP,WNCP1001,2005,河南省,Henan,8657072,9.492201835,15.40688073,4.545412844,2107,673.3,154.9,1199.1,2577.04,褐土,Cinnamon soils,loam,13.2,5.3,75,8,150,90,90,6876,
W-NCP,WNCP1002,2008,河南省,Henan,8657079,10.14107884,16.32904564,5.209128631,2491.4,832,204.2,1359.6,2881.65,潮土,Fluvo-aquic soils,loamy sand,16.7,12.2,147,8.2,180,120,120,7725,
W-NCP,WNCP1003,2006,河南省,Henan,8653993,9.012554113,15.06017316,3.719480519,2138.7,709.6,183.4,1026,2423.48,潮土,Fluvo-aquic soils,loam,13.5,55.5,55,7.8,180,90,120,5053.5,
W-NCP,WNCP1004,2005,河南省,Henan,8653993,8.478354978,14.80606061,3.014285714,2086.8,691.3,88.7,1138.7,2573.78,潮土,Fluvo-aquic soils,clay,15.7,15.4,89,8.1,150,90,90,6681,
W-NCP,WNCP1005,2006,河南省,Henan,8653993,9.287234043,15.35191489,3.973617021,2239.3,770.2,183.4,1053.7,2497.28,潮土,Fluvo-aquic soils,loam,24.2,17.6,116,7.9,180,90,120,6861,0.6
W-NCP,WNCP1006,2005,河南省,Henan,8653993,8.709053498,15.03374486,3.2218107,2244.6,729.1,98.6,1200.7,2691.12,潮土,Fluvo-aquic soils,loam,13.9,11.4,58,8.1,150,90,90,6840,
W-NCP,WNCP1007,2005,河南省,Henan,8653993,8.167982456,14.45,2.742105263,1990.6,625.1,88.7,1110,2499.49,潮土,Fluvo-aquic soils,loam,6.3,3.7,67,8.2,180,120,120,5980.5,
W-NCP,WNCP1008,2005,河南省,Henan,8653993,8.733474576,15.06525424,3.247881356,2189.4,743.9,88.9,1172.7,2658.82,潮土,Fluvo-aquic soils,loam,14.8,21.5,64,8.1,180,120,120,6900,
W-NCP,WNCP1009,2006,河南省,Henan,8653993,8.943231441,14.99956332,3.637117904,2104.8,695.7,183.4,1031.7,2427.88,潮土,Fluvo-aquic soils,loam,19.7,10.7,78,7.8,180,90,120,6447,
W-NCP,WNCP1010,2005,河南省,Henan,8653995,8.016964286,14.42767857,2.829464286,1917.4,596.8,75.9,1213.2,2628.77,潮土,Fluvo-aquic soils,loamy sand,11.8,10.2,98,8.3,150,90,90,5817,
W-NCP,WNCP1011,2006,河南省,Henan,8653995,9.274369748,15.52436975,4.14789916,2254.2,755.1,163.9,1219.9,2705.46,潮土,Fluvo-aquic soils,loam,11.3,21.1,59,8.4,180,120,120,8100,
W-NCP,WNCP1012,2005,河南省,Henan,8653995,7.951327434,14.31769912,2.805752212,1918.6,578.4,82.2,1219.3,2634.26,潮土,Fluvo-aquic soils,loamy sand,11.2,16.3,66,8.3,180,120,120,6583.5,
W-NCP,WNCP1013,2005,河南省,Henan,8653995,7.828,14.16533333,2.714222222,1882.9,552.7,82.2,1204,2599.37,潮土,Fluvo-aquic soils,loamy sand,11.4,18,82,8.3,120,60,60,6016.5,
W-NCP,WNCP1014,2005,河南省,Henan,8653995,8.104329004,14.47835498,2.93982684,1993.7,603.5,82.2,1245.5,2688.29,潮土,Fluvo-aquic soils,loam,9.9,11.2,53,8.2,120,60,60,5317.5,
W-NCP,WNCP1015,2006,河南省,Henan,8653995,9.027038627,15.25622318,3.906437768,2150.2,701.1,163.9,1199.2,2653.52,潮土,Fluvo-aquic soils,loam,11.1,7,48,8.5,120,60,60,7887,
W-NCP,WNCP1016,2007,河南省,Henan,8653889,8.704564315,15.1219917,3.523236515,2233.4,761.9,134.9,1460.4,3022.77,潮土,Fluvo-aquic soils,silt loam,30.2,68.3,164,7.7,180,120,120,8200.5,
W-NCP,WNCP1017,2007,河南省,Henan,8653889,8.128510638,14.47106383,3.073191489,2045.8,634.3,146,1375.5,2831.82,褐土,Cinnamon soils,loam,25.3,24.4,107,7.8,180,120,120,8643,
W-NCP,WNCP1018,2007,河南省,Henan,8653889,8.400840336,14.77731092,3.281092437,2135,693.5,135.8,1425.2,2938.63,褐土,Cinnamon soils,loam,19.1,33.4,120,7.9,150,90,90,5842.5,
W-NCP,WNCP1019,2007,河南省,Henan,8653889,8.424472574,14.82953586,3.274261603,2132.2,700.7,134.3,1434.4,2951.58,潮土,Fluvo-aquic soils,loam,21.5,13.8,104,7.7,180,120,120,8796,
W-NCP,WNCP1020,2007,河南省,Henan,8653889,8.502109705,14.93333333,3.328270042,2150.6,719.1,134.9,1434.5,2962.12,褐土,Cinnamon soils,loam,21.5,16.7,118,7.9,150,90,90,6547.5,
W-NCP,WNCP1021,2007,河南省,Henan,8653889,8.379574468,14.79489362,3.221702128,2104.8,693.3,134.3,1422.1,2927.49,潮土,Fluvo-aquic soils,loamy sand,22.1,31.7,96,7.6,180,120,120,7953,
W-NCP,WNCP1022,2007,河南省,Henan,8653974,9.791176471,15.03865546,5.327310924,2417,840.6,163.4,1334.5,2861.65,褐土,Cinnamon soils,loam,14.7,25.6,116,7.6,240,120,120,9067.5,
W-NCP,WNCP1023,2007,河南省,Henan,8653974,9.82345679,14.97366255,5.458436214,2473.8,847.4,168.8,1322.4,2862.76,褐土,Cinnamon soils,loam,14.5,8.8,128,7.9,270,90,90,6969,
W-NCP,WNCP1024,2007,河南省,Henan,8653974,9.82345679,14.97366255,5.458436214,2473.8,847.4,168.8,1322.4,2862.76,褐土,Cinnamon soils,sandy loam,11.8,10.1,102,7.7,240,120,120,7954.5,
W-NCP,WNCP1025,2007,河南省,Henan,8653974,9.665416667,14.80541667,5.307916667,2406.4,810,168.5,1302.7,2809.04,褐土,Cinnamon soils,loam,16.3,6.6,112,7.8,240,120,120,7953,
W-NCP,WNCP1026,2007,河南省,Henan,8653974,9.774793388,14.92561983,5.398760331,2452.2,835.8,168.5,1322.4,2855.3,褐土,Cinnamon soils,loam,13.9,10.9,121,7.8,240,120,120,7624.5,
W-NCP,WNCP1027,2007,河南省,Henan,8653974,9.715767635,14.86182573,5.346887967,2428.2,821.8,168.5,1313.2,2833.2,褐土,Cinnamon soils,loam,12.6,17.3,126,7.8,240,120,120,7342.5,
W-NCP,WNCP1028,2007,河南省,Henan,8653974,9.971428571,15.14734694,5.568163265,2529.7,883.3,168.8,1343.1,2910.65,褐土,Cinnamon soils,loam,13.3,7.8,154,7.9,240,120,120,8305.5,
W-NCP,WNCP1029,2005,河南省,Henan,8654902,8.00893617,14.40978723,2.893617021,2039,656.9,83.3,1316,2820.19,潮土,Fluvo-aquic soils,sandy loam,11.3,16.1,78,8.2,150,90,90,5595,
W-NCP,WNCP1030,2005,河南省,Henan,8654902,8.00893617,14.40978723,2.893617021,2039,656.9,83.3,1316,2820.19,潮土,Fluvo-aquic soils,loam,10.7,15.4,64,8.2,150,90,90,6300,
W-NCP,WNCP1031,2006,河南省,Henan,8654902,9.258536585,15.53373984,4.110569106,2364.4,858.7,179.9,1231.7,2785.34,潮土,Fluvo-aquic soils,sandy loam,11.5,22.2,98,8.3,150,90,90,7551,
W-NCP,WNCP1032,2006,河南省,Henan,8654902,8.448927039,14.64849785,3.39055794,2055.4,679.7,179.9,1140.8,2562.47,潮土,Fluvo-aquic soils,loam,13.2,16.1,89,8.3,180,120,120,8346,
W-NCP,WNCP1033,2006,河南省,Henan,8654902,8.732352941,14.93571429,3.674789916,2165.1,739.4,179.9,1172,2638.5,潮土,Fluvo-aquic soils,loam,11.8,8.1,67,8.3,150,90,90,7986,
W-NCP,WNCP1034,2005,河南省,Henan,8654902,7.841025641,14.21111111,2.77008547,1991.7,619.6,83.3,1290.6,2762.83,潮土,Fluvo-aquic soils,loam,13,9.2,58,8.2,150,90,90,6459,
W-NCP,WNCP1035,2006,河南省,Henan,8654902,8.662711864,14.87033898,3.600423729,2131.2,725.5,179.9,1166.4,2628.37,潮土,Fluvo-aquic soils,loam,12.8,10.9,93,8.3,150,90,90,9304.5,
W-NCP,WNCP1036,2006,河南省,Henan,8654902,8.80083682,15.01087866,3.731380753,2190.2,754.5,179.9,1181.7,2661.37,潮土,Fluvo-aquic soils,loam,12.9,12.7,51,8.2,150,90,90,7200,
