Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,
W-NCP,WNCP0124,2007,河北省,Hebei,8654701,8.594849785,14.09957082,4.120171674,2111.4,726.2,143.6,1589,3061.69,潮土,Fluvo-aquic soils,loam,9.8,16.1,130,8.6,180,120,90,6382.5,
W-NCP,WNCP0125,2007,河北省,Hebei,8654701,8.934583333,14.48,4.4325,2253.1,797.9,165.4,1641.8,3174.65,潮土,Fluvo-aquic soils,loam,17.3,27.3,160,8.5,180,120,90,6202.5,
W-NCP,WNCP0126,2007,河北省,Hebei,8654701,9.055967078,14.59465021,4.572016461,2309.4,824.2,170.8,1658.5,3216.04,潮土,Fluvo-aquic soils,loamy sand,9.6,49.9,110,8.8,225,120,90,7971,
W-NCP,WNCP0127,2007,河北省,Hebei,8654701,9.004938272,14.56584362,4.480658436,2297,811.8,165.4,1669.6,3219.52,潮土,Fluvo-aquic soils,loamy sand,19.9,31.8,120,8.6,225,120,90,7168.5,
W-NCP,WNCP0128,2008,河北省,Hebei,8654701,9.420987654,15.47572016,4.516460905,2389.6,892.4,156.9,1817.8,3356.64,潮土,Fluvo-aquic soils,loam,22.6,17.8,150,8.5,225,120,90,8295,
W-NCP,WNCP0129,2008,河北省,Hebei,8654701,9.252742616,15.25611814,4.363291139,2293.2,856,156.9,1770,3291.55,潮土,Fluvo-aquic soils,loam,16.3,5.8,160,8.2,225,120,90,7000.5,
W-NCP,WNCP0130,2008,河北省,Hebei,8654701,9.591532258,15.65282258,4.67016129,2479,931.8,156.9,1851.4,3426.26,潮土,Fluvo-aquic soils,loam,17.7,19.3,110,8.8,180,120,90,6540,
W-NCP,WNCP0131,2009,河北省,Hebei,8654701,7.682868526,12.84342629,3.420717131,2142.4,828.9,123,1579.7,3109.45,潮土,Fluvo-aquic soils,loam,11.3,13.6,110,8.3,180,120,90,4900.5,
W-NCP,WNCP0132,2009,河北省,Hebei,8654701,7.856126482,13.03517787,3.583399209,2201.6,868.1,127.5,1588.8,3143.29,潮土,Fluvo-aquic soils,loam,17.9,20.3,110,8.5,225,120,90,7270.5,
W-NCP,WNCP0133,2009,河北省,Hebei,8654701,8.081889764,13.29173228,3.783464567,2266.8,923.3,128,1607.4,3190.88,潮土,Fluvo-aquic soils,loamy sand,17.8,22.6,80,8.6,225,120,90,6804,
W-NCP,WNCP0134,2006,河北省,Hebei,8653699,9.481889764,15.67519685,4.180314961,2506.4,977.4,123,1458.1,2993.14,褐土,Cinnamon soils,loam,17.6,18,84,8,195,180,105,7515,
W-NCP,WNCP0135,2006,河北省,Hebei,8653699,9.170850202,15.32793522,3.876518219,2363.2,904.2,123,1407.3,2897.79,褐土,Cinnamon soils,loam,15.6,15,86,7.8,135,120,60,5400,
W-NCP,WNCP0136,2006,河北省,Hebei,8653699,9.481889764,15.67519685,4.180314961,2506.4,977.4,123,1458.1,2993.14,褐土,Cinnamon soils,loam,20.2,19,100,8.1,195,180,105,7950,
W-NCP,WNCP0137,2006,河北省,Hebei,8653699,9.531372549,15.73372549,4.219607843,2528.5,989.5,123,1467.5,3009.84,褐土,Cinnamon soils,sandy clay loam,16,18,82,7.9,165,135,75,6825,
W-NCP,WNCP0138,2006,河北省,Hebei,8653699,9.388888889,15.56587302,4.092857143,2464,955,123,1439.9,2960.83,褐土,Cinnamon soils,loam,20,41,120,7.8,195,180,105,7650,
W-NCP,WNCP0139,2006,河北省,Hebei,8653699,9.388888889,15.56587302,4.092857143,2464,955,123,1439.9,2960.83,褐土,Cinnamon soils,loamy sand,16.5,12,87,8.1,165,135,75,6600,
W-NCP,WNCP0140,2006,河北省,Hebei,8653699,9.170850202,15.32793522,3.876518219,2363.2,904.2,123,1407.3,2897.79,褐土,Cinnamon soils,loam,15.6,27,62,8,135,120,60,6150,
W-NCP,WNCP0141,2006,河北省,Hebei,8653699,9.592094862,15.15770751,4.83201581,2523.9,984.4,142.9,1402.7,2935.77,褐土,Cinnamon soils,loam,14.3,22,81,8,165,135,75,6855,
W-NCP,WNCP0142,2007,河北省,Hebei,8653699,8.505882353,14.43137255,3.588235294,2320.8,789.7,214.4,1555.4,3119.72,褐土,Cinnamon soils,loam,18.8,20.2,104,8,195,180,105,7200,
W-NCP,WNCP0143,2007,河北省,Hebei,8653699,8.3332,14.3368,3.3504,2235.1,754,172.7,1553.1,3093.6,褐土,Cinnamon soils,loamy sand,18.4,33.3,114,7.9,165,135,75,5730,
W-NCP,WNCP0144,2007,河北省,Hebei,8653699,8.427667984,14.37588933,3.48458498,2284,772.9,200,1553.1,3107.4,褐土,Cinnamon soils,loam,12.5,12.1,68,8,165,135,75,7065,
W-NCP,WNCP0145,2007,河北省,Hebei,8653699,8.316064257,14.32730924,3.323694779,2222.5,751.4,172.7,1547.6,3082.34,褐土,Cinnamon soils,loamy sand,17.2,14.2,86,8.1,165,135,75,7011,
W-NCP,WNCP0146,2007,河北省,Hebei,8653699,8.360956175,14.34820717,3.386454183,2250.4,759.3,173.8,1553.1,3098.16,褐土,Cinnamon soils,loam,25.7,29,110,7.9,195,180,105,6778.5,
W-NCP,WNCP0147,2007,河北省,Hebei,8653699,8.394444444,14.36230159,3.434920635,2267.2,766.1,177.7,1553.1,3102.76,褐土,Cinnamon soils,loam,16.3,17,92,7.9,165,135,75,5649,
W-NCP,WNCP0148,2007,河北省,Hebei,8653699,8.3332,14.3368,3.3504,2235.1,754,172.7,1553.1,3093.6,褐土,Cinnamon soils,loam,20.2,39,118,7.8,195,180,105,6795,
W-NCP,WNCP0149,2008,河北省,Hebei,8653699,9.151574803,15.79566929,3.521653543,2465.3,931.5,111.2,1810.1,3407.94,褐土,Cinnamon soils,sandy clay loam,15.5,21,76,7.9,165,135,75,6390,
W-NCP,WNCP0150,2008,河北省,Hebei,8653699,9.17689243,15.86573705,3.501593625,2444.2,940.4,105.4,1807,3402.74,褐土,Cinnamon soils,loam,25.1,32,118,8.1,195,135,105,8460,
W-NCP,WNCP0151,2008,河北省,Hebei,8653699,9.116205534,15.76482213,3.483003953,2447.2,923.4,111.2,1802,3393.09,褐土,Cinnamon soils,loamy sand,15.6,12,87,7.7,165,135,75,7095,
W-NCP,WNCP0152,2008,河北省,Hebei,8653699,9.09047619,15.75198413,3.443650794,2431.6,917.8,105.4,1802,3388.45,褐土,Cinnamon soils,loam,17.9,35,102,7.9,195,135,105,6780,
W-NCP,WNCP0153,2008,河北省,Hebei,8653699,9.09047619,15.75198413,3.443650794,2431.6,917.8,105.4,1802,3388.45,褐土,Cinnamon soils,loam,17.2,29,65,7.8,150,120,60,6480,
W-NCP,WNCP0154,2008,河北省,Hebei,8654621,8.858565737,15.55976096,3.278087649,2368.7,878.8,104.5,1796.8,3385.45,潮土,Fluvo-aquic soils,loamy sand,17.1,43,118,8.5,225,150,150,5601,
W-NCP,WNCP0155,2008,河北省,Hebei,8654621,8.858565737,15.55976096,3.278087649,2368.7,878.8,104.5,1796.8,3385.45,潮土,Fluvo-aquic soils,loamy sand,25.3,27.2,112,8.4,225,150,150,7600.5,
W-NCP,WNCP0156,2008,河北省,Hebei,8654621,8.858565737,15.55976096,3.278087649,2368.7,878.8,104.5,1796.8,3385.45,潮土,Fluvo-aquic soils,loamy sand,19.9,21.6,47,8.4,225,150,150,7000.5,
W-NCP,WNCP0157,2008,河北省,Hebei,8654621,8.858565737,15.55976096,3.278087649,2368.7,878.8,104.5,1796.8,3385.45,潮土,Fluvo-aquic soils,loamy sand,18.1,24.3,47,7.9,225,150,150,6798,
W-NCP,WNCP0158,2008,河北省,Hebei,8654621,8.858565737,15.55976096,3.278087649,2368.7,878.8,104.5,1796.8,3385.45,潮土,Fluvo-aquic soils,loamy sand,20,27.4,100,8.4,225,150,150,6000,
W-NCP,WNCP0159,2008,河北省,Hebei,8654621,8.858565737,15.55976096,3.278087649,2368.7,878.8,104.5,1796.8,3385.45,潮土,Fluvo-aquic soils,loam,16.7,20.3,90,8.4,180,150,120,7099.5,
W-NCP,WNCP0160,2005,河北省,Hebei,8654702,8.293852459,14.60122951,3.398360656,2207.8,755.6,64.5,1531.3,3012.73,潮土,Fluvo-aquic soils,loam,19,26.8,166,8.3,315,180,120,6816,
W-NCP,WNCP0161,2005,河北省,Hebei,8654702,8.260245902,14.5795082,3.359836066,2199.6,747.4,64.2,1527.8,3000.99,潮土,Fluvo-aquic soils,clay,17,22.7,52,8.2,315,180,120,6171,
W-NCP,WNCP0162,2005,河北省,Hebei,8654702,8.254285714,14.59183673,3.349387755,2206.4,744.2,64.4,1542.7,3019.2,潮土,Fluvo-aquic soils,loamy sand,12,9.4,128,8,315,180,120,7458,
W-NCP,WNCP0163,2005,河北省,Hebei,8654702,8.260245902,14.5795082,3.359836066,2199.6,747.4,64.2,1527.8,3000.99,潮土,Fluvo-aquic soils,loam,10,11.7,104,8.1,315,180,120,7065,
W-NCP,WNCP0164,2005,河北省,Hebei,8654702,8.260245902,14.5795082,3.359836066,2199.6,747.4,64.2,1527.8,3000.99,潮土,Fluvo-aquic soils,loam,15,17,216,8.3,315,180,120,5763,
W-NCP,WNCP0165,2005,河北省,Hebei,8654702,8.293852459,14.60122951,3.398360656,2207.8,755.6,64.5,1531.3,3012.73,潮土,Fluvo-aquic soils,loam,17,18.9,120,7.9,315,180,120,5980.5,
W-NCP,WNCP0166,2005,河北省,Hebei,8654702,7.948770492,14.28237705,3.099590164,2123.6,671.4,64.8,1520.7,2951.72,潮土,Fluvo-aquic soils,loam,15,30.1,116,8.1,315,180,120,7420.5,
W-NCP,WNCP0167,2005,河北省,Hebei,8654702,8.156198347,14.47190083,3.268181818,2157.9,725.7,64.2,1512.7,2968.47,潮土,Fluvo-aquic soils,loam,15,28.4,116,8.3,315,180,120,6037.5,
W-NCP,WNCP0168,2005,河北省,Hebei,8654702,8.7,14.97065637,3.886100386,2437.4,835.2,91.7,1597.5,3145.74,潮土,Fluvo-aquic soils,loam,15,21.4,84,8,315,180,120,6775.5,
W-NCP,WNCP0169,2005,河北省,Hebei,8654702,8.219262295,14.5545082,3.312295082,2189.6,737.4,64.2,1532.5,3001.93,潮土,Fluvo-aquic soils,loam,13,50.8,90,7.9,315,180,120,5697,
W-NCP,WNCP0170,2005,河北省,Hebei,8654702,8.156198347,14.47190083,3.268181818,2157.9,725.7,64.2,1512.7,2968.47,潮土,Fluvo-aquic soils,loam,21,58.4,200,8.2,315,180,120,7471.5,
W-NCP,WNCP0171,2005,河北省,Hebei,8654702,8.339344262,14.65122951,3.428688525,2218.9,766.7,64.5,1532.7,3021.43,潮土,Fluvo-aquic soils,clay,16,18.6,96,8.4,315,180,120,7039.5,
W-NCP,WNCP0172,2005,河北省,Hebei,8654702,8.314112903,14.66612903,3.42016129,2246,753.8,73,1559.1,3047.69,潮土,Fluvo-aquic soils,loam,13,6.5,56,7.9,315,180,120,6466.5,
W-NCP,WNCP0173,2005,河北省,Hebei,8654702,8.429795918,14.74081633,3.517142857,2249.4,787.2,64.5,1542.4,3044.2,潮土,Fluvo-aquic soils,loam,13,22.4,136,8,315,180,120,6967.5,
W-NCP,WNCP0174,2006,河北省,Hebei,8654702,9.301214575,15.43238866,4.613765182,2388.4,895.2,110.5,1571.8,3103.78,潮土,Fluvo-aquic soils,loam,12,14.6,88,8.3,315,180,120,7885.5,
W-NCP,WNCP0175,2006,河北省,Hebei,8654702,9.042738589,15.13195021,4.370124481,2270.3,837.1,110.5,1534.3,3029.24,潮土,Fluvo-aquic soils,sandy loam,15,27.7,72,8.2,315,180,120,7284,
W-NCP,WNCP0176,2006,河北省,Hebei,8654702,9.324081633,15.45020408,4.614285714,2375.4,902.2,110.5,1572.6,3114.32,潮土,Fluvo-aquic soils,loam,14,15.7,96,8.3,315,180,120,5878.5,
W-NCP,WNCP0177,2006,河北省,Hebei,8654702,8.716309013,14.83347639,4.020171674,2121.9,768.7,110.4,1488.8,2940.06,潮土,Fluvo-aquic soils,loam,12,17.3,100,8.1,315,180,75,7260,
W-NCP,WNCP0178,2006,河北省,Hebei,8654702,9.46437247,15.5951417,4.753036437,2428.7,935.5,110.5,1577.9,3137.67,潮土,Fluvo-aquic soils,loam,12,12.9,132,8.1,315,180,120,7065,
W-NCP,WNCP0179,2007,河北省,Hebei,8654702,8.438617886,14.40813008,3.829268293,2212,760.4,144.7,1523.4,3067.89,潮土,Fluvo-aquic soils,loam,16,50,132,8.4,315,180,120,7252.5,
W-NCP,WNCP0180,2007,河北省,Hebei,8654702,8.64015748,14.48188976,4.138188976,2330.7,799.1,175.9,1523.2,3098.49,潮土,Fluvo-aquic soils,loam,15,25.1,86,8.3,315,180,120,5703,
W-NCP,WNCP0181,2008,河北省,Hebei,8654702,8.94,15.33387755,3.87755102,2323.3,856.5,113.1,1684.2,3225.09,潮土,Fluvo-aquic soils,loam,19,46.7,108,8.2,315,180,120,7471.5,
W-NCP,WNCP0182,2008,河北省,Hebei,8654702,8.814344262,15.19672131,3.767213115,2283.7,826.9,113.1,1658.7,3173.73,潮土,Fluvo-aquic soils,loam,15,13.1,112,8.3,315,180,120,7284,
W-NCP,WNCP0183,2008,河北省,Hebei,8654702,8.724380165,15.10454545,3.673140496,2244.3,807.5,113,1646.6,3143.43,潮土,Fluvo-aquic soils,loam,15,25.9,100,8.1,315,180,75,7260,
W-NCP,WNCP0184,2008,河北省,Hebei,8654702,9.46437247,15.5951417,4.753036437,2428.7,935.5,110.5,1577.9,3137.67,潮土,Fluvo-aquic soils,loam,17,40.8,104,7.8,315,180,120,7065,
W-NCP,WNCP0185,2009,河北省,Hebei,8654702,6.837704918,12.34180328,2.460245902,1903.3,684,126.3,1315.6,2726.57,潮土,Fluvo-aquic soils,loam,12,27.1,220,8.1,315,180,120,8025,
W-NCP,WNCP0186,2009,河北省,Hebei,8654702,6.730991736,12.24504132,2.344628099,1863.8,664.5,126.3,1310.6,2708.43,潮土,Fluvo-aquic soils,loam,19,46.7,108,8.2,315,180,75,7998,
W-NCP,WNCP0187,2008,河北省,Hebei,8654704,9.42780083,15.49087137,4.480497925,2361.3,847.4,136.6,1565.4,3025.59,潮土,Fluvo-aquic soils,loam,16.2,14.8,148,7.4,225,150,150,7800,
W-NCP,WNCP0188,2008,河北省,Hebei,8654704,9.597131148,15.65655738,4.658196721,2430.9,887,141,1575.2,3063.47,潮土,Fluvo-aquic soils,loam,16.9,10.7,137,7.8,225,150,150,7762.5,
W-NCP,WNCP0189,2008,河北省,Hebei,8654704,9.42780083,15.49087137,4.480497925,2361.3,847.4,136.6,1565.4,3025.59,潮土,Fluvo-aquic soils,loam,13.4,12.5,123,7.7,225,150,150,6009,
W-NCP,WNCP0190,2008,河北省,Hebei,8654704,9.549367089,15.59029536,4.590295359,2352.4,878.5,141,1539.4,3029.17,潮土,Fluvo-aquic soils,loam,22.1,27.8,194,7.3,225,150,150,6846,
W-NCP,WNCP0191,2008,河北省,Hebei,8654704,9.549367089,15.59029536,4.590295359,2352.4,878.5,141,1539.4,3029.17,潮土,Fluvo-aquic soils,loam,16.9,27.6,108,7.5,225,150,150,9300,
W-NCP,WNCP0192,2008,河北省,Hebei,8654704,9.549367089,15.59029536,4.590295359,2352.4,878.5,141,1539.4,3029.17,潮土,Fluvo-aquic soils,loam,16.9,39.2,117,7.5,225,150,150,7234.5,
W-NCP,WNCP0193,2008,河北省,Hebei,8654704,8.820704846,14.83348018,3.915859031,2091.5,717.6,136.6,1447,2808.75,潮土,Fluvo-aquic soils,loam,15,40.2,69,7.5,180,150,120,7200,
W-NCP,WNCP0194,2008,河北省,Hebei,8654704,8.62735426,14.67802691,3.687892377,2013.1,679.2,112.4,1435.2,2771.09,潮土,Fluvo-aquic soils,loam,11.1,14,109,7.6,180,150,120,7102.5,
W-NCP,WNCP0195,2009,河北省,Hebei,8654704,7.583950617,12.86790123,3.163786008,2031.9,771.4,95.2,1399.1,2880.23,潮土,Fluvo-aquic soils,loam,17.6,13.7,127,8.2,225,150,150,7375.5,
W-NCP,WNCP0196,2009,河北省,Hebei,8654704,7.678688525,12.97459016,3.246721311,2062.6,792.1,95.2,1410.3,2905.39,潮土,Fluvo-aquic soils,loam,15.2,8.6,84,7.6,225,150,150,6417,
W-NCP,WNCP0197,2009,河北省,Hebei,8654704,7.678688525,12.97459016,3.246721311,2062.6,792.1,95.2,1410.3,2905.39,潮土,Fluvo-aquic soils,loam,18.2,11.3,94,8.5,225,150,150,7999.5,
W-NCP,WNCP0198,2009,河北省,Hebei,8654704,7.747325103,13.01481481,3.347325103,2071.6,811.1,95.2,1400.7,2902.63,潮土,Fluvo-aquic soils,loam,11.5,9.9,99,8.3,225,150,150,5208,
W-NCP,WNCP0199,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loam,18.8,36.9,117,8.1,195,180,105,5763,
W-NCP,WNCP0200,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loam,14.6,10.1,103,8.1,195,180,105,6324,
W-NCP,WNCP0201,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loamy sand,14.1,15.4,154,8.4,195,180,105,6525,
W-NCP,WNCP0202,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loam,9.8,5.1,73,8.4,195,180,105,6525,
W-NCP,WNCP0203,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loam,14.4,14,102,8.1,195,180,105,6525,
W-NCP,WNCP0204,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loam,14.4,14,102,8.1,195,180,105,5703,
W-NCP,WNCP0205,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loamy sand,10.9,10.8,123,8.2,195,180,105,6639,
W-NCP,WNCP0206,2006,河北省,Hebei,8654703,9.236178862,15.46544715,4.342276423,2373.2,889.6,117,1611.6,3131.7,潮土,Fluvo-aquic soils,loam,17.6,15.6,79,8.2,195,180,105,5553,
W-NCP,WNCP0207,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,19.2,26.2,119,8.2,195,180,105,5763,
W-NCP,WNCP0208,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,14.7,10.2,109,8.2,195,180,105,6324,
W-NCP,WNCP0209,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loamy sand,14.5,15.4,158,8.4,195,180,105,6525,
W-NCP,WNCP0210,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,12.8,10.8,102,8.3,195,180,105,6114,
W-NCP,WNCP0211,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,10.2,5.1,85,8.3,195,180,105,6525,
W-NCP,WNCP0212,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,14.6,14.8,127,8.3,195,180,105,7056,
W-NCP,WNCP0213,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,14.8,14,123,8.2,195,180,105,5703,
W-NCP,WNCP0214,2007,河北省,Hebei,8654703,8.204958678,14.13471074,3.390909091,2128.4,708.6,141.8,1697.4,3220.9,潮土,Fluvo-aquic soils,loam,17.8,15.6,94,8.2,195,180,105,5553,
W-NCP,WNCP0215,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,19.1,31.2,118,8.2,195,180,105,7561.5,
W-NCP,WNCP0216,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,14,15.2,106,8.3,195,180,105,7477.5,
W-NCP,WNCP0217,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,14.8,10.8,102,8,195,180,105,7264.5,
W-NCP,WNCP0218,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,13.5,12.5,103,8.3,195,180,105,7518,
W-NCP,WNCP0219,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,10.3,6.8,75,8.1,195,180,105,7299,
W-NCP,WNCP0220,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,15.6,14.8,109,8.2,195,180,105,7141.5,
W-NCP,WNCP0221,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,15.8,14.2,106,8.3,195,180,105,7083,
W-NCP,WNCP0222,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,14,15.1,124,8.2,195,180,105,7261.5,
W-NCP,WNCP0223,2008,河北省,Hebei,8654703,8.922406639,15.29875519,3.673858921,2281.8,847.1,136.5,1758.4,3273.72,潮土,Fluvo-aquic soils,loam,18.5,15.9,80,8.4,195,180,105,7255.5,
W-NCP,WNCP0224,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loam,12.4,19.7,145,8.2,195,180,105,7971,
W-NCP,WNCP0225,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loam,20.7,23.2,144,8.1,195,180,105,7758,
W-NCP,WNCP0226,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loamy sand,22.7,14.2,106,8.1,225,180,105,7245,
W-NCP,WNCP0227,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loam,14.9,12.8,109,8.1,195,180,105,8184,
W-NCP,WNCP0228,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loam,15.5,12.8,128,8,195,180,105,7792.5,
W-NCP,WNCP0229,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loam,14.5,14.1,158,8.2,195,180,105,7755,
W-NCP,WNCP0230,2009,河北省,Hebei,8654703,7.069918699,12.56097561,2.621544715,1983.2,743.8,98.6,1491.9,2969.75,潮土,Fluvo-aquic soils,loam,15.5,15.8,225,8.1,195,180,105,7749,
W-NCP,WNCP0231,2008,河北省,Hebei,8654711,9.183266932,15.56693227,3.925498008,2432.2,890.1,149.7,1627.9,3162.88,潮土,Fluvo-aquic soils,loamy sand,14,28.2,126,7.1,225,150,150,6351,
W-NCP,WNCP0232,2008,河北省,Hebei,8654711,9.183266932,15.56693227,3.925498008,2432.2,890.1,149.7,1627.9,3162.88,潮土,Fluvo-aquic soils,loam,9,18.2,117,7.3,225,150,150,6528,
W-NCP,WNCP0233,2008,河北省,Hebei,8654711,8.985655738,15.375,3.729508197,2319.7,847.6,152.3,1583.3,3079.1,潮土,Fluvo-aquic soils,loam,9.8,16,126,7.3,225,150,150,6217.5,
W-NCP,WNCP0234,2008,河北省,Hebei,8654711,9.013360324,15.39230769,3.771255061,2353.5,851.4,149.7,1603.4,3112.69,潮土,Fluvo-aquic soils,loam,15,28,144,7.3,180,150,120,6157.5,
W-NCP,WNCP0235,2008,河北省,Hebei,8654711,9.019591837,15.40530612,3.771428571,2337,854.9,152.3,1590.7,3092.71,潮土,Fluvo-aquic soils,loam,15,21.6,92,7.3,180,150,120,6399,
W-NCP,WNCP0236,2008,河北省,Hebei,8654711,9.2562249,15.65140562,3.974297189,2432,909.9,152.3,1637.3,3190.22,潮土,Fluvo-aquic soils,loam,8.6,14.9,113,7.2,180,150,120,6202.5,
W-NCP,WNCP0237,2008,河北省,Hebei,8654711,9.207630522,15.59959839,3.934136546,2419.9,897.8,152.4,1636.4,3182.48,潮土,Fluvo-aquic soils,loam,15.7,29.7,136,7.2,180,150,120,6543,
W-NCP,WNCP0238,2008,河北省,Hebei,8654711,9.1444,15.5156,3.908,2413.3,881.2,155.7,1614.3,3145.3,潮土,Fluvo-aquic soils,loamy sand,17.2,22,135,7.2,180,150,120,6273,
W-NCP,WNCP0239,2008,河北省,Hebei,8654711,9.218,15.608,3.9556,2431.7,899.6,155.7,1636.4,3187.12,潮土,Fluvo-aquic soils,sandy loam,9.5,13,163,7.3,225,150,150,6424.5,
W-NCP,WNCP0240,2008,河北省,Hebei,8654711,9.08647541,15.48360656,3.805737705,2344.3,872.2,152.3,1601.7,3117.18,潮土,Fluvo-aquic soils,loam,12.8,18,129,7.3,180,150,120,6186,
W-NCP,WNCP0241,2005,河北省,Hebei,8654609,8.431854839,14.66451613,3.378629032,2277,796.4,84.4,1469,2979.42,潮土,Fluvo-aquic soils,loam,14.7,19.1,85,8.3,225,150,150,7200,
W-NCP,WNCP0242,2005,河北省,Hebei,8654609,8.280658436,14.52757202,3.206995885,2198.1,767.5,83,1438.4,2921.68,潮土,Fluvo-aquic soils,loam,14.2,4.5,43,8.3,225,150,150,7003.5,
W-NCP,WNCP0243,2005,河北省,Hebei,8654609,8.280658436,14.52757202,3.206995885,2198.1,767.5,83,1438.4,2921.68,潮土,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,180,150,120,6501,
W-NCP,WNCP0244,2005,河北省,Hebei,8654609,8.559126984,14.81587302,3.490079365,2342.8,822.2,84.9,1508.3,3045.36,潮土,Fluvo-aquic soils,loam,14.2,10.3,57,8.2,180,150,120,6600,
W-NCP,WNCP0245,2005,河北省,Hebei,8654609,8.559126984,14.81587302,3.490079365,2342.8,822.2,84.9,1508.3,3045.36,潮土,Fluvo-aquic soils,loam,10.9,7.3,71,8.3,225,150,150,8001,
W-NCP,WNCP0246,2005,河北省,Hebei,8654609,8.388709677,14.6141129,3.347983871,2266.3,785.7,84.4,1468,2971.13,潮土,Fluvo-aquic soils,loamy sand,20.2,22.8,78,8.2,225,150,150,7567.5,
W-NCP,WNCP0247,2005,河北省,Hebei,8654609,8.388709677,14.6141129,3.347983871,2266.3,785.7,84.4,1468,2971.13,潮土,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,180,150,120,6735,
