Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
LR-SC,LRSC0122,2007,广东省,Guangdong,8659096,24.845,30.298,21.348,2484.5,1484.5,465.1,522,1398.69,水稻土,Paddy soil,loam,22.1,5.2,42,5.3,155.25,45,94.5,5700,,
LR-SC,LRSC0123,2007,广东省,Guangdong,8659096,25.17619,30.693333,21.584762,2643.5,1593.5,465.1,572.2,1522.04,水稻土,Paddy soil,loam,18.2,35.3,68,5.5,155.25,45,94.5,5512.5,,
LR-SC,LRSC0124,2008,广东省,Guangdong,8659096,25.717476,31.286408,22.242718,2648.9,1618.9,338.7,527.5,1431.95,水稻土,Paddy soil,loam,32.1,59.3,65,4.9,120.75,36,85.5,7595,,
LR-SC,LRSC0125,2008,广东省,Guangdong,8659096,26.316667,31.962222,22.742222,2368.5,1468.5,283.1,487.4,1316.01,水稻土,Paddy soil,loam,19.3,26,59,5.3,120.75,36,85.5,7185,,
LR-SC,LRSC0126,2006,广东省,Guangdong,8659107,25.82912621,31.4407767,22.08932039,2660.4,1630.4,290.5,690.5,1692.49,水稻土,Paddy soil,silty clay loam,26.4,13,29,5.4,156,36,112.5,8010,,
LR-SC,LRSC0127,2007,广东省,Guangdong,8659107,26.57551,31.815306,23.261224,2604.4,1624.4,592.8,570.1,1512.01,水稻土,Paddy soil,clay loam,36,69.2,56,6.5,156,36,112.5,7704,,
LR-SC,LRSC0128,2008,广东省,Guangdong,8659750,26.25,29.791111,23.681111,2362.5,1462.5,555.1,638.8,1514.36,水稻土,Paddy soil,clay loam,31.8,22.6,244,4.8,151.8,60,174,6815,,
LR-SC,LRSC0129,2007,广东省,Guangdong,8659650,26.02234,30.454255,22.873404,2446.1,1506.1,768.4,524.1,1384.34,水稻土,Paddy soil,clay loam,34.4,55.4,53,5.1,165,60,135,5223,,
LR-SC,LRSC0130,2007,广东省,Guangdong,8659650,26.02234,30.454255,22.873404,2446.1,1506.1,768.4,524.1,1384.34,水稻土,Paddy soil,silty clay loam,38.2,31.2,61,5.4,165,60,135,6751.5,,
LR-SC,LRSC0131,2008,广东省,Guangdong,8659656,27.394681,31.08617,24.790426,2575.1,1635.1,544.8,613.6,1524.5,水稻土,Paddy soil,sandy loam,8.3,36.8,163,4.8,181.5,67.5,144,4734,,
LR-SC,LRSC0132,2008,广东省,Guangdong,8659656,27.154737,30.990526,24.418947,2579.7,1629.7,520.3,649.9,1571.35,水稻土,Paddy soil,sandy loam,11.6,12.9,146,4.2,181.5,67.5,144,6390,,
LR-SC,LRSC0133,2007,广东省,Guangdong,8659653,26.047059,31.290196,22.703922,2656.8,1636.8,422.5,576.8,1526.32,水稻土,Paddy soil,loamy sand,20.9,30.4,88,5.4,193.5,27,108,7995,,
LR-SC,LRSC0134,2008,广东省,Guangdong,8659653,26.682955,31.918182,23.367045,2348.1,1468.1,570.6,451.8,1234.33,水稻土,Paddy soil,loam,26.9,17.7,44,5.6,193.5,36,108,5790,,
LR-SC,LRSC0135,2007,广东省,Guangdong,8659456,26.38835,31.566019,23.101942,2718,1688,283.1,649.1,1614.74,水稻土,Paddy soil,loam,29.7,29.2,60,5.8,150,37.5,135,7798.5,,
LR-SC,LRSC0136,2006,广东省,Guangdong,8659278,27.23097345,31.0619469,24.28141593,3077.1,1947.1,444.9,630.4,1684.57,水稻土,Paddy soil,silty clay loam,14.8,28,54,5.5,157.5,42,112.5,7819.5,,
LR-SC,LRSC0137,2006,广东省,Guangdong,8659278,27.4047619,31.13619048,24.58190476,2877.5,1827.5,444.3,554.8,1527,水稻土,Paddy soil,silty clay loam,22.1,47.2,53,5.9,157.5,42,112.5,7701,,
LR-SC,LRSC0138,2007,广东省,Guangdong,8659269,24.668571,30.391429,20.969524,2590.2,1540.2,324,633.8,1558.69,水稻土,Paddy soil,loamy sand,46.4,55.4,120,4.2,157.5,45,135,6157.5,,
LR-SC,LRSC0139,2007,广东省,Guangdong,8659269,24.887619,30.573333,21.235238,2613.2,1563.2,361.1,628.2,1560.47,水稻土,Paddy soil,sandy loam,36.4,13.4,134,3.8,157.5,45,135,6697.5,,
LR-SC,LRSC0140,2008,广东省,Guangdong,8659269,25.225,30.599138,21.657759,2926.1,1766.1,479.1,708.5,1743.28,水稻土,Paddy soil,sandy loam,36.4,13.4,135,3.8,157.5,45,135,6288,,
LR-SC,LRSC0141,2007,广东省,Guangdong,8659269,24.576147,30.362385,20.851376,2678.8,1588.8,361.1,662,1622.05,水稻土,Paddy soil,clay,31.5,22.5,165,4.1,157.5,45,135,6255,,
LR-SC,LRSC0142,2007,广东省,Guangdong,8659269,24.448148,30.232407,20.699074,2640.4,1560.4,324,653.2,1597.06,水稻土,Paddy soil,clay,38.6,5.3,139,3.7,157.5,45,135,6270,,
LR-SC,LRSC0143,2008,广东省,Guangdong,8659269,25.068103,30.464655,21.487069,2907.9,1747.9,479.1,710.8,1740.99,水稻土,Paddy soil,clay,38.6,5.3,139,3.7,157.5,45,135,8109,,
LR-SC,LRSC0144,2007,广东省,Guangdong,8659269,24.411215,30.206542,20.649533,2612,1542,315.4,650.1,1584.99,水稻土,Paddy soil,loamy sand,30.3,4.5,72,3.7,157.5,45,135,6645,,
LR-SC,LRSC0145,2007,广东省,Guangdong,8659269,24.411215,30.206542,20.649533,2612,1542,315.4,650.1,1584.99,水稻土,Paddy soil,loamy sand,35.4,43.8,143,4.9,157.5,45,135,6697.5,,
LR-SC,LRSC0146,2007,广东省,Guangdong,8659269,24.688991,30.43211,20.99633,2691.1,1601.1,366.8,659.4,1622.95,水稻土,Paddy soil,clay,40.5,14.9,107,4.1,157.5,45,135,6262.5,,
LR-SC,LRSC0147,2008,广东省,Guangdong,8659269,25.23,30.641818,21.616364,2775.3,1675.3,359.7,686.9,1671.64,水稻土,Paddy soil,clay,40.5,14.9,107,4.1,157.5,45,135,6822,,
LR-SC,LRSC0148,2007,广东省,Guangdong,8659269,24.587736,30.338679,20.869811,2606.3,1546.3,324,643.2,1575.28,水稻土,Paddy soil,clay,31.1,11.9,147,4.4,157.5,45,135,6285,,
LR-SC,LRSC0149,2008,广东省,Guangdong,8659269,25.154464,30.5625,21.553571,2817.3,1697.3,381.3,695.8,1694.34,水稻土,Paddy soil,clay,31.6,24.8,28,4,157.5,45,135,5626.5,,
LR-SC,LRSC0150,2007,广东省,Guangdong,8659269,24.587736,30.338679,20.869811,2606.3,1546.3,324,643.2,1575.28,水稻土,Paddy soil,loam,45.4,27.6,116,4.3,157.5,45,135,6330,,
LR-SC,LRSC0151,2007,广东省,Guangdong,8659269,24.745192,30.449038,21.064423,2573.5,1533.5,324,625.3,1543.21,水稻土,Paddy soil,loamy sand,28.3,13.5,59,3.8,157.5,45,135,7110,,
LR-SC,LRSC0152,2007,广东省,Guangdong,8659476,26.872165,30.553608,24.247423,2606.6,1636.6,368.8,472.2,1341.47,水稻土,Paddy soil,silty clay loam,16,27.8,88,4.9,165,36,135,6625.5,,
LR-SC,LRSC0153,2008,广东省,Guangdong,8659476,27.416832,31.038614,24.882178,2769.1,1759.1,683.4,535.4,1464.31,水稻土,Paddy soil,loam,35,7.9,65,6.1,150,36,112.5,6352.5,,
LR-SC,LRSC0154,2007,广东省,Guangdong,8659478,26.845794,30.768224,24.11028,2872.5,1802.5,401.5,692.2,1770.53,水稻土,Paddy soil,clay loam,8,14,65,5.1,150,75,144,6157.5,,
LR-SC,LRSC0155,2010,广东省,Guangdong,8659484,25.640541,29.905405,22.718018,2846.1,1736.1,778.3,690,1748.74,水稻土,Paddy soil,sandy loam,42.8,50.3,45,5,135,40.5,108,6559.5,,
LR-SC,LRSC0156,2010,广东省,Guangdong,8659484,25.701739,29.973913,22.76,2955.7,1805.7,780.9,720.3,1823.01,水稻土,Paddy soil,loam,11.7,43,25,4.7,120,36,96,5770.5,,
LR-SC,LRSC0157,2007,广东省,Guangdong,8659663,25.371963,29.231776,22.742056,2714.8,1644.8,496.2,571.7,1518.85,水稻土,Paddy soil,sandy loam,31.87,12.55,68.6,4.5,149.1,52.35,120.6,5526,,
LR-SC,LRSC0158,2007,广东省,Guangdong,8659663,25.371963,29.231776,22.742056,2714.8,1644.8,496.2,571.7,1518.85,水稻土,Paddy soil,sandy loam,22.8,9.08,43.84,4.84,150.3,53.4,129.45,6130.5,,
LR-SC,LRSC0159,2007,广东省,Guangdong,8659663,25.371963,29.231776,22.742056,2714.8,1644.8,496.2,571.7,1518.85,水稻土,Paddy soil,sandy loam,36.06,17.17,102.6,4.85,147.75,50.25,122.4,5637,,
LR-SC,LRSC0160,2008,广东省,Guangdong,8659663,26.922222,30.566667,24.431481,2907.6,1827.6,982.9,669.8,1766.07,水稻土,Paddy soil,sandy loam,42.32,11.58,41.71,4.8,138,45,144,7297.5,,
LR-SC,LRSC0161,2007,广东省,Guangdong,8659663,23.079439,27.288785,20.153271,2469.5,1399.5,243.4,617.6,1464.08,水稻土,Paddy soil,sandy loam,49.8,61.85,118.4,5.37,138,45,144,5919,,
LR-SC,LRSC0162,2007,广东省,Guangdong,8659663,26.205085,29.824576,23.719492,3092.2,1912.2,542.9,691.3,1833.06,水稻土,Paddy soil,sandy loam,34,27.4,54,4.8,135,45,90,6138,,
LR-SC,LRSC0163,2007,广西壮族自治区,Guangxi,8659230,25.028283,29.788889,21.348485,2477.8,1487.8,304,506.8,1563.45,水稻土,Paddy soil,loam,63.5,33.5,114,5.2,120,45,90,8100,,
LR-SC,LRSC0164,2007,广西壮族自治区,Guangxi,8659230,25.028283,29.788889,21.348485,2477.8,1487.8,304,506.8,1563.45,水稻土,Paddy soil,clay loam,58.2,11.4,80,5.8,150,60,120,7362,,
LR-SC,LRSC0165,2007,广西壮族自治区,Guangxi,8659230,24.565591,29.308602,20.860215,2284.6,1354.6,261.9,475.7,1444.67,水稻土,Paddy soil,loam,57.3,16.6,98,5.1,195,75,150,8260.5,,
LR-SC,LRSC0166,2007,广西壮族自治区,Guangxi,8659230,24.44,29.172632,20.761053,2321.8,1371.8,261.9,480.7,1462.77,水稻土,Paddy soil,clay loam,28.6,15.5,84,6.1,120,45,90,4930.5,,
LR-SC,LRSC0167,2007,广西壮族自治区,Guangxi,8659230,25.126263,29.869697,21.442424,2487.5,1497.5,304.1,507.3,1574.61,水稻土,Paddy soil,loam,41.5,27.3,50,6.7,150,60,120,6160.5,,
LR-SC,LRSC0168,2007,广西壮族自治区,Guangxi,8659230,25.028283,29.788889,21.348485,2477.8,1487.8,304,506.8,1563.45,水稻土,Paddy soil,loam,39.7,18,29,5.5,195,75,150,6786,,
LR-SC,LRSC0169,2007,广西壮族自治区,Guangxi,8659230,25.028283,29.788889,21.348485,2477.8,1487.8,304,506.8,1563.45,水稻土,Paddy soil,loam,46.4,24.7,45,4.9,150,60,120,7279.5,,
LR-SC,LRSC0170,2008,广西壮族自治区,Guangxi,8659235,24.665657,29.79899,21.466667,2441.9,1451.9,700.9,526.1,1381.6,水稻土,Paddy soil,loam,62.22992,29.080932,101.5463,5.5,150,60,120,6565.5,,
LR-SC,LRSC0171,2010,广西壮族自治区,Guangxi,8659235,23.610204,29.309184,20.182653,2313.8,1333.8,420.6,605.4,1475.41,水稻土,Paddy soil,sandy loam,42.34,45.36,65,5.56,150,60,120,7435.5,,
LR-SC,LRSC0172,2008,广西壮族自治区,Guangxi,8659235,24.246226,29.359434,21.054717,2570.1,1510.1,718.4,547.8,1448.45,水稻土,Paddy soil,loam,55.416073,23.603597,118.39601,5.3,210,90,210,5716.5,,
LR-SC,LRSC0173,2008,广西壮族自治区,Guangxi,8659235,24.665657,29.79899,21.466667,2441.9,1451.9,700.9,526.1,1381.6,水稻土,Paddy soil,clay loam,37.775648,65.561281,34.873197,6.25,195,75,150,6060,,
LR-SC,LRSC0174,2008,广西壮族自治区,Guangxi,8659235,24.647959,29.794898,21.435714,2415.5,1435.5,690.9,525.3,1372.33,水稻土,Paddy soil,loam,67.556334,17.175268,125.28633,5.53,195,75,150,6615,,
LR-SC,LRSC0175,2009,广西壮族自治区,Guangxi,8659235,26.4,31.950549,22.803297,2402.4,1492.4,155.6,562.6,1438.84,水稻土,Paddy soil,sandy loam,40.9,32.52,123,5.61,150,60,120,6855,,
LR-SC,LRSC0176,2009,广西壮族自治区,Guangxi,8659235,25.860825,31.591753,22.113402,2508.5,1538.5,137.8,606.5,1515.94,水稻土,Paddy soil,sandy loam,61.7,12.81,103,6.34,195,75,150,6400.5,,
LR-SC,LRSC0177,2007,广西壮族自治区,Guangxi,8659037,26.296907,31.272165,22.840206,2550.8,1580.8,384.7,569.3,1487.39,水稻土,Paddy soil,loam,22.64,15,30,6.1,195,75,150,8437.5,,
LR-SC,LRSC0178,2008,广西壮族自治区,Guangxi,8659037,24.985417,29.939583,21.801042,2398.6,1438.6,523.7,529,1342.86,水稻土,Paddy soil,clay loam,50.74,38.3,62,6.1,195,75,150,6654,,
LR-SC,LRSC0179,2009,广西壮族自治区,Guangxi,8659037,25.179167,30.185417,21.919792,2417.2,1458,87.8,528.1,1353.04,水稻土,Paddy soil,clay loam,12.137571,3.754898,109.63216,5.958,150,60,120,6454.5,,
LR-SC,LRSC0180,2008,广西壮族自治区,Guangxi,8659037,25.204167,30.119792,22.047917,2419.6,1459.6,694.9,518.6,1334.47,水稻土,Paddy soil,clay loam,29.8,9.3,62,7.5,150,60,120,6240,,
LR-SC,LRSC0181,2009,广西壮族自治区,Guangxi,8659037,25.179167,30.185417,21.919792,2417.2,1458,87.8,528.1,1353.04,水稻土,Paddy soil,clay loam,36.803568,30.425729,33.12745,7.528,195,75,150,7813.5,,
LR-SC,LRSC0182,2007,广西壮族自治区,Guangxi,8659037,24.818478,29.930435,21.298913,2283.3,1363.3,342.1,502.2,1296.3,水稻土,Paddy soil,clay loam,30.89,14.8,75,7.1,150,60,120,7270.5,,
LR-SC,LRSC0183,2007,广西壮族自治区,Guangxi,8659037,25.134021,30.286598,21.580412,2438,1468,386,539.5,1392.48,水稻土,Paddy soil,sandy loam,40.15,9.3,42,6.4,195,75,150,7804.5,,
LR-SC,LRSC0184,2007,广西壮族自治区,Guangxi,8659037,23.5,28.790722,19.865979,2279.5,1309.5,230.6,548.9,1327.06,水稻土,Paddy soil,clay loam,43.37,20.5,88,8.1,120,45,90,4263,,
LR-SC,LRSC0185,2008,广西壮族自治区,Guangxi,8659037,24.214737,29.165263,21.085263,2300.4,1350.4,522.9,502.2,1269.71,水稻土,Paddy soil,clay loam,32.28,15.8,76,6.4,120,45,90,5436,,
LR-SC,LRSC0186,2009,广西壮族自治区,Guangxi,8659037,25.179167,30.185417,21.919792,2417.2,1458,87.8,528.1,1353.04,水稻土,Paddy soil,clay loam,44.937822,10.47924,63.42485,6.298,120,45,90,4536,,
LR-SC,LRSC0187,2007,广西壮族自治区,Guangxi,8659037,25.577895,30.6,22.101053,2429.9,1479.9,386.4,528.1,1385.47,水稻土,Paddy soil,clay loam,41.32,27.7,94,8,150,60,120,6697.5,,
LR-SC,LRSC0188,2008,广西壮族自治区,Guangxi,8659023,25.239326,29.825843,22.110112,2246.3,1356.3,494.6,378.9,1109.5,水稻土,Paddy soil,clay loam,49.89,27.1,73,5.66,150,60,120,6141,,
LR-SC,LRSC0189,2008,广西壮族自治区,Guangxi,8659023,24.546809,29.273404,21.305319,2307.4,1367.4,485.7,436,1199.23,水稻土,Paddy soil,clay,27.73,16,39,7.68,150,60,120,5811,,
LR-SC,LRSC0190,2008,广西壮族自治区,Guangxi,8659228,26.079208,30.89901,22.913861,2634,1624,784.7,497.5,1440.2,水稻土,Paddy soil,loam,43.8,21.4,101.2,5.7,210,90,210,5389.5,,
LR-SC,LRSC0191,2007,广西壮族自治区,Guangxi,8659228,24.456436,29.781188,20.99901,2470.1,1460.1,363.6,537.8,1467.13,水稻土,Paddy soil,clay loam,37.7,10.5,68,6.2,195,75,150,6627,,
LR-SC,LRSC0192,2008,广西壮族自治区,Guangxi,8659228,25.911111,30.773737,22.712121,2565.2,1575.2,781.8,491.5,1410.8,水稻土,Paddy soil,loam,46.7,11,56.6,6.6,120,45,90,4851,,
LR-SC,LRSC0193,2007,广西壮族自治区,Guangxi,8659228,24.451818,29.876364,20.959091,2689.7,1589.7,449,587.4,1611.33,水稻土,Paddy soil,loam,32.4,38.9,161.4,8.1,195,75,150,8856,,
LR-SC,LRSC0194,2008,广西壮族自治区,Guangxi,8659228,26.22809,31.022472,23.059551,2334.3,1444.3,658.3,437.9,1265.09,水稻土,Paddy soil,loam,38.6,12.9,72,6,150,60,120,6760.5,,
LR-SC,LRSC0195,2007,广西壮族自治区,Guangxi,8659228,24.341748,29.698058,20.854369,2507.2,1477.2,363.6,552.2,1497.44,水稻土,Paddy soil,clay loam,58,20.6,72.6,8.1,120,45,90,5506.5,,
LR-SC,LRSC0196,2007,广西壮族自治区,Guangxi,8659228,24.381651,29.800917,20.901835,2657.6,1567.6,449,576.9,1588.19,水稻土,Paddy soil,loam,57.6,17.6,54.6,7.7,150,60,120,5250,,
LR-SC,LRSC0197,2007,广西壮族自治区,Guangxi,8659228,24.89798,30.227273,21.488889,2464.9,1474.9,449,520.3,1456.66,水稻土,Paddy soil,clay loam,41.3,58.4,126,7.5,150,60,120,9130.5,,
LR-SC,LRSC0198,2008,广西壮族自治区,Guangxi,8659228,26.096842,30.951579,22.898947,2479.2,1529.2,666.7,473.9,1363.5,水稻土,Paddy soil,loam,32.5,27.5,105.4,7.6,195,75,150,7758,,
LR-SC,LRSC0199,2007,广西壮族自治区,Guangxi,8659228,24.827723,30.211881,21.383168,2507.6,1497.6,449,536.6,1490.84,水稻土,Paddy soil,loam,59.1,13.3,141.9,8,120,45,90,5220,,
LR-SC,LRSC0200,2007,广西壮族自治区,Guangxi,8659426,24.627835,29.764948,21.146392,2388.9,1418.9,204,560.6,1402.6,水稻土,Paddy soil,sandy loam,14,16.6,58.8,6.1,195,75,150,5625,,
LR-SC,LRSC0201,2007,广西壮族自治区,Guangxi,8659426,24.783019,29.983019,21.308491,2627,1567,303,614.1,1542.92,水稻土,Paddy soil,loam,38.5,17.3,51,6.3,120,45,90,6534,,
LR-SC,LRSC0202,2007,广西壮族自治区,Guangxi,8659426,24.849091,30.079091,21.353636,2733.4,1633.4,324.2,642.3,1611.89,水稻土,Paddy soil,clay,35.9,41,78.4,6.1,120,45,90,5385,,
LR-SC,LRSC0203,2007,广西壮族自治区,Guangxi,8659426,24.755556,29.978704,21.275926,2673.6,1593.6,324.2,625.1,1569.51,水稻土,Paddy soil,sandy loam,12.3,31.2,82.3,5.8,150,60,120,5389.5,,
LR-SC,LRSC0204,2007,广西壮族自治区,Guangxi,8659426,24.691667,29.80625,21.226042,2370.4,1410.4,204,552.1,1386.93,水稻土,Paddy soil,sandy loam,28,30,117.6,7,195,75,150,6324,,
LR-SC,LRSC0205,2007,广西壮族自治区,Guangxi,8659426,24.602752,29.86789,21.077982,2681.7,1591.7,303,635.7,1584.36,水稻土,Paddy soil,clay loam,32.4,23.2,69.2,6.3,120,45,90,4806,,
LR-SC,LRSC0206,2007,广西壮族自治区,Guangxi,8659426,24.911009,30.115596,21.431193,2715.3,1625.3,324.2,633.7,1596.23,水稻土,Paddy soil,clay loam,21.9,13.3,92.2,6,150,60,120,6679.5,,
LR-SC,LRSC0207,2007,广西壮族自治区,Guangxi,8659426,25.095283,30.234906,21.651887,2660.1,1600.1,324.2,609.4,1550.91,水稻土,Paddy soil,clay,31.1,26.7,160.8,7.1,120,45,90,4444.5,,
LR-SC,LRSC0208,2007,广西壮族自治区,Guangxi,8659426,24.659259,29.906481,21.153704,2663.2,1583.2,303,627,1568.66,水稻土,Paddy soil,clay loam,21.5,36.9,46.5,6.2,195,75,150,5197.5,,
LR-SC,LRSC0209,2007,广西壮族自治区,Guangxi,8659426,24.817757,30.014953,21.354206,2655.5,1585.5,324.2,616.5,1553.85,水稻土,Paddy soil,clay loam,36.1,26.8,137.3,6,150,60,120,4950,,
LR-SC,LRSC0210,2007,广西壮族自治区,Guangxi,8659426,24.501064,29.623404,21.020213,2303.1,1363.1,198.6,538.4,1345.45,水稻土,Paddy soil,clay loam,30.7,7.9,97.6,6.3,150,60,120,5836.5,,
LR-SC,LRSC0211,2007,广西壮族自治区,Guangxi,8659426,24.444086,29.556989,20.956989,2273.3,1343.3,198.6,531.3,1326.93,水稻土,Paddy soil,clay loam,27.8,34.7,170.5,6.7,150,60,120,5796,,
LR-SC,LRSC0212,2007,广西壮族自治区,Guangxi,8659426,24.444086,29.556989,20.956989,2273.3,1343.3,198.6,531.3,1326.93,水稻土,Paddy soil,clay loam,39.7,11.4,160.8,6.9,195,75,150,5205,,
LR-SC,LRSC0213,2007,广西壮族自治区,Guangxi,8659426,24.788288,30.038739,21.278378,2751.5,1641.5,324.2,646.6,1621.97,水稻土,Paddy soil,sandy loam,36.8,13.2,57.1,5.2,150,60,120,4974,,
LR-SC,LRSC0214,2007,广西壮族自治区,Guangxi,8659426,24.610577,29.815385,21.102885,2559.5,1519.5,218,608,1513.47,水稻土,Paddy soil,sandy loam,48.2,11.9,111.9,5.3,195,75,150,5283,,
LR-SC,LRSC0215,2007,广西壮族自治区,Guangxi,8659426,24.638182,29.9,21.124545,2710.2,1610.2,324.2,638.1,1595.29,水稻土,Paddy soil,clay loam,27.9,23.4,85.3,5.1,120,45,90,4956,,
LR-SC,LRSC0216,2007,广西壮族自治区,Guangxi,8659426,24.79901,29.928713,21.330693,2504.7,1494.7,218,583.6,1468.16,水稻土,Paddy soil,sandy loam,13.9,13.3,41.5,5.9,150,60,120,6510,,
LR-SC,LRSC0217,2007,广西壮族自治区,Guangxi,8659426,24.830357,30.089286,21.316071,2781,1661,332.9,654.6,1642.19,水稻土,Paddy soil,sandy loam,28,30,117.6,7,195,75,150,6465,,
LR-SC,LRSC0218,2008,广西壮族自治区,Guangxi,8659425,26.259406,31.254455,23.126733,2652.2,1642.2,865.7,550.1,1462.09,水稻土,Paddy soil,loam,37.15,31.64,89.5,6.24,150,60,120,6990,,
LR-SC,LRSC0219,2008,广西壮族自治区,Guangxi,8659421,25.477778,30.092929,22.516162,2522.3,1532.3,795.6,475.277,1322.22,水稻土,Paddy soil,sandy loam,35.8,15.4,65,7.66,195,60,150,7701,,
LR-SC,LRSC0220,2008,广西壮族自治区,Guangxi,8659421,25.477778,30.092929,22.516162,2522.3,1532.3,795.6,475.277,1322.22,水稻土,Paddy soil,loam,34.8,17.6,88,5.58,150,52.5,120,6250.5,,
LR-SC,LRSC0221,2008,广西壮族自治区,Guangxi,8659421,25.452041,30.052041,22.490816,2494.3,1514.3,791.1,470.377,1307.14,水稻土,Paddy soil,sandy loam,63.8,75.9,128,7.56,120,45,90,6040.5,,
LR-SC,LRSC0222,2008,广西壮族自治区,Guangxi,8659421,25.267347,30.002041,22.229592,2476.2,1496.2,686.7,488.177,1326.17,水稻土,Paddy soil,sandy loam,42.8,12.4,101,6.33,195,60,150,7750.5,,
LR-SC,LRSC0223,2008,广西壮族自治区,Guangxi,8659421,25.452041,30.052041,22.490816,2494.3,1514.3,791.1,470.377,1307.14,水稻土,Paddy soil,sandy loam,36.9,48.5,44,5.22,195,60,150,8500.5,,
LR-SC,LRSC0224,2008,广西壮族自治区,Guangxi,8659015,26.359259,31.522222,22.978704,2846.8,1766.8,1174.6,506.9,1570.39,水稻土,Paddy soil,loam,26.2,38.5,60,6.3,150,60,120,7986,,
LR-SC,LRSC0225,2009,广西壮族自治区,Guangxi,8659015,27.1,32.916495,23.649485,2628.7,1658.7,337.5,608.3,1629.68,水稻土,Paddy soil,loam,69.7,32.7,74,5.7,150,60,120,4876.5,,
LR-SC,LRSC0226,2008,广西壮族自治区,Guangxi,8659015,25.814583,31.628125,22.0625,2478.2,1518.2,582.2,614.8,1576.49,水稻土,Paddy soil,loam,49.6,13.3,45,6.4,150,60,120,4689,,
LR-SC,LRSC0227,2009,广西壮族自治区,Guangxi,8659015,27.1,32.916495,23.649485,2628.7,1658.7,337.5,608.3,1629.68,水稻土,Paddy soil,loam,59.3,26.9,80,5.7,195,195,150,4398,,
LR-SC,LRSC0228,2008,广西壮族自治区,Guangxi,8659015,26.354128,31.517431,22.970642,2872.6,1782.6,1176.6,512.2,1586.38,水稻土,Paddy soil,loam,35.5,23.1,35,6.7,195,75,150,4465.5,,
LR-SC,LRSC0229,2009,广西壮族自治区,Guangxi,8659015,27.1,32.916495,23.649485,2628.7,1658.7,337.5,608.3,1629.68,水稻土,Paddy soil,loam,37.8,30,80,5.4,150,60,120,5967,,
LR-SC,LRSC0230,2009,广西壮族自治区,Guangxi,8659015,27.1,32.916495,23.649485,2628.7,1658.7,337.5,608.3,1629.68,水稻土,Paddy soil,loam,38.6,12.7,72,5.4,150,60,120,6654,,
LR-SC,LRSC0231,2008,广西壮族自治区,Guangxi,8659015,26.354128,31.517431,22.970642,2872.6,1782.6,1176.6,512.2,1586.38,水稻土,Paddy soil,loam,36.2,18,69,5.4,150,60,120,8215.5,,
LR-SC,LRSC0232,2006,广西壮族自治区,Guangxi,8659448,25.37981651,31.40091743,21.30733945,2766.4,1676.4,507.2,566.6,1527.03,水稻土,Paddy soil,sandy loam,39.5,19,110,5.78,195,60,135,8119.5,,
LR-SC,LRSC0233,2006,广西壮族自治区,Guangxi,8659448,25.12210526,31.26631579,20.88315789,2386.6,1436.6,185.1,499.9,1316.3,水稻土,Paddy soil,sandy loam,36,19.5,120,4.55,120,37.5,90,7047,,
LR-SC,LRSC0234,2007,广西壮族自治区,Guangxi,8659448,24.886275,30.393137,20.936275,2538.4,1518.4,343.3,484.7,1354.65,水稻土,Paddy soil,sandy loam,37.66,33.6,103,5.88,150,60,120,7717.5,,
LR-SC,LRSC0235,2008,广西壮族自治区,Guangxi,8659448,25.268085,30.779787,21.587234,2375.2,1435.2,630.9,511.2,1339.79,水稻土,Paddy soil,sandy loam,18.7,21.5,49,5.2,150,60,120,6876,,
LR-SC,LRSC0236,2010,广西壮族自治区,Guangxi,8659448,24.622826,30.397826,20.947826,2265.3,1345.3,298.3,553.9,1388.83,水稻土,Paddy soil,sandy loam,28.9,46.8,100,5.5,150,60,120,6276,,
LR-SC,LRSC0237,2006,广西壮族自治区,Guangxi,8659448,25.22474227,31.38865979,20.97525773,2446.8,1476.8,196.2,521,1367.68,水稻土,Paddy soil,sandy loam,36.7,16,195,5.58,150,52.5,108,7558.5,,
LR-SC,LRSC0238,2006,广西壮族自治区,Guangxi,8659448,25.26326531,31.45816327,21.04897959,2475.8,1495.8,298.3,523.8,1382.09,水稻土,Paddy soil,sandy loam,33.3,19.5,220,4.54,120,37.5,90,7114.5,,
LR-SC,LRSC0239,2007,广西壮族自治区,Guangxi,8659448,24.886275,30.393137,20.936275,2538.4,1518.4,343.3,484.7,1354.65,水稻土,Paddy soil,sandy loam,36.2,13.6,193,5.22,120,45,90,6801,,
LR-SC,LRSC0240,2007,广西壮族自治区,Guangxi,8659448,24.724272,30.316505,20.74466,2546.6,1516.6,343.3,491.7,1363.39,水稻土,Paddy soil,sandy loam,31.44,4.8,133,5.23,120,45,90,6799.5,,
LR-SC,LRSC0241,2007,广西壮族自治区,Guangxi,8659448,24.505882,30.105882,20.529412,2499.6,1479.6,329.3,480.5,1330.59,水稻土,Paddy soil,sandy loam,33.4,22.4,62,5.43,150,60,120,6724.5,,
LR-SC,LRSC0242,2007,广西壮族自治区,Guangxi,8659448,24.641935,30.141935,20.66129,2291.7,1361.7,270.6,439.8,1222.18,水稻土,Paddy soil,sandy loam,32.6,6.2,108,5.12,150,60,120,6880.5,,
