Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
LR-SC,LRSC0570,2010,湖南省,Hunan,8657577,26.150515,30.371134,23.253608,2536.6,1566.6,350.6,580.8,1519.82,水稻土,Paddy soil,sandy loam,32.9,25.1,178,7.7,180,45,90,7327.5,,
LR-SC,LRSC0571,2006,湖南省,Hunan,8657661,26.26962025,30.81012658,22.91772152,2075.3,1285.3,144.4,415,1173.26,水稻土,Paddy soil,clay loam,29.8,25.6,35,5.2,150,36,75,5250,,
LR-SC,LRSC0572,2007,湖南省,Hunan,8657661,24.490323,29.022581,21.447312,2277.6,1347.6,345.3,380.3,1184.23,水稻土,Paddy soil,clay loam,41.1,8.4,103,4.8,150,36,75,6085.5,,
LR-SC,LRSC0573,2007,湖南省,Hunan,8657661,24.077778,28.577778,21.046465,2383.7,1393.7,350.9,381.2,1214.14,水稻土,Paddy soil,silty clay loam,38.2,4.1,103,6.2,150,36,75,5335.5,,
LR-SC,LRSC0574,2006,湖南省,Hunan,8657661,26.86463415,31.33414634,23.56219512,2202.9,1382.9,307.6,437.5,1245.2,水稻土,Paddy soil,silty clay loam,32.8,20.8,47,5.6,150,36,75,6499.5,,
LR-SC,LRSC0575,2006,湖南省,Hunan,8657661,25.92087912,30.39120879,22.61538462,2358.8,1448.8,206.2,474.7,1337.1,水稻土,Paddy soil,silty clay loam,41,6.8,45,5.5,150,36,75,6649.5,,
LR-SC,LRSC0576,2006,湖南省,Hunan,8657661,26.4675,31.01,23.11625,2117.4,1317.4,144.4,432,1210.59,水稻土,Paddy soil,clay loam,38.1,19.9,49,5.2,150,36,75,6603,,
LR-SC,LRSC0577,2010,湖南省,Hunan,8657663,24.538298,28.740426,21.665957,2306.6,1367.3,425.6,543.2,1413.21,水稻土,Paddy soil,clay loam,35.7,13.5,55,5.6,165,75,75,7968,,
LR-SC,LRSC0578,2010,湖南省,Hunan,8657663,24.945283,29.19434,22.04717,2644.2,1584.9,458.2,635.4,1645.26,水稻土,Paddy soil,clay loam,37.5,22.5,139,5,150,36,75,5631,,
LR-SC,LRSC0579,2006,湖南省,Hunan,8657762,24.78064516,30.0172043,21.16451613,2304.6,1374.6,237.5,497.2,1353.48,水稻土,Paddy soil,clay loam,53.6,7.2,59,5.7,150,36,75,7069.5,,
LR-SC,LRSC0580,2007,湖南省,Hunan,8657762,25.205208,30.360417,21.636458,2419.7,1459.7,307.4,441.6,1303.27,水稻土,Paddy soil,loam,44.8,11.8,59,5.5,180,54,90,7743,,
LR-SC,LRSC0581,2007,湖南省,Hunan,8657762,25.118557,30.303093,21.529897,2436.5,1466.5,307.4,451.2,1321.29,水稻土,Paddy soil,loam,42.9,7,54,5.7,180,54,90,7698,,
LR-SC,LRSC0582,2007,湖南省,Hunan,8657762,24.93125,30.154167,21.3375,2393.4,1433.4,307.4,446.5,1303.61,水稻土,Paddy soil,sandy loam,41.9,4.9,77,5.4,180,54,90,7615.5,,
LR-SC,LRSC0583,2009,湖南省,Hunan,8657762,24.472414,29.885057,20.643678,2129.1,1259.1,167.1,506.9,1308.71,水稻土,Paddy soil,clay loam,37.5,3.7,58,5,180,54,90,7131,,
LR-SC,LRSC0584,2010,湖南省,Hunan,8657762,23.993103,29.027586,20.716092,2087.4,1217.4,365.1,454.3,1237.61,水稻土,Paddy soil,sandy loam,56.7,15.5,87,5.5,172.5,60,75,8512.5,,
LR-SC,LRSC0585,2006,湖南省,Hunan,8657762,24.65806452,29.88817204,21.06666667,2293.2,1363.2,237.5,495.7,1348.66,水稻土,Paddy soil,sandy loam,76.5,6.5,45,5.4,150,36,75,7387.5,,
LR-SC,LRSC0586,2007,湖南省,Hunan,8657762,25.069792,30.260417,21.492708,2406.7,1446.7,307.4,451.2,1314.04,水稻土,Paddy soil,sandy loam,37.2,30.5,156,5,180,54,90,6852,,
LR-SC,LRSC0587,2008,湖南省,Hunan,8657762,25.693548,30.867742,21.739785,2389.5,1459.5,157.9,584.2,1493.71,水稻土,Paddy soil,sandy loam,39.5,17.1,67,6.1,135,67.5,72,7152,,
LR-SC,LRSC0588,2009,湖南省,Hunan,8657762,24.229885,29.66092,20.413793,2108,1238,175.1,496.5,1285.25,水稻土,Paddy soil,sandy loam,41.8,3.9,46,4.9,180,54,90,7471.5,,
LR-SC,LRSC0589,2009,湖南省,Hunan,8657762,24.336782,29.737931,20.526437,2117.3,1247.3,175.1,500.4,1295.77,水稻土,Paddy soil,sandy loam,70.3,5.8,93,6.3,180,54,90,7737,,
LR-SC,LRSC0590,2010,湖南省,Hunan,8657762,24.072941,29.117647,20.777647,2046.2,1196.2,365,442.8,1207.01,水稻土,Paddy soil,clay loam,48,15.6,67,4.8,172.5,60,75,8598,,
LR-SC,LRSC0591,2006,湖南省,Hunan,8657762,24.88709677,30.13333333,21.25698925,2314.5,1384.5,237.5,501.3,1363.85,水稻土,Paddy soil,clay loam,73,5.5,70,5.6,150,36,75,6903,,
LR-SC,LRSC0592,2009,湖南省,Hunan,8657760,25.761333,31.209333,21.581333,1932.1,1182.1,130.6,403,1110.07,水稻土,Paddy soil,silty clay loam,44.1,7.3,109,5.6,150,36,75,8197.5,,
LR-SC,LRSC0593,2009,湖南省,Hunan,8657760,23.99011,29.308791,19.867033,2183.1,1273.1,143.8,452,1237.01,水稻土,Paddy soil,clay,56.3,6.3,146,5.3,150,36,75,8034,,
LR-SC,LRSC0594,2010,湖南省,Hunan,8657760,27.109756,32.363415,23.439024,2223,1403,227.8,459.9,1287.43,水稻土,Paddy soil,sandy loam,24.2,12.6,156,5.2,150,36,75,7785,,
LR-SC,LRSC0595,2009,湖南省,Hunan,8657774,26.611702,31.552128,22.791489,2501.5,1561.5,273.5,586.2,1529.51,水稻土,Paddy soil,sandy loam,41.5,24.7,96,6.1,150,36,75,7072.5,,
LR-SC,LRSC0596,2009,湖南省,Hunan,8657774,26.375532,31.352128,22.548936,2479.3,1539.3,273.5,573.4,1501.59,水稻土,Paddy soil,clay loam,32.9,16.7,87,5.9,150,36,75,7389,,
LR-SC,LRSC0597,2007,湖南省,Hunan,8657774,26.11573,31.242697,22.367416,2324.3,1434.3,338.5,550.1,1443.87,水稻土,Paddy soil,sandy loam,47.9,15.9,69,5.2,150,36,75,6826.5,,
LR-SC,LRSC0598,2009,湖南省,Hunan,8657774,25.925532,30.82234,22.210638,2437,1497,301.5,538.9,1438.02,水稻土,Paddy soil,clay loam,18.7,13.2,54,5.9,150,36,75,7288.5,,
LR-SC,LRSC0599,2006,湖南省,Hunan,8657774,25.98555556,31.10222222,22.29,2338.7,1438.7,240.8,570.4,1484.75,水稻土,Paddy soil,clay loam,39.6,12.8,86,6.9,150,36,75,7069.5,,
LR-SC,LRSC0600,2007,湖南省,Hunan,8657774,26.374725,31.546154,22.605495,2400.1,1490.1,351.2,568.2,1492.72,水稻土,Paddy soil,silty clay loam,40.6,19.5,82,5.2,150,36,75,6718.5,,
LR-SC,LRSC0601,2008,湖南省,Hunan,8657774,26.338372,31.423256,22.584884,2265.1,1405.1,155.6,477.5,1307.76,水稻土,Paddy soil,silty clay loam,44.3,11.4,105,5.2,150,36,75,7302,,
LR-SC,LRSC0602,2008,湖南省,Hunan,8657774,26.338372,31.423256,22.584884,2265.1,1405.1,155.6,477.5,1307.76,水稻土,Paddy soil,silty clay loam,34.3,5.6,64,5.3,150,36,75,7245,,
LR-SC,LRSC0603,2006,湖南省,Hunan,8657774,25.9258427,31.07865169,22.19213483,2307.4,1417.4,172.8,575.7,1482.81,水稻土,Paddy soil,loam,42.2,16.8,110,6.8,150,36,75,7389,,
LR-SC,LRSC0604,2007,湖南省,Hunan,8657774,26.26044,31.406593,22.505495,2389.7,1479.7,350.9,568.5,1490.48,水稻土,Paddy soil,loam,48.1,14.2,106,5.3,150,36,75,6807,,
LR-SC,LRSC0605,2009,湖南省,Hunan,8657872,27.001136,31.422727,23.771591,2376.1,1496.1,235.6,548.2,1409.24,水稻土,Paddy soil,clay loam,45.2,9.4,117,7.5,150,36,75,6708,,
LR-SC,LRSC0606,2009,湖南省,Hunan,8657872,27.001136,31.422727,23.771591,2376.1,1496.1,235.6,548.2,1409.24,水稻土,Paddy soil,sandy loam,25.6,11.3,157,5.3,150,36,75,6507,,
LR-SC,LRSC0607,2009,湖南省,Hunan,8657875,26.545783,32.175904,22.875904,2203.3,1373.3,111.7,397.6,1138.58,水稻土,Paddy soil,loamy sand,33.1,6.5,156,5.4,165,75,75,8266.5,,
LR-SC,LRSC0608,2009,湖南省,Hunan,8657872,27.328409,31.788636,24.046591,2404.9,1524.9,227.8,567.3,1445.05,水稻土,Paddy soil,clay loam,23.6,9.8,108,5.2,150,36,75,6859.5,,
LR-SC,LRSC0609,2009,湖南省,Hunan,8657872,26.477358,30.945283,23.175472,2806.6,1746.6,237.8,668.1,1683.59,水稻土,Paddy soil,sandy loam,42.5,10.3,85,6.1,150,36,75,6775.5,,
LR-SC,LRSC0610,2007,湖南省,Hunan,8657875,25.961224,31.160204,22.460204,2544.2,1564.2,412.3,547.6,1479.88,水稻土,Paddy soil,clay,42.7,2.8,82,7.2,136.5,69,79.5,6555,,
LR-SC,LRSC0611,2008,湖南省,Hunan,8657875,26.439623,31.504717,22.853774,2802.6,1742.6,311.3,591.4,1594.09,水稻土,Paddy soil,clay,22.1,9,109,5.2,136.5,69,79.5,6981,,
LR-SC,LRSC0612,2008,湖南省,Hunan,8657875,26.439623,31.504717,22.853774,2802.6,1742.6,311.3,591.4,1594.09,水稻土,Paddy soil,clay,35.5,7.2,96,5.5,136.5,69,79.5,7087.5,,
LR-SC,LRSC0613,2007,湖南省,Hunan,8657875,25.975962,31.177885,22.456731,2701.5,1661.5,454.2,584.4,1575.92,水稻土,Paddy soil,clay,57.4,7.9,90,7.2,135,72,67.5,6454.5,,
LR-SC,LRSC0614,2007,湖南省,Hunan,8657875,26.019048,31.238095,22.5,2732,1682,454.2,589.3,1591.2,水稻土,Paddy soil,clay,43.3,6.1,66,7.3,136.5,69,79.5,6315,,
LR-SC,LRSC0615,2008,湖南省,Hunan,8657875,26.439623,31.504717,22.853774,2802.6,1742.6,311.3,591.4,1594.09,水稻土,Paddy soil,clay,21.5,3.3,83,5.7,136.5,69,79.5,7297.5,,
LR-SC,LRSC0616,2006,湖南省,Hunan,8657871,25.94712644,30.68390805,22.46666667,2257.4,1387.4,220.8,402.7,1185.31,水稻土,Paddy soil,silty clay loam,24.5,3.5,55,5.7,150,36,75,7386,,
LR-SC,LRSC0617,2006,湖南省,Hunan,8657871,25.85454545,30.56363636,22.39204545,2275.2,1395.2,227.2,400.1,1183.75,水稻土,Paddy soil,silty clay loam,28,25,62,4.6,150,36,75,5757,,
LR-SC,LRSC0618,2007,湖南省,Hunan,8657871,25.667033,30.446154,22.365934,2335.7,1425.7,349.8,480.5,1316.47,水稻土,Paddy soil,silty clay loam,24.7,5.2,162,6.3,150,36,75,8398.5,,
LR-SC,LRSC0619,2008,湖南省,Hunan,8657871,26.422727,31.364773,22.968182,2325.2,1445.2,188.3,509.9,1342.82,水稻土,Paddy soil,silty clay loam,28.8,28.3,76,5,150,36,75,8455.5,,
LR-SC,LRSC0620,2007,湖南省,Hunan,8657871,25.9,30.583333,22.709524,2175.6,1335.6,349.8,433.8,1208.91,水稻土,Paddy soil,silty clay loam,26.8,15.7,97,5.7,150,36,75,7267.5,,
LR-SC,LRSC0621,2008,湖南省,Hunan,8657871,26.422727,31.364773,22.968182,2325.2,1445.2,188.3,509.9,1342.82,水稻土,Paddy soil,sandy loam,29.6,5.7,75,6.5,150,36,75,8679,,
LR-SC,LRSC0622,2008,湖南省,Hunan,8657871,26.773118,31.644086,23.344086,2489.9,1559.9,190.6,547.2,1448.12,水稻土,Paddy soil,silty clay loam,28.8,28.3,76,5,150,36,75,7231.5,,
LR-SC,LRSC0623,2010,湖南省,Hunan,8657777,29.693333,34.632222,26.314444,2672.4,1772.4,291,604.5,1602.48,水稻土,Paddy soil,clay,25.4,12.5,64,6.2,180,54,90,7098,,
LR-SC,LRSC0624,2009,湖南省,Hunan,8657778,27.245652,32.045652,23.544565,2506.6,1586.6,140.1,570.1,1482.89,水稻土,Paddy soil,loam,32.7,13.2,96,5.4,150,36,75,7084.5,,
LR-SC,LRSC0625,2009,湖南省,Hunan,8657778,26.684211,31.425263,23.091579,2535,1585,145.9,554.7,1466.82,水稻土,Paddy soil,loam,30.2,8.9,102,5.7,150,36,75,7801.5,,
LR-SC,LRSC0626,2010,湖南省,Hunan,8657778,27.160825,31.879381,23.835052,2634.6,1664.6,137.1,612,1600.85,水稻土,Paddy soil,loam,30.4,15.3,101,4.7,150,36,75,9400.5,,
LR-SC,LRSC0627,2007,湖南省,Hunan,8657778,26.460204,31.159184,22.808163,2593.1,1613.1,409.7,596.1,1574.24,水稻土,Paddy soil,clay loam,28.6,19.4,126,5.8,150,36,75,8250,,
LR-SC,LRSC0628,2009,湖南省,Hunan,8657778,26.450515,31.268041,22.795876,2565.7,1595.7,145.9,573.7,1497.84,水稻土,Paddy soil,loam,27.8,16.2,97,6.1,150,36,75,8238,,
LR-SC,LRSC0629,2007,湖南省,Hunan,8657778,27.190526,31.976842,23.472632,2583.1,1633.1,409.7,611.6,1592.67,水稻土,Paddy soil,loam,29.2,12.1,109,5.9,150,36,75,9400.5,,
LR-SC,LRSC0630,2008,湖南省,Hunan,8657778,26.704348,31.855435,22.51413,2456.8,1536.8,139.1,578.9,1493.48,水稻土,Paddy soil,loam,30.8,4.6,78,5.6,150,36,75,6552,,
LR-SC,LRSC0631,2008,湖南省,Hunan,8657778,26.529474,31.772632,22.284211,2520.3,1570.3,139.1,601.5,1531.72,水稻土,Paddy soil,loam,27.6,4.4,35,4.5,150,36,75,6789,,
LR-SC,LRSC0632,2007,湖南省,Hunan,8657778,26.35567,31.047423,22.678351,2556.5,1586.5,394.1,597.2,1564.16,水稻土,Paddy soil,clay loam,31.1,10.2,113,6.1,150,36,75,7551,,
LR-SC,LRSC0633,2010,湖南省,Hunan,8657778,25.73299,30.309278,22.616495,2496.1,1526.1,108.3,545.8,1462.36,水稻土,Paddy soil,loam,29.7,9.6,96,4.8,150,36,75,8238,,
LR-SC,LRSC0634,2010,湖南省,Hunan,8657874,26.283333,30.825,23.019792,2523.2,1563.2,196.1,525.5,1440.56,水稻土,Paddy soil,clay loam,31.4,25.5,60,5.6,150,58.5,75,7399.5,,
LR-SC,LRSC0635,2008,湖南省,Hunan,8657874,26.583333,31.405556,23.118889,2392.5,1492.5,216.4,519.3,1382.41,水稻土,Paddy soil,sandy loam,13.4,4.7,79,6.6,165,36,108,7818,,
LR-SC,LRSC0636,2010,湖南省,Hunan,8657874,26.282979,30.811702,23.031915,2470.6,1530.6,196.1,508.3,1401.67,水稻土,Paddy soil,clay loam,46.3,9.8,57,6,150,36,75,7426.5,,
LR-SC,LRSC0637,2008,湖南省,Hunan,8657874,26.834409,31.646237,23.394624,2495.6,1565.6,218.8,543.7,1452.49,水稻土,Paddy soil,sandy loam,24.1,7.1,43,5.6,165,36,108,7789.5,,
LR-SC,LRSC0638,2009,湖南省,Hunan,8657874,26.217172,31.087879,22.813131,2595.5,1605.5,269.5,501.2,1401.98,水稻土,Paddy soil,clay loam,49.3,17,55,6,150,36,75,6996,,
LR-SC,LRSC0639,2009,湖南省,Hunan,8657874,26.272,31.127,22.879,2627.2,1627.2,269.5,507.4,1419.34,水稻土,Paddy soil,clay loam,38.3,11.8,57,5.7,150,36,75,5875.5,,
LR-SC,LRSC0640,2010,湖南省,Hunan,8657874,26.652083,31.223958,23.344792,2558.6,1598.6,196.1,550.3,1489.61,水稻土,Paddy soil,clay loam,47.6,7,64,7.3,150,36,75,5229,,
LR-SC,LRSC0641,2008,湖南省,Hunan,8657874,26.613483,31.429213,23.161798,2368.6,1478.6,216.4,510.3,1364.89,水稻土,Paddy soil,clay loam,25.5,9.1,76,5.3,165,36,108,7533,,
LR-SC,LRSC0642,2008,湖南省,Hunan,8657874,26.802128,31.619149,23.35,2519.4,1579.4,218.8,551.8,1468.85,水稻土,Paddy soil,clay,41.3,5.3,96,6.7,165,36,108,7735.5,,
LR-SC,LRSC0643,2009,湖南省,Hunan,8657870,27.037624,31.622772,23.486139,2730.8,1720.8,146.2,590.5,1560.92,水稻土,Paddy soil,clay,21.5,15.5,134,6.4,150,36,75,8919,,
LR-SC,LRSC0644,2008,湖南省,Hunan,8657870,25.734579,30.114019,22.685047,2753.6,1683.6,278.6,541.5,1497.64,水稻土,Paddy soil,clay loam,36.1,7.8,103,6.7,150,36,72,7659,,
LR-SC,LRSC0645,2007,湖南省,Hunan,8657870,26.124762,30.509524,22.981905,2743.1,1693.1,276.4,573.9,1567.48,水稻土,Paddy soil,sandy loam,23.8,14.5,92,6,150,36,75,6570,,
LR-SC,LRSC0646,2007,湖南省,Hunan,8657870,26.082692,30.454808,22.945192,2712.6,1672.6,276.4,568.2,1550.9,水稻土,Paddy soil,sandy loam,40.1,10.3,203,6,150,36,75,6709.5,,
LR-SC,LRSC0647,2007,湖南省,Hunan,8657870,26.176923,30.555769,23.050962,2722.4,1682.4,276.4,567,1553.29,水稻土,Paddy soil,sandy loam,32.7,12.3,125,5.6,150,36,75,7092,,
LR-SC,LRSC0648,2009,湖南省,Hunan,8657870,27.084694,31.640816,23.586735,2654.3,1674.3,146.2,561.5,1501.38,水稻土,Paddy soil,clay loam,15.3,20.3,97,6.1,150,36,75,6720,,
LR-SC,LRSC0649,2008,湖南省,Hunan,8657870,26.158,30.617,23.034,2615.8,1615.8,194.3,531.7,1449.29,水稻土,Paddy soil,clay,29.9,6.3,127,6.2,150,36,72,7450.5,,
LR-SC,LRSC0650,2007,湖南省,Hunan,8657870,25.970588,30.343137,22.817647,2649,1629,216.7,558.6,1516.38,水稻土,Paddy soil,clay loam,19.9,19.7,80,6.5,150,36,75,7686,,
LR-SC,LRSC0651,2009,湖南省,Hunan,8657870,27.130476,31.733333,23.542857,2848.7,1798.7,146.2,625.1,1643.31,水稻土,Paddy soil,clay,35.5,22.7,162,7.8,150,36,75,7450.5,,
LR-SC,LRSC0652,2007,湖南省,Hunan,8657870,25.773585,30.181132,22.60566,2732,1672,216.7,576.6,1565.07,水稻土,Paddy soil,clay,26.8,13.3,116,6.8,150,36,75,7206,,
LR-SC,LRSC0653,2008,湖南省,Hunan,8657876,26.275962,31.351923,22.903846,2732.7,1692.7,343.9,636.6,1649.4,水稻土,Paddy soil,clay,44.8,12.9,40,4.9,157.95,45,105.75,7209,,
LR-SC,LRSC0654,2008,湖南省,Hunan,8657876,26.451887,31.561321,23.05283,2803.9,1743.9,358.3,664.7,1712.29,水稻土,Paddy soil,silty clay loam,41.8,14.6,142,5,168.75,37.05,69.3,7950,,
LR-SC,LRSC0655,2006,湖南省,Hunan,8657876,25.97264151,30.61981132,22.5509434,2753.1,1693.1,465.2,599.4,1621.28,水稻土,Paddy soil,clay,51.3,8.2,70,5.5,140.25,34.95,54.45,5910,,
LR-SC,LRSC0656,2006,湖南省,Hunan,8657876,25.01782178,29.78217822,21.50891089,2526.8,1516.8,203.5,558,1482.8,水稻土,Paddy soil,clay,44.8,7.9,107,5.4,121.35,53.85,44.25,6510,,
LR-SC,LRSC0657,2006,湖南省,Hunan,8657876,25.22446809,29.94468085,21.74361702,2371.1,1431.1,164.3,522.4,1394.95,水稻土,Paddy soil,clay,46,7.4,119,5.4,128.25,34.2,57.6,5880,,
LR-SC,LRSC0658,2007,湖南省,Hunan,8657876,25.204255,29.837234,21.903191,2369.2,1429.2,492.4,496.8,1349.68,水稻土,Paddy soil,silty clay loam,48.5,22.6,66,6.1,95.7,32.25,65.25,6450,,
LR-SC,LRSC0659,2007,湖南省,Hunan,8657876,24.667677,29.219192,21.431313,2442.1,1452.1,492.4,501.7,1380.13,水稻土,Paddy soil,silty clay loam,53,17.3,83,6,131.7,24.3,66.9,6349.5,,
LR-SC,LRSC0660,2007,湖南省,Hunan,8657876,25.947664,30.594393,22.566355,2776.4,1706.4,526.6,626.3,1655.46,水稻土,Paddy soil,silty clay loam,42.7,18.6,66,6,169.95,28.65,81.75,6550.5,,
LR-SC,LRSC0661,2009,湖南省,Hunan,8657766,25.730526,30.482105,22.306316,2444.4,1494.4,242.1,563.5,1472.82,水稻土,Paddy soil,clay loam,31.6,10.2,175,8,150,54,75,8085,,
LR-SC,LRSC0662,2009,湖南省,Hunan,8657766,23.517241,28.444828,20.00431,2728,1591.5,281.7,666.3,1687.65,水稻土,Paddy soil,clay,33.4,10.2,66,8,150,54,75,7251,,
LR-SC,LRSC0663,2009,湖南省,Hunan,8657766,25.311458,30.034375,21.930208,2429.9,1469.9,210.6,547,1440.57,水稻土,Paddy soil,clay loam,42.5,14.1,56,6,150,54,75,7552.5,,
LR-SC,LRSC0664,2006,湖南省,Hunan,8657766,25.47708333,30.17395833,22.08541667,2445.8,1485.8,437.6,619.3,1585.86,水稻土,Paddy soil,loam,49.6,19.3,99,7.2,150,36,75,6561,,
LR-SC,LRSC0665,2009,湖南省,Hunan,8657766,26.307071,31.056566,22.818182,2604.4,1614.4,234.2,624.8,1612.58,水稻土,Paddy soil,clay loam,38.9,4,76,6.8,150,36,75,6202.5,,
LR-SC,LRSC0666,2008,湖南省,Hunan,8657766,25.445556,30.108889,21.945556,2290.1,1390.1,256.3,547.5,1406.64,水稻土,Paddy soil,clay loam,31.6,10.6,46,6.1,150,36,75,5559,,
LR-SC,LRSC0667,2010,湖南省,Hunan,8657766,24.42,28.813684,21.154737,2319.9,1370.8,260,544.3,1431.5,水稻土,Paddy soil,loam,35.1,12.6,75,6.2,135,72,67.5,6270,,
LR-SC,LRSC0668,2006,湖南省,Hunan,8657766,24.67446809,29.25531915,21.40212766,2319.4,1379.4,333.5,559.3,1450.63,水稻土,Paddy soil,sandy loam,28.6,14.4,68,5.8,150,36,75,6540,,
LR-SC,LRSC0669,2009,湖南省,Hunan,8657766,25.571739,30.309783,22.182609,2352.6,1432.6,210.1,537,1407.96,水稻土,Paddy soil,clay loam,63.4,3.9,67,6.6,150,36,75,7065,,
LR-SC,LRSC0670,2007,湖南省,Hunan,8657766,26.018889,30.86,22.608889,2341.7,1441.7,240.7,568.5,1481.36,水稻土,Paddy soil,loam,45.4,12.3,73,5.2,150,36,75,6888,,
LR-SC,LRSC0671,2008,湖南省,Hunan,8657766,25.677273,30.264773,22.225,2259.6,1379.6,256.3,544.7,1405.65,水稻土,Paddy soil,clay loam,41,9.5,76,6.4,150,36,75,6472.5,,
LR-SC,LRSC0672,2009,湖南省,Hunan,8657766,26.95,31.794318,23.392045,2371.6,1491.6,199.8,582.5,1487.65,水稻土,Paddy soil,clay loam,31.9,6.6,61,6.3,150,36,75,6696,,
LR-SC,LRSC0673,2007,湖南省,Hunan,8657766,25.338554,30.106024,22.031325,2103.1,1273.1,238.6,482.7,1285.29,水稻土,Paddy soil,loam,44.3,13.2,58,6.7,150,36,75,6603,,
LR-SC,LRSC0674,2006,湖南省,Hunan,8657767,24.664,29.025,21.658,2466.4,1466.4,392.3,544.7,1477.41,水稻土,Paddy soil,clay,37.1,16.5,52,6.1,165,75,75,6070.5,,
LR-SC,LRSC0675,2006,湖南省,Hunan,8657767,24.553,28.901,21.562,2455.3,1455.3,392.3,534.9,1458.26,水稻土,Paddy soil,sandy loam,29.5,31,29,6.2,165,75,75,7924.5,,
LR-SC,LRSC0676,2006,湖南省,Hunan,8657767,25.11666667,29.56458333,22.02604167,2411.2,1451.2,379.1,551.4,1476.41,水稻土,Paddy soil,clay,47.3,6.5,57,6.7,165,75,75,5920.5,,
LR-SC,LRSC0677,2008,湖南省,Hunan,8657758,25.939806,30.861165,22.436893,2671.8,1641.8,399,673.2,1763.51,水稻土,Paddy soil,loam,41,6.6,63,5.7,165,75,75,7989,,
LR-SC,LRSC0678,2009,湖南省,Hunan,8657758,25.018627,29.955882,21.345098,2551.9,1531.9,340.3,622.9,1611.92,水稻土,Paddy soil,sandy loam,42.1,10,33,5.2,150,36,75,8442,,
LR-SC,LRSC0679,2010,湖南省,Hunan,8657758,24.683505,29.515464,21.252577,2394.3,1424.3,277.7,615.197,1581.98,水稻土,Paddy soil,loam,37.4,5.6,36,5,150,36,73.5,7036.5,,
LR-SC,LRSC0680,2008,湖南省,Hunan,8657758,26.065263,30.970526,22.601053,2476.2,1526.2,398.9,616.8,1625.17,水稻土,Paddy soil,sandy loam,31.1,13,117,5.7,150,36,75,8139,,
LR-SC,LRSC0681,2009,湖南省,Hunan,8657758,25.006604,29.95,21.304717,2650.7,1590.7,340.3,653,1683.16,水稻土,Paddy soil,sandy loam,32.2,4.4,86,5.2,150,36,75,8719.5,,
LR-SC,LRSC0682,2010,湖南省,Hunan,8657758,24.032653,28.816327,20.626531,2355.2,1377.1,269.2,596.997,1545.15,水稻土,Paddy soil,loam,38.2,5.5,43,5.7,150,36,73.5,6769.5,,
LR-SC,LRSC0683,2010,湖南省,Hunan,8657758,23.586458,28.370833,20.2125,2264.3,1306.6,263.3,568.997,1477.62,水稻土,Paddy soil,loam,33.3,4.8,33,6.6,135,72,67.5,6303,,
LR-SC,LRSC0684,2010,湖南省,Hunan,8657758,24.058511,28.861702,20.662766,2261.5,1322.1,260.6,568.597,1472.35,水稻土,Paddy soil,sandy loam,35.7,9.8,45,5.2,150,36,73.5,7336.5,,
LR-SC,LRSC0685,2010,湖南省,Hunan,8657758,24.148958,28.939583,20.742708,2318.3,1358.9,260.6,584.897,1513.36,水稻土,Paddy soil,loam,32.1,6.8,46,5.3,135,72,67.5,6768,,
LR-SC,LRSC0686,2008,湖南省,Hunan,8657851,25.30989,30.49011,21.747253,2303.2,1393.2,194.1,472.8,1309.12,水稻土,Paddy soil,clay,77.4,12.6,71,7.7,150,36,75,5520,,
LR-SC,LRSC0687,2008,湖南省,Hunan,8657851,25.283696,30.455435,21.701087,2326.1,1406.1,194,473,1311.55,水稻土,Paddy soil,sandy loam,46.5,5.1,57,5.1,150,36,75,6630,,
LR-SC,LRSC0688,2009,湖南省,Hunan,8657851,26.698901,32.056044,22.92967,2429.6,1519.6,170.4,556,1477.38,水稻土,Paddy soil,loam,71.3,17.5,69,7.8,150,36,75,4800,,
LR-SC,LRSC0689,2008,湖南省,Hunan,8657851,27.152475,32.050495,23.738614,2742.4,1732.4,237.5,579.4,1622.4,水稻土,Paddy soil,sandy loam,33.2,19.4,98,5.9,150,36,75,6375,,
LR-SC,LRSC0690,2008,湖南省,Hunan,8657851,26.796262,31.57757,23.486916,2867.2,1797.2,263,583.4,1669.67,水稻土,Paddy soil,sandy loam,38,17.1,58,5.9,150,36,75,5970,,
LR-SC,LRSC0691,2008,湖南省,Hunan,8657851,26.969524,31.804762,23.621905,2831.8,1781.8,261.4,583.4,1658.26,水稻土,Paddy soil,sandy clay,30.7,12.1,41,6.1,150,36,75,8130,,
LR-SC,LRSC0692,2007,湖南省,Hunan,8657769,24.416854,29.538202,20.921348,2173.1,1283.1,189.7,521.1,1383.43,水稻土,Paddy soil,silty clay loam,34.5,16.3,75,5.9,150,36,75,7375.5,,
LR-SC,LRSC0693,2007,湖南省,Hunan,8657769,24.416854,29.538202,20.921348,2173.1,1283.1,189.7,521.1,1383.43,水稻土,Paddy soil,sandy loam,32.1,15.6,88,5.8,150,36,75,7269,,
LR-SC,LRSC0694,2007,湖南省,Hunan,8657769,24.866667,30.025287,21.367816,2163.4,1293.4,193,527.1,1391.66,水稻土,Paddy soil,sandy loam,31.7,15,84,5.7,150,36,75,6945,,
