Sort,Crop,NO,Year,Province,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
852,W-NCP,WNCP0852,2006,WNCP01,8.1 ,14.6 ,2.4 ,2195.5 ,781.3 ,101.9 ,1572.6 ,3057.6 ,small_spike,Cinnamon soils,loamy sand,8.0 ,5.0 ,70.0 ,8.6 ,225 ,150 ,150 ,5751 ,7272 
853,W-NCP,WNCP0853,2006,WNCP01,8.0 ,14.5 ,2.3 ,2144.4 ,770.2 ,100.8 ,1546.5 ,3023.2 ,small_spike,Fluvo-aquic soils,sandy clay loam,17.7 ,15.3 ,123.0 ,8.3 ,180 ,150 ,120 ,5321 ,7181 
854,W-NCP,WNCP0854,2007,WNCP01,7.3 ,13.7 ,1.6 ,2070.1 ,655.1 ,191.3 ,1491.9 ,2971.3 ,small_spike,Cinnamon soils,loam,9.2 ,16.3 ,93.0 ,8.3 ,225 ,150 ,150 ,4595 ,8046 
855,W-NCP,WNCP0855,2007,WNCP01,7.3 ,13.7 ,1.6 ,2046.7 ,671.7 ,169.3 ,1482.5 ,2962.9 ,small_spike,Fluvo-aquic soils,sandy clay loam,17.7 ,15.3 ,123.0 ,8.3 ,180 ,150 ,120 ,4841 ,7976 
856,W-NCP,WNCP0856,2007,WNCP01,7.3 ,13.7 ,1.6 ,2076.0 ,661.0 ,191.3 ,1493.5 ,2979.6 ,small_spike,Cinnamon soils,loamy sand,17.5 ,7.4 ,91.0 ,8.2 ,180 ,150 ,120 ,4236 ,8045 
857,W-NCP,WNCP0857,2007,WNCP01,7.2 ,13.6 ,1.6 ,2045.5 ,640.5 ,191.3 ,1491.9 ,2963.8 ,small_spike,Cinnamon soils,loam,15.3 ,17.6 ,72.0 ,8.3 ,225 ,150 ,150 ,5660 ,7224 
858,W-NCP,WNCP0858,2007,WNCP01,7.1 ,13.6 ,1.5 ,2027.8 ,632.8 ,191.3 ,1482.2 ,2946.9 ,small_spike,Fluvo-aquic soils,loam,14.4 ,12.0 ,64.0 ,8.3 ,180 ,120 ,120 ,6428 ,8169 
859,W-NCP,WNCP0859,2007,WNCP01,7.2 ,13.6 ,1.6 ,2052.4 ,647.4 ,191.3 ,1482.2 ,2954.4 ,small_spike,Cinnamon soils,loam,12.5 ,21.3 ,79.0 ,8.5 ,225 ,150 ,150 ,4424 ,6251 
860,W-NCP,WNCP0860,2007,WNCP01,7.1 ,13.6 ,1.3 ,1967.1 ,632.1 ,145.3 ,1482.5 ,2936.0 ,small_spike,Fluvo-aquic soils,loam,11.3 ,20.6 ,63.0 ,8.3 ,225 ,150 ,150 ,4424 ,6251 
861,W-NCP,WNCP0861,2007,WNCP01,7.3 ,13.7 ,1.6 ,2065.1 ,660.1 ,184.5 ,1496.5 ,2984.3 ,small_spike,Cinnamon soils,loamy sand,9.8 ,10.2 ,64.0 ,8.3 ,120 ,75 ,60 ,6702 ,7208 
862,W-NCP,WNCP0862,2008,WNCP01,7.8 ,14.7 ,1.3 ,2155.1 ,744.0 ,111.9 ,1741.1 ,3232.4 ,small_spike,Cinnamon soils,loam,14.2 ,21.7 ,75.0 ,8.0 ,180 ,120 ,120 ,4437 ,6264 
863,W-NCP,WNCP0863,2008,WNCP01,7.7 ,14.7 ,1.3 ,2138.0 ,736.9 ,111.9 ,1732.9 ,3217.4 ,small_spike,Cinnamon soils,loam,15.1 ,17.1 ,91.0 ,8.1 ,180 ,120 ,120 ,4298 ,7125 
864,W-NCP,WNCP0864,2008,WNCP01,7.9 ,14.8 ,1.4 ,2191.5 ,770.4 ,111.9 ,1758.9 ,3273.1 ,small_spike,Cinnamon soils,loam,15.7 ,9.9 ,79.0 ,8.5 ,225 ,150 ,150 ,5508 ,8060 
865,W-NCP,WNCP0865,2008,WNCP01,7.6 ,14.6 ,1.1 ,2065.2 ,724.1 ,105.6 ,1714.2 ,3175.0 ,small_spike,Cinnamon soils,loam,13.1 ,15.8 ,118.0 ,8.4 ,225 ,150 ,150 ,4893 ,7238 
866,W-NCP,WNCP0866,2008,WNCP01,7.9 ,14.9 ,1.3 ,2183.8 ,772.7 ,109.1 ,1763.6 ,3281.2 ,small_spike,Cinnamon soils,loamy sand,13.8 ,21.3 ,82.0 ,8.3 ,180 ,150 ,120 ,5792 ,7313 
867,W-NCP,WNCP0867,2008,WNCP01,8.1 ,15.1 ,1.6 ,2275.0 ,823.9 ,111.9 ,1789.8 ,3349.3 ,small_spike,Fluvo-aquic soils,clay,15.2 ,26.7 ,157.0 ,8.3 ,180 ,150 ,120 ,5993 ,7881 
868,W-NCP,WNCP0868,2008,WNCP01,8.1 ,15.1 ,1.5 ,2259.9 ,818.8 ,109.1 ,1789.8 ,3344.7 ,small_spike,Fluvo-aquic soils,clay,17.5 ,35.2 ,85.0 ,8.0 ,180 ,150 ,120 ,5750 ,8058 
869,W-NCP,WNCP0869,2008,WNCP01,8.0 ,15.0 ,1.5 ,2248.8 ,807.7 ,111.9 ,1781.9 ,3329.4 ,small_spike,Cinnamon soils,loamy sand,17.5 ,7.4 ,91.0 ,8.2 ,180 ,150 ,120 ,5361 ,7221 
870,W-NCP,WNCP0870,2008,WNCP01,8.0 ,15.0 ,1.4 ,2193.5 ,802.4 ,105.6 ,1765.6 ,3293.0 ,small_spike,Fluvo-aquic soils,sandy clay loam,17.7 ,15.3 ,123.0 ,8.3 ,180 ,150 ,120 ,6516 ,8183 
871,W-NCP,WNCP0871,2006,WNCP01,8.1 ,14.7 ,2.5 ,2275.4 ,855.1 ,117.8 ,1744.2 ,3263.3 ,small_spike,Cinnamon soils,sandy loam,19.2 ,10.6 ,85.0 ,8.1 ,180 ,150 ,150 ,4815 ,6668 
872,W-NCP,WNCP0872,2006,WNCP01,8.3 ,14.8 ,2.7 ,2334.6 ,894.3 ,117.8 ,1755.9 ,3301.8 ,small_spike,Cinnamon soils,loamy sand,16.7 ,14.9 ,50.0 ,8.1 ,180 ,150 ,120 ,5201 ,5361 
873,W-NCP,WNCP0873,2006,WNCP01,8.0 ,14.6 ,2.4 ,2237.4 ,837.1 ,117.8 ,1735.4 ,3243.7 ,small_spike,Cinnamon soils,loamy sand,17.6 ,20.1 ,97.0 ,8.1 ,225 ,150 ,150 ,4871 ,7709 
874,W-NCP,WNCP0874,2006,WNCP01,7.7 ,14.4 ,2.2 ,2133.9 ,783.6 ,108.7 ,1705.6 ,3168.3 ,small_spike,Cinnamon soils,loam,18.5 ,18.3 ,89.0 ,8.1 ,225 ,150 ,150 ,2219 ,6570 
875,W-NCP,WNCP0875,2006,WNCP01,7.8 ,14.4 ,2.2 ,2157.0 ,796.7 ,111.5 ,1705.6 ,3175.9 ,small_spike,Fluvo-aquic soils,clay,19.6 ,41.0 ,66.0 ,8.1 ,180 ,150 ,120 ,2478 ,6003 
876,W-NCP,WNCP0876,2006,WNCP01,7.4 ,14.1 ,1.8 ,2015.6 ,725.3 ,108.5 ,1669.4 ,3089.7 ,small_spike,Cinnamon soils,loam,15.7 ,30.2 ,78.0 ,8.1 ,180 ,150 ,120 ,5400 ,5783 
877,W-NCP,WNCP0877,2006,WNCP01,8.1 ,14.7 ,2.5 ,2251.8 ,861.5 ,111.5 ,1733.2 ,3253.1 ,small_spike,Fluvo-aquic soils,loam,16.4 ,23.1 ,85.0 ,8.1 ,180 ,150 ,120 ,6701 ,7926 
878,W-NCP,WNCP0878,2006,WNCP01,8.0 ,14.7 ,2.5 ,2247.7 ,847.4 ,111.5 ,1742.2 ,3258.6 ,small_spike,Cinnamon soils,loamy sand,17.9 ,17.6 ,76.0 ,8.1 ,180 ,150 ,120 ,5268 ,5783 
879,W-NCP,WNCP0879,2006,WNCP01,7.9 ,14.5 ,2.3 ,2189.5 ,819.2 ,111.5 ,1723.4 ,3216.4 ,small_spike,Cinnamon soils,sand,18.5 ,18.3 ,94.0 ,8.1 ,180 ,150 ,120 ,4142 ,7584 
880,W-NCP,WNCP0880,2007,WNCP01,7.4 ,13.8 ,2.0 ,2199.8 ,731.4 ,246.2 ,1733.7 ,3268.5 ,small_spike,Cinnamon soils,loam,15.6 ,15.4 ,95.0 ,8.1 ,180 ,150 ,135 ,5103 ,7659 
881,W-NCP,WNCP0881,2007,WNCP01,7.3 ,13.7 ,1.9 ,2156.6 ,718.2 ,204.8 ,1718.7 ,3239.4 ,small_spike,Fluvo-aquic soils,loam,15.9 ,6.8 ,75.0 ,8.1 ,180 ,150 ,135 ,4976 ,5702 
882,W-NCP,WNCP0882,2007,WNCP01,7.5 ,13.9 ,2.1 ,2212.3 ,753.9 ,204.8 ,1734.2 ,3278.6 ,small_spike,Cinnamon soils,silt loam,17.9 ,23.6 ,78.0 ,8.2 ,180 ,150 ,135 ,4340 ,6155 
883,W-NCP,WNCP0883,2007,WNCP01,7.4 ,13.8 ,2.0 ,2169.5 ,731.1 ,204.7 ,1720.5 ,3248.5 ,small_spike,Cinnamon soils,loam,17.0 ,15.9 ,49.0 ,8.1 ,270 ,180 ,150 ,3090 ,7871 
884,W-NCP,WNCP0884,2007,WNCP01,7.4 ,13.8 ,2.0 ,2169.5 ,731.1 ,204.7 ,1720.5 ,3248.5 ,small_spike,Cinnamon soils,sandy loam,18.6 ,14.8 ,76.0 ,8.1 ,270 ,180 ,150 ,2408 ,6977 
885,W-NCP,WNCP0885,2007,WNCP01,7.4 ,13.9 ,2.0 ,2197.3 ,748.9 ,204.7 ,1725.0 ,3263.0 ,small_spike,Cinnamon soils,loam,18.2 ,17.2 ,68.0 ,8.1 ,270 ,180 ,150 ,6701 ,7401 
886,W-NCP,WNCP0886,2007,WNCP01,7.2 ,13.7 ,1.8 ,2117.6 ,709.2 ,204.7 ,1698.2 ,3201.6 ,small_spike,Cinnamon soils,loamy sand,21.0 ,4.9 ,69.0 ,8.0 ,180 ,150 ,135 ,3914 ,7059 
887,W-NCP,WNCP0887,2007,WNCP01,7.3 ,13.8 ,1.9 ,2156.9 ,728.5 ,204.7 ,1711.0 ,3232.7 ,small_spike,Cinnamon soils,loam,20.3 ,8.9 ,59.0 ,8.1 ,180 ,150 ,135 ,4142 ,8649 
888,W-NCP,WNCP0888,2007,WNCP01,6.8 ,13.2 ,1.3 ,1918.8 ,620.4 ,183.4 ,1652.6 ,3074.4 ,small_spike,Fluvo-aquic soils,loamy sand,28.7 ,22.5 ,46.0 ,8.0 ,180 ,150 ,135 ,4932 ,6801 
889,W-NCP,WNCP0889,2008,WNCP01,7.6 ,14.6 ,1.6 ,2219.5 ,812.4 ,155.0 ,1959.3 ,3494.6 ,small_spike,Cinnamon soils,sandy loam,19.3 ,35.5 ,88.0 ,8.1 ,270 ,180 ,150 ,2168 ,6294 
890,W-NCP,WNCP0890,2008,WNCP01,7.9 ,14.8 ,1.9 ,2301.2 ,864.1 ,155.8 ,1974.8 ,3552.2 ,small_spike,Cinnamon soils,sand,16.6 ,34.3 ,123.0 ,8.1 ,270 ,180 ,150 ,2901 ,5960 
891,W-NCP,WNCP0891,2008,WNCP01,7.6 ,14.6 ,1.6 ,2209.9 ,812.8 ,155.0 ,1952.4 ,3487.2 ,small_spike,Cinnamon soils,loam,14.4 ,12.9 ,132.0 ,8.1 ,270 ,180 ,150 ,4041 ,6449 
892,W-NCP,WNCP0892,2008,WNCP01,7.6 ,14.6 ,1.6 ,2203.1 ,816.0 ,155.1 ,1953.2 ,3489.7 ,small_spike,Cinnamon soils,loamy sand,15.4 ,18.0 ,103.0 ,8.1 ,180 ,150 ,135 ,2838 ,5205 
893,W-NCP,WNCP0893,2008,WNCP01,7.8 ,14.8 ,1.8 ,2279.2 ,852.1 ,155.6 ,1972.3 ,3540.8 ,small_spike,Cinnamon soils,loam,14.7 ,15.6 ,98.0 ,8.1 ,180 ,150 ,135 ,3035 ,5975 
894,W-NCP,WNCP0894,2008,WNCP01,7.6 ,14.6 ,1.5 ,2178.8 ,801.7 ,155.0 ,1944.0 ,3467.8 ,small_spike,Fluvo-aquic soils,loamy sand,16.6 ,16.2 ,93.0 ,8.1 ,180 ,150 ,135 ,1542 ,5441 
895,W-NCP,WNCP0895,2008,WNCP01,7.6 ,14.6 ,1.6 ,2209.9 ,812.8 ,155.0 ,1952.4 ,3487.2 ,small_spike,Cinnamon soils,loamy sand,14.4 ,31.9 ,78.0 ,8.1 ,180 ,150 ,135 ,2780 ,6270 
896,W-NCP,WNCP0896,2008,WNCP01,7.6 ,14.6 ,1.5 ,2167.9 ,800.8 ,141.5 ,1944.0 ,3463.3 ,small_spike,Cinnamon soils,clay,15.4 ,12.2 ,73.0 ,8.1 ,180 ,150 ,135 ,2883 ,5901 
897,W-NCP,WNCP0897,2008,WNCP01,7.7 ,14.7 ,1.6 ,2217.1 ,830.0 ,141.6 ,1963.9 ,3509.4 ,small_spike,Cinnamon soils,loamy sand,14.7 ,11.4 ,88.0 ,8.1 ,180 ,150 ,135 ,4034 ,6383 
898,W-NCP,WNCP0898,2008,WNCP01,7.4 ,14.4 ,1.4 ,2093.7 ,786.6 ,140.8 ,1899.6 ,3384.6 ,small_spike,Fluvo-aquic soils,loam,15.6 ,15.6 ,88.0 ,8.1 ,180 ,150 ,135 ,3084 ,5496 
899,W-NCP,WNCP0899,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,15.3 ,8.2 ,88.0 ,7.9 ,180 ,150 ,120 ,4416 ,6794 
900,W-NCP,WNCP0900,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,14.2 ,14.5 ,68.0 ,7.9 ,180 ,150 ,120 ,3668 ,6071 
901,W-NCP,WNCP0901,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,18.9 ,49.8 ,110.0 ,7.8 ,180 ,150 ,120 ,4965 ,6587 
902,W-NCP,WNCP0902,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,sandy clay loam,10.9 ,6.8 ,100.0 ,8.0 ,225 ,150 ,150 ,6254 ,6894 
903,W-NCP,WNCP0903,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,11.2 ,11.5 ,65.0 ,8.0 ,180 ,150 ,120 ,5078 ,6627 
904,W-NCP,WNCP0904,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,sandy clay loam,12.4 ,21.6 ,103.0 ,7.7 ,225 ,150 ,150 ,6600 ,7800 
905,W-NCP,WNCP0905,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,sandy loam,13.5 ,23.9 ,67.0 ,7.8 ,180 ,150 ,120 ,5133 ,6654 
906,W-NCP,WNCP0906,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,12.1 ,23.9 ,64.0 ,7.8 ,180 ,150 ,120 ,5400 ,6533 
907,W-NCP,WNCP0907,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,13.0 ,6.8 ,74.0 ,7.5 ,180 ,150 ,120 ,3509 ,6837 
908,W-NCP,WNCP0908,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,16.0 ,8.1 ,89.0 ,7.9 ,180 ,150 ,120 ,4416 ,6794 
909,W-NCP,WNCP0909,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,13.6 ,14.7 ,70.0 ,7.9 ,180 ,150 ,120 ,4344 ,6587 
910,W-NCP,WNCP0910,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,17.1 ,37.7 ,138.0 ,7.8 ,180 ,150 ,120 ,2231 ,5760 
911,W-NCP,WNCP0911,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,10.0 ,14.0 ,61.0 ,7.9 ,225 ,150 ,150 ,4601 ,8073 
912,W-NCP,WNCP0912,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,sandy clay loam,11.9 ,6.7 ,101.0 ,8.0 ,225 ,150 ,150 ,4803 ,6894 
913,W-NCP,WNCP0913,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,12.0 ,10.6 ,67.0 ,8.0 ,180 ,150 ,120 ,4812 ,6627 
914,W-NCP,WNCP0914,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,sandy clay loam,14.1 ,11.4 ,104.0 ,7.7 ,225 ,150 ,150 ,6252 ,7820 
915,W-NCP,WNCP0915,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,sandy loam,7.4 ,7.6 ,86.0 ,7.8 ,180 ,150 ,120 ,4320 ,7041 
916,W-NCP,WNCP0916,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,11.9 ,24.2 ,63.0 ,7.8 ,180 ,150 ,120 ,4935 ,6533 
917,W-NCP,WNCP0917,2008,WNCP01,8.9 ,15.2 ,3.5 ,2441.8 ,955.7 ,156.4 ,1741.3 ,3260.1 ,small_spike,Cinnamon soils,loam,10.4 ,4.5 ,72.0 ,7.5 ,180 ,150 ,120 ,3563 ,6944 
918,W-NCP,WNCP0918,2009,WNCP01,6.9 ,12.3 ,2.4 ,2110.8 ,813.7 ,200.2 ,1565.5 ,3084.5 ,small_spike,Cinnamon soils,loam,15.5 ,8.3 ,88.0 ,7.9 ,180 ,150 ,120 ,3956 ,5940 
919,W-NCP,WNCP0919,2009,WNCP01,7.0 ,12.4 ,2.5 ,2164.7 ,837.6 ,200.2 ,1596.7 ,3137.0 ,small_spike,Cinnamon soils,loam,13.9 ,14.6 ,69.0 ,7.9 ,180 ,150 ,120 ,3891 ,6480 
920,W-NCP,WNCP0920,2009,WNCP01,7.0 ,12.4 ,2.5 ,2164.7 ,837.6 ,200.2 ,1596.7 ,3137.0 ,small_spike,Cinnamon soils,loam,18.0 ,43.7 ,124.0 ,7.8 ,180 ,150 ,120 ,4500 ,5982 
921,W-NCP,WNCP0921,2009,WNCP01,6.8 ,12.1 ,2.2 ,2058.2 ,781.1 ,188.1 ,1541.4 ,3031.9 ,small_spike,Cinnamon soils,sandy loam,10.5 ,15.8 ,76.0 ,7.8 ,180 ,150 ,120 ,4694 ,6575 
922,W-NCP,WNCP0922,2009,WNCP01,6.6 ,12.0 ,2.0 ,2014.4 ,747.3 ,172.0 ,1551.3 ,3021.1 ,small_spike,Cinnamon soils,sandy clay loam,16.5 ,13.4 ,82.0 ,7.9 ,225 ,150 ,150 ,5241 ,7686 
923,W-NCP,WNCP0923,2009,WNCP01,6.7 ,12.1 ,2.1 ,2048.2 ,771.1 ,177.2 ,1554.9 ,3040.4 ,small_spike,Cinnamon soils,loam,12.0 ,24.0 ,63.0 ,7.8 ,180 ,150 ,120 ,4137 ,6966 
924,W-NCP,WNCP0924,2009,WNCP01,7.0 ,12.4 ,2.5 ,2164.7 ,837.6 ,200.2 ,1596.7 ,3137.0 ,small_spike,Cinnamon soils,loam,11.7 ,5.7 ,73.0 ,7.5 ,180 ,150 ,120 ,4473 ,7070 
925,W-NCP,WNCP0925,2006,WNCP01,9.0 ,14.8 ,3.9 ,2418.5 ,930.3 ,133.4 ,1669.7 ,3160.5 ,small_spike,Cinnamon soils,loam,16.3 ,7.9 ,78.0 ,7.9 ,180 ,150 ,120 ,3668 ,5771 
926,W-NCP,WNCP0926,2006,WNCP01,9.2 ,15.0 ,4.1 ,2495.4 ,977.2 ,133.4 ,1689.5 ,3213.9 ,small_spike,Cinnamon soils,sandy loam,14.0 ,18.7 ,60.0 ,8.5 ,225 ,150 ,150 ,4698 ,7529 
927,W-NCP,WNCP0927,2006,WNCP01,8.6 ,14.4 ,3.4 ,2208.4 ,840.2 ,131.0 ,1614.4 ,3052.4 ,small_spike,Cinnamon soils,loam,12.5 ,13.6 ,87.0 ,8.4 ,180 ,150 ,120 ,4416 ,5594 
928,W-NCP,WNCP0928,2006,WNCP01,8.9 ,14.7 ,3.7 ,2314.5 ,896.3 ,131.0 ,1636.1 ,3111.6 ,small_spike,Cinnamon soils,sandy loam,12.4 ,5.4 ,118.0 ,7.3 ,225 ,150 ,150 ,4221 ,6240 
929,W-NCP,WNCP0929,2007,WNCP01,8.0 ,13.8 ,3.1 ,2204.4 ,761.1 ,164.3 ,1600.2 ,3089.0 ,small_spike,Cinnamon soils,loam,16.7 ,7.4 ,123.0 ,8.4 ,144 ,72 ,120 ,2168 ,3567 
930,W-NCP,WNCP0930,2007,WNCP01,6.0 ,11.8 ,1.1 ,1500.4 ,367.1 ,128.3 ,1375.4 ,2508.8 ,small_spike,Cinnamon soils,loam,18.5 ,11.0 ,117.0 ,8.4 ,240 ,120 ,108 ,2168 ,3968 
931,W-NCP,WNCP0931,2007,WNCP01,8.1 ,13.9 ,3.2 ,2241.4 ,778.1 ,164.3 ,1603.7 ,3106.3 ,small_spike,Cinnamon soils,sandy clay loam,17.6 ,13.4 ,114.0 ,8.0 ,240 ,120 ,180 ,4500 ,7101 
932,W-NCP,WNCP0932,2007,WNCP01,8.1 ,13.9 ,3.2 ,2266.4 ,773.1 ,185.1 ,1623.8 ,3136.1 ,small_spike,Cinnamon soils,loam,13.3 ,5.0 ,90.0 ,8.0 ,192 ,96 ,144 ,3068 ,5067 
933,W-NCP,WNCP0933,2007,WNCP01,8.1 ,13.9 ,3.2 ,2242.4 ,769.1 ,164.3 ,1606.4 ,3109.3 ,small_spike,Cinnamon soils,sandy loam,16.3 ,3.4 ,102.0 ,8.2 ,144 ,72 ,108 ,3600 ,4167 
934,W-NCP,WNCP0934,2007,WNCP01,8.1 ,13.9 ,3.2 ,2255.8 ,772.5 ,164.3 ,1614.6 ,3123.6 ,small_spike,Cinnamon soils,loam,16.0 ,14.4 ,147.0 ,8.2 ,192 ,96 ,150 ,3267 ,6567 
935,W-NCP,WNCP0935,2008,WNCP01,8.9 ,15.2 ,3.5 ,2426.7 ,950.6 ,156.1 ,1733.2 ,3246.0 ,small_spike,Cinnamon soils,loam,29.4 ,18.9 ,155.0 ,8.4 ,240 ,120 ,180 ,4167 ,6933 
936,W-NCP,WNCP0936,2008,WNCP01,8.8 ,15.1 ,3.3 ,2368.3 ,922.2 ,156.1 ,1733.2 ,3226.7 ,small_spike,Cinnamon soils,loam,10.4 ,13.0 ,74.0 ,8.3 ,192 ,96 ,144 ,3701 ,6801 
937,W-NCP,WNCP0937,2008,WNCP01,8.8 ,15.1 ,3.3 ,2353.7 ,917.6 ,156.1 ,1724.1 ,3211.7 ,small_spike,Cinnamon soils,loam,19.2 ,16.1 ,154.0 ,8.2 ,144 ,72 ,108 ,3834 ,4967 
938,W-NCP,WNCP0938,2007,WNCP01,7.7 ,13.9 ,2.7 ,1928.5 ,632.6 ,165.1 ,1371.0 ,2758.0 ,small_spike,Fluvo-aquic soils,loam,16.5 ,28.6 ,90.0 ,7.6 ,210 ,150 ,120 ,4760 ,8966 
939,W-NCP,WNCP0939,2007,WNCP01,7.7 ,13.9 ,2.7 ,1928.5 ,632.6 ,165.1 ,1371.0 ,2758.0 ,small_spike,Fluvo-aquic soils,loam,15.1 ,46.6 ,96.0 ,7.5 ,240 ,150 ,135 ,4680 ,8658 
940,W-NCP,WNCP0940,2008,WNCP01,8.2 ,14.6 ,2.8 ,2018.0 ,691.5 ,150.5 ,1555.7 ,2987.8 ,small_spike,Fluvo-aquic soils,loam,16.2 ,28.6 ,91.0 ,7.5 ,210 ,150 ,120 ,4620 ,8273 
941,W-NCP,WNCP0941,2008,WNCP01,8.3 ,14.7 ,2.9 ,2038.6 ,702.1 ,151.4 ,1558.3 ,2999.4 ,small_spike,Fluvo-aquic soils,loam,16.4 ,30.5 ,101.0 ,7.7 ,210 ,150 ,120 ,4541 ,8325 
942,W-NCP,WNCP0942,2008,WNCP01,9.3 ,15.7 ,3.8 ,2398.8 ,922.3 ,245.8 ,1681.3 ,3298.4 ,small_spike,Fluvo-aquic soils,loam,15.2 ,31.2 ,86.0 ,7.5 ,240 ,150 ,135 ,4760 ,8448 
943,W-NCP,WNCP0943,2008,WNCP01,8.2 ,14.6 ,2.8 ,2018.0 ,691.5 ,150.5 ,1555.7 ,2987.8 ,small_spike,Fluvo-aquic soils,loam,15.1 ,36.6 ,96.0 ,7.6 ,240 ,150 ,135 ,4688 ,8658 
944,W-NCP,WNCP0944,2008,WNCP01,8.2 ,14.6 ,2.8 ,2018.0 ,691.5 ,150.5 ,1555.7 ,2987.8 ,small_spike,Fluvo-aquic soils,loam,15.1 ,31.2 ,110.0 ,7.6 ,210 ,150 ,120 ,5058 ,8141 
945,W-NCP,WNCP0945,2008,WNCP01,8.2 ,14.6 ,2.8 ,2018.0 ,691.5 ,150.5 ,1555.7 ,2987.8 ,small_spike,Fluvo-aquic soils,sandy loam,16.5 ,28.5 ,90.0 ,7.6 ,210 ,150 ,120 ,4763 ,8190 
946,W-NCP,WNCP0946,2009,WNCP01,7.0 ,12.7 ,2.3 ,1919.6 ,720.0 ,86.0 ,1397.2 ,2877.7 ,small_spike,Fluvo-aquic soils,loam,15.7 ,32.4 ,107.0 ,7.8 ,240 ,150 ,135 ,4860 ,8441 
947,W-NCP,WNCP0947,2009,WNCP01,7.0 ,12.7 ,2.3 ,1919.6 ,720.0 ,86.0 ,1397.2 ,2877.7 ,small_spike,Fluvo-aquic soils,loam,15.1 ,29.0 ,96.0 ,7.6 ,210 ,150 ,120 ,4740 ,8381 
948,W-NCP,WNCP0948,2009,WNCP01,7.0 ,12.7 ,2.3 ,1919.6 ,720.0 ,86.0 ,1397.2 ,2877.7 ,small_spike,Fluvo-aquic soils,loam,15.7 ,34.0 ,100.0 ,7.6 ,210 ,150 ,120 ,4581 ,8160 
949,W-NCP,WNCP0949,2009,WNCP01,6.8 ,12.6 ,2.2 ,1891.9 ,692.3 ,86.0 ,1395.6 ,2861.0 ,small_spike,Fluvo-aquic soils,loam,15.8 ,28.0 ,92.0 ,7.6 ,210 ,150 ,120 ,4640 ,6771 
950,W-NCP,WNCP0950,2006,WNCP02,10.3 ,16.0 ,5.6 ,2357.0 ,805.8 ,199.6 ,1259.4 ,2733.7 ,medium_spike,Cinnamon soils,loam,17.2 ,27.9 ,115.0 ,8.3 ,150 ,90 ,90 ,6504 ,9506 
