Sort,Soil quality,Crop,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
2616,low,single rice,2008,24.7,30.6,21,3527.4,2097.4,724.9,598.8,1934.1,medium_maturity,Paddy soils,sandy loam,29.6,9,51,7,150,105,150,8440
2617,high,single rice,2007,24.8,29.7,21.6,2755.2,1645.2,824.2,502.7,1610,late_maturity,Paddy soils,clay,42,6.4,99,6.8,150,105,150,7458
2618,low,single rice,2007,24,29,20.8,3173.6,1853.6,883.8,580.6,1867.4,medium_maturity,Paddy soils,clay loam,25,6.2,73,7.8,150,105,150,9314
2619,low,single rice,2007,24.9,29.8,21.6,2759.7,1649.7,833.6,507.7,1621.5,medium_maturity,Paddy soils,clay loam,35,15.8,45,4.9,150,90,180,9149
2620,high,single rice,2008,22.9,27.7,19.8,2934,1654,507.9,532.9,1733.4,medium_maturity,Paddy soils,silty clay loam,69.8,37.3,132,7.2,150,105,150,7140
2621,high,single rice,2008,23.4,28.2,20.3,2506.3,1436.3,414.4,476.3,1504.6,medium_maturity,Paddy soils,loam,23.9,44.4,135,6.1,150,105,150,7665
2622,high,single rice,2007,23.8,27.9,20.8,2686.5,1556.5,627.8,472.5,1563.9,medium_maturity,Paddy soils,loam,20.8,23.5,91,4.7,180,126,180,6353
2623,low,single rice,2008,24,29.4,20.5,2881.9,1681.9,360.7,486.7,1619.7,medium_maturity,Paddy soils,sandy loam,39,56.8,88,5.3,180,120,180,9242
2624,low,single rice,2008,24,29.4,20.5,2811.1,1641.1,351.4,482.2,1592.4,medium_maturity,Paddy soils,sandy loam,21,56.8,73,5.6,150,105,150,8292
2625,low,single rice,2008,24,29.4,20.5,2811.1,1641.1,351.4,482.2,1592.4,medium_maturity,Paddy soils,sandy loam,29,39.5,58,5.2,120,90,120,7121
2626,high,single rice,2008,25.3,31.1,22,2684.3,1624.3,741.3,450.3,1487.6,medium_maturity,Paddy soils,sandy clay,35.5,23,123,5.5,180,90,180,6275
2627,high,single rice,2008,26.4,32.1,23.2,2819.8,1749.8,692.5,408.7,1407.1,medium_maturity,Paddy soils,loam,43.7,18.9,154,5,180,120,180,6410
2628,low,single rice,2008,26.3,32.2,23,2863.7,1773.7,692.5,427.8,1456.8,medium_maturity,Paddy soils,sandy loam,18.3,22.3,36,4.7,150,90,150,7844
2629,low,single rice,2008,24,28.8,20.8,2851.3,1661.3,641.5,496.3,1644.9,medium_maturity,Paddy soils,sandy loam,29.5,15.3,25,5.4,150,105,150,9679
2630,low,single rice,2009,23.2,28.4,19.9,2574.8,1464.8,429.1,513.4,1619.3,medium_maturity,Paddy soils,silt loam,40.4,13.5,82,5.9,180,120,180,8825
2631,low,single rice,2007,23.7,28.3,20.6,3062.3,1772.3,771.5,425.3,1573.8,medium_maturity,Paddy soils,sandy loam,38.8,9.6,56,7.4,150,105,150,6894
2632,high,single rice,2007,24,28.5,20.9,2976.8,1736.8,758.8,405.2,1537.3,medium_maturity,Paddy soils,silty clay loam,23.9,2.2,95,6.6,150,105,150,8153
2633,high,single rice,2007,24.3,28.7,21.3,2716.3,1596.3,744.2,356.1,1370.5,medium_maturity,Paddy soils,loam,44.1,27,222,6.5,180,120,180,7328
2634,high,single rice,2007,23.9,28.4,20.9,3015.5,1755.5,770.9,405.2,1545.1,medium_maturity,Paddy soils,loam,26.8,80.4,238,6.3,120,90,120,6780
2635,high,single rice,2008,23.6,28.7,20.2,2781.1,1601.1,487,555.4,1728,medium_maturity,Paddy soils,loam,39.1,28,118,6.2,120,90,120,8117
2636,high,single rice,2008,23.6,28.7,20.2,2998.4,1728.4,497.2,609.3,1856.4,medium_maturity,Paddy soils,clay,33.9,28.8,140,7.6,150,105,150,7493
2637,high,single rice,2008,23.3,28.4,20,3195.1,1825.1,560.7,643.7,1964.6,medium_maturity,Paddy soils,loam,40.4,29.7,174,6.6,225,150,240,7625
2638,low,single rice,2007,23.9,29.1,20.7,3228.9,1878.9,685.8,469.2,1687.1,medium_maturity,Paddy soils,sandy loam,39.9,9.8,42,7.5,150,105,150,8250
2639,low,single rice,2008,24,29.6,20.4,3071.4,1791.4,717.1,504.8,1687.5,medium_maturity,Paddy soils,clay loam,40.4,25.3,61,6.3,180,120,180,9225
2640,low,single rice,2007,25.5,30.2,22.4,3211,1951,654.4,463.8,1640.1,medium_maturity,Paddy soils,sandy loam,32.3,20.7,82,6.6,150,105,150,6471
2641,high,single rice,2008,24.7,30,21.3,3014.6,1794.6,588.2,446.3,1588.5,medium_maturity,Paddy soils,loam,34.8,26.4,164,5.7,150,120,150,10562
2642,high,single rice,2008,24.7,30,21.3,3436.9,2046.9,626.7,511.4,1787.5,medium_maturity,Paddy soils,loam,41.4,11.9,110,6.3,150,120,150,8696
2643,high,single rice,2008,25,30.3,21.3,2621.5,1571.5,566.4,377.2,1356.5,medium_maturity,Paddy soils,loam,39.6,30.9,98,5.4,135,53,90,9161
2644,low,single rice,2007,24.6,30.3,20.9,2707.9,1607.9,546.6,409.9,1450.9,medium_maturity,Paddy soils,clay loam,35.4,22.2,69,5.7,113,75,75,7341
2645,low,single rice,2008,24.2,29.9,20.2,2633.6,1543.6,621.6,391.5,1393.5,medium_maturity,Paddy soils,clay loam,36.8,21.4,75,5.1,60,90,75,8742
2646,low,single rice,2008,24.2,29.4,20.6,2900.6,1700.6,459.1,472.5,1610.1,medium_maturity,Paddy soils,clay loam,25,25.8,53,5.8,180,90,195,9900
2647,low,single rice,2008,24.1,29.5,20.5,2897.4,1697.4,455.1,470.4,1610.6,medium_maturity,Paddy soils,clay loam,32,30.7,59,5.9,180,90,195,8940
2648,high,single rice,2008,24.4,29.3,20.9,2884.9,1704.9,394.6,488.9,1618.8,medium_maturity,Paddy soils,clay,30.2,20.5,161,6.2,120,44,72,8466
2649,low,single rice,2007,25.1,29.5,21.7,2634.2,1584.2,479,456,1483.9,medium_maturity,Paddy soils,clay loam,40.1,21.3,88,5.4,135,68,120,7838
2650,high,single rice,2007,25,29.5,21.5,2849.1,1709.1,482.4,512,1637.8,medium_maturity,Paddy soils,loam,27.1,49.8,120,6,120,60,120,8970
2651,high,single rice,2007,24.8,29.2,21.3,2971,1771,515.4,514,1669.7,medium_maturity,Paddy soils,silty clay loam,51.8,25.1,144,6.1,128,60,105,8325
2652,high,single rice,2007,25.5,30.7,21.8,3036.5,1846.5,493,499.4,1666,medium_maturity,Paddy soils,clay,33.3,15,99,7.6,135,75,75,8505
2653,low,single rice,2007,26,31,22.6,2813.1,1733.1,409.3,434.7,1481.3,medium_maturity,Paddy soils,sandy loam,41.8,21.6,70,6.2,135,75,75,7886
2654,high,single rice,2007,25.4,30.5,21.5,2817.9,1707.9,643.3,414.9,1467.3,medium_maturity,Paddy soils,loam,43.5,14.2,104,7,135,60,75,10025
2655,low,single rice,2006,25.2,29.7,21.7,2842.2,1712.2,619.1,482.8,1587,medium_maturity,Paddy soils,sandy loam,39.8,10.4,88,6.3,180,80,90,10275
2656,high,single rice,2006,25.1,29.7,21.7,2812.7,1692.7,619.1,477.6,1572.6,medium_maturity,Paddy soils,clay,35.1,9.6,90,5.9,180,80,90,10886
2657,low,single rice,2009,23.9,29,20.6,3299.3,1919.3,1196.5,502.2,1763.5,medium_maturity,Paddy soils,clay loam,28.5,11.9,87,4.9,150,75,60,9570
2658,high,single rice,2009,24,29.5,20.8,2521.6,1471.6,1119,379.4,1316.4,medium_maturity,Paddy soils,loam,31.8,11.9,106,8.1,175,85,120,8505
2659,low,single rice,2008,25.5,31,21.5,2932.6,1782.6,752.6,580.3,1767.2,medium_maturity,Paddy soils,sandy loam,23.5,12.3,68,5.9,150,90,90,9230
2660,low,single rice,2008,25.7,31,21.9,3161.3,1931.3,763.7,601.4,1839.1,medium_maturity,Paddy soils,clay loam,24.2,14,77,5.6,150,90,90,8114
2661,high,single rice,2006,27.2,32.6,22.9,2856,1806,450.2,694.9,1884.5,medium_maturity,Paddy soils,clay,29.9,2.3,97,5,120,68,68,6746
2662,low,single rice,2006,26.6,32.1,22.1,2762.4,1722.4,403.1,689.8,1870.3,medium_maturity,Paddy soils,clay loam,18.9,3.4,53,5.3,135,68,68,5850
2663,low,single rice,2008,25.6,30.9,22.1,2508.4,1528.4,578.8,591.3,1649.2,medium_maturity,Paddy soils,sandy loam,10.6,7.4,44,5.5,105,45,45,8145
2664,high,single rice,2008,25.2,30.5,21.4,2665.9,1605.9,483.3,623.1,1769.7,medium_maturity,Paddy soils,clay,32,15.2,107,6.9,105,45,53,9687
2665,high,single rice,2008,25.2,30.5,21.4,2665.9,1605.9,483.3,623.1,1769.7,medium_maturity,Paddy soils,clay,32,15.2,107,6.9,105,45,53,9341
2666,low,single rice,2006,26.6,32.1,22.4,2868.6,1788.6,385.1,596,1740.2,medium_maturity,Paddy soils,clay loam,19,5.2,67,7.1,150,45,60,8154
2667,high,single rice,2006,25.9,31.8,21.7,3393.5,2083.5,700.5,846.2,2274.1,medium_maturity,Paddy soils,silty clay loam,8.6,2.9,102,8.1,165,75,60,8242
2668,high,single rice,2008,25.2,30.6,21.3,2926.4,1766.4,576.6,616.7,1830.4,medium_maturity,Paddy soils,clay,29.4,10,106,6.6,143,75,60,7407
2669,low,single rice,2008,25.2,30.6,21.3,2926.4,1766.4,576.6,616.7,1830.4,medium_maturity,Paddy soils,sandy loam,22.6,11.8,72,7.6,143,75,60,7341
2670,low,single rice,2009,24.2,29.2,21,3703.5,2173.5,942.8,562.3,1965.5,medium_maturity,Paddy soils,sandy loam,14.5,15.6,89,8.4,143,75,60,8190
2671,high,single rice,2009,25.7,30.2,22.7,2780.9,1700.9,434,421.9,1457.8,medium_maturity,Paddy soils,loam,19.9,14.9,91,7.9,150,60,45,7770
2672,high,single rice,2008,25.8,30.7,22.1,2936,1796,680,640.8,1857.4,medium_maturity,Paddy soils,clay,31.3,12.4,103,8,180,90,90,9300
2673,high,single rice,2009,25.5,29.9,22.5,2779.4,1689.4,458.9,396.6,1427,medium_maturity,Paddy soils,clay,18.1,6.5,91,7.7,150,60,45,8468
2674,high,single rice,2007,25,29.9,21.7,3405.4,2045.4,812,575.2,1886.8,medium_maturity,Paddy soils,loam,34.9,32.9,91,7.9,188,120,150,7010
2675,high,single rice,2007,25.1,30.1,21.5,2709.5,1629.5,538.8,471.7,1547.2,medium_maturity,Paddy soils,loam,34.6,28.5,118,7.8,188,120,150,8337
2676,high,single rice,2007,25.4,30.4,21.9,2766.3,1676.3,547.1,484.4,1572.3,medium_maturity,Paddy soils,silty clay loam,25.5,16,90,8.3,192,120,150,8481
2677,low,single rice,2007,26.6,31.1,23.3,2953.6,1843.6,486.1,537.1,1672.4,medium_maturity,Paddy soils,clay loam,26.6,19.3,68,6.4,104,63,54,7481
2678,low,single rice,2007,26.5,31.1,23.2,2973.3,1853.3,486.1,546.7,1695.6,medium_maturity,Paddy soils,clay loam,23,13,77,7,104,63,72,7434
2679,low,single rice,2007,26.5,30.8,23.4,3368.4,2098.4,627.2,574.4,1829.9,medium_maturity,Paddy soils,clay loam,12.1,3.8,79,7.6,104,72,81,7208
2680,high,single rice,2008,25.7,30.8,22,2672.5,1632.5,442.1,471.5,1521.4,medium_maturity,Paddy soils,silty clay loam,20.3,4.6,93,4.8,135,75,60,9769
2681,high,single rice,2008,25.8,30.7,22.2,3116.7,1906.7,526,525.9,1725.1,early_maturity,Paddy soils,silty clay loam,25.1,7.2,130,7.6,135,75,60,9665
2682,high,single rice,2008,25.7,30.8,22,2672.5,1632.5,442.1,471.5,1521.4,medium_maturity,Paddy soils,silty clay loam,28.5,8.5,105,7.6,135,75,60,8553
2683,high,single rice,2009,24.8,29.3,21.7,2479.6,1479.6,519.1,283.1,1185.7,medium_maturity,Paddy soils,silty clay loam,51.1,10,115,4.5,171,59,72,9095
2684,low,single rice,2007,26,31.4,22.5,3118,1918,506.5,570.2,1791.8,medium_maturity,Paddy soils,sandy loam,17.3,16.8,78,5,150,75,90,8202
2685,high,single rice,2008,25.7,31.4,21.8,2849.1,1739.1,477.9,575.9,1740.4,medium_maturity,Paddy soils,clay,11.1,26.4,129,6.7,180,75,90,8237
2686,high,single rice,2007,25.5,30.9,21.9,2654.6,1614.6,617.4,503.2,1567.1,medium_maturity,Paddy soils,loam,23.5,8.7,131,6.4,161,72,78,7680
2687,low,single rice,2007,25.7,31.1,22,2673.7,1633.7,608,521.9,1595,medium_maturity,Paddy soils,clay loam,22.5,28.6,70,7,161,72,78,6360
2688,low,single rice,2007,26.2,31.7,22.6,2854.7,1764.7,439.4,491.9,1589.1,medium_maturity,Paddy soils,clay loam,20.3,22.5,84,6.9,120,45,45,6383
2689,low,single rice,2008,25.6,31.5,21.7,2846.4,1736.4,440.3,539.7,1681.3,medium_maturity,Paddy soils,sandy loam,32.4,50.8,78,6.7,150,60,60,7559
2690,high,single rice,2009,25.2,30.1,22,2969.7,1789.7,440.1,340,1402.5,medium_maturity,Paddy soils,loam,32.2,9.4,97,7.1,150,60,60,7290
2691,low,single rice,2008,25,30.7,21.2,3151.8,1891.8,467.9,567.5,1827.1,medium_maturity,Paddy soils,sandy loam,22,48.9,62,6.6,150,60,60,7361
2692,low,single rice,2009,25.7,30.7,22.5,2595.9,1585.9,370.8,296.2,1213.2,medium_maturity,Paddy soils,clay loam,22,45.8,85,7,120,45,45,7453
2693,low,single rice,2009,25.1,30,22,3089.2,1859.2,449.7,349.4,1451.5,medium_maturity,Paddy soils,sandy loam,22.1,42.5,38,6.8,150,60,60,7332
2694,high,south maize,2009,23.5,27.9,20.2,3309.9,1901.5,743,732.8,2197,medium_maturity,Red earths,,35.8,64.3,205,5.3,180,75,90,7758
2695,low,south maize,2006,23.3,28.1,19.8,3102.7,1774.3,417.8,706.8,2073.1,late_maturity,Paddy soils,,24.2,8.5,105,5.2,210,90,90,10478
2696,low,south maize,2007,22.1,26.5,19,3425.6,1880.6,728.3,589.8,2015.8,medium_maturity,Purplish soils,,18.1,16.4,72,5,210,90,90,6890
2697,high,south maize,2008,24.2,29,20.6,2994.9,1754.9,456.3,632.2,1912.5,medium_maturity,Yellow earths,,16.6,33.7,145,5.4,210,150,150,9896
2698,low,south maize,2007,24.1,28.6,20.8,2984.3,1744.3,665,529.6,1745.6,medium_maturity,Paddy soils,,12.2,3.6,85,5.3,210,90,90,8841
2699,low,south maize,2007,23.5,28.8,19.8,2863.1,1643.1,684.3,462,1606.4,medium_maturity,Purplish soils,,22.3,3.1,103,5.4,210,90,90,5780
2700,low,south maize,2008,23.3,28.9,19.4,3213.6,1833.6,423.4,663.2,2017.8,medium_maturity,Paddy soils,,17,12,58,4.6,210,90,90,7074
2701,low,south maize,2006,26.8,32.4,22.5,4659.3,2919.3,548.5,1065.4,2875.4,medium_maturity,Limestone soils,,21.3,19,47,5.8,210,90,90,7310
2702,high,south maize,2007,25,30.3,21.3,4529.9,2719.9,841.2,959.3,2709.1,late_maturity,Yellow earths,,21.6,19.6,153,7.5,210,90,90,8772
2703,low,south maize,2007,24.3,29.7,20.5,4003.8,2353.8,827.3,832.3,2456,medium_maturity,Limestone soils,,26.4,18.6,87,6.7,210,90,90,7282
2704,high,south maize,2007,24.9,30.3,21.2,4209.4,2519.4,840.1,872.3,2527.3,late_maturity,Yellow earths,,25.8,22.6,116,7.8,210,90,90,10098
2705,low,south maize,2008,24.2,29.6,20.2,3623,2123,692.9,822.2,2375.3,medium_maturity,Purplish soils,,17,29,63,6,210,90,90,5795
2706,high,south maize,2008,25.4,30.8,21.6,4170,2530,832.8,927.2,2616.8,late_maturity,Yellow earths,,26,21,164,7.6,210,90,90,9365
2707,high,south maize,2008,25.5,30.9,21.6,4077,2477,829.4,905.7,2559.8,late_maturity,Yellow earths,,26,21,160,7.6,210,90,90,8504
2708,low,south maize,2007,24,29.1,20.4,2994.7,1744.7,857.3,515.1,1728.6,medium_maturity,Limestone soils,,14.4,12,93,6.1,210,90,90,6608
2709,low,south maize,2008,21.3,26.8,17.3,3190.8,1692,684.2,747.2,2215.8,medium_maturity,Purplish soils,,10.7,11.7,42,6.1,150,45,45,8750
2710,low,south maize,2008,21.7,27.2,17.7,3296.1,1777.3,780.5,762.7,2263.3,medium_maturity,Purplish soils,,12.8,11.6,63,7.9,150,45,45,9507
2711,low,south maize,2006,20.9,26.6,16.9,2492.1,1308.9,389.4,620.5,1817.4,medium_maturity,Purplish soils,,18,5.7,53,5.2,210,90,90,4950
2712,low,south maize,2008,22.8,27.9,19.1,3210.8,1800.8,479.5,800,2259.3,medium_maturity,Purplish soils,,15.4,6.8,105,5.2,210,90,90,7988
2713,low,south maize,2007,21.9,26.8,18.4,2739.1,1489.2,495.5,493,1649.7,medium_maturity,Purplish soils,,23.4,6.9,72,5.8,210,90,90,7850
2714,low,south maize,2008,23.1,28.3,19.5,3471.6,1971.6,575.9,863.6,2425.9,medium_maturity,Purplish soils,,12,8,100,7.7,210,90,90,7517
2715,high,south maize,2006,26.7,32.3,22.6,4084.6,2554.9,428.2,857.1,2461,medium_maturity,Yellow earths,,17.2,44,135,5.3,210,90,90,12206
2716,high,south maize,2008,23.8,28.9,20.3,4241.5,2461.5,689.3,994,2826.4,late_maturity,Yellow earths,,23.2,40.2,128,6.1,210,90,90,8376
2717,low,south maize,2006,23.7,28.7,20.1,2791,1612.9,356.3,668.9,1915.2,medium_maturity,Purplish soils,,11.5,6.2,70,7.7,210,90,90,4182
2718,low,south maize,2007,22.6,27.2,19.5,2783.2,1553.4,749.4,493.5,1666.1,medium_maturity,Purplish soils,,13.9,13,67,7.8,210,90,90,5861
2719,low,south maize,2008,22.7,27.5,19.2,2901.2,1621.2,692.8,665.8,1972.2,medium_maturity,Purplish soils,,9,3.5,60,8.5,210,90,90,5412
2720,low,south maize,2007,22.5,27.1,19.4,2703.8,1504,720.8,475,1614.7,medium_maturity,Purplish soils,,16.6,33.8,72,5.8,210,90,90,5868
2721,high,south maize,2006,24.7,31.4,20.2,3539.2,2109.2,453.9,831.4,2362.2,medium_maturity,Yellow earths,,20.2,10,151,5.3,210,90,90,7080
2722,high,south maize,2006,23.7,30.3,19.3,3864.4,2234.4,482.3,888.8,2572.8,medium_maturity,Yellow earths,,20.3,8.3,121,5.5,210,90,90,7690
2723,high,south maize,2007,25.2,31.1,21.7,3373,2033,918.4,551.6,1842.9,early_maturity,Yellow earths,,24.4,7.9,174,6.2,240,90,90,10545
2724,low,south maize,2008,25.2,31.4,21.4,3375.7,2035.7,706.3,646.7,1990.5,medium_maturity,Purplish soils,,38.5,17.6,94,6.3,210,90,90,6539
2725,high,south maize,2008,25.1,31.3,21.2,3457.5,2077.5,714.7,666.1,2052.2,medium_maturity,Yellow earths,,26.1,18.9,165,6.5,210,90,90,7160
2726,low,south maize,2008,24,29.4,20.5,3095.5,1805.5,555.4,564.7,1834.9,medium_maturity,Limestone soils,,23.7,9.8,91,5.6,210,90,90,6152
2727,low,south maize,2007,21.6,27,18.2,3277.3,1768.1,1016.1,561.5,1968.9,late_maturity,Purplish soils,,30.4,65.1,53,5.5,210,90,90,8218
2728,low,south maize,2008,22.1,27.7,18.5,3163.5,1733.5,513.3,599.7,1978.6,medium_maturity,Limestone soils,,18.5,16.2,31,4.6,210,90,90,7260
2729,high,south maize,2008,24.9,30.9,21.5,3389.4,2029.4,704.4,473.3,1709.2,late_maturity,Fluvo-aquic soils,,23.5,9.7,118,5.2,210,90,90,5832
2730,low,south maize,2008,22.5,28.6,18.8,3080,1710,520.6,474.1,1728.7,late_maturity,Limestone soils,,23.3,20.9,78,7.9,210,90,90,6666
2731,high,south maize,2008,20.1,25.3,16.7,2797.6,1408.5,584.3,515.5,1802,medium_maturity,Yellow earths,,20.3,24.3,120,6.6,105,45,45,7231
2732,high,south maize,2007,23.9,28.8,20.6,2728.8,1588.8,925.2,320.9,1341.8,late_maturity,Yellow earths,,37,9.8,123,5.1,210,90,90,6959
2733,high,south maize,2007,23.8,28.7,20.3,2712.7,1572.7,899.1,336.5,1365.6,late_maturity,Yellow earths,,35.5,16.6,124,4.6,210,90,90,7004
2734,low,south maize,2008,23.3,28.3,19.8,2837.3,1617.3,636.7,372,1477,medium_maturity,Paddy soils,,17.4,12,80,7,210,90,90,8475
2735,low,south maize,2009,24.5,29.5,21.2,3215.8,1905.8,613.8,558.7,1845.6,medium_maturity,Paddy soils,,29,12.4,84,6.5,180,75,90,9398
2736,low,south maize,2007,23.4,28.4,19.6,3346.2,1921.4,1084.7,618.4,2018.2,medium_maturity,Limestone soils,,22,4.7,48,6.2,180,75,90,5018
2737,low,south maize,2006,23.2,28.4,19.3,3579.5,2041,780.9,825.6,2418.8,medium_maturity,Limestone soils,,30,4.4,50,7.2,180,75,90,8426
2738,low,south maize,2008,22.7,27.9,19,3496.2,1956.2,837.7,632.4,2105.9,medium_maturity,Limestone soils,,31.1,11.5,105,7.8,165,90,120,6063
2739,low,south maize,2006,24.4,29.5,20.4,3246,1917.5,702.9,745.3,2162,medium_maturity,Limestone soils,,25,61.1,40,4.5,165,83,90,5303
2740,high,south maize,2010,23.5,28.4,20,3236.2,1861.7,813.2,610.8,1975.2,late_maturity,Red earths,,35.6,29.8,112,7,180,75,90,7653
2741,low,south maize,2010,22.6,27.6,19.2,3530.8,1976.3,886.2,670.2,2185,medium_maturity,Limestone soils,,23.4,12.8,69,6.7,165,75,90,6648
2742,low,south maize,2008,23.5,28.8,19.6,3173.8,1823.8,730.2,514.4,1800,medium_maturity,Limestone soils,,12.2,19,73,5.6,180,75,90,5592
2743,low,south maize,2006,20.4,26.7,16.3,2829.7,1458.3,549.6,630.7,1958.3,medium_maturity,Limestone soils,,47.1,40.5,83,7.5,180,75,150,7134
2744,low,south maize,2007,20.9,26.8,17.3,2926.1,1541.6,866.4,485.3,1756.4,medium_maturity,Limestone soils,,16.2,50.9,84,7.6,180,75,90,6903
2745,low,south maize,2007,20,26,16.3,2783.5,1428.6,635.2,474.3,1717.4,medium_maturity,Paddy soils,,22.9,7.2,58,5.5,180,75,90,5781
2746,high,south maize,2007,16.5,22.1,12.4,1961.8,847.2,385.8,411.6,1409.3,medium_maturity,Yellow earths,,31,12,191,5,180,75,90,7412
2747,high,south maize,2006,23.9,28.8,19.9,2792.1,1625.2,846.3,646.1,1883.3,medium_maturity,Red earths,,35.5,45,178,5.3,225,75,105,6609
2748,high,south maize,2008,22.4,27.5,18.7,1768.9,978.9,312.8,311.1,1073.7,early_maturity,Red earths,,20.5,12.7,176,5.3,210,90,105,5880
2749,low,south maize,2009,24.8,29.6,21.4,3148.4,1878.4,789.5,624.3,1928.2,medium_maturity,Paddy soils,,25.2,8.5,80,4.6,240,90,105,5355
2750,high,south maize,2009,24.5,29.2,21.1,3230.3,1910.3,869.3,629.8,1969.9,medium_maturity,Red earths,,24.3,36.8,160,4.8,240,90,105,6060
2751,low,south maize,2006,24.3,29.3,20.6,2816.9,1661.6,843.8,632.6,1857.4,medium_maturity,Paddy soils,,20.5,23.5,95,5.3,225,75,105,6413
2752,low,south maize,2008,23.9,29.3,20.3,2917.5,1697.5,581.6,484.9,1666.9,medium_maturity,Paddy soils,,19.2,9,80,4.9,180,75,90,7335
2753,low,south maize,2010,21.8,26.7,18.4,3530.2,1921.7,729.6,655,2187.9,late_maturity,Paddy soils,,20.4,8.6,88,4.5,180,75,90,5757
2754,low,south maize,2007,23.6,28.9,19.9,2899.7,1669.7,783.8,578.2,1813.5,medium_maturity,Paddy soils,,15.1,3.4,48,4.6,222,83,125,8100
2755,low,south maize,2010,23.4,28.1,20.2,2672.2,1532.2,599.6,442.7,1543.1,late_maturity,Paddy soils,,26.8,26.3,46,5.2,180,75,90,7104
2756,low,south maize,2008,24.6,30.1,20.9,3168.1,1878.1,633.3,529,1786.5,medium_maturity,Paddy soils,,29.1,33.3,92,4.8,180,75,90,6570
2757,low,south maize,2007,23.8,29.1,19.6,2969.7,1722.4,571.3,814.2,2218.7,medium_maturity,Paddy soils,,20.5,9.7,52,4.7,180,75,90,6995
2758,high,south maize,2008,23.6,28.8,19.7,3331.1,1922.1,720,815.8,2332.2,early_maturity,Red earths,,32.3,15.3,147,4.8,180,75,90,8571
2759,low,south maize,2007,25.9,30.9,22.3,2982.3,1832.3,578.1,709.9,1989,medium_maturity,Paddy soils,,43.5,26.7,47,5.8,180,75,90,6435
2760,low,south maize,2007,25.9,30.9,22.2,3029.6,1859.6,578.1,725.9,2028.7,medium_maturity,Paddy soils,,25,27.9,73,7.5,180,75,90,6219
2761,high,south maize,2008,24.5,29.4,21,3332.2,1972.2,539.7,778.1,2241.9,medium_maturity,Red earths,,24.3,12,159,4.7,180,75,90,7470
2762,low,south maize,2008,23.9,28.8,20.4,3199.9,1859.9,531.3,745.1,2172.3,medium_maturity,Paddy soils,,22.5,13.2,55,5.2,180,75,90,8037
2763,low,south maize,2009,25,29.9,21.5,3680.3,2210.3,660.2,883.7,2479,medium_maturity,Paddy soils,,26.7,43.2,39,4.8,180,75,90,7985
2764,low,south maize,2009,23.1,27.5,19.9,3277.8,1859.4,745.2,708.7,2162,medium_maturity,Paddy soils,,26.3,15.8,47,5,180,75,90,8711
2765,low,south maize,2009,24.7,29.4,21.2,3604.8,2144.8,726.1,848.6,2419.2,medium_maturity,Paddy soils,,33.6,21.7,109,5.7,180,75,90,8124
2766,low,south maize,2009,23.6,28.7,20.1,2767,1597,904.6,613.9,1841.1,medium_maturity,Paddy soils,,31,7,43,5,180,75,90,6042
2767,high,south maize,2009,24.2,29.1,20.7,2830.3,1660.3,832.6,627.9,1867,late_maturity,Red earths,,23.2,7.1,124,5.2,180,75,90,6632
2768,high,south maize,2008,23.7,28.5,20.4,2936.5,1696.5,831.7,428.1,1576.9,medium_maturity,Red earths,,22,16.4,110,5.1,180,75,90,7425
2769,low,south maize,2007,24.6,30.2,20.7,3078.9,1830.3,477.3,671.2,1969.1,late_maturity,Paddy soils,,33.6,11.7,46,5.9,180,75,90,4794
2770,low,south maize,2010,22.1,26.2,19.1,2188.4,1203.4,774.6,391.2,1346.1,medium_maturity,Paddy soils,,38.5,16.2,90,5.9,180,75,90,5925
2771,high,south maize,2005,23.6,27.7,20.3,2712.1,1562.7,880.8,597.6,1789.7,early_maturity,Red earths,,31.6,18.5,196,6.6,180,90,90,9200
2772,high,south maize,2006,23.1,26.9,19.7,2559.2,1456.8,688,458.9,1533.7,medium_maturity,Red earths,,27.6,7.6,166,6.8,180,90,90,9291
2773,high,south maize,2009,22.6,27,19.6,2512.3,1404.9,778.8,527.9,1649,medium_maturity,Red earths,,21.4,57.6,112,5.5,180,90,90,9477
2774,high,south maize,2009,22.6,26.9,19.6,2595.8,1448.4,780.9,543.4,1701,medium_maturity,Red earths,,19.9,15.2,157,6.3,180,90,90,9384
